year,en_ADP or_NOUN,en_ADP bord_NOUN
1946,6.498371476482134e-06,3.062643116891195e-08
1947,6.525484877784038e-06,6.318061451793255e-08
1948,5.5359651014441624e-06,3.4790040626120344e-08
1949,6.833619409007952e-06,7.166416160497846e-08
1950,6.2078606788418256e-06,3.722376362702562e-08
1951,6.310483513516374e-06,3.5182626589858046e-08
1952,6.2530689319828525e-06,4.639713679921442e-08
1953,6.049504008842632e-06,5.171437067463813e-08
1954,6.1772202570864465e-06,3.811289217559022e-08
1955,6.206702437339118e-06,5.9129327656393116e-08
1956,6.0036336435587145e-06,4.447782320227134e-08
1957,6.971728453208925e-06,7.774832955220745e-08
1958,4.993953552911989e-06,1.067119435038677e-07
1959,5.545659860217711e-06,6.278105557644409e-08
1960,5.3352705435827374e-06,5.4674583083169637e-08
1961,6.085892891860567e-06,6.878677960564517e-08
1962,6.563290753547335e-06,6.849313227696996e-08
1963,6.0923152886971366e-06,9.76374057160001e-08
1964,5.8765049288922455e-06,9.490990920957287e-08
1965,6.6567408794071525e-06,1.0396882732521817e-07
1966,6.204317742231069e-06,9.914944021360839e-08
1967,6.0919228417333215e-06,8.775997606402797e-08
1968,6.53456072541303e-06,1.0060771815645353e-07
1969,7.288158940355061e-06,1.2353581269053393e-07
1970,6.666771696473006e-06,1.540572873715007e-07
1971,6.522681815113174e-06,1.813854351162547e-07
1972,6.21466006123228e-06,1.8673734403229503e-07
1973,5.915667770750588e-06,2.0288590252270922e-07
1974,5.516998044186039e-06,2.8127858531235006e-07
1975,6.028467396390624e-06,2.5130511538407063e-07
1976,6.0900483731529675e-06,2.982460907130502e-07
1977,6.050147021596786e-06,3.390903069444562e-07
1978,5.6108883654815145e-06,3.463364679490155e-07
1979,5.7173779168806504e-06,3.271253037340216e-07
1980,5.888678970222827e-06,3.217795265797463e-07
1981,5.95044457440963e-06,3.0425893227103984e-07
1982,5.961064289294882e-06,3.302391151649431e-07
1983,5.759568011853844e-06,4.016541135243301e-07
1984,6.095917797210859e-06,3.9781198868382717e-07
1985,6.118424153100932e-06,3.825895058540141e-07
1986,5.735523700423073e-06,3.764536753436687e-07
1987,5.65678328712238e-06,3.935366192919787e-07
1988,5.375311047828291e-06,3.993704771332318e-07
1989,6.06547246206901e-06,4.379521572062117e-07
1990,5.819704256282421e-06,4.037450462845982e-07
1991,5.580114702752326e-06,4.5367739698320975e-07
1992,5.430049895949196e-06,5.074658862014303e-07
1993,5.8560499383020215e-06,4.6473951265113556e-07
1994,5.764439720223891e-06,4.921506322475011e-07
1995,5.808529294881737e-06,5.655616108768413e-07
1996,5.747524028265616e-06,5.962648916835178e-07
1997,5.329525265551638e-06,5.399051303811575e-07
1998,5.069474809715757e-06,5.774204607789102e-07
1999,5.412489372247364e-06,5.744742832547445e-07
2000,5.48984598935931e-06,7.002579689441291e-07
2001,5.306085768097546e-06,6.541149364380772e-07
2002,6.18234162175213e-06,6.326483887875156e-07
2003,6.024537015036913e-06,6.350390311382625e-07
2004,5.382214567362098e-06,7.831718953354994e-07
2005,5.035642516304506e-06,7.187984305545569e-07
2006,5.536914613912813e-06,8.734044811831154e-07
2007,6.016085535520688e-06,1.0309751665715794e-06
2008,6.0127822507638484e-06,1.3998461838582443e-06
2009,6.098518042563228e-06,1.4767091833789436e-06
2010,6.364838554873131e-06,1.6816703158895052e-06
2011,6.975689757382497e-06,2.593800076056141e-06
2012,7.917270522739273e-06,2.7560829209960502e-06
2013,8.129462912620511e-06,2.156830433364121e-06
2014,8.145538231474347e-06,1.8774409795696556e-06
2015,8.120645361486822e-06,2.2788610891666394e-06
2016,8.165222425304819e-06,2.216955138578669e-06
2017,7.38835069569177e-06,2.1802803331638643e-06
2018,8.043333764362615e-06,2.380370411003696e-06
2019,7.576943971798755e-06,2.952002944311971e-06
