year,mon_DET ail_NOUN,mon_DET bail_NOUN
1800,1.5720822421627645e-08,3.144164484325529e-09
1801,0.0,5.476719877606229e-08
1802,2.2378401354217203e-09,1.1189200677108602e-08
1803,1.950339223455444e-09,1.1702034896643454e-08
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,2.842877711017877e-09,3.1271653710973624e-08
1806,0.0,5.76333825108577e-09
1807,0.0,2.562259560079383e-08
1808,0.0,1.8128591960930862e-08
1809,0.0,4.292157917973327e-08
1810,0.0,2.8081521108447305e-08
1811,2.5070767684098882e-09,2.2563691359778204e-08
1812,0.0,1.0668832928217853e-08
1813,5.751483289628823e-09,8.627225156487839e-09
1814,0.0,2.5173417128598885e-08
1815,0.0,2.6972236000233352e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,2.1796227045456362e-08
1818,1.1921177378582115e-09,8.344824387052086e-09
1819,1.035105001712111e-09,4.140420006848444e-09
1820,0.0,3.20394981656591e-08
1821,9.86148829262845e-10,5.325203744632745e-08
1822,6.015369535816717e-09,4.411270992932259e-08
1823,1.9765373782121287e-09,2.9648061450338048e-08
1824,8.421112696055388e-10,2.5263337199987745e-08
1825,0.0,1.3208164340028361e-08
1826,2.6423953025656033e-09,1.5854372037438225e-08
1827,9.217273055917019e-10,1.6591091167583727e-08
1828,1.8344602503717056e-09,3.302028395157919e-08
1829,8.57317605795771e-10,1.2859763920403111e-08
1830,3.1310507520032616e-09,1.0436835617966267e-08
1831,3.1182412207897414e-09,2.6505050598757407e-08
1832,4.058990810129615e-09,4.058990654698391e-08
1833,2.3167257001688313e-09,4.8651238260255525e-08
1834,0.0,2.6136687036881767e-08
1835,2.2689263801112247e-09,3.781543966852041e-08
1836,2.688300027031687e-09,2.083432448785061e-08
1837,6.957890930081589e-10,2.1569461328141415e-08
1838,6.312161904276081e-10,1.1361891427696946e-08
1839,0.0,6.991475065554198e-09
1840,6.369688665408546e-10,8.917564464638872e-09
1841,1.926164561183441e-09,1.2841097074556274e-08
1842,6.708265054555795e-10,1.408735661456717e-08
1843,1.1813822142769936e-09,3.5441467538532834e-09
1844,2.1954245643662773e-09,8.232842019229025e-09
1845,1.674068439427856e-09,1.0602433431206038e-08
1846,5.854501328173001e-09,2.2832555401919308e-08
1847,1.6179670936367074e-09,1.9954927488186058e-08
1848,8.045221711050488e-10,2.25266200692964e-08
1849,8.379414939696517e-10,1.8434712423243127e-08
1850,1.3577992064028876e-09,1.968808849284187e-08
1851,3.8696632564949596e-09,1.9993260824691106e-08
1852,3.2552727180501506e-09,4.231854577874117e-08
1853,2.388772735173461e-09,2.2096148688532935e-08
1854,2.5978321716024766e-09,4.000661490977109e-08
1855,3.1841622671890946e-09,1.6451505047143655e-08
1856,3.6240323519898254e-09,3.727576203260696e-08
1857,2.9289055625270066e-09,2.83127523648119e-08
1858,9.787352039936081e-10,2.0553438895287712e-08
1859,1.018434669930457e-09,2.8516171202142004e-08
1860,3.204028820036342e-09,2.242820107412058e-08
1861,4.715963841661619e-09,2.310822316831107e-08
1862,3.614389038064658e-09,2.9366910903050325e-08
1863,2.4973103585068657e-09,4.644997386726857e-08
1864,2.876836879828204e-09,1.1027874724511832e-08
1865,2.8241067262513297e-09,1.694463991341877e-08
1866,3.8924903300596725e-09,2.1408697037372804e-08
1867,6.79393608038481e-09,3.008743121313273e-08
1868,3.951899252285784e-09,2.8651270023161146e-08
1869,2.441759683335931e-09,1.90457244420017e-08
1870,2.2936195165357276e-09,2.8096838633473453e-08
1871,1.0621177271019633e-09,2.8677177965619194e-08
1872,3.628403577593531e-09,1.0885210954825197e-08
1873,5.986004469882289e-10,1.616221290134945e-08
1874,1.7923826867161097e-09,2.509335916833777e-08
1875,2.8607636259891933e-09,2.1169649755403697e-08
1876,4.232210137899983e-09,2.6602465119651697e-08
1877,7.421779302241305e-09,2.3502301549349625e-08
1878,4.227361960484899e-09,3.019544247973016e-08
1879,2.443730107160036e-09,2.3215435351886526e-08
1880,5.776061406947974e-09,4.428313893356517e-08
1881,2.789003084036068e-09,3.69542902944886e-08
1882,1.9966155395678697e-09,1.9966155839767907e-08
1883,2.5277355764075082e-09,4.549924170760278e-08
1884,1.3203393933736152e-09,3.9610181801208455e-08
1885,1.933690763067375e-09,1.0313017162477678e-08
1886,6.4534639854230136e-09,3.613939925095622e-08
1887,3.9173548849191775e-09,1.1752064210668323e-08
1888,1.9021844099853524e-09,1.4583413587843097e-08
1889,1.2530273485467092e-09,1.0650732185091272e-08
1890,1.3108772956016423e-09,3.736000364629177e-08
1891,1.9122659011827636e-09,1.3385862196457765e-08
1892,1.2537024751679837e-09,3.2596264798456787e-08
1893,4.310891643655168e-09,3.1407925149551374e-08
1894,6.301539290376468e-10,1.5123694518948128e-08
1895,3.0093072478365457e-09,1.5648398132839247e-08
1896,5.89702897624278e-10,1.2383760683576384e-08
1897,7.574727622916555e-09,1.1653426668090106e-08
1898,2.8291773368493978e-09,1.527755810748488e-08
1899,1.6582735185011188e-09,2.984892333302014e-08
1900,2.07642125715779e-09,6.229263593837686e-08
1901,0.0,3.912117352289357e-09
1902,2.9461704187383475e-09,1.4239823320494338e-08
1903,3.2401321625741275e-09,7.560307935250421e-09
1904,2.6873125946735854e-09,1.666133719879781e-08
1905,1.5482277682110634e-09,5.93487281541627e-08
1906,1.0802787109298606e-08,2.777859631208912e-08
1907,3.0857059130084963e-09,2.6228501481817545e-08
1908,1.964555629285769e-09,1.8172139126804154e-08
1909,2.2003934230241384e-09,2.3104131385842663e-08
1910,4.275320542035388e-09,2.93928290595602e-08
1911,5.320374141248863e-10,1.4897047151407605e-08
1912,1.5628263128064646e-09,1.510732161591477e-08
1913,2.121195941118259e-09,1.6969567084856862e-08
1914,6.027069343605973e-09,1.5402511266415786e-08
1915,1.0602685840410686e-08,3.534228465440492e-09
1916,2.197492410260793e-09,1.5382446649780945e-08
1917,4.3865698851064394e-09,4.3865698851064394e-09
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,5.524709190130039e-09,1.2890987832747669e-08
1920,3.028892692213958e-09,7.572231730534895e-09
1921,3.7863738810983705e-09,2.3475517640925148e-08
1922,1.4755870969551665e-09,2.1396012961361066e-08
1923,4.246379248229459e-09,1.2739137744688378e-08
1924,1.289162443462999e-09,1.804827398643738e-08
1925,4.399271169575059e-09,2.1996355847875293e-08
1926,2.229227691330493e-09,2.8979960209341016e-08
1927,8.919379901328739e-09,3.1217830098739796e-08
1928,3.4278123672848437e-09,2.285208267061023e-08
1929,1.1140406375176326e-09,4.567566680435675e-08
1930,3.1510810627466412e-09,2.4158288258746552e-08
1931,1.1405356659111021e-09,1.3686427990933225e-08
1932,3.2878609834696704e-09,2.9590749517360848e-08
1933,3.4411986593596566e-09,2.7529589052832648e-08
1934,0.0,1.5576054224197833e-08
1935,1.196828414151696e-09,1.4361940969820353e-08
1936,0.0,1.091224310911798e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,1.2965214457594243e-09,1.944782235252518e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,2.178504132643866e-08
1946,6.960552134671616e-09,2.227376683094917e-08
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,4.348755133776194e-09,3.696441996936528e-08
1949,4.908504158684934e-09,2.0615717133409817e-08
1950,2.1270722960764488e-09,1.0635361480382244e-08
1951,3.1984206394497505e-09,2.0256663457729474e-08
1952,2.1089607837865287e-09,7.381362521208246e-09
1953,5.386913581872932e-09,2.0470271255845773e-08
1954,4.886268278880834e-09,5.863521668203475e-09
1955,4.6928039232341234e-09,1.970977647758332e-08
1956,2.616342476002842e-09,1.22095984433912e-08
1957,2.6505113659425206e-09,1.236905244894615e-08
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,1.5501495642666896e-09,3.875373910666724e-09
1960,4.152500121534786e-09,2.283875022435211e-08
1961,2.779263652552544e-09,1.042223907177231e-08
1962,1.9025869213429303e-09,1.4586499563762345e-08
1963,1.2932106496776896e-09,1.551852757408767e-08
1964,8.517555494247375e-09,2.981144531233326e-08
1965,1.6416130677043839e-09,8.755269398363907e-09
1966,1.107814973089205e-08,1.8832853942996053e-08
1967,3.451234797946512e-09,1.2818872408004722e-08
1968,5.389698881641536e-09,1.5719955115400808e-08
1969,4.087581939593576e-09,1.5441976808361346e-08
1970,2.2993624781975086e-09,9.197450273612517e-09
1971,2.5691987426412766e-09,2.5178147122772998e-08
