year,mon_DET ail_NOUN,mon_DET bail_NOUN
1972,5.643161493651405e-09,1.1799338173190677e-08
1973,2.7566018356850464e-09,1.1577727720979425e-08
1974,1.687671502548227e-09,7.313243122197832e-09
1975,5.711480177694739e-10,9.138367840222372e-09
1976,7.998937734399192e-09,5.713526984862938e-09
1977,1.1753563677885381e-09,8.22749424145286e-09
1978,3.5643548113029055e-09,1.1881182371276111e-08
1979,5.266775904289034e-09,5.851973239323627e-09
1980,3.4110904101325445e-09,1.8192481521239756e-08
1981,2.5302198114474095e-09,1.707898356073656e-08
1982,2.483000915987077e-09,1.4898005162855554e-08
1983,6.315316047889041e-10,1.0104505232533256e-08
1984,1.739702604197646e-09,5.219107812592938e-09
1985,6.015558051686298e-10,9.62489254963117e-09
1986,2.997242676272549e-09,8.991728250862252e-09
1987,1.8332451112712533e-09,1.0388388815840699e-08
1988,1.0793796967334401e-08,8.395175166153734e-09
1989,2.1952488715726304e-09,1.15250561316671e-08
1990,2.1794604454505873e-09,1.4166492978695544e-08
1991,4.103025752488776e-09,8.206051227421796e-09
1992,2.2039777225479895e-09,6.060938473329003e-09
1993,1.6617622278225497e-09,1.606370203521834e-08
1994,2.1099705871385765e-09,1.2132331361769388e-08
1995,5.422450821690461e-10,1.2471636612332304e-08
1996,3.2028553142993132e-09,1.601427590536275e-08
1997,4.79489448146353e-10,6.7128524960935465e-09
1998,1.9072516899143466e-09,5.72175506974304e-09
1999,1.8280804925385752e-09,6.8553016596695215e-09
2000,2.6508188977203417e-09,8.836062992401139e-09
2001,7.0099388516098315e-09,1.3143635291257283e-08
2002,3.0668549366730247e-09,1.0953053908302479e-08
2003,3.75023062604285e-09,9.583922822020696e-09
2004,6.166707811061656e-09,1.0131019939629837e-08
2005,9.007499190971657e-09,7.205999352777326e-09
2006,2.8825228870488218e-09,1.4412614379732958e-08
2007,1.1983438685803094e-09,1.837460494868992e-08
2008,8.514879357157668e-10,2.1287197782271505e-08
2009,4.76819250749827e-10,1.6211854525494118e-08
2010,9.447586046817946e-10,2.0784689969133296e-08
2011,1.529588788962144e-09,2.4091024064532007e-08
2012,2.382976926895708e-09,3.574465434752483e-08
2013,1.3945625210176615e-09,3.0680376017500066e-08
2014,2.3819897165822113e-09,3.3564400148122786e-08
2015,1.773260344117844e-09,3.058874109562737e-08
2016,6.214020409345267e-10,3.604131659784571e-08
2017,1.509366853724714e-09,3.672792425746252e-08
2018,2.323319980845895e-09,4.0270881740411824e-08
2019,1.7856913725466939e-09,4.209129755849972e-08
