year,en_ADP oies_NOUN,en_ADP bois_NOUN
1903,1.0260418292773466e-08,2.1468034901772626e-05
1904,2.6873125946735854e-09,2.2027901650290005e-05
1905,5.160759042333041e-10,2.1444502635858953e-05
1906,9.259531807970234e-09,2.3234737454913557e-05
1907,6.685696440911215e-09,2.0920058886986226e-05
1908,4.4202501658929805e-09,2.1460315110743977e-05
1909,6.60118004702781e-09,2.0353088984848e-05
1910,2.137660271017694e-09,2.0990220946259797e-05
1911,2.128149656499545e-09,2.036905243585352e-05
1912,5.209421061191932e-09,1.9718179828487337e-05
1913,5.302989602995467e-09,1.9700077245943248e-05
1914,4.018046340092951e-09,1.8313585314899683e-05
1915,5.890381071793627e-09,1.7330678019789048e-05
1916,3.2962386153911893e-09,1.535277988296002e-05
1917,3.289927441585405e-09,1.6613035768386908e-05
1918,3.44591288836682e-09,1.5458364941878244e-05
1919,2.762354511798293e-09,1.644337498873938e-05
1920,9.086678076641874e-09,1.8417938917991705e-05
1921,7.572747429129834e-10,1.729994073684793e-05
1922,2.951174193910333e-09,1.7780825146473944e-05
1923,2.1231896241147297e-09,1.6489751942572184e-05
1924,5.156649662829693e-09,1.6020421753637493e-05
1925,7.698724768800957e-09,1.6536860130145214e-05
1926,1.1146138456652466e-09,1.76354205905227e-05
1927,6.689535148041159e-09,1.6263375073322095e-05
1928,2.2852082448565625e-09,1.740528932714369e-05
1929,3.342121912552898e-09,1.5498533684876747e-05
1930,2.100720708497761e-09,1.602744850970339e-05
1931,4.5621426636444085e-09,1.7273412595386617e-05
1932,6.575722188983946e-09,1.569186497363262e-05
1933,0.0,1.5721689123893157e-05
1934,3.5944740517379614e-09,1.5284902474377304e-05
1935,3.590485242455088e-09,1.5144666576816235e-05
1936,2.424942913137329e-09,1.4829738574917428e-05
1937,0.0,1.6002051779651083e-05
1938,9.075650453382877e-09,1.528598841105122e-05
1939,1.070583532936098e-08,1.6422751286881976e-05
1940,7.607348750937604e-09,1.8184098735218868e-05
1941,0.0,1.497887569712475e-05
1942,3.034211770724937e-09,1.7756206943886355e-05
1943,2.9032352077962287e-09,1.635102125874255e-05
1944,0.0,1.6303705706377514e-05
1945,4.357008087652048e-09,1.3079737982479855e-05
1946,0.0,1.2446859727788251e-05
1947,2.3841741914054637e-09,1.3332301932678092e-05
1948,1.0871887834440486e-09,1.3194123312132433e-05
1949,9.817008317369869e-10,1.4056974578124937e-05
1950,1.0635361480382244e-09,1.3470748854160774e-05
1951,3.198420528427448e-09,1.4921697584213689e-05
1952,9.490323193972472e-09,1.4299808754003607e-05
1953,8.619062019654677e-09,1.554878690512851e-05
1954,9.772536113672459e-10,1.4486807231151033e-05
1955,1.8771215692936494e-09,1.4440695849771146e-05
1956,1.744228317335228e-09,1.4256450413085986e-05
1957,0.0,1.3972612578072585e-05
1958,0.0,1.4310154256236274e-05
1959,6.975672928177801e-09,1.3721149116463494e-05
1960,3.460416619915918e-09,1.4197397831594571e-05
1961,3.47407969059077e-09,1.3113261047692504e-05
1962,6.341956404476434e-10,1.3035891242907383e-05
1963,2.5864212993553792e-09,1.5270878066075966e-05
1964,2.4335873316516654e-09,1.3497891814040486e-05
1965,1.6416130677043839e-09,1.3852477422915399e-05
1966,7.754704434148607e-09,1.2534372217487544e-05
1967,5.916402701089396e-09,1.2687232811003923e-05
1968,4.491415656060482e-09,1.2660852007684298e-05
1969,3.1792304344691047e-09,1.2707838322967291e-05
1970,9.197450023812337e-10,1.3696842870558612e-05
1971,3.596878239697787e-09,1.2533579138107598e-05
1972,2.0520587451500205e-09,1.3586681234301068e-05
1973,4.410563025913916e-09,1.2963196240889374e-05
1974,2.812785782069227e-09,1.2698040336545091e-05
1975,3.4268881066168433e-09,1.3271766874822788e-05
1976,1.7140580066410394e-09,1.3254240002424922e-05
1977,2.3507127355770763e-09,1.3377318282437045e-05
1978,8.316827893040113e-09,1.4451082279265393e-05
1979,7.607565244427406e-09,1.3638024029205553e-05
1980,2.8425752862659692e-09,1.56108544615563e-05
1981,8.223214109648325e-09,1.4469694178842474e-05
1982,4.345251713999687e-09,1.464784327254165e-05
1983,6.315316158911344e-09,1.4431128875003196e-05
1984,5.219107812592938e-09,1.5958870790200308e-05
1985,1.8046674155058895e-09,1.576677823322825e-05
1986,4.795588426365072e-09,1.444671033823397e-05
1987,3.0554083707556856e-09,1.4684293091704603e-05
1988,4.197587610832443e-09,1.5880073988228105e-05
1989,6.585746614717891e-09,1.4208199900167529e-05
1990,5.44865097484859e-10,1.7826896510086954e-05
1991,1.7584396161396398e-09,1.5187056305876467e-05
1992,4.4079553340736766e-09,1.6160114682861604e-05
1993,3.323524566667402e-09,1.4526571249007247e-05
1994,3.6924485691258724e-09,1.5372717825812288e-05
1995,1.0844901643380922e-09,1.4777805517951492e-05
1996,4.270473752399084e-09,1.5256267033691984e-05
1997,7.192341833217597e-09,1.583178345754277e-05
1998,4.7681290027412615e-09,1.581350079504773e-05
1999,2.285100553223174e-09,1.587504993949551e-05
2000,3.97622823555821e-09,1.513882671133615e-05
2001,3.5049694258049158e-09,1.4891738828737289e-05
2002,5.6955880012310445e-09,1.4555294001183938e-05
2003,2.9168460979889232e-09,1.4370883945957758e-05
2004,1.7619165015858584e-09,1.5395626178360544e-05
2005,4.503749373441224e-09,1.465159857616527e-05
2006,3.294311934354255e-09,1.4737927813257556e-05
2007,3.1955835755326234e-09,1.5126294783840422e-05
2008,3.405951742863067e-09,1.783271181921009e-05
2009,9.53638501499654e-10,1.8364216884947382e-05
2010,1.4171379625338432e-09,2.0232950191712007e-05
2011,2.2943831279320648e-09,2.601333471830003e-05
2012,1.0212758416727752e-09,2.6646788683137856e-05
2013,1.9523875849358774e-09,2.190634586440865e-05
2014,2.815078836704288e-09,2.2176756829139777e-05
2015,4.43315073539452e-09,2.3905544367153198e-05
2016,3.935546111222266e-09,2.5325860406155698e-05
2017,2.7671724911471074e-09,2.3823342417017557e-05
2018,3.872199894061623e-09,2.579169267846737e-05
2019,4.08158040698936e-09,2.8703714633593336e-05
