year,en_ADP oies_NOUN,en_ADP bois_NOUN
1800,9.432493897065797e-09,1.17906165542081e-05
1801,0.0,1.079866342479363e-05
1802,6.713520406265161e-09,1.176432579086395e-05
1803,1.950339267864365e-08,1.4262830518418923e-05
1804,1.9774807569206132e-08,1.1924208592972718e-05
1805,2.842877711017877e-09,1.4285460565588437e-05
1806,0.0,1.6370762750739232e-05
1807,1.9928686256776018e-08,1.311876894760644e-05
1808,2.039466551195801e-08,2.0360674170660786e-05
1809,2.4849335034105025e-08,1.631471786822658e-05
1810,2.106114038724627e-08,1.2671785952989012e-05
1811,2.5070768572277302e-08,1.3508129995898344e-05
1812,5.3344164641089264e-09,1.7939642930286936e-05
1813,1.1502966579257645e-08,1.4223418475012295e-05
1814,0.0,1.65704022947466e-05
1815,2.697223555614414e-09,1.170055566035444e-05
1816,4.6352077731626196e-09,1.1882355465786532e-05
1817,0.0,2.1441261196741834e-05
1818,2.384235475716423e-09,1.0661108717613388e-05
1819,1.035105001712111e-09,1.3404609489953145e-05
1820,1.3053129244156025e-08,1.1490313227113802e-05
1821,1.1833785507064931e-08,1.018691727949772e-05
1822,3.0076847679083585e-09,1.1876344615302514e-05
1823,2.668325471688604e-08,1.501575479778694e-05
1824,0.0,1.443462952011032e-05
1825,3.522177216552791e-09,1.7187343473779038e-05
1826,0.0,1.4962122804718092e-05
1827,1.8434546111834038e-09,1.5673973393859342e-05
1828,4.586150570418113e-09,1.4456463759415783e-05
1829,5.143905745796928e-09,1.5141085896175355e-05
1830,8.349468672008697e-09,1.7562064385856502e-05
1831,3.1182412207897414e-09,2.0705121642095037e-05
1832,0.0,2.81382781395223e-05
1833,2.548398292390175e-08,2.0550514818751253e-05
1834,2.42697808516823e-08,2.0227927961968817e-05
1835,5.294161553592858e-09,1.8149141396861523e-05
1836,6.720750067579218e-10,1.83221090992447e-05
1837,0.0,1.8399447071715258e-05
1838,1.8936485712828244e-09,1.7521299014333636e-05
1839,1.2584655095793096e-08,2.177425085392315e-05
1840,1.4650283985950807e-08,1.8811600966728292e-05
1841,5.778493683550323e-09,1.987866016861517e-05
1842,1.341653010911159e-08,1.6513735317857936e-05
1843,4.7255288571079745e-09,1.8937556887976825e-05
1844,9.330554162634286e-09,2.0618328562704846e-05
1845,3.9061593959388574e-09,1.8201029888587072e-05
1846,9.367202347121406e-09,2.0090306861675344e-05
1847,9.168480197274675e-09,1.9800681911874563e-05
1848,1.287235473768078e-08,1.633019019209314e-05
1849,1.1731180693530519e-08,1.8548673324403353e-05
1850,6.1100964288129944e-09,1.9997667550342157e-05
1851,6.449438760824933e-10,1.9445058569544926e-05
1852,5.208436348880241e-09,1.88122212421149e-05
1853,2.9859659189668264e-09,2.0618692360585555e-05
1854,5.195664343204953e-09,1.8903905584011227e-05
1855,4.776243400783642e-09,2.1460191419464536e-05
1856,3.106313539724681e-09,1.7964846847462468e-05
1857,9.763018171682347e-10,1.869178595370613e-05
1858,1.468102750479261e-09,1.9072123905061744e-05
1859,3.5645213447565993e-09,1.8223869119537994e-05
1860,5.95033897154984e-09,2.2015339709469117e-05
1861,8.017138342086838e-09,1.877896829682868e-05
1862,9.035972525772706e-10,1.9230808902648278e-05
1863,4.9946209945694875e-09,1.9482018615235575e-05
1864,9.589455896019672e-10,1.915493885462638e-05
1865,3.2947911621228343e-09,1.851625529525336e-05
1866,6.811858188626729e-09,1.848640931711998e-05
1867,4.85281148598915e-10,2.41272082348587e-05
1868,5.433861360870651e-09,2.2178059225552715e-05
1869,1.953407657850903e-09,1.888456790766213e-05
1870,1.1468097582678638e-09,2.0200481230858713e-05
1871,1.0621177271019633e-09,1.8880204152083024e-05
1872,1.2094678591978436e-09,2.0021530872327276e-05
1873,2.9930022349411445e-09,2.2609139705309644e-05
1874,4.182226565063729e-09,2.060821861959994e-05
1875,5.149374260327022e-09,2.078745274047833e-05
1876,8.464420275799966e-09,2.112961192324292e-05
1877,2.4739263970730008e-09,2.1362973711802624e-05
1878,1.3285995414946683e-08,2.3490847524954006e-05
1879,1.0996785704264767e-08,1.971357050933875e-05
1880,1.1552123035940554e-08,2.0102619600947946e-05
1881,6.972507571312292e-10,2.422876605123747e-05
1882,6.655385131892899e-10,2.059309190372005e-05
1883,1.2006744043446815e-08,2.3079490347299725e-05
1884,3.300848483434038e-09,2.2627316866419278e-05
1885,7.090199094506033e-09,2.3756680093356408e-05
1886,1.5488312854472497e-08,2.480776129232254e-05
1887,7.834709769838355e-09,2.124120328517165e-05
1888,1.7119660356001987e-08,2.256054176541511e-05
1889,1.8795409673089125e-09,2.2122198060969822e-05
1890,5.243509182406569e-09,2.3471913664252497e-05
1891,3.1871101313640793e-09,2.3182401491794735e-05
1892,6.268512375839919e-09,2.2964068193687126e-05
1893,6.158416498980301e-09,2.1880854546907358e-05
1894,5.041231432301174e-09,2.3620690626557916e-05
1895,1.745398137131815e-08,2.1363071937230416e-05
1896,2.948514543632541e-09,2.101465179293882e-05
1897,6.992056045262984e-09,2.301318818354048e-05
1898,1.923840653450526e-08,2.3331660486292094e-05
1899,6.080336234504102e-09,2.2823371182312258e-05
1900,4.15284251431558e-09,2.5248762540286407e-05
1901,6.147612696683069e-09,2.150099680875428e-05
1902,1.6694965410124496e-08,3.132368146907538e-05
