year,un_DET os_NOUN,un_DET boss_NOUN
1921,1.1283393366312566e-06,6.815472630705699e-09
1922,1.2217861034002908e-06,5.164555005876537e-09
1923,9.671128928800954e-07,2.1231896241147297e-09
1924,9.53980235252061e-07,7.734974438733389e-09
1925,1.1295128494737128e-06,2.1996355847875293e-09
1926,1.2962959345941272e-06,8.916910765321973e-09
1927,1.1505999992778015e-06,3.3447675740205796e-09
1928,1.092329558360916e-06,5.713020723163709e-09
1929,1.0260313878518446e-06,3.342121912552898e-09
1930,9.957416011729947e-07,0.0
1931,1.0903520966110136e-06,4.5621426636444085e-09
1932,9.940300085276021e-07,1.0959536611565568e-09
1933,1.0208889449359049e-06,1.1470662197865522e-09
1934,1.0016601343920684e-06,3.5944740517379614e-09
1935,1.0364534084317256e-06,1.196828414151696e-09
1936,9.032912444695285e-07,2.424942913137329e-09
1937,9.946983823283517e-07,2.5182236296217297e-09
1938,1.0800023133583636e-06,5.186085783037697e-09
1939,1.0048190972611337e-06,3.058810094103137e-09
1940,8.292010225119384e-07,5.0715658339584024e-09
1941,1.183552537753485e-06,2.9515025978810172e-09
1942,9.709477595265525e-07,6.068423541449874e-09
1943,1.1932296963834688e-06,0.0
1944,1.1021228729646282e-06,3.2131861615880553e-09
1945,8.975436784908197e-07,1.5249528750871377e-08
1946,1.0371223186922407e-06,2.7842208538686464e-09
1947,1.0454603476262037e-06,2.3841741914054637e-09
1948,1.7547226391911863e-06,2.174377566888097e-09
1949,7.686717733434989e-07,2.945102384188658e-09
1950,1.2305113692434588e-06,2.1270722960764488e-09
1951,1.2260612010095429e-06,4.264560704569931e-09
1952,1.5237241939303203e-06,5.272402070488624e-09
1953,1.0978530511351892e-06,4.955960619668076e-08
1954,9.479360176811724e-07,3.9090144454689835e-09
1955,1.3393262321415023e-06,2.815682353940474e-09
1956,1.1415974157102937e-06,2.616342476002842e-09
1957,1.036349909000478e-06,8.835037701437898e-10
1958,9.959781088753061e-07,3.3088973783179654e-09
1959,9.192387171452765e-07,2.3252243464000344e-09
1960,9.44693745452696e-07,6.920833350854139e-09
1961,9.247999948058805e-07,4.86371165564492e-09
1962,8.885081150822316e-07,3.805173953708163e-09
1963,8.418801282772392e-07,3.879631726988464e-09
1964,9.071197020205091e-07,1.0951142881410192e-08
1965,7.852382086781518e-07,2.188817405102128e-09
1966,9.355497319063488e-07,3.877352328096606e-09
1967,9.998720891246649e-07,7.888536934785861e-09
1968,8.906477795278533e-07,4.042274071025531e-09
1969,9.22885160292708e-07,9.991866889436096e-09
1970,7.827030170659555e-07,7.817832520240486e-09
1971,8.015899979341157e-07,4.1107179882260425e-09
1972,7.808083388738396e-07,3.0780880067027283e-09
1973,8.093383261353893e-07,5.513203671370093e-09
1974,8.337097305854968e-07,3.937900228123681e-09
1975,7.864708422289368e-07,2.8557400888473694e-09
1976,7.570422937419607e-07,9.712995741040231e-09
1977,7.193181126297077e-07,2.938390863960194e-09
1978,7.835640154496559e-07,5.346532105932056e-09
1979,8.134243181245893e-07,4.681578680276743e-09
1980,8.402652653671794e-07,1.3644362084619388e-08
1981,8.204237982312179e-07,5.692994575756671e-09
1982,6.82204504443007e-07,1.2415004913002292e-08
1983,7.887829909236643e-07,8.209910973278056e-09
1984,8.576733563359085e-07,9.278413870550395e-09
1985,8.054831965864651e-07,7.218669439978953e-09
1986,7.696919048783002e-07,4.196139880008332e-09
1987,6.954109803558595e-07,4.888653482026939e-09
1988,8.359195895479843e-07,8.99483043603766e-09
1989,6.87112919450783e-07,4.390497743145261e-09
1990,7.333883935700669e-07,1.7980548883134162e-08
1991,7.016173952933968e-07,8.792197747631292e-09
1992,7.642292434439923e-07,1.5427843502724414e-08
1993,7.029254032175913e-07,1.2186256670432272e-08
1994,7.696117982902706e-07,1.1604838645595805e-08
1995,6.68045933238659e-07,8.133676565602599e-09
1996,8.263366737537581e-07,4.270473752399084e-09
1997,7.08205906363446e-07,1.2946214766884623e-08
1998,6.465583464176916e-07,1.239713631751016e-08
1999,8.326906311140192e-07,9.140402046359242e-09
2000,7.196973363932102e-07,1.060327570190367e-08
2001,7.066894731622142e-07,1.7086726700199506e-08
2002,8.219171423462512e-07,1.0514931148009055e-08
2003,7.762977567438156e-07,6.667076668520622e-09
2004,8.18410239133982e-07,1.0571499065026302e-08
2005,8.791319210388338e-07,2.2068372462769048e-08
2006,9.314667117621411e-07,2.6354495252789434e-08
2007,9.670634817382506e-07,2.5165221462231102e-08
2008,1.0136963517481945e-06,2.597038295526488e-08
2009,9.994131247026417e-07,3.528462522162101e-08
2010,1.1748073021067285e-06,2.5980861406704747e-08
2011,1.6125689654700182e-06,3.3650953690234076e-08
2012,1.6299561913513116e-06,4.0851034444067125e-08
2013,1.4308211149227645e-06,4.713621465368689e-08
2014,1.4720696199788108e-06,5.3269949895629054e-08
2015,1.6010324372928153e-06,4.078498641590933e-08
2016,1.382412335715344e-06,3.4591378789139426e-08
2017,1.368744165120006e-06,5.685281512235463e-08
2018,1.5349400968034388e-06,6.324593426754177e-08
2019,1.4487059374346245e-06,6.709097633006422e-08
