year,ancien_ADJ honneur_NOUN,ancien_ADJ bonheur_NOUN
1856,1.2425253714809514e-08,1.346069211649592e-08
1857,1.8549734193129552e-08,1.8061584228235006e-08
1858,3.4255731584664773e-09,6.361778659424999e-09
1859,1.5276519604867644e-08,9.675129142294736e-09
1860,1.8308735638683515e-09,1.9681891672007623e-08
1861,8.488735048217677e-09,1.839225838295988e-08
1862,6.776979422085105e-09,3.6143890103090826e-09
1863,1.048870412745373e-08,2.0477944673302773e-08
1864,1.2945765348604255e-08,1.5343129433631475e-08
1865,1.553258677233771e-08,1.694463946932956e-08
1866,5.352174259343201e-09,1.556996132023869e-08
1867,4.367530337390235e-09,9.7056229719783e-09
1868,4.939874287401835e-09,6.421836395986702e-09
1869,4.883519366671862e-09,1.3673853160867111e-08
1870,9.747882501187632e-09,6.307453670473251e-09
1871,9.559059321873065e-09,7.434824311758348e-09
1872,1.269941218851045e-08,1.2094679036067646e-08
1873,1.0176207432266438e-08,8.979006871356887e-09
1874,1.4936523129449597e-08,7.766991494406739e-09
1875,4.577221712764867e-09,6.293679799540541e-09
1876,5.441413541973361e-09,8.464420275799966e-09
1877,3.710889595609501e-09,4.329371083855449e-09
1878,3.0195443923020093e-09,9.058632954861423e-09
1879,1.0996785704264767e-08,9.163987790827832e-09
1880,9.626769603698904e-09,7.059631101924424e-09
1881,4.183504653809678e-09,1.4642266066289267e-08
1882,8.652000893505374e-09,8.652000893505374e-09
1883,3.159669414998234e-09,6.951272890631799e-09
1884,1.386356363042296e-08,1.1222884843675729e-08
1885,2.5782542767416317e-09,3.2228177904158883e-09
1886,1.2261581083805595e-08,1.4842966855610484e-08
1887,1.3057849246322917e-09,1.566941953967671e-08
1888,1.521747527988282e-08,1.268122939990235e-08
1889,3.759081934617825e-09,1.1903759755682586e-08
1890,3.9326319978272295e-09,1.0487018364813139e-08
1891,1.9122659011827636e-09,1.1473596295275001e-08
1892,4.387958441043338e-09,7.522214851007902e-09
1893,1.4164357686752282e-08,1.0469308087124318e-08
1894,6.9316934414587195e-09,6.9316934414587195e-09
1895,6.6204757231957956e-09,1.5648398132839247e-08
1896,6.486732040400511e-09,5.897029087265082e-09
1897,3.4960281336537946e-09,6.409385022720926e-09
1898,5.092519295146758e-09,6.7900258748920805e-09
1899,3.8693048765026106e-09,7.185851913504848e-09
1900,4.15284251431558e-09,2.2321527737290126e-08
1901,5.588738916095792e-10,1.5648469187112823e-08
1902,3.437198747846537e-09,7.365425602756659e-09
1903,4.320176216765503e-09,1.7280704867062013e-08
1904,5.374625189347171e-10,2.364835083312755e-08
1905,3.096455536422127e-09,1.186974607492175e-08
1906,5.144184522798412e-10,1.594697174311932e-08
1907,7.71426478252124e-09,8.742834012309686e-09
1908,1.964555629285769e-09,4.911389073214423e-09
1909,7.151278680339601e-09,6.0510818578052294e-09
1910,6.947395991829808e-09,6.947395991829808e-09
1911,5.3203743632934675e-09,8.51259862599818e-09
1912,6.772247651554153e-09,1.3023552902780011e-08
1913,3.181793939432964e-09,1.6969567084856862e-08
1914,0.0,6.027069510139427e-09
1915,0.0,7.068456930880984e-09
1916,0.0,4.394984820521586e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,3.6831393490643904e-09,1.3811772170413406e-08
1920,3.786115865267448e-09,2.1959472462640406e-08
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,6.640141769764796e-09,1.696925089333945e-08
1923,1.3800733000834953e-08,1.8047112249064412e-08
1924,2.578324886925998e-09,7.734974438733389e-09
1925,8.798542339150117e-09,1.7597084678300234e-08
1926,4.458455382660986e-09,6.687683296036084e-09
1927,1.6723836537835268e-08,1.4493992672726108e-08
1928,1.1426041224282812e-09,1.2568645679778001e-08
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,7.352522590764465e-09,8.402882833991043e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,5.4797681947604815e-09,1.2055489939655217e-08
1933,9.176529758292418e-09,2.867665571670841e-08
1934,3.5944740517379614e-09,1.1981580172459871e-08
1935,0.0,1.0771455727365264e-08
1936,7.274828739411987e-09,1.8187071404440758e-08
1937,7.554670666820584e-09,1.1332006444320086e-08
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,4.588215141154706e-09,1.6823456405745674e-08
1940,0.0,1.5214697057785997e-08
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,1.8205270180260413e-08,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,5.568441707737293e-09,9.744772988540262e-09
1947,2.3841741914054637e-09,1.4305045148432782e-08
1948,1.0871887834440486e-09,1.195907639583993e-08
1949,4.908504269707237e-09,1.2762110479513922e-08
1950,1.3825969702452312e-08,1.0635361036293034e-08
1951,1.1727541604500402e-08,1.3859822622919182e-08
1952,6.326882129314981e-09,1.2653764258629963e-08
1953,6.464296653518886e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,3.9090144454689835e-09
1955,0.0,1.407841132561316e-08
1956,8.72114158667614e-10,7.849027205963921e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,4.1361216673863055e-09,5.790570245522986e-09
1959,0.0,1.3951345856355601e-08
1960,1.3841666701708277e-09,9.689166802218097e-09
1961,4.86371165564492e-09,9.03260666262895e-09
1962,1.1415521861124489e-08,1.77574772664002e-08
1963,1.2932106496776896e-09,1.1638896069143811e-08
1964,5.475571551727398e-09,9.734349326606662e-09
1965,6.5664522708175355e-09,9.849678406226303e-09
1966,3.3234448526542337e-09,2.1602390987141007e-08
1967,3.944268467392931e-09,1.1339771788243524e-08
1968,2.245707841908029e-09,1.5719955115400808e-08
1969,7.72098829315837e-09,3.6334062425424918e-09
1970,5.058597540852361e-09,1.609553734738256e-08
1971,1.541519245584766e-09,1.3873672877195986e-08
1972,3.5911027485013847e-09,5.130146973897354e-09
1973,7.1671650836435674e-09,7.718485406371656e-09
1974,1.1251143350321513e-09,7.875800456247362e-09
1975,2.2845920710778955e-09,3.998036124386317e-09
1976,5.713526873840635e-10,6.2848797277581525e-09
1977,3.526069214387917e-09,6.464460078348111e-09
1978,1.1881182704343018e-09,8.316828115084718e-09
1979,1.7555920051037788e-09,1.0533551808578068e-08
1980,1.7055452605774235e-09,6.822181042309694e-09
1981,4.427884725544118e-09,6.325549417596221e-09
1982,1.8622506869903077e-09,4.966001831974154e-09
1983,1.2630632095778083e-09,6.946847541655643e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,1.8046674155058895e-09,9.624892882698077e-09
1986,2.3977941854269602e-09,8.991728250862252e-09
1987,2.4443267410134695e-09,6.110816741511371e-09
1988,1.1993107618124554e-09,4.797243047249822e-09
1989,1.6464366536794728e-09,8.780995486290522e-09
1990,4.358920779878872e-09,5.448650863826288e-09
1991,1.1722930404189924e-09,1.1136783939491579e-08
1992,6.060938417817852e-09,2.2039776670368383e-09
1993,7.200969598386564e-09,8.862731881720265e-09
1994,2.1099706426497278e-09,4.2199412852994556e-09
1995,1.626735190995987e-09,7.0491861237087505e-09
1996,2.6690460952494277e-09,4.270473752399084e-09
1997,1.438468344439059e-09,1.438468344439059e-09
1998,6.675381136744818e-09,5.72175506974304e-09
1999,1.3710603763428253e-09,9.597422412355172e-09
2000,2.2090156370779823e-09,7.068850393920911e-09
2001,4.381211837767296e-09,3.943090742808408e-09
2002,1.752488598683044e-09,8.762443215459825e-09
2003,2.083461403401543e-09,3.333538334260311e-09
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,3.602999676388663e-09,6.305249655724765e-09
2006,8.235779835885637e-10,2.0589450144825605e-09
2007,2.7961355453243186e-09,4.7933754743212376e-09
2008,1.7029758714315335e-09,5.108927503272298e-09
2009,3.337734755248789e-09,5.245011536203492e-09
2010,9.447586046817946e-10,8.502827775203059e-09
2011,3.82397197240536e-10,6.883149605840799e-09
2012,6.808505426114664e-10,7.829781267787439e-09
2013,3.6258624991347688e-09,1.1156499724052082e-08
2014,1.2992671383216248e-09,2.4686075406066266e-08
2015,2.438232948875907e-09,9.087958829923082e-09
2016,2.278474076078396e-09,1.0356700386182638e-08
2017,2.515611330355938e-10,4.2765391228272165e-09
2018,1.5488800242380307e-09,9.29327992338358e-09
2019,2.5509878653906526e-09,2.3724185282958388e-08
