year,en_ADP haleine_NOUN,en_ADP baleines_NOUN
1867,6.507620469164976e-07,5.338092634588065e-09
1868,6.708348792017205e-07,1.0373735426227881e-08
1869,6.040913262950198e-07,9.767038289254515e-10
1870,7.087284075169009e-07,5.734048791339319e-09
1871,7.424202976835659e-07,5.3105884134652115e-09
1872,7.359611799984123e-07,5.442605477412599e-09
1873,6.452912657550769e-07,3.5916027374405246e-09
1874,6.297237860053428e-07,5.974609140757536e-10
1875,6.562591465808509e-07,7.437985338754061e-09
1876,6.245533086257637e-07,1.813804439976252e-09
1877,5.405528895607858e-07,9.277223766979148e-09
1878,5.797525091111311e-07,4.831270883354222e-09
1879,6.18874651081569e-07,4.887460103297769e-09
1880,7.066048510750988e-07,9.626769603698904e-09
1881,5.501308351085754e-07,4.183504542787375e-09
1882,7.939874535622948e-07,1.1979693015362614e-08
1883,6.009691446706711e-07,4.423537092179686e-09
1884,6.040552875674621e-07,1.1222884843675729e-08
1885,6.529429015245114e-07,3.2228177904158883e-09
1886,6.621253874072863e-07,4.517424601058195e-09
1887,6.927189133421052e-07,5.876032105334161e-09
1888,6.45474585780903e-07,6.340614699951175e-09
1889,7.386595939351537e-07,5.6386229019267375e-09
1890,6.207004048519593e-07,4.5880703680722945e-09
1891,6.131999725766946e-07,1.2748440081367107e-09
1892,6.13060535670229e-07,5.014809900671935e-09
1893,5.832020519846992e-07,4.310891699166319e-09
1894,6.767853051314887e-07,4.411077725308132e-09
1895,6.096856282056251e-07,1.2037228991346183e-09
1896,5.902925863665587e-07,5.897029087265082e-09
1897,5.716005944123026e-07,1.5149455023788505e-08
1898,6.167607011775544e-07,5.6583548957434e-10
1899,5.698933591702371e-07,9.949641111006713e-09
1900,6.732796009600861e-07,3.633737311048435e-09
1901,6.035838282514305e-07,1.676621685930968e-08
1902,4.821898755835718e-07,6.874397495693074e-09
1903,6.372259804265923e-07,2.1600881083827517e-09
1904,5.648731189467071e-07,5.374625189347171e-10
1905,6.791559030716598e-07,5.160759042333041e-10
1906,6.841765411991219e-07,2.572092316910357e-09
1907,6.541696961903654e-07,3.599990305858114e-09
1908,5.780705123470398e-07,7.367083831866239e-09
1909,6.909235139573866e-07,5.5009836685826485e-09
1910,5.707552759304235e-07,1.6032452032632705e-09
1911,6.953728757252975e-07,3.7242618988742038e-09
1912,7.532823360634211e-07,3.125652625612929e-09
1913,7.29691407741484e-07,4.242391771214216e-09
1914,6.716833809150557e-07,1.4063162190325329e-08
1915,8.140506224663113e-07,0.0
1916,7.95492269389797e-07,4.394984820521586e-09
1917,7.391370218101656e-07,5.483212106582869e-09
1918,6.202643021424592e-07,0.0
1919,6.178466378514713e-07,2.762354567309444e-09
1920,5.936629463576537e-07,0.0
1921,6.860909138595161e-07,3.7863738810983705e-09
1922,5.710522259505524e-07,5.90234855435412e-09
1923,6.23156154233584e-07,5.307974060286824e-09
1924,6.110630010880413e-07,2.578324886925998e-09
1925,6.686892106699815e-07,2.1996355847875293e-09
1926,6.899459776832373e-07,2.229227691330493e-09
1927,6.488849066954572e-07,2.2298449753321847e-09
1928,6.924180979694938e-07,9.14083297942625e-09
1929,6.66196285692422e-07,2.2280812750352652e-09
1930,6.575255611096509e-07,6.302162347537887e-09
1931,6.64932315430633e-07,2.2810713318222042e-09
1932,7.551120688731316e-07,8.767629289252454e-09
1933,6.423570653169008e-07,9.176529758292418e-09
1934,7.153003593884932e-07,2.3963160344919743e-09
1935,6.199571203069354e-07,2.393656828303392e-09
1936,6.838338890702289e-07,1.2124714565686645e-09
1937,5.829687665936945e-07,2.5182236296217297e-09
1938,6.456676828747732e-07,1.2965214457594243e-09
1939,6.025856009728159e-07,3.058810094103137e-09
1940,4.513693454555323e-07,2.5357829169792012e-09
1941,5.725914888898842e-07,2.9515025978810172e-09
1942,5.613291591544112e-07,0.0
1943,7.170991125349246e-07,5.806470415592457e-09
1944,4.7233837108251464e-07,9.639558484764166e-09
1945,7.254418505908689e-07,4.357008087652048e-09
1946,7.08584195763251e-07,8.352662561605939e-09
1947,8.356530543096596e-07,1.0728784083369192e-08
1948,6.64272363337659e-07,5.435943917220243e-09
1949,5.693864864042553e-07,9.817008317369869e-10
1950,6.785360824324016e-07,4.2541445921528975e-09
1951,6.386179620676558e-07,9.595261474260042e-09
1952,5.272402177070035e-07,5.272402070488624e-09
1953,5.871735879736661e-07,5.386913581872932e-09
1954,6.058972417122277e-07,9.772536113672459e-10
1955,5.84723352403671e-07,1.220129064449793e-08
1956,5.668741778208641e-07,1.744228317335228e-09
1957,5.097816710986081e-07,8.835037701437898e-10
1958,5.501041755451297e-07,2.4816730892496253e-09
1959,5.696799689758336e-07,4.650448914844674e-09
1960,5.80657911086746e-07,3.460416619915918e-09
1961,5.607164439425105e-07,2.779263708063695e-09
1962,6.785893447158742e-07,1.2683912808952869e-09
1963,5.903506803406344e-07,1.939815863494232e-09
1964,5.925784876126272e-07,1.3993127545575135e-08
1965,6.500787321783719e-07,4.377634699181954e-09
1966,5.472605835166178e-07,6.646889927353072e-09
1967,5.660025408360525e-07,5.423369198176431e-09
1968,5.978074568702141e-07,1.0330256650092906e-08
1969,5.309314587975678e-07,2.7250546263957176e-09
1970,5.288533770908543e-07,4.138852510715552e-09
1971,5.492946684171329e-07,4.1107179882260425e-09
1972,5.361003445614188e-07,7.69522046084603e-09
1973,4.956370389663789e-07,2.205281512956958e-09
1974,4.7086035692700534e-07,3.3753431161187564e-09
1975,4.5863185960115516e-07,1.1422960355389478e-08
1976,4.3422804196779907e-07,5.1421741309454205e-09
1977,4.7249326939891034e-07,3.526069214387917e-09
1978,5.495047048498236e-07,3.5643548113029055e-09
1979,4.985881218999566e-07,9.948355028654987e-09
1980,4.957451551490522e-07,7.390696055153967e-09
1981,5.319787419466593e-07,3.795329828193417e-09
1982,4.810814289157861e-07,2.483000915987077e-09
1983,5.66483834063547e-07,5.052252838311233e-09
1984,5.149519779479306e-07,6.958810416790584e-09
1985,4.830492912333284e-07,6.015558051686298e-10
1986,4.849538868256786e-07,3.5966913891627428e-09
1987,5.530289399757748e-07,1.2221633705067347e-09
1988,5.139046379554202e-07,6.596209356501959e-09
1989,5.652765935337811e-07,2.7440609784434855e-09
1990,5.170769554752042e-07,3.2691906959314565e-09
1991,5.527361963686417e-07,6.4476117778156095e-09
1992,5.201387125453039e-07,2.2039776670368383e-09
1993,5.522589958673052e-07,8.308810806045841e-09
1994,5.116679062666663e-07,7.912389854425328e-09
1995,5.303156740410486e-07,5.422450821690461e-10
1996,5.129906526235573e-07,2.6690460952494277e-09
1997,5.240819405116781e-07,4.794894259418925e-09
1998,5.554870767809916e-07,2.86087753487152e-09
1999,5.424828941613669e-07,3.6561609850771504e-09
2000,5.36790821570321e-07,5.7434409450607404e-09
2001,5.025249834034184e-07,6.571817756650944e-09
2002,5.362614956538891e-07,9.63868718173444e-09
2003,5.842026098434872e-07,5.416999737661854e-09
2004,5.752657443736098e-07,5.726228824443069e-09
2005,5.422514277597656e-07,4.503749373441224e-09
2006,5.933879378972051e-07,2.4707338397433887e-09
2007,6.363205784509773e-07,4.393927444112933e-09
2008,5.274967520563223e-07,3.405951742863067e-09
2009,5.473884812090546e-07,3.814554005998616e-09
2010,5.626037591355271e-07,3.3066551718974324e-09
2011,5.663302431457851e-07,6.118355155848576e-09
2012,6.066378546165652e-07,9.872333173177594e-09
2013,5.837638923367194e-07,4.462600067256517e-09
2014,6.550471880473197e-07,2.3819897165822113e-08
2015,6.691840894745837e-07,4.654808455351045e-09
2016,6.392155569301394e-07,9.735297901158901e-09
2017,5.831187195326493e-07,4.024978128569501e-09
2018,6.027725021340302e-07,6.711813327342497e-09
2019,6.655527045040799e-07,3.061185438468783e-08
