year,en_ADP ans_NOUN,en_ADP banc_NOUN
1852,2.79953455972759e-08,4.101643469311966e-08
1853,6.270528518648177e-08,3.045685281755084e-08
1854,3.273268556203135e-08,2.234135720868835e-08
1855,2.4411910715116392e-08,1.963566731433275e-08
1856,1.501384794266869e-08,1.4496129963070814e-08
1857,4.58861838525948e-08,2.4895696393301137e-08
1858,5.285170184832211e-08,7.291577025503315e-08
1859,2.9025388315062628e-08,1.0693564256314403e-08
1860,1.968189100587381e-08,2.654766717569146e-08
1861,1.9807047502151676e-08,3.7256114637784776e-08
1862,3.252950275811628e-08,2.2138133104476765e-08
1863,2.6970952249349978e-08,4.4951588451525026e-08
1864,1.821996631345968e-08,6.904408267338624e-08
1865,2.07101151783462e-08,3.153585798054692e-08
1866,3.113992252945508e-08,5.741423247940247e-08
1867,3.299911810472622e-08,2.9602150064533816e-08
1868,4.8410764397210926e-08,3.013323279787983e-08
1869,5.4207061062072626e-08,6.25090450512289e-08
1870,2.2362789842134134e-08,2.064257564882155e-08
1871,6.054070955663349e-08,6.372706451429622e-08
1872,3.5679300403046454e-08,4.172663992108028e-08
1873,5.566984112581608e-08,5.3874039451784483e-08
1874,3.166542839050379e-08,3.584765551067903e-08
1875,3.204055232242098e-08,3.89063856687244e-08
1876,3.143927651549916e-08,5.501873445723504e-08
1877,2.4120781705327943e-08,2.7213190256780706e-08
1878,3.502671280797287e-08,4.891661914419032e-08
1879,2.627009876299269e-08,3.237942536316041e-08
1880,5.519347645588368e-08,4.2357786611546544e-08
1881,3.2770786140279284e-08,4.113779539238749e-08
1882,4.192892699705908e-08,4.592215674392719e-08
1883,3.854796920554904e-08,4.2971506353239874e-08
1884,2.970763635090634e-08,3.6969503014461225e-08
1885,3.351730637479733e-08,3.0294487030069206e-08
1886,2.9040586768669385e-08,4.001147657639592e-08
1887,3.7867761704113434e-08,6.333056745688737e-08
1888,2.5996519825710607e-08,5.57974075832135e-08
1889,2.5060547192978788e-08,4.072338799510078e-08
1890,3.211649518553017e-08,4.063719521996134e-08
1891,3.4420787553557375e-08,3.76078996833229e-08
1892,3.447681917734258e-08,3.886477606407368e-08
1893,1.9706933140906102e-08,5.6041589147071136e-08
1894,2.5836310646454308e-08,5.482339049400764e-08
1895,2.708376523052891e-08,4.5741469278937075e-08
1896,2.594692793955744e-08,6.191880647099524e-08
1897,2.38895258020122e-08,3.321226815788947e-08
1898,2.150174849280262e-08,5.262269908712369e-08
1899,2.819064981451902e-08,3.2612710754165164e-08
1900,2.0764212682600203e-08,4.100931916273254e-08
1901,2.5149324622830704e-08,5.588739071527016e-08
1902,3.191684577741327e-08,4.566564015817676e-08
1903,2.4300991663395166e-08,3.4021386596805314e-08
1904,4.192207558872951e-08,6.987012834969164e-08
1905,3.818961596957493e-08,3.0964555197687815e-08
1906,4.012464094316215e-08,3.086510574901169e-08
1907,2.108565710923216e-08,3.857132691020837e-08
1908,2.6521501217402488e-08,3.830883432698329e-08
1909,3.685658955809856e-08,6.711199773690169e-08
1910,2.93928290595602e-08,4.702852507421085e-08
1911,2.873001958558774e-08,2.7133908342413804e-08
1912,2.2400511667797218e-08,2.2400510557574194e-08
1913,3.2348237311019545e-08,4.136332054649472e-08
1914,3.147469573860917e-08,1.875088173619588e-08
1915,2.591767644943843e-08,1.295883844676382e-08
1916,2.7468654462126096e-08,2.7468654906215306e-08
1917,2.960934575302332e-08,1.315970976634162e-08
1918,2.5270027848023346e-08,1.378365155346728e-08
1919,5.893022841929607e-08,2.5781975665495338e-08
1920,3.7861158652674476e-08,3.180337415642498e-08
1921,3.937828690903089e-08,2.877644078580488e-08
1922,2.9511741217458365e-08,3.32007097370024e-08
1923,4.671017128643484e-08,3.503262879789304e-08
1924,1.675911143195208e-08,4.898817351772777e-08
1925,3.2994533993857544e-08,2.639562701745035e-08
1926,2.2292277579438746e-08,2.6750733184144337e-08
1927,4.236705530846763e-08,2.4528294062520217e-08
1928,2.627989537096198e-08,3.313552099371009e-08
1929,1.893869105984436e-08,2.3394852499691865e-08
1930,1.8906487042613662e-08,1.995684684175103e-08
1931,2.9653928201867075e-08,2.8513390759599133e-08
1932,3.0686703178517405e-08,2.4110979879310435e-08
1933,2.40883908375622e-08,2.867665571670841e-08
1934,1.7972370258689807e-08,4.073737258636356e-08
1935,3.351119381989065e-08,1.196828414151696e-08
1936,2.667437160042141e-08,2.424942868728408e-08
1937,1.6368453148452033e-08,4.9105361443757545e-08
1938,4.926781471681352e-08,3.3709559033034964e-08
1939,2.2941075705773528e-08,3.5176316970364496e-08
1940,2.7893612752905028e-08,4.564409294971483e-08
1941,6.493305493293633e-08,3.836953510472085e-08
1942,1.517105907566929e-08,3.3376331032286544e-08
1943,2.6129116648121453e-08,6.096794180621146e-08
1944,2.5705489292704442e-08,3.534504600111177e-08
1945,2.6142048081823077e-08,2.6142048525912287e-08
1946,2.645009899993056e-08,3.062642850437669e-08
1947,2.7418003201162833e-08,2.26496545963073e-08
1948,1.1959077061973744e-08,3.261566305923225e-08
1949,2.552422173618396e-08,5.3011845579931105e-08
1950,2.339779547888554e-08,1.701657836861159e-08
1951,2.345508343104541e-08,3.6248767543156646e-08
1952,2.741649052229178e-08,8.224947123380844e-08
1953,2.5857185836919427e-08,3.447624863373022e-08
1954,1.3681550781186047e-08,3.615838295445428e-08
1955,1.5016972554349195e-08,4.598947711542678e-08
1956,1.3953826982771034e-08,4.273359488493611e-08
1957,1.855357895097498e-08,3.975766915687018e-08
1958,2.2335056470978998e-08,4.384289165049182e-08
1959,1.9376869220266713e-08,5.425523552649025e-08
1960,1.3841666590685975e-08,5.052208251754564e-08
1961,2.0149661827950638e-08,4.655266749864495e-08
1962,8.87873902177816e-09,3.488076033564269e-08
1963,2.069137072790994e-08,4.6555584276575246e-08
1964,2.737785814721505e-08,3.832899997391337e-08
1965,3.1190647065137966e-08,2.9001829660035838e-08
1966,2.3818021666066613e-08,4.542041409649755e-08
1967,3.3526280418527676e-08,4.042875190179984e-08
1968,3.1439911063468884e-08,4.536330108773079e-08
1969,1.9529559247555284e-08,3.133812853661766e-08
1970,2.7132478319646935e-08,4.322801672174137e-08
1971,2.6205827285963323e-08,4.213486093362917e-08
1972,3.231992518060167e-08,4.104117579117883e-08
1973,3.087394190304238e-08,2.9771300091852027e-08
1974,2.418995898034737e-08,6.525662854528491e-08
1975,2.1703624231150798e-08,3.255543701286001e-08
1976,1.199840671262109e-08,3.0853046284473606e-08
1977,2.056873571465445e-08,2.5857840313392444e-08
1978,2.6732660640682582e-08,2.7326720442033547e-08
1979,1.5215130599877114e-08,2.691907674545746e-08
1980,1.9898026615283726e-08,5.628299248883195e-08
1981,2.3404533255888538e-08,3.795329628353272e-08
1982,1.3035755141999061e-08,3.662426206751945e-08
1983,1.7682884045910896e-08,4.16810870262907e-08
1984,2.2036232061317662e-08,4.233276129639307e-08
1985,2.0452897042666507e-08,4.511668549866954e-08
1986,2.2779044428489215e-08,4.3160294893596074e-08
1987,3.727598285596656e-08,4.0942474299754394e-08
1988,4.2575532321897924e-08,4.4374498742172364e-08
1989,1.7013179198777095e-08,2.689179900983163e-08
1990,4.685839771756406e-08,2.7243254763220648e-08
1991,1.69982495301646e-08,2.4618154625954958e-08
1992,3.361065836759991e-08,3.7467621893938485e-08
1993,1.606370203521834e-08,2.9357799136153773e-08
1994,1.8989735672825248e-08,2.162719958676007e-08
1995,2.60277633890027e-08,3.4703686757620034e-08
1996,2.829188883168854e-08,3.042712393153124e-08
1997,2.733089898843133e-08,4.123609187445254e-08
1998,2.9085588382216088e-08,3.480734278582531e-08
1999,2.1479946238356362e-08,1.828080442578539e-08
2000,1.8555731395863972e-08,3.4018841188476756e-08
2001,1.7962967807649832e-08,4.249775287235025e-08
2002,2.0591740479414256e-08,2.541108423681493e-08
2003,2.2501383034612132e-08,2.4584844382502524e-08
2004,3.479785087856513e-08,2.4666831605069106e-08
2005,2.3869873078119497e-08,2.1617998058331978e-08
2006,1.7295138099449048e-08,2.4707340173790726e-08
2007,5.951774256773845e-08,2.636356413732166e-08
2008,2.2138686828210297e-08,3.7891212278928776e-08
2009,1.4781396995289242e-08,2.6701878041990312e-08
2010,8.030448139795254e-09,3.873510223684207e-08
2011,6.500752353089112e-09,3.785732261007979e-08
2012,6.468080182564506e-09,4.4255284575855924e-08
2013,6.972812660599459e-09,3.7653186846231534e-08
2014,2.165445156521173e-09,4.5257802838705175e-08
2015,4.876465897751814e-09,4.1893276403470736e-08
2016,4.556948124401217e-09,3.50056481579486e-08
2017,1.4590545660553289e-08,3.7482607823102754e-08
2018,1.032586693927584e-08,3.975458895411066e-08
2019,1.989770437305083e-08,4.897896432876081e-08
