year,bien_ADV au_ADP,bien_ADV beau_ADJ
1800,6.115399749262451e-06,1.477757365364596e-07
1801,5.760080604488849e-06,1.04772034603684e-07
1802,5.516276161188216e-06,1.3874608839614666e-07
1803,5.724245419003182e-06,1.3847407842604298e-07
1804,6.337826022217996e-06,2.0269178047094272e-07
1805,5.947300124375943e-06,1.5920115004064428e-07
1806,5.6624798432380885e-06,1.988351669979238e-07
1807,5.591419764527927e-06,1.0249038240317532e-07
1808,5.409118429611226e-06,7.931259204951857e-08
1809,5.5436607198089405e-06,2.41716264781644e-07
1810,5.1318978080416855e-06,7.956430891908894e-08
1811,5.48548391066106e-06,4.512738271955641e-08
1812,5.531790002066828e-06,1.600324992523383e-07
1813,6.191471761951561e-06,1.552900528167811e-07
1814,6.692982140066306e-06,1.8880062846449164e-07
1815,5.995927963908798e-06,1.5104451733805035e-07
1816,5.905254880644861e-06,9.733936678912869e-08
1817,6.433000848460324e-06,1.9460917144442647e-07
1818,5.654214376704658e-06,1.740491910595665e-07
1819,5.689972383038366e-06,9.937008371707634e-08
1820,6.037665606584142e-06,1.5189095847745193e-07
1821,6.441523993316878e-06,3.3529059351167234e-07
1822,6.3010997166657035e-06,2.0853281057497952e-07
1823,6.4939134318819924e-06,2.2532526600116398e-07
1824,6.8084694646586286e-06,1.642116984612585e-07
1825,7.035548861722418e-06,1.7346722813726956e-07
1826,6.88167827433972e-06,1.3300056878051691e-07
1827,6.022566125807316e-06,1.2996355280847638e-07
1828,6.276605859056872e-06,1.3850174696017348e-07
1829,6.471890529269331e-06,1.4917326041086199e-07
1830,7.635589071242066e-06,2.233482803148945e-07
1831,7.095557705838473e-06,2.556957667820825e-07
1832,7.206061468423286e-06,4.2078204387507867e-07
1833,7.792306774945246e-06,3.1739141981290686e-07
1834,7.021434186071929e-06,2.165611159288261e-07
1835,7.335439050848436e-06,2.76052709580199e-07
1836,7.679801257154395e-06,2.1371985781115654e-07
1837,7.236206698735259e-06,2.3865565601521865e-07
1838,7.586587372543363e-06,1.9757066471726148e-07
1839,7.729075718998502e-06,2.0834595781948906e-07
1840,7.59075776102236e-06,1.5350950377523986e-07
1841,7.935156247640407e-06,1.971108440912417e-07
1842,7.961368766018495e-06,2.4753498095719806e-07
1843,7.74986733631522e-06,2.3450436370531236e-07
1844,7.551162468644179e-06,1.6465683327915315e-07
1845,8.16219954913322e-06,2.27673298436315e-07
1846,7.717403434526204e-06,2.2012925171566167e-07
1847,7.113122478585865e-06,1.4399907843909432e-07
1848,7.734676273685182e-06,1.8101748167076437e-07
1849,7.3621538092538685e-06,2.371374421272776e-07
1850,7.700079464711962e-06,1.941652936210403e-07
1851,7.393636735741893e-06,1.9154833807988325e-07
1852,7.823722540933886e-06,1.7838894450505904e-07
1853,8.051358776128836e-06,1.7139444330460663e-07
1854,8.233569076310232e-06,1.6522212487046772e-07
1855,7.976856721825243e-06,2.80206283065354e-07
1856,8.04845805646437e-06,1.8171934446087334e-07
1857,8.192636471449077e-06,2.6164888045077106e-07
1858,8.869298170566253e-06,2.6768408267763277e-07
1859,8.61595759715783e-06,3.07567261881303e-07
1860,8.517681095554508e-06,3.570203339631206e-07
1861,8.846676507801021e-06,2.466449018356798e-07
1862,8.736881682125386e-06,2.0782736254165712e-07
1863,8.583255549865498e-06,2.3175040153589066e-07
1864,9.371775661293213e-06,2.3638008883608563e-07
1865,9.37273887302581e-06,3.478357966102408e-07
1866,9.058311746912295e-06,2.2917036135439162e-07
1867,9.264017535315361e-06,3.1980028758482604e-07
1868,9.050837491031416e-06,2.0006490464297144e-07
1869,9.168807309833937e-06,3.345210592975434e-07
1870,9.156702503787528e-06,2.396832283757533e-07
1871,9.503829176082945e-06,1.6675248248887442e-07
1872,9.51730243059501e-06,2.3947464078410974e-07
1873,9.587184649717528e-06,2.5739819875525427e-07
1874,9.666917719641788e-06,2.318148314972568e-07
1875,9.375294553137792e-06,2.2657247700230698e-07
1876,9.391275057168968e-06,2.581648324007091e-07
1877,9.827054441302607e-06,2.659470982324663e-07
1878,9.388367232077144e-06,2.1619937973227366e-07
1879,9.45906839433519e-06,2.767524227564877e-07
1880,9.773096394383174e-06,2.6184813339824586e-07
1881,9.513986526599183e-06,3.9255219036471445e-07
1882,9.764781168541958e-06,3.061477273913482e-07
1883,9.915043051478278e-06,2.4013487731622263e-07
1884,9.876799254016078e-06,2.67368733375406e-07
1885,1.0162833746107935e-05,1.9917014570935976e-07
1886,9.794422169306927e-06,2.484583667694551e-07
1887,1.0215808515567915e-05,2.3177682983988035e-07
1888,1.0171614349019364e-05,2.4982022228670075e-07
1889,9.911446682053793e-06,2.3306309032689043e-07
1890,1.010030985071353e-05,2.3595791837083269e-07
1891,1.0180267224768613e-05,2.3903324608554044e-07
1892,1.0181944219311845e-05,2.1500998093060275e-07
1893,1.0004347529957158e-05,2.531109261072473e-07
1894,1.0437239780003438e-05,2.3441725915951395e-07
1895,1.033576654663193e-05,2.2509618702315493e-07
1896,1.0434792500291223e-05,2.476752145597061e-07
1897,1.0633169779339369e-05,2.627847734970601e-07
1898,1.0906479531058721e-05,2.3086087708179548e-07
1899,1.0903148790930572e-05,2.2055038328971932e-07
1900,1.0728869028753252e-05,2.1594780630351806e-07
1901,1.06007195768143e-05,1.8778162313992652e-07
1902,1.0345476880502247e-05,1.8069844998080953e-07
1903,1.1073151540585968e-05,1.7712721978035972e-07
1904,1.1088389214819472e-05,2.3594604670051922e-07
1905,1.0912424784237373e-05,2.208804810166498e-07
1906,1.1078001648456848e-05,2.3714690433607188e-07
1907,1.0957341942230414e-05,1.9131377371195413e-07
1908,1.1260341807428631e-05,2.2837958724153395e-07
1909,1.1125189530503121e-05,2.4149317390254055e-07
1910,1.1341890967742074e-05,2.8270557095311233e-07
1911,1.1159484756717575e-05,2.1387903981207046e-07
1912,1.1208590876776725e-05,2.552616535922425e-07
1913,1.1233323334636225e-05,1.9674091933374882e-07
1914,1.124115408401849e-05,1.6273087055651558e-07
1915,1.087482178263599e-05,1.8495796849649082e-07
1916,1.1306098258501152e-05,2.4831663480995303e-07
1917,1.1890894029420451e-05,2.3358484213531483e-07
1918,1.1953871421610529e-05,2.2513297892601258e-07
1919,1.2070568232047663e-05,2.403248365867583e-07
1920,1.170288385310414e-05,2.2489528817004611e-07
1921,1.1584788808249868e-05,2.4005609589039523e-07
1922,1.241558970832557e-05,2.5896554234350333e-07
1923,1.1517242114678083e-05,2.6858347990099674e-07
1924,1.1456786296548671e-05,2.93929048211794e-07
1925,1.113125620122446e-05,2.595570094410249e-07
1926,1.1911878004866594e-05,2.8645575733676765e-07
1927,1.1645365589174617e-05,3.110633710612376e-07
1928,1.1771107665481395e-05,2.6394156105169486e-07
1929,1.16272424293129e-05,3.865721041051984e-07
1930,1.1379603733985277e-05,3.2666205918019386e-07
1931,1.1518269730004249e-05,2.1556124440991198e-07
1932,1.1748623137464165e-05,2.2357454998456205e-07
1933,1.1698928346959292e-05,1.7894232939852373e-07
1934,1.1535865496625775e-05,2.1806475913876966e-07
1935,1.1763626957872475e-05,2.5013712434684976e-07
1936,1.2228986975060252e-05,2.3158205486595307e-07
1937,1.1956525668210816e-05,1.87607662294198e-07
1938,1.1946148561037262e-05,1.8929213163598746e-07
1939,1.222300477365934e-05,1.9270503059942712e-07
1940,1.1545419852154737e-05,1.6229010668666888e-07
1941,1.2012616025458556e-05,2.0660518096349278e-07
1942,1.2604115909198299e-05,2.032921937455967e-07
1943,1.2931009564454143e-05,2.5838794237564855e-07
1944,1.3013404213779722e-05,2.3777577773387293e-07
1945,1.3800822898701881e-05,2.9845504023739977e-07
1946,1.3248715276859002e-05,2.3805088833483978e-07
1947,1.2974675883015152e-05,3.2067143251879315e-07
1948,1.259943041986844e-05,2.5440216200323107e-07
1949,1.2680629197348026e-05,2.3757160594328752e-07
1950,1.2726274007945904e-05,2.637569664898365e-07
1951,1.2678538610089163e-05,2.2282329670275658e-07
1952,1.2893131497548893e-05,2.435849668636081e-07
1953,1.2966301255801227e-05,2.5964923366927906e-07
1954,1.3220287200965686e-05,2.902443219099382e-07
1955,1.3193349104767549e-05,2.1399185401449472e-07
1956,1.3007582992941025e-05,2.43319854931201e-07
1957,1.2662375866057118e-05,1.9260382888575123e-07
1958,1.3032092056164402e-05,2.423767420101086e-07
1959,1.3104964637022931e-05,2.363978142128076e-07
1960,1.290250952479255e-05,2.0070416884010456e-07
1961,1.3188995581003837e-05,2.1886701018214438e-07
1962,1.3465241408994189e-05,2.505072856928692e-07
1963,1.3613628880193573e-05,2.567023109634192e-07
1964,1.3058021522738272e-05,2.7377857803045913e-07
1965,1.3059579032415058e-05,2.6046925205580607e-07
1966,1.3390713093031081e-05,2.2488643436346933e-07
1967,1.3260137620818568e-05,2.2926060139205617e-07
1968,1.3489069033312262e-05,2.7083236986413795e-07
1969,1.2887237744507729e-05,1.7622019921059717e-07
1970,1.340252401860198e-05,2.0510313003541114e-07
1971,1.3362916661208146e-05,2.5589220475907837e-07
1972,1.3751871392742032e-05,1.949455876726347e-07
1973,1.370527320432302e-05,2.6518510676254436e-07
1974,1.373877125843137e-05,2.1433427499495394e-07
1975,1.3565336985266185e-05,1.8904999388169585e-07
1976,1.3927864074503304e-05,1.982593873517402e-07
1977,1.4289983027993003e-05,1.9804755213570502e-07
1978,1.4287122212408576e-05,2.293068277481325e-07
1979,1.4193961533237598e-05,2.6977596689903294e-07
1980,1.429531130270334e-05,2.6947613518402136e-07
1981,1.4963719877414405e-05,2.4859410086008893e-07
1982,1.5065607612996246e-05,2.0857207694291446e-07
1983,1.5250225260388106e-05,2.513495807043853e-07
1984,1.4890114016452571e-05,2.2964073220776982e-07
1985,1.549367152620107e-05,2.556612215265375e-07
1986,1.5070736253619543e-05,2.9253088618119705e-07
1987,1.4932392105038161e-05,2.2060049165162354e-07
1988,1.5376963347080164e-05,2.608500859757612e-07
1989,1.5225148445097147e-05,2.974562300916972e-07
1990,1.5418592283822363e-05,2.533622576184058e-07
1991,1.576089334776043e-05,2.6669667319012547e-07
1992,1.5668628066123347e-05,2.1929578397639204e-07
1993,1.595014805388928e-05,2.398476812714989e-07
1994,1.5779943169036414e-05,3.1069316674958714e-07
1995,1.643599057388201e-05,2.5160170702420714e-07
1996,1.6681537999829743e-05,2.3861271802871897e-07
1997,1.7024272437993204e-05,2.555678659810212e-07
1998,1.7402240928277024e-05,2.2457889237159634e-07
1999,1.7054162753993296e-05,2.2759602491539965e-07
2000,1.724843650663388e-05,2.6243108175449947e-07
2001,1.7100746163123404e-05,2.655014297303637e-07
2002,1.7197170564031694e-05,2.62435162934338e-07
2003,1.7532328456582036e-05,2.3668122484110654e-07
2004,1.7897548104883754e-05,2.5459692354345975e-07
2005,1.7936182985067717e-05,2.5896559807669917e-07
2006,1.8157012846131693e-05,2.936055469859866e-07
2007,1.8364219386057812e-05,2.9199643658550656e-07
2008,1.8361059346716502e-05,3.4485260425043407e-07
2009,1.8504878653402557e-05,3.261443817237364e-07
2010,1.8679294271350955e-05,3.764862999133811e-07
2011,1.791492627489788e-05,3.846915780369997e-07
2012,1.7454965245633502e-05,4.5855284280804653e-07
2013,1.6906560631468892e-05,4.956275336809313e-07
2014,1.71825911365886e-05,5.199233781283397e-07
2015,1.6716746358724777e-05,5.559170892510679e-07
2016,1.636897195567144e-05,5.710684742865624e-07
2017,1.687044459686149e-05,5.08153515710319e-07
2018,1.7176047094835667e-05,6.611136118550576e-07
2019,1.6918915662245126e-05,5.665743789684541e-07
