year,mon_DET bélier_NOUN
1986,2.3977941854269602e-09
1987,4.27757174126242e-09
1988,5.996553809062277e-10
1989,3.841685636274406e-09
1990,1.089730194969718e-09
1991,2.9307326565586322e-09
1992,2.2039777225479895e-09
1993,3.323524566667402e-09
1994,2.6374633033121597e-09
1995,5.422450821690461e-10
1996,4.804282749404365e-09
1997,2.8769365778558154e-09
1998,3.337690568372409e-09
1999,9.140402323914998e-10
2000,8.836062992401139e-10
2001,2.628727069353687e-09
2002,3.9430991805033955e-09
2003,2.9168461535000745e-09
2004,1.3214374039449694e-09
2005,1.8014998381943315e-09
2006,4.117890028965121e-09
2007,3.195583603288199e-09
2008,1.2772318758180745e-09
2009,2.860915504498962e-09
2010,1.4171379625338432e-09
2011,3.059177577924288e-09
2012,6.468080182564506e-09
2013,3.0680375462388554e-09
2014,9.527958602650877e-09
2015,6.42806885498004e-09
2016,3.314144070287739e-09
2017,6.289028464667723e-09
2018,4.130346731301415e-09
2019,4.591777846840728e-09
