year,aucun_DET ail_NOUN,aucun_DET bail_NOUN
1922,0.0,2.1396012073182646e-08
1923,0.0,2.9724653849427796e-08
1924,1.289162443462999e-09,2.5783249202326886e-08
1925,0.0,1.539744931555731e-08
1926,0.0,2.7865347029809584e-08
1927,0.0,2.7873061636540797e-08
1928,1.1426041224282812e-09,1.2568645568755699e-08
1929,0.0,2.0052731253272782e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,2.2810713318222042e-09
1932,0.0,1.2055489939655217e-08
1933,0.0,9.176529758292418e-09
1934,0.0,1.0783422155213884e-08
1935,0.0,1.555876849579363e-08
1936,0.0,1.4549657034734764e-08
1937,1.2591118148108649e-09,2.392312481447334e-08
1938,0.0,1.555825723809079e-08
1939,0.0,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,0.0,2.322588166236983e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252021913012e-08
1946,0.0,8.352662561605939e-09
1947,0.0,1.6689218895749036e-08
1948,0.0,2.283096489641423e-08
1949,0.0,2.5524222291295473e-08
1950,0.0,1.3825969702452312e-08
1951,0.0,1.2793682113709792e-08
1952,0.0,1.4762725597528004e-08
1953,0.0,1.1851209791302608e-08
1954,0.0,6.840775279570721e-09
1955,0.0,8.447047505910632e-09
1956,0.0,9.593255301254544e-09
1957,0.0,8.835037423882142e-09
1958,0.0,7.445019045704271e-09
1959,0.0,3.1002992395556817e-09
1960,0.0,5.536666791705613e-09
1961,0.0,1.1811870925804158e-08
1962,0.0,1.268391242037481e-08
1963,0.0,9.052474325699222e-09
1964,0.0,7.300762105977299e-09
1965,0.0,8.755269675919664e-09
1966,5.539074754423723e-10,8.862519718100259e-09
1967,0.0,7.395503209828291e-09
1968,4.4914158503495116e-10,1.0330255983959091e-08
1969,0.0,1.36252736870901e-08
1970,0.0,8.277705187964557e-09
1971,0.0,4.624557736754298e-09
1972,0.0,1.0260293725750103e-09
1973,0.0,1.1577728109557484e-08
1974,0.0,1.1813700462326437e-08
1975,5.711480177694739e-10,6.8537762132336866e-09
1976,1.142705374768127e-09,1.085570117131951e-08
1977,0.0,5.876781838942691e-09
1978,0.0,1.3663359776927564e-08
1979,0.0,1.1703947033758766e-08
1980,0.0,4.548120546843393e-09
1981,0.0,6.325549639640826e-09
1982,0.0,6.207502289967692e-09
1983,0.0,4.4207211225000265e-09
1984,5.799008495621649e-10,8.698512410365566e-09
1985,0.0,1.082800415996843e-08
1986,0.0,2.997242676272549e-09
1987,6.110816852533674e-10,1.4665960001991607e-08
1988,1.798966087207532e-09,4.7972429917386705e-09
1989,0.0,1.3171493007391177e-08
1990,0.0,4.90378582185258e-09
1991,0.0,1.1722930404189924e-08
1992,0.0,1.0468893529846923e-08
1993,0.0,7.2009697094088665e-09
1994,0.0,6.329912094482637e-09
1995,0.0,1.1929392140785922e-08
1996,0.0,9.60856638698715e-09
1997,0.0,9.110299403758404e-09
1998,0.0,1.6688451953683625e-08
1999,0.0,6.398281821029528e-09
2000,0.0,7.068850615965516e-09
2001,0.0,2.190605918883648e-09
2002,0.0,4.381221607729913e-09
2003,0.0,5.416999737661854e-09
2004,0.0,8.369103104977071e-09
2005,0.0,2.702249757291497e-09
2006,0.0,3.7061009261485367e-09
2007,3.994479469415779e-10,6.790615014740098e-09
2008,4.257439678578834e-10,4.683183701947868e-09
2009,0.0,7.1522885392028e-09
2010,9.447586046817946e-10,5.668551517068465e-09
2011,0.0,4.588766366886432e-09
2012,0.0,2.382976926895708e-09
2013,0.0,3.0680376017500066e-09
2014,0.0,3.2481678735596375e-09
2015,0.0,3.1032055813895454e-09
2016,0.0,3.1070101214059065e-09
2017,0.0,3.773416967778331e-09
2018,2.5814667070633845e-10,4.3884935685412074e-09
2019,0.0,2.8060865853163364e-09
