year,en_ADP or_NOUN,en_ADP bords_NOUN
1952,6.2530689319828525e-06,1.0544803918932644e-09
1953,6.049504008842632e-06,2.1547654771580937e-09
1954,6.1772202570864465e-06,4.886268278880834e-09
1955,6.206702437339118e-06,1.8771215692936494e-09
1956,6.0036336435587145e-06,1.744228317335228e-09
1957,6.971728453208925e-06,7.068030161150318e-09
1958,4.993953552911989e-06,1.6544486891589827e-09
1959,5.545659860217711e-06,4.650448914844674e-09
1960,5.3352705435827374e-06,2.076250060767393e-09
1961,6.085892891860567e-06,4.16889545107324e-09
1962,6.563290753547335e-06,1.9025869768540815e-09
1963,6.0923152886971366e-06,2.5864211883330768e-09
1964,5.8765049288922455e-06,4.258777774879263e-09
1965,6.6567408794071525e-06,1.6416130121932326e-09
1966,6.204317742231069e-06,6.092982118843793e-09
1967,6.0919228417333215e-06,1.9721342336964653e-09
1968,6.53456072541303e-06,7.635406973349745e-09
1969,7.288158940355061e-06,4.541757636644661e-09
1970,6.666771696473006e-06,6.898087434592526e-09
1971,6.522681815113174e-06,3.5968783507200897e-09
1972,6.21466006123228e-06,7.69522046084603e-09
1973,5.915667770750588e-06,4.9618833486420044e-09
1974,5.516998044186039e-06,3.937900228123681e-09
1975,6.028467396390624e-06,5.140332159925265e-09
1976,6.0900483731529675e-06,2.856763492431469e-09
1977,6.050147021596786e-06,5.876781727920388e-09
1978,5.6108883654815145e-06,8.316828115084718e-09
1979,5.7173779168806504e-06,3.5111840102075575e-09
1980,5.888678970222827e-06,7.959211123509391e-09
1981,5.95044457440963e-06,5.69299452024552e-09
1982,5.961064289294882e-06,5.586751949948621e-09
1983,5.759568011853844e-06,5.052252838311233e-09
1984,6.095917797210859e-06,4.059305780401701e-09
1985,6.118424153100932e-06,1.2632671797518924e-08
1986,5.735523700423073e-06,1.7983455669057236e-08
1987,5.65678328712238e-06,9.166225112267057e-09
1988,5.375311047828291e-06,1.0194141475405871e-08
1989,6.06547246206901e-06,4.390497743145261e-09
1990,5.819704256282421e-06,2.179460389939436e-09
1991,5.580114702752326e-06,4.68917216167597e-09
1992,5.430049895949196e-06,5.509944056569793e-09
1993,5.8560499383020215e-06,4.985286850001103e-09
1994,5.764439720223891e-06,7.38489736029635e-09
1995,5.808529294881737e-06,3.795715741716776e-09
1996,5.747524028265616e-06,6.939520069693117e-09
1997,5.329525265551638e-06,1.054876808126437e-08
1998,5.069474809715757e-06,9.059445638115449e-09
1999,5.412489372247364e-06,5.484241505371301e-09
2000,5.48984598935931e-06,1.3695897971288673e-08
2001,5.306085768097546e-06,8.762423675534592e-09
2002,6.18234162175213e-06,7.448076377869484e-09
2003,6.024537015036913e-06,9.58392298855415e-09
2004,5.382214567362098e-06,7.488145215006625e-09
2005,5.035642516304506e-06,9.908249332113428e-09
2006,5.536914613912813e-06,1.5236192918433034e-08
2007,6.016085535520688e-06,9.18730247434496e-09
2008,6.0127822507638484e-06,2.0009967016676455e-08
2009,6.098518042563228e-06,1.2397300963584712e-08
2010,6.364838554873131e-06,1.842279218067233e-08
2011,6.975689757382497e-06,1.6825476123472072e-08
2012,7.917270522739273e-06,1.599998711299122e-08
2013,8.129462912620511e-06,1.1993237514218436e-08
2014,8.145538231474347e-06,1.0610681222544827e-08
2015,8.120645361486822e-06,1.1304534197620342e-08
2016,8.165222425304819e-06,6.214019965256057e-09
2017,7.38835069569177e-06,5.282783988036499e-09
2018,8.043333764362615e-06,8.26069346260283e-09
2019,7.576943971798755e-06,1.3775333762566788e-08
