year,en_ADP or_NOUN,en_ADP bords_NOUN
1800,6.980045327509288e-06,4.7162465932615305e-08
1801,6.350614057737403e-06,1.3096504858367553e-07
1802,7.655650733795483e-06,6.713520406265161e-09
1803,5.9017265812144615e-06,0.0
1804,7.0299442995747086e-06,0.0
1805,6.606847819057293e-06,2.842877711017877e-09
1806,6.8151475716149434e-06,0.0
1807,6.0241568462515716e-06,1.9928686256776018e-08
1808,6.4809714785951655e-06,2.2660739951163578e-09
1809,7.76654724177206e-06,4.518061036407062e-09
1810,5.911160315008601e-06,0.0
1811,9.31880458665546e-06,5.0141535368197765e-09
1812,6.8013810050615575e-06,2.6672082320544632e-09
1813,6.634335932176327e-06,2.5881675469463516e-08
1814,5.903166311327368e-06,0.0
1815,1.0122679668711498e-05,1.0788894222457657e-08
1816,5.3258536354405805e-06,9.270415546325239e-09
1817,5.930131010245532e-06,4.670620334934483e-09
1818,5.1046481530647725e-06,7.74876554032744e-08
1819,7.2146817728935275e-06,3.519356894798875e-08
1820,6.727108029735973e-06,2.3732962262101864e-09
1821,6.427718290069606e-06,0.0
1822,8.022498150239699e-06,0.0
1823,6.740980552422116e-06,1.3835761869529506e-08
1824,6.967628451093333e-06,2.6947560627377243e-08
1825,7.2732959779386874e-06,2.289415235168235e-08
1826,8.379035534744617e-06,2.1139161532346407e-08
1827,7.899203410488553e-06,7.373818611267069e-09
1828,6.4774790189403575e-06,9.172301140836225e-09
1829,6.618492079724092e-06,1.7146351893870815e-08
1830,8.751287168706767e-06,8.349468672008697e-09
1831,6.476586804637918e-06,0.0
1832,7.179001840995625e-06,3.2471927369215337e-08
1833,7.363712484220741e-06,3.4750886612755494e-09
1834,6.873015081509948e-06,1.4935249481595747e-08
1835,7.255270247696899e-06,5.294161553592858e-09
1836,6.864574061182793e-06,6.048674894287842e-09
1837,7.021207693469478e-06,1.530736071231331e-08
1838,7.056365575408563e-06,1.2624323808552163e-09
1839,7.455709237547126e-06,2.0974426639952526e-09
1840,7.969754733494483e-06,3.821813088222825e-09
1841,7.788125003571622e-06,7.704658244733764e-09
1842,7.114786058082245e-06,2.683306021822318e-09
1843,7.359420578723075e-06,8.269675610961258e-09
1844,6.799778475397034e-06,1.5916826967554698e-08
1845,7.008766260696575e-06,1.3950569588416784e-08
1846,7.009009095781948e-06,9.367202125076801e-09
1847,8.276440894405823e-06,9.707802561820245e-09
1848,6.6855791374109685e-06,1.045878850192139e-08
1849,5.945194970990997e-06,1.005529792763582e-08
1850,7.818886842869688e-06,2.0366988096043315e-09
1851,7.19241415936267e-06,7.739326512989919e-09
1852,8.220215022447519e-06,3.906327261660181e-09
1853,8.5852489064564e-06,1.1943863675867306e-09
1854,7.341993295995053e-06,5.195664343204953e-09
1855,7.917419679870363e-06,1.0613874223963649e-08
1856,8.091428753687069e-06,5.694908100650764e-09
1857,8.515304216416553e-06,1.4644527812635033e-09
1858,8.358888408110943e-06,5.872411001917044e-09
1859,7.205934707599226e-06,7.129042689513199e-09
1860,8.530039849574678e-06,1.4189270203246451e-08
1861,8.377909580303822e-06,2.8295783494058924e-09
1862,9.247414709534496e-06,4.517986429419807e-09
1863,7.2911475399450865e-06,2.9967726078439227e-09
1864,7.302370704564964e-06,1.102787461348953e-08
1865,7.4099853009101935e-06,1.1767110841276462e-08
1866,8.710906513442751e-06,1.9462451650298362e-09
1867,9.209665222442709e-06,2.91168689159349e-09
1868,8.792975677351933e-06,1.531360993567432e-08
1869,6.798835329391295e-06,6.8369265804335555e-09
1870,7.445089067914523e-06,3.4404292748035914e-09
1871,6.073189069866203e-06,7.434824089713743e-09
1872,7.06631590219331e-06,6.047339295989218e-10
1873,8.139169949572533e-06,4.788803575905831e-09
1874,7.414490028168075e-06,4.779687312606029e-09
1875,7.726350304437801e-06,0.0
1876,7.484966317861108e-06,4.836811617892067e-09
1877,9.371233318233863e-06,1.0514186965515648e-08
1878,1.0096752703248058e-05,3.0195443923020093e-09
1879,9.032026355271228e-06,0.0
1880,7.997919965418987e-06,1.2835692508872398e-09
1881,1.044342207023874e-05,2.091752326904839e-09
1882,7.564510724478168e-06,5.324308105514319e-09
1883,9.607290849089622e-06,2.5277355764075082e-09
1884,7.816409379302058e-06,6.601696966868076e-10
1885,9.4944216471049e-06,3.2228177904158883e-09
1886,9.35300522542093e-06,6.453463874400711e-10
1887,7.971164450282231e-06,1.9586774424595887e-09
1888,8.393071766477078e-06,3.804368819970705e-09
1889,8.273739695141558e-06,4.38559560889118e-09
1890,7.080048362695379e-06,6.554386478008212e-10
1891,8.761365279497113e-06,1.9122659011827636e-09
1892,9.089342711376958e-06,1.2537024751679837e-09
1893,9.538771337247454e-06,3.079208221734575e-09
1894,1.042841722664889e-05,3.780923574225881e-09
1895,9.170563316729385e-06,6.6204757231957956e-09
1896,9.294896699429955e-06,2.948514543632541e-09
1897,1.0751451554824598e-05,7.574727511894253e-09
1898,8.204048754123505e-06,1.6975064687230201e-09
1899,8.074133802438155e-06,4.9748205555033564e-09
1900,9.301328645960893e-06,4.6719478286050276e-09
1901,7.562681275885552e-06,6.706486921359556e-09
1902,7.296681815205375e-06,7.365425713778961e-09
1903,7.375620953098405e-06,2.7001101354784396e-09
1904,6.838135504949605e-06,4.299700151477737e-09
1905,7.16468184691621e-06,1.0321518084666081e-09
1906,7.4348899943288416e-06,4.115347562727578e-09
1907,7.372780146397417e-06,4.114274698707732e-09
1908,7.036056103970623e-06,1.4734167219643268e-09
1909,6.1825553530070465e-06,1.6502950117569526e-09
1910,6.2622757468489e-06,2.137660271017694e-09
1911,6.615885467908811e-06,6.384448969498635e-09
1912,6.261724138312275e-06,6.772247651554153e-09
1913,6.590555585717084e-06,3.71209285532359e-09
1914,7.541872946603689e-06,3.3483718020477227e-09
1915,8.198232535505667e-06,0.0
1916,7.160529094107915e-06,3.2962386153911893e-09
1917,5.998634151183069e-06,6.579854550103903e-09
1918,5.382516064855736e-06,1.1486376294556067e-09
1919,6.98139047017321e-06,1.8415696745321952e-09
1920,7.841045771783683e-06,4.543339038320937e-09
1921,7.103237294359133e-06,0.0
1922,8.12753387435805e-06,2.2133805899215986e-09
1923,8.043703928706236e-06,3.1847844361720945e-09
1924,8.326700481120497e-06,7.734974438733389e-09
1925,8.824938049656339e-06,2.1996355847875293e-09
1926,8.1400248745922e-06,6.687682962969177e-09
1927,8.067579074122477e-06,3.3447675740205796e-09
1928,8.855182386469096e-06,5.713020723163709e-09
1929,1.1270749382674694e-05,6.684243825105796e-09
1930,7.525831733801169e-06,0.0
1931,7.273195933521492e-06,7.983749661377715e-09
1932,7.509474471589783e-06,3.287861094491973e-09
1933,7.3159885687346105e-06,4.588264879146209e-09
1934,7.547197128587868e-06,8.38710612072191e-09
1935,7.015808023425052e-06,3.590485242455088e-09
1936,6.872288395243231e-06,6.0623572828433225e-09
1937,7.155532330216374e-06,3.777335333410292e-09
1938,6.883232344989665e-06,6.4826072287971215e-09
1939,7.052086857584072e-06,4.588215141154706e-09
1940,5.931196028541308e-06,0.0
1941,5.746575425291667e-06,0.0
1942,5.1793995226034895e-06,9.102635090130207e-09
1943,5.707760465156753e-06,0.0
1944,6.905137070134515e-06,9.639558484764166e-09
1945,6.2893413996789604e-06,0.0
1946,6.498371476482134e-06,1.3921104269343232e-09
1947,6.525484877784038e-06,0.0
1948,5.5359651014441624e-06,0.0
1949,6.833619409007952e-06,3.9268033269479474e-09
1950,6.2078606788418256e-06,1.0635361480382244e-09
1951,6.310483513516374e-06,6.396841278899501e-09
