year,en_ADP ordure_NOUN,en_ADP bordure_NOUN
1844,7.683985892015244e-09,6.53138769735051e-08
1845,8.928364714222425e-09,1.244390830379416e-07
1846,1.1709002656346001e-09,1.1065007599064813e-07
1847,0.0,9.653870591819214e-08
1848,0.0,8.769291781618449e-08
1849,0.0,9.971503645012092e-08
1850,6.788996032014438e-10,2.2878916183799447e-07
1851,6.449438760824933e-10,1.3995281578083052e-07
1852,0.0,9.114763344086896e-08
1853,5.3747388761848924e-09,1.1346670447665019e-07
1854,8.832629738719788e-09,1.278133421322991e-07
1855,2.1227748447927297e-09,1.4647146429069835e-07
1856,7.765783571755946e-09,1.7291812398623208e-07
1857,4.393358121745905e-09,1.2106141866752296e-07
1858,6.8511463169329545e-09,1.0129909688849636e-07
1859,5.092173349652285e-10,9.929738098435337e-08
1860,0.0,1.2861886777848497e-07
1861,1.3204698667834691e-08,1.065807800348928e-07
1862,4.066187830886747e-09,9.126332406461657e-08
1863,6.99246927027275e-09,1.3485476824115494e-07
1864,1.1986819536957682e-08,1.4288289928998665e-07
1865,4.23615986733239e-09,1.492069614528191e-07
1866,2.432806400776144e-09,1.7954111131146533e-07
1867,2.1837651686951176e-08,2.727279948544492e-07
1868,5.433861360870651e-09,1.990769300519446e-07
1869,8.30198221279943e-09,2.4417594646219953e-07
1870,4.013834153937523e-09,2.660598537040926e-07
1871,5.3105884134652115e-09,1.582555440027278e-07
1872,6.047339295989218e-10,2.5640717637998023e-07
1873,5.986004469882289e-10,4.471545267392685e-07
1874,4.779687312606029e-09,2.933533138627098e-07
1875,6.865832347102696e-09,2.5403581105365447e-07
1876,4.836811839936672e-09,3.68806908568331e-07
1877,3.710889595609501e-09,3.8160315529722766e-07
1878,6.039088673581716e-10,4.4024955059285276e-07
1879,4.27652757650776e-09,4.019936108434763e-07
1880,5.776061406947974e-09,4.3641355018664285e-07
1881,2.091752326904839e-09,5.543143686281837e-07
1882,1.0648616211028639e-08,5.577212724983127e-07
1883,6.319338941018771e-10,6.957592439960081e-07
1884,9.242375753615306e-09,5.981137709554218e-07
1885,6.445635580831777e-09,6.007332489232908e-07
1886,0.0,6.311487474874866e-07
1887,9.793386546164129e-09,5.934792683959245e-07
1888,4.4384300679212174e-09,6.54985520043283e-07
1889,6.265136742733546e-10,7.962988810561455e-07
1890,1.5730527991308918e-08,8.251972616335479e-07
1891,4.461953917456185e-09,8.630693937305978e-07
1892,4.387958441043338e-09,8.512639730895444e-07
1893,1.847525021858587e-09,1.2637070803123152e-06
1894,5.041231432301174e-09,9.956431838986646e-07
1895,9.629783193076946e-09,1.139925622339888e-06
1896,2.948514543632541e-09,1.1039238430043952e-06
1897,6.992056267307589e-09,1.394332571180712e-06
1898,6.224190496340043e-09,1.2272971368076924e-06
1899,1.2713430308508578e-08,1.5416416552227474e-06
1900,3.114631885736685e-09,1.7364072419923104e-06
1901,9.500856101851696e-09,1.421216325070418e-06
1902,2.455141867585553e-09,1.7372583869246228e-06
1903,4.860198465905796e-09,1.7723522773849254e-06
1904,8.599400302955473e-09,2.025696147711642e-06
1905,5.676835002077496e-09,1.925995299245642e-06
1906,1.0288369045596824e-09,1.9465593972256556e-06
1907,1.1828539925318182e-08,2.080280140148716e-06
1908,3.929111258571538e-09,2.355993238722931e-06
1909,6.0510818578052294e-09,2.458389595005883e-06
1910,9.619471441624228e-09,2.2691263410479223e-06
1911,3.1922244847493175e-09,2.8134138290170085e-06
1912,5.730363294986773e-09,2.754741871058286e-06
1913,7.954484182448596e-09,2.938916892958332e-06
1914,2.0090231700464756e-09,2.730932003203179e-06
1915,0.0,2.576452693858755e-06
1916,3.2962386153911893e-09,2.719396960060294e-06
1917,4.386569774084137e-09,2.494861512047919e-06
1918,1.1486376294556067e-09,2.869296793051035e-06
1919,1.3811772170413406e-08,2.8571954331368943e-06
1920,7.572231730534895e-09,2.826714087689197e-06
1921,9.087297137000405e-09,2.9389832505444247e-06
1922,5.164555005876537e-09,3.1348846789569507e-06
1923,1.0615948120573648e-09,3.26121924842937e-06
1924,3.867487308184536e-08,3.6470406001853917e-06
1925,1.0998177923937646e-09,3.499620234492795e-06
1926,2.229227691330493e-09,3.7506755887761756e-06
1927,2.2298449753321847e-09,3.4161225386242222e-06
1928,2.2852082448565625e-09,4.053959330008183e-06
1929,4.4561625500705304e-09,3.3242972534708315e-06
1930,6.302162347537887e-09,4.026031419357423e-06
1931,6.843213995466613e-09,4.575829279929167e-06
1932,6.575722188983946e-09,5.013988186419738e-06
1933,1.1470662197865522e-09,4.9966202482210065e-06
1934,1.1981580172459871e-09,4.63447523202376e-06
1935,7.180970484910176e-09,4.851942591699299e-06
1936,8.487299751891442e-09,5.099654913465201e-06
1937,1.3850230295986421e-08,5.341152473192778e-06
1938,1.2965214457594243e-09,5.083660710170079e-06
1939,7.647025235257843e-09,5.9340916322980775e-06
1940,1.0143131667916805e-08,5.4443260921743786e-06
1941,8.854508237732261e-09,6.204058479397645e-06
1942,1.517105907566929e-08,6.435562966089492e-06
1943,0.0,6.0300196196294564e-06
1944,1.927911696952833e-08,6.52598126293924e-06
1945,0.0,5.252373256325882e-06
1946,4.1763312808029696e-09,4.857073378161658e-06
1947,1.1920870957027319e-09,5.1057091354778095e-06
1948,5.435944139264848e-09,5.194588084123097e-06
1949,6.8719057111366055e-09,6.230855120747947e-06
1950,8.508289184305795e-09,6.179144889983945e-06
1951,6.396841278899501e-09,6.101520057200105e-06
1952,3.1634410646574906e-09,7.783119713167252e-06
1953,9.69644453618912e-09,6.995446341306888e-06
1954,1.9545073115523337e-08,7.004953886280418e-06
1955,6.569925492527773e-09,6.354994951607296e-06
1956,2.616342476002842e-09,6.900167335288643e-06
1957,0.0,6.93020359676666e-06
1958,2.4816730892496253e-09,6.769176735588189e-06
1959,1.5501495642666896e-09,6.216874965048191e-06
1960,4.152500121534786e-09,6.694521943018117e-06
1961,4.16889545107324e-09,6.403423810752429e-06
1962,6.341956293454132e-09,6.056568366830106e-06
1963,6.466053470433053e-09,6.242974620818131e-06
1964,7.300761772910391e-09,5.833917185782411e-06
1965,7.1136563306595235e-09,5.35330005391188e-06
1966,3.3234448526542337e-09,4.984059614798753e-06
1967,5.423369309198733e-09,5.2542584683124005e-06
1968,8.533690198930799e-09,4.945497778408026e-06
1969,1.2262746373892242e-08,5.0558849409299e-06
1970,7.3579600190498695e-09,4.9367311021342175e-06
1971,6.679916619845017e-09,5.511958846682319e-06
1972,1.128632298730281e-08,5.311241181971127e-06
1973,9.37244681864513e-09,5.924488817754536e-06
1974,1.6876715580593782e-09,5.765085660414115e-06
1975,4.569184142155791e-09,5.179170045721548e-06
1976,3.4281160132820787e-09,5.5409783499271725e-06
1977,4.11374712072643e-09,5.854449938169637e-06
1978,6.534650598410963e-09,4.889700704779898e-06
1979,3.5111840102075575e-09,4.992903512857083e-06
1980,4.548120546843393e-09,6.374191116265138e-06
1981,8.223214109648325e-09,4.923175396243096e-06
1982,8.069752865935698e-09,5.142295094628935e-06
1983,4.4207211225000265e-09,5.748200891275701e-06
1984,7.538710988796993e-09,5.275357949585668e-06
1985,2.4062232206745193e-09,4.868391187073939e-06
1986,6.593933843390687e-09,4.912480704888367e-06
1987,3.6664902225425067e-09,4.724883822859738e-06
1988,2.99827696004229e-09,4.8290245899806905e-06
1989,1.6464366536794728e-09,4.634719090290673e-06
1990,5.993515905799995e-09,4.598116717602352e-06
1991,5.8614650910726596e-09,4.33045062209203e-06
1992,4.958949695321735e-09,4.581518794566364e-06
1993,7.200969598386564e-09,4.466816704962184e-06
1994,8.439882570598911e-09,4.3228025390362745e-06
1995,7.591431483433553e-09,3.9014534252146404e-06
1996,4.270473752399084e-09,3.9768787161165164e-06
1997,6.233362714880286e-09,4.274648503610479e-06
1998,2.3840645013706308e-09,3.6886248580003667e-06
1999,8.226361813967742e-09,3.949567741301507e-06
2000,3.092622158362701e-09,3.4796415917526247e-06
2001,6.571817756650944e-09,3.704314678998344e-06
2002,3.9430991805033955e-09,3.5650000427267514e-06
2003,1.2500769308587678e-09,3.4860476034737076e-06
2004,6.607186797680242e-09,3.5044518540416902e-06
2005,3.602999676388663e-09,3.291790676485107e-06
2006,8.235780057930242e-09,3.4129071053712323e-06
2007,7.190063211481856e-09,3.716463794489755e-06
2008,2.9802078582719105e-09,3.845745339958739e-06
2009,2.384096253749135e-09,4.078235264159957e-06
2010,3.7790344187271785e-09,3.956648981784383e-06
2011,3.4415748029203996e-09,5.036935903035555e-06
2012,2.7234021704458655e-09,5.171400175640883e-06
2013,1.6734750252211938e-09,4.0386530031355505e-06
2014,4.330890313042346e-09,4.0337913418397875e-06
2015,2.881548111233201e-09,3.83866526476595e-06
2016,3.72841224560716e-09,3.6349947265534865e-06
2017,2.264050280587071e-09,3.6521644233289408e-06
2018,4.64663996169179e-09,3.740803492746636e-06
2019,1.7856913725466939e-09,3.908368398697348e-06
