year,en_ADP as_NOUN,en_ADP basse_NOUN
1902,2.828323433234914e-07,6.363728055625018e-07
1903,2.6299072075630647e-07,7.841119895601878e-07
1904,3.004415365381874e-07,8.959500261696007e-07
1905,2.797131311016443e-07,9.495796540193169e-07
1906,2.9218967750876956e-07,1.101369905942562e-06
1907,2.900563543795087e-07,1.0918256494463208e-06
1908,3.0254155403142136e-07,6.792450886194956e-07
1909,3.2730850829665314e-07,6.678194113263203e-07
1910,3.8210678510175455e-07,6.712253165508386e-07
1911,2.4526925279655387e-07,8.108250167948583e-07
1912,2.5682447457597846e-07,8.121487686807427e-07
1913,3.1817937240496974e-07,7.922666633852771e-07
1914,2.7858453233164937e-07,7.004794091436395e-07
1915,1.9791680205827333e-07,9.071186739539883e-07
1916,2.593041019682829e-07,7.899985279280486e-07
1917,2.9719009653206285e-07,7.544899904843305e-07
1918,2.9634850040594074e-07,7.914113355766972e-07
1919,2.541366124209077e-07,8.360726192480072e-07
1920,3.4377930724360795e-07,7.43593133289977e-07
1921,3.218417599648582e-07,6.747318126998358e-07
1922,4.190667302061968e-07,7.48122653604355e-07
1923,3.980980638473852e-07,8.72630959047882e-07
1924,4.486285209992502e-07,7.103284811460497e-07
1925,4.2233001984470775e-07,9.678396506451747e-07
1926,3.9791713002390594e-07,9.351610419372491e-07
1927,4.4708391400138936e-07,9.231558497635461e-07
1928,3.8734279761420964e-07,1.0923295366005448e-06
1929,4.3670392324557383e-07,9.525047288683197e-07
1930,3.382160305154258e-07,1.027252400032097e-06
1931,3.3189588410920123e-07,1.0675413868455053e-06
1932,3.704323338071802e-07,1.0652669568678164e-06
1933,3.005313560233702e-07,9.073294000572218e-07
1934,3.2350267531455756e-07,1.1466372011881276e-06
1935,4.057248297328897e-07,1.3631876099040596e-06
1936,3.297922339662307e-07,1.2355084297865915e-06
1937,3.9536109475157843e-07,1.2037108749751724e-06
1938,3.721016561542001e-07,1.1811310143272635e-06
1939,3.869394795685821e-07,1.2434062934829626e-06
1940,2.865434600707317e-07,1.3870732074039438e-06
1941,3.984528449407776e-07,1.4019637752937797e-06
1942,5.643633826935002e-07,1.5231743528687502e-06
1943,5.458082172893342e-07,1.6809732028555402e-06
1944,4.7555155546774586e-07,1.1374678727804621e-06
1945,5.969101186664716e-07,1.3746360520983103e-06
1946,5.33178296180381e-07,1.2361940120442227e-06
1947,5.364392037243704e-07,1.1157935393413254e-06
1948,5.131530942392715e-07,1.057834657203216e-06
1949,4.476555710564156e-07,1.5118192324692359e-06
1950,5.455940654819358e-07,1.1379836752922756e-06
1951,4.2112536879912454e-07,1.398775959060572e-06
1952,3.9964806997083713e-07,1.3486803904783073e-06
1953,4.6650671969850066e-07,1.3930558537822435e-06
1954,4.944903166936854e-07,1.5245156133048e-06
1955,3.819942366867224e-07,1.3787458077452186e-06
1956,4.6134837927702677e-07,1.7477167570945085e-06
1957,5.16849691933885e-07,1.300517592728312e-06
1958,4.988162860541934e-07,1.634595277799633e-06
1959,4.402424780280967e-07,1.3881589175923637e-06
1960,5.003762590938265e-07,1.24921040622894e-06
1961,4.967934006394614e-07,1.3757354944132771e-06
1962,5.098932955860391e-07,1.3210294902421538e-06
1963,5.347425994228772e-07,1.619099783134459e-06
1964,4.404793096934867e-07,1.3968791385821078e-06
1965,4.985031392124029e-07,1.466507661085359e-06
1966,4.913159239450238e-07,1.7592100940433397e-06
1967,4.7380523993112433e-07,1.41845754697556e-06
1968,4.540821489928959e-07,1.5576229923652818e-06
1969,4.446380916789394e-07,1.4937841399387253e-06
1970,3.8583302530703634e-07,1.5382734659397101e-06
1971,4.377914790687498e-07,1.407920937168683e-06
1972,3.457718964483547e-07,1.5872674392625186e-06
1973,4.377483728834619e-07,1.5106178512525048e-06
1974,3.5159821631935984e-07,1.4947143842647392e-06
1975,3.7410196407350327e-07,1.710017169642697e-06
1976,3.982328118379286e-07,1.550079848477992e-06
1977,3.9668278306592697e-07,1.58849413978146e-06
1978,4.877225388000284e-07,1.741187292125801e-06
1979,4.3889798639895616e-07,1.5133202850847738e-06
1980,4.178585761849263e-07,1.9613769719484253e-06
1981,4.0989559701998246e-07,1.6984100561501236e-06
1982,4.475609056697749e-07,2.006264697484994e-06
1983,4.319676154551644e-07,1.7089244916945745e-06
1984,4.4884324790217534e-07,1.719985931458723e-06
1985,4.511668638684796e-07,1.7342853890767174e-06
1986,4.6577151557869456e-07,1.9002518687472048e-06
1987,4.3203475463826635e-07,1.7525823228226045e-06
1988,4.779253419684437e-07,1.8553337106652634e-06
1989,4.4289146305942495e-07,1.3478828337909476e-06
1990,4.544174814213875e-07,1.3572589816490677e-06
1991,3.974073312651427e-07,1.4501265503952254e-06
1992,4.3142863326295355e-07,1.383547021838183e-06
1993,3.894062734488557e-07,1.4955859892751278e-06
1994,4.293790212273052e-07,1.4316150647175618e-06
1995,4.370495325645152e-07,1.6104679430029023e-06
1996,4.099654749012416e-07,1.7161966177070553e-06
1997,4.809279241513309e-07,1.483060866114272e-06
1998,4.4105196650434664e-07,1.6683683634610702e-06
1999,4.935817319307034e-07,1.4971979438449523e-06
2000,3.8348513342612023e-07,1.4261405922866288e-06
2001,4.0920518795672933e-07,1.22411057645877e-06
2002,4.937636735036222e-07,1.2127221014068823e-06
2003,4.891967542164366e-07,1.464256687455645e-06
2004,4.695507432317392e-07,1.3201158974851523e-06
2005,4.6793958929924884e-07,1.3263542504304837e-06
2006,4.7891058541083e-07,1.1937763033653681e-06
2007,7.661411516313166e-07,1.633342681994776e-06
2008,8.872504198009779e-07,1.146954222708274e-06
2009,9.007115471248994e-07,1.018009112563334e-06
2010,1.3127420475100848e-06,8.691779043168424e-07
2011,1.4397254788356406e-06,7.09346769767194e-07
2012,1.8437432953710697e-06,6.897015933926554e-07
2013,1.957129092566845e-06,6.758049986288484e-07
2014,2.121486572193021e-06,7.589885582248712e-07
2015,2.1358920470060383e-06,7.607286514610401e-07
2016,2.1204307736333305e-06,4.979501508906026e-07
2017,2.478631914076823e-06,5.182159377170592e-07
2018,2.6754321372779444e-06,5.808300160836666e-07
2019,2.4678255622356815e-06,6.188696426434603e-07
