year,en_ADP arc_NOUN,en_ADP barque_NOUN
1837,8.72519535732863e-07,7.236206300831327e-08
1838,7.833393169676128e-07,4.9234863297442644e-08
1839,1.3150964832675527e-06,2.586845759822154e-08
1840,9.802951126403059e-07,4.5861759889742615e-08
1841,8.76404897098837e-07,4.365973182984817e-08
1842,1.0022148444477352e-06,3.5553803456878086e-08
1843,8.169258194357099e-07,7.915260624713483e-08
1844,1.1169222489115782e-06,4.7750482679020934e-08
1845,1.0167175332753686e-06,6.6404710619139e-08
1846,1.256375981029123e-06,7.493761700061441e-08
1847,9.227805435330083e-07,5.8786138623645456e-08
1848,1.247813884219795e-06,6.033916322145672e-08
1849,8.371035278287309e-07,9.552532831413885e-08
1850,2.290607199029182e-06,8.825694663983086e-08
1851,1.2640899740290479e-06,1.0319102261568958e-07
1852,1.2942964531248435e-06,1.0612188816594426e-07
1853,1.756345113790303e-06,9.43565221511733e-08
1854,1.1669462764984928e-06,1.1794158522038245e-07
1855,1.162219177786028e-06,1.1675261646360013e-07
1856,1.0509694448046503e-06,7.558696069054349e-08
1857,1.2413677268341416e-06,9.128421840642886e-08
1858,8.975001719591091e-07,9.395857736294033e-08
1859,1.358591816824628e-06,1.889196283855199e-07
1860,1.0078958894155221e-06,1.286188687776857e-07
1861,7.30031160856015e-07,9.05465021294738e-08
1862,1.0432030421725358e-06,1.676172873832371e-07
1863,1.5333486089730286e-06,1.5183647583683069e-07
1864,1.4566383015335305e-06,1.4048553098611194e-07
1865,9.145398394139193e-07,1.473242292604482e-07
1866,1.4553048686138936e-06,1.2310000840898283e-07
1867,1.3854777307642507e-06,2.3244966840252346e-07
1868,1.1169055369464331e-06,2.247642757469137e-07
1869,1.3532231832869002e-06,2.2366517171690248e-07
1870,1.3698642078452394e-06,2.2649492059656495e-07
1871,2.2102669845480705e-06,2.1242354364403582e-07
1872,1.2330524441495072e-06,2.346367660166493e-07
1873,1.2666384918702533e-06,2.0112974430386288e-07
1874,1.344287056781468e-06,2.3480213595661326e-07
1875,1.1477383168312372e-06,2.0254205423952953e-07
1876,1.5248049294314114e-06,2.2370254537662504e-07
1877,1.3235505775810452e-06,1.799781411682133e-07
1878,1.1836614248750266e-06,1.727179412824853e-07
1879,1.1057878737119609e-06,2.584244622738652e-07
1880,1.1404513315937947e-06,2.7147489856105267e-07
1881,1.1553445347090019e-06,2.4473501014643517e-07
1882,1.1054594324377831e-06,2.442526394474953e-07
1883,1.1431684470153414e-06,2.6478031145416026e-07
1884,1.1262494581387728e-06,3.0763909197872863e-07
1885,1.3336019719645265e-06,2.7071670438694184e-07
1886,1.3778145557807875e-06,4.1689377638931546e-07
1887,1.5636774151062127e-06,3.427685424384208e-07
1888,1.262416390090948e-06,2.663058245033767e-07
1889,1.1991471637884388e-06,3.445825162984306e-07
1890,1.2060071412633988e-06,3.611466850017564e-07
1891,1.3615333500638371e-06,2.89389575414134e-07
1892,1.3408348422672134e-06,2.733071293725686e-07
1893,1.1214476671739249e-06,2.9991488847969094e-07
1894,1.429819235454488e-06,3.1066588590533684e-07
1895,1.5696546142862644e-06,3.7074664405167823e-07
1896,1.458924998587463e-06,3.1784987442051715e-07
1897,1.6798414890217828e-06,3.496028200267176e-07
1898,1.7603142623556778e-06,3.3554045542061317e-07
1899,1.6361632333428133e-06,3.205995593447142e-07
1900,1.8127157090930268e-06,3.6337371955852404e-07
1901,1.4307171340988134e-06,4.3145063077787427e-07
1902,2.3166719529399415e-06,2.5828094241120425e-07
1903,1.915998154800036e-06,3.240132195880818e-07
1904,1.37375423037156e-06,3.5150049182419707e-07
1905,1.4687519751532818e-06,3.2048313425292463e-07
1906,1.4635204479418462e-06,3.801552379556483e-07
1907,1.2702822687060689e-06,2.766849855895259e-07
1908,1.3525965414373786e-06,3.2120483650643905e-07
1909,1.9000397060153773e-06,3.4876236787440007e-07
1910,1.5455283346454962e-06,3.3775032692862084e-07
1911,1.448205807719205e-06,4.2190566329480816e-07
1912,1.3633055004902417e-06,3.578872500575869e-07
1913,2.285588607264799e-06,3.579518095264689e-07
1914,1.51480344356969e-06,3.361765230636138e-07
1915,1.4808417745371116e-06,2.992313454797113e-07
1916,1.167967184301233e-06,3.2852512932279865e-07
1917,1.0955458265016205e-06,3.2460616417040455e-07
1918,1.5678903082516626e-06,3.273617146248853e-07
1919,1.602165639269515e-06,3.6739313857836464e-07
1920,1.3978340120957e-06,3.407504234331782e-07
1921,1.5607432715114555e-06,2.88521672775488e-07
1922,1.4158258636598475e-06,3.71110144836706e-07
1923,1.414044277225912e-06,4.5436259332731765e-07
1924,1.6024289379856782e-06,3.6612213660802695e-07
1925,1.2911860949316178e-06,4.5532455583696674e-07
1926,1.4612587619922124e-06,3.9791714367964914e-07
1927,1.3579756341641769e-06,4.6269282361066644e-07
1928,1.5859345694479998e-06,3.9305580390447403e-07
1929,1.2031638334519812e-06,3.95484428317161e-07
1930,1.3413101669357275e-06,3.78129721312348e-07
1931,1.4952422588976333e-06,3.672524844233749e-07
1932,1.5562542330371798e-06,3.5837684686512716e-07
1933,1.2652139957936015e-06,3.8541426272686863e-07
1934,1.5192644013950485e-06,3.5824926136740487e-07
1935,1.3081335055176169e-06,2.680895541118389e-07
1936,1.3822174196320702e-06,3.4676682769685385e-07
1937,1.6330679954990046e-06,3.3114640229925385e-07
1938,1.2744806099362904e-06,3.3061295690028913e-07
1939,1.605875354471209e-06,3.4717494123981396e-07
1940,1.7496902273705928e-06,3.423307077810023e-07
1941,1.8122226492778282e-06,3.748408166082129e-07
1942,2.378822046011919e-06,4.1872123324182553e-07
1943,2.0003290046588518e-06,5.167758425628222e-07
1944,1.8925666154245846e-06,5.55881223718302e-07
1945,1.8865845277105109e-06,4.139157652183201e-07
1946,1.1638043133643805e-06,4.5661221825810117e-07
1947,9.179070730169769e-07,3.850441272490457e-07
1948,1.484012727814843e-06,3.8595201878877106e-07
1949,1.157425231212983e-06,3.740280207775726e-07
1950,1.0582184586382937e-06,3.5309399493144156e-07
1951,1.078933905773738e-06,4.008687111145548e-07
1952,1.5711757441749796e-06,3.247799742478463e-07
1953,1.061221951204061e-06,4.2341142147961364e-07
1954,1.1287279448879417e-06,4.6224094774061086e-07
1955,1.0577580269455211e-06,3.866870303959047e-07
1956,1.2235761914780596e-06,4.107657591845282e-07
1957,1.2271867717572604e-06,3.5340150894569433e-07
1958,1.0894544857364963e-06,3.1599969796403116e-07
1959,1.0099224709847476e-06,2.8910288618622104e-07
1960,1.0665004310794757e-06,3.232029168742656e-07
1961,9.734370678415871e-07,4.224480942838227e-07
1962,9.804664387047524e-07,3.329527085149664e-07
1963,1.0921163493549102e-06,3.6921164259240413e-07
1964,8.304616585519398e-07,3.680800815253349e-07
1965,9.444746638109791e-07,3.343418613077631e-07
1966,9.593677532393485e-07,3.36775757059371e-07
1967,8.914046816244081e-07,3.140623747732718e-07
1968,9.584681492924574e-07,3.759315063689428e-07
1969,1.0945636859105434e-06,3.215564594594156e-07
1970,8.967513736024557e-07,3.623795422069698e-07
1971,1.8873333829105832e-06,3.2166367480712665e-07
1972,1.3015182958042715e-06,2.621505159616788e-07
1973,1.3446704087982653e-06,3.1149601742441746e-07
1974,8.252713428191782e-07,2.97592748221831e-07
1975,1.1679976523737423e-06,2.581589169103893e-07
1976,8.981664336715767e-07,3.113872031335063e-07
1977,1.177119429485174e-06,2.750333938372762e-07
1978,1.6853457509569125e-06,2.8514839400806125e-07
1979,1.0041986797659774e-06,2.8967268717039474e-07
1980,1.0534583907428896e-06,3.149573459815258e-07
1981,8.8114904883696e-07,3.6118887347669215e-07
1982,9.733363413033658e-07,3.445163807569429e-07
1983,9.757163752510678e-07,3.0060903943862627e-07
1984,9.168232395495579e-07,2.8879062830000635e-07
1985,1.0906206853178446e-06,2.9115301458659815e-07
1986,9.872917416942073e-07,2.901331104254723e-07
1987,8.512367912771879e-07,2.9270811419124243e-07
1988,1.0451993830429274e-06,2.914325127889583e-07
1989,8.287064474643557e-07,2.952609738926526e-07
1990,7.235808539007849e-07,3.1057311078441785e-07
1991,7.91297793512058e-07,2.9365941101033854e-07
1992,7.708412113061058e-07,3.1461780380936943e-07
1993,7.212047989924031e-07,3.401073476183569e-07
1994,8.26053508262703e-07,3.913995665350001e-07
1995,7.564319162156607e-07,3.6276194936846196e-07
1996,6.859448262730439e-07,3.1174459635963103e-07
1997,1.1680363058985677e-06,2.838577461972136e-07
1998,8.725676252652192e-07,3.137428885580107e-07
1999,8.153239150487934e-07,2.8746565949866465e-07
2000,6.357547590596369e-07,3.0661138783472097e-07
2001,8.162197673300398e-07,3.0975167342184307e-07
2002,5.489670797942381e-07,3.2815349371162483e-07
2003,7.025432182672375e-07,3.325204449566854e-07
2004,6.162302952361642e-07,3.3960940903909886e-07
2005,6.269219170462748e-07,3.1481209283867884e-07
2006,5.937997116234328e-07,3.3890234085731663e-07
2007,5.288690658744599e-07,3.9585290334542833e-07
2008,6.211604386407998e-07,5.300512224692966e-07
2009,5.349912157726067e-07,4.935079438439516e-07
2010,6.433805879169086e-07,4.983601682440053e-07
2011,7.667063641747518e-07,6.588703547194541e-07
2012,7.308930776162015e-07,7.414462643851039e-07
2013,7.078799626469845e-07,5.051105604891859e-07
2014,7.304046789613494e-07,5.777407974250082e-07
2015,6.521164550576941e-07,5.583553139842934e-07
2016,6.402511871783645e-07,5.70447062031576e-07
2017,6.18840374499996e-07,4.719286916810006e-07
2018,6.631788096456148e-07,5.124211499563103e-07
2019,6.665731007160502e-07,5.959107376440897e-07
