year,en_ADP oeufs_NOUN,en_ADP boeufs_NOUN
1800,2.5153315874604232e-08,3.772997558826319e-08
1801,4.7623651688866175e-09,1.1905912700171939e-08
1802,1.3427040812530322e-08,3.1329761895904085e-08
1803,4.095712213825209e-08,1.3652374342143503e-08
1804,1.2359254952798437e-08,1.4831105232815389e-08
1805,3.980028751016107e-08,3.1271653710973624e-08
1806,1.152667650217154e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,5.693910232196231e-09
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,4.518061036407062e-09,6.7770917766551975e-09
1810,9.360507036149102e-09,2.3401267590372754e-09
1811,5.0141535368197765e-09,1.0028307073639553e-08
1812,1.0668832928217853e-08,2.1337665856435706e-08
1813,2.0130190847567064e-08,8.627225156487839e-09
1814,6.293354282149721e-09,1.8880061958270744e-08
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,9.341240669868967e-09
1818,5.960588467246453e-09,4.768470951432846e-09
1819,3.1053151161586356e-09,3.1053151161586356e-09
1820,1.1866481131050932e-09,3.5599443393152796e-09
1821,1.97229765852569e-09,3.94459531705138e-09
1822,3.0076847679083585e-09,1.0025615893027862e-09
1823,2.9648061783404955e-09,1.2847492847356534e-08
1824,2.5263338088166165e-09,5.052667617633233e-09
1825,1.4088708866211164e-08,7.924898959288385e-09
1826,1.7615968683770689e-09,5.284790383086602e-09
1827,0.0,0.0
1828,9.172301140836225e-09,9.172301251858528e-10
1829,2.571952872898464e-09,3.429270423183084e-09
1830,4.174734336004349e-09,6.262101504006523e-09
1831,1.5591206103948707e-09,4.677361609140007e-09
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,1.1583628500844156e-09,6.950177322551099e-09
1834,9.334530925997342e-10,9.334530925997342e-10
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,5.376600054063374e-09,2.688300027031687e-09
1837,2.7831563720326358e-09,8.349468672008697e-09
1838,2.5248647617104325e-09,8.2058102535143e-09
1839,6.9914749545318955e-09,9.788065469251706e-09
1840,1.9109065441114126e-09,7.0066574764382494e-09
1841,1.2841097074556274e-09,6.420548537278137e-09
1842,1.341653010911159e-09,3.3541325272778977e-09
1843,5.906911071384968e-10,1.7720733769266417e-09
1844,5.488561272137815e-10,5.488561272137815e-10
1845,0.0,2.2320911785556063e-09
1846,2.3418005312692003e-09,6.439951683034906e-09
1847,0.0,4.314578916364553e-09
1848,1.6090443422100975e-09,4.02261068899179e-09
1849,3.3517659758786067e-09,0.0
1850,1.3577992064028876e-09,6.788996032014438e-10
1851,7.739326512989919e-09,1.2898877521649865e-09
1852,3.906327261660181e-09,0.0
1853,2.388772735173461e-09,5.971931837933653e-10
1854,0.0,0.0
1855,0.0,0.0
1856,5.177189232874468e-10,5.177189232874468e-10
1857,2.9289055625270066e-09,0.0
1858,4.893676019968041e-10,4.893676019968041e-10
1859,0.0,0.0
1860,9.154367819341758e-10,1.373155145145688e-09
1861,9.431927461278633e-10,4.715963730639317e-10
1862,0.0,4.517986262886353e-10
1863,1.9978483312144135e-09,1.4983863039219614e-09
1864,4.794727948009836e-10,9.589455896019672e-10
