year,en_ADP ours_NOUN,en_ADP bourses_NOUN
1800,2.829747991484055e-08,1.5720821977538435e-08
1801,7.619784270218588e-08,4.7623651688866175e-09
1802,8.503792514602537e-08,1.5664880947952042e-08
1803,2.3404069793286908e-08,3.900678446910888e-09
1804,8.404293083685843e-08,7.4155526164076946e-09
1805,6.538618513296512e-08,1.1371510844071508e-08
1806,6.339671898558663e-08,0.0
1807,5.693910054560547e-08,8.540865792383556e-09
1808,3.852325747288887e-08,4.5321479902327155e-09
1809,5.873479480555943e-08,2.259030518203531e-09
1810,3.978215445954447e-08,3.2761775514700275e-08
1811,5.0141537144554604e-08,2.5070767684098882e-09
1812,2.6672083208723052e-08,8.00162425207418e-09
1813,9.777521370324394e-08,2.8757416448144113e-09
1814,3.776012391654149e-08,1.8880061958270744e-08
1815,2.1577788444915313e-08,1.6183340889597275e-08
1816,1.1588019432906549e-08,1.1588019432906549e-08
1817,1.8682481339737933e-08,3.113746815941454e-09
1818,2.861082504246326e-08,9.536941902865692e-09
1819,3.726378139390363e-08,0.0
1820,4.6279275522920216e-08,8.306536791735653e-09
1821,2.8598315604533298e-08,3.94459531705138e-09
1822,1.7043547018147365e-08,1.0025615893027862e-09
1823,3.063632902922109e-08,1.4824030003524058e-08
1824,4.884245186076441e-08,1.0105335235266466e-08
1825,4.6668848341369085e-08,3.169959583715354e-08
1826,7.222546827279075e-08,2.3781558056157337e-08
1827,3.7790819362726324e-08,4.608636583469661e-09
1828,4.861319524707142e-08,8.255071293206129e-09
1829,3.8579290873030914e-08,1.5431716349212365e-08
1830,3.861629238599562e-08,2.0873671680021744e-09
1831,2.8064171431196883e-08,4.8332740476553226e-08
1832,6.764984572527055e-09,1.352996914505411e-08
1833,6.834341093053808e-08,5.2126328697887914e-08
1834,9.521221500108368e-08,8.401078055442213e-09
1835,3.6302822081779595e-08,1.285724948729694e-08
1836,4.9061476659062464e-08,4.704525125021064e-08
1837,5.4967337348443834e-08,2.0177884252348122e-08
1838,3.1560809077291196e-08,3.787297231383491e-08
1839,3.705481976812308e-08,3.705481788074394e-08
1840,3.3759349093998026e-08,1.8472096741106725e-08
1841,3.5955071808757566e-08,3.852329255593645e-08
1842,5.0982812638267205e-08,1.8112315203211438e-08
1843,7.206431718032036e-08,2.658109998776581e-08
1844,5.269018737985576e-08,1.975882035765153e-08
1845,5.412821058037309e-08,1.2834524110161283e-08
1846,3.33706573485415e-08,2.4588905134237393e-08
1847,1.941560512364049e-08,2.480882876909618e-08
1848,4.183515400768556e-08,9.252005028770327e-08
1849,7.29009101974043e-08,4.357295924073412e-08
1850,2.647708452485631e-08,4.2091777174846357e-08
1851,2.644269869733762e-08,3.031236062156495e-08
1852,4.231854688896419e-08,1.7578472011337e-08
1853,3.105404622338881e-08,3.1651239851271384e-08
1854,3.4291385730966795e-08,3.1693552504652445e-08
1855,4.6701046585440054e-08,3.237231638308913e-08
1856,2.692138334481342e-08,2.2261913201759853e-08
1857,3.417056260168749e-08,4.051652524594829e-08
1858,2.5447115470367265e-08,3.0830157982109085e-08
1859,4.379269125109886e-08,4.582955881460293e-08
1860,4.943358467013326e-08,2.975169460794902e-08
1861,4.008569121083383e-08,2.6880993431177558e-08
1862,1.581295272501393e-08,2.1234535907410645e-08
1863,3.296449690992631e-08,2.597202808374277e-08
1864,3.7878351788478426e-08,5.0824116470948866e-08
1865,2.0239431075541603e-08,7.436813831418476e-08
1866,2.578774882522339e-08,5.1575497039824114e-08
1867,2.426405742994575e-08,4.949867715708933e-08
1868,3.1615194018286275e-08,3.2603168165223906e-08
1869,3.2231227464762924e-08,2.197583626184496e-08
1870,2.6376625328339287e-08,3.669791226457164e-08
1871,1.911811864374613e-08,2.7615060460561835e-08
1872,1.8746751706544273e-08,4.051717183983783e-08
1873,3.771182849332533e-08,6.405024777222934e-08
1874,5.496640298474631e-08,1.4936522685360387e-08
1875,4.2911454556371353e-08,5.8359578503086595e-08
1876,3.567148709748835e-08,6.892457093954363e-08
1877,3.4016487737709156e-08,5.00970109840182e-08
1878,5.193616092746822e-08,4.408534692856847e-08
1879,2.1382637882538802e-08,8.491961978052132e-08
1880,4.7492061838738664e-08,1.6686399817444908e-08
1881,4.6018548971460405e-08,2.091752243638112e-08
1882,3.1945848633085916e-08,3.660461800336634e-08
1883,1.2006744043446815e-08,4.3603439081607576e-08
1884,2.1125430293977843e-08,3.1688146329145184e-08
1885,3.4161868001092444e-08,4.060750313783501e-08
1886,2.710454793941608e-08,4.969167122226281e-08
1887,2.2198344495905076e-08,6.071899605331055e-08
1888,2.0924028731883482e-08,5.579740913752573e-08
1889,2.5687061366852504e-08,5.325366103647866e-08
1890,1.5730527991308918e-08,2.94947390955258e-08
1891,1.784781566982474e-08,4.270727416155751e-08
1892,2.0686091062316336e-08,3.949162685756846e-08
1893,2.4017824173938607e-08,3.5102974971223944e-08
1894,2.7096618282484997e-08,4.032984990409716e-08
1895,4.393588426410133e-08,5.4769391688580527e-08
1896,4.2458609073037223e-08,7.5481971784086e-08
1897,2.3889524691789177e-08,6.001514951670117e-08
1898,4.7530182456512193e-08,7.412444769094861e-08
1899,3.592926134388108e-08,5.9145088826539904e-08
1900,4.6200374193006155e-08,8.617148061773605e-08
1901,2.8502569193733507e-08,5.86817601178069e-08
1902,4.271947062761683e-08,6.039649136369007e-08
1903,3.618147448314346e-08,6.318257605997246e-08
1904,3.708491380649548e-08,6.503296301474393e-08
1905,2.5287718585786934e-08,6.915416794761597e-08
1906,3.7552548404207187e-08,3.4980454088895385e-08
1907,2.6228500871194882e-08,4.8342727154704335e-08
1908,2.701263923654551e-08,4.125566643864431e-08
1909,2.640472018811124e-08,5.225934440744595e-08
1910,3.687464011914443e-08,5.718241258279022e-08
1911,2.3409645777405785e-08,5.3203742300667045e-08
1912,2.9693701719679666e-08,4.740573400496828e-08
1913,3.553003186107517e-08,4.56057107633967e-08
1914,3.0135346662518714e-08,4.955590426902745e-08
1915,1.6493066468115103e-08,1.8849219518557447e-08
1916,1.2086208478478966e-08,2.9666147538520704e-08
1917,1.4256352209862655e-08,1.9739564316445524e-08
1918,3.44591288836682e-08,2.412139110674616e-08
1919,2.4861190051073123e-08,2.9465115458648938e-08
1920,3.028892692213958e-08,3.483226640454973e-08
1921,1.9689142760626055e-08,2.9533714362983687e-08
1922,3.39385017866789e-08,3.984085034103302e-08
1923,2.3355085865262026e-08,3.503262835380383e-08
1924,1.5469948877466777e-08,2.9650736976805092e-08
1925,2.3096173862313663e-08,3.519416980068968e-08
1926,3.901148470930593e-08,2.5636118672345276e-08
1927,3.567751882815884e-08,1.4493992006592293e-08
1928,3.999114284169991e-08,1.9424269748213874e-08
1929,4.233354289340241e-08,3.4535259985091216e-08
1930,2.4158287814657342e-08,2.310792734938616e-08
1931,3.649714130915527e-08,1.4826963656844327e-08
1932,2.8494794523936662e-08,2.4110980323399644e-08
1933,2.2941325283909464e-08,2.1794258397989097e-08
1934,2.6359476379411717e-08,1.677421224144382e-08
1935,2.6330224223158893e-08,3.590485153637246e-08
1936,2.182448666232517e-08,1.576212937948185e-08
1937,3.7773354000236736e-08,2.5182236629284205e-08
1938,3.759912203804561e-08,2.5930429359277696e-08
1939,2.141167065872196e-08,2.2941075705773528e-08
1940,2.7893612752905028e-08,2.028626333583361e-08
1941,5.017554371988808e-08,3.5418031174572207e-08
1942,3.6410540360520827e-08,9.102635090130207e-09
1943,4.6451763546784264e-08,2.9032351633873077e-08
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,5.2284098384092204e-08,1.3071024262956144e-08
1946,5.0115975369635635e-08,3.3410650246423756e-08
1947,3.695470129905232e-08,1.9073394197377525e-08
1948,2.9354096486855497e-08,2.0656587551570738e-08
1949,4.515823803785679e-08,3.5341230386620737e-08
1950,3.509669310730601e-08,2.765193918286002e-08
1951,5.6505429890663095e-08,2.3455083209000804e-08
1952,4.007025466989944e-08,1.1599284199803606e-08
1953,2.9089333830611963e-08,2.0470271810957286e-08
1954,3.4203876397853605e-08,2.0522326282801373e-08
1955,4.223523353275027e-08,1.6894095011821264e-08
1956,4.0117249966442614e-08,3.052399555336649e-08
1957,3.8874166108371355e-08,3.534015108330735e-08
1958,2.978007690446205e-08,5.2942357608998236e-08
1959,4.882971238462375e-08,4.1854039345423644e-08
1960,4.8445834510690844e-08,2.6991249346686175e-08
1961,5.002674752230263e-08,1.59807664878997e-08
1962,3.805173998117084e-08,2.156265144215297e-08
1963,4.9142006020019835e-08,2.909724061694874e-08
1964,3.1636634645337836e-08,1.764350793242997e-08
1965,4.322914171073222e-08,1.969935559120728e-08
1966,3.268053949678773e-08,2.2710207381315684e-08
1967,3.401931691904281e-08,2.2679543965065108e-08
1968,3.2338194566605694e-08,2.3804503673785504e-08
1969,4.0421643338062196e-08,3.224648048583134e-08
1970,3.724967356788511e-08,2.9431839410065663e-08
1971,4.007949916395859e-08,2.6719666923469276e-08
1972,3.693705891150145e-08,3.385896851781922e-08
1973,4.2451670623222526e-08,1.984753439376874e-08
1974,3.1503201824989446e-08,3.150320099232218e-08
1975,3.826691807873317e-08,1.9990180177842376e-08
1976,2.6853577084207103e-08,2.0568696967870892e-08
1977,3.526069036752233e-08,3.173462098660096e-08
1978,4.514849416548117e-08,1.8415832636620166e-08
1979,5.851973416959311e-08,2.2822696621460636e-08
1980,7.049586514540351e-08,1.7055451329017757e-08
1981,4.427884547908434e-08,2.1506868064236073e-08
1982,1.8622506203769262e-08,2.2967758028791252e-08
1983,2.7787390166622572e-08,2.5892796129411977e-08
1984,4.929157376709625e-08,1.1018116474748041e-08
1985,6.075713410158556e-08,1.7445117794778753e-08
1986,6.174320077434459e-08,2.9972427428859305e-08
1987,5.1330862782528186e-08,1.955461359504085e-08
1988,4.3774843305754985e-08,2.2187249149041577e-08
1989,4.9941913382589576e-08,3.292873140825492e-08
1990,3.541623094793778e-08,1.0352437129768077e-08
1991,4.10302547493302e-08,1.582595565707834e-08
1992,4.35285585353995e-08,1.652983222522053e-08
1993,4.4313660296779744e-08,1.4955859939380645e-08
1994,4.905681882938495e-08,1.5297286770632468e-08
1995,3.795715536325517e-08,1.7351841741231055e-08
1996,5.12456845846998e-08,2.1352368761995422e-08
1997,4.603098802125061e-08,1.2466725429760572e-08
1998,5.626392507451783e-08,2.288701994590525e-08
1999,4.341691162146333e-08,1.3710603319339043e-08
2000,4.064589020913445e-08,1.9439339360438623e-08
2001,6.703253985218538e-08,1.70867264781549e-08
2002,7.448076794203118e-08,2.89160606570249e-08
2003,4.50027677345588e-08,2.7501691590714472e-08
2004,4.6250306695583276e-08,3.259545522382723e-08
2005,4.683899590407492e-08,2.3419497674481704e-08
2006,3.006059756671675e-08,2.1001238748041828e-08
2007,5.1528783739929196e-08,1.9572949844226528e-08
2008,5.875266850807748e-08,1.8306990673400136e-08
2009,5.0066023105088675e-08,1.6211854969583328e-08
2010,6.660548362846797e-08,2.1257068993918438e-08
2011,5.0858826483590747e-08,9.55992973672437e-09
2012,6.87659067466484e-08,1.0212757750593937e-08
2013,6.972812371941473e-08,1.4224538102958206e-08
2014,7.968838292016223e-08,1.2992670772593584e-08
2015,8.156997584329861e-08,1.8175917840257405e-08
2016,7.063269463758459e-08,1.1185236514776875e-08
2017,6.46512111901476e-08,1.106868996458843e-08
2018,7.202292034991231e-08,1.6263240809610835e-08
2019,6.709097905011063e-08,8.67335836485239e-09
