year,en_ADP arts_NOUN,en_ADP barres_NOUN
1839,2.8665047335785232e-08,8.893156291378546e-07
1840,5.8601136720959346e-08,6.834675900790899e-07
1841,3.2102741354123054e-08,4.783308895639493e-07
1842,4.9641161403712886e-08,9.485486884841521e-07
1843,4.075768533784441e-08,6.946527264517499e-07
1844,5.1592476069117765e-08,8.293216069432674e-07
1845,1.3392547348889394e-08,4.6706509237992577e-07
1846,3.981060747726417e-08,8.787606589066854e-07
1847,1.5101026207275936e-08,6.784675292692555e-07
1848,2.735375304041554e-08,7.361377925008128e-07
1849,3.26797175986826e-08,3.335007079385832e-07
1850,3.6660578572877967e-08,7.013032927716267e-07
1851,2.3217978650791338e-08,7.842517675271665e-07
1852,4.9480144648228475e-08,8.086097409432114e-07
1853,2.926246556178569e-08,1.121528839576058e-06
1854,4.0006617019194834e-08,6.915429366927128e-07
1855,1.0083180512765466e-08,6.352403829623654e-07
1856,2.0708756043319454e-08,8.216199489652354e-07
1857,1.3668224996266076e-08,8.7037307139326e-07
1858,4.8447393652395476e-08,6.865827231194999e-07
1859,3.5645212559387573e-08,7.017014809207467e-07
1860,3.249800525906288e-08,8.559333650737244e-07
1861,3.301174633651982e-08,1.1747465578082483e-06
1862,5.0149648683772696e-08,8.484778390993597e-07
1863,3.9457503930862003e-08,7.157291861403792e-07
1864,1.726102105692462e-08,6.496856599369494e-07
1865,3.4830647810402127e-08,6.754321475455072e-07
1866,2.7733993435141713e-08,4.2184862536487344e-07
1867,1.5043715606566366e-08,7.609208410030988e-07
1868,1.778354707937524e-08,8.545982268515218e-07
1869,1.12320943657096e-08,5.240016207608278e-07
1870,2.5803219116937726e-08,5.0746331226037e-07
1871,1.1683294776076991e-08,4.779529945153627e-07
1872,1.8746751706544273e-08,5.043481223765411e-07
1873,5.566984079274917e-08,5.423320317277103e-07
1874,2.031367180022059e-08,6.219568149390398e-07
1875,1.3731665304828056e-08,6.991706413828069e-07
1876,6.16693476285235e-08,8.446282890872681e-07
1877,2.1028374708187414e-08,7.57021496156085e-07
1878,2.5364172762110115e-08,7.023460284472094e-07
1879,1.7717042943843353e-08,6.133762440185819e-07
1880,2.7596738449986447e-08,7.41261260372994e-07
1881,1.2550513517339823e-08,6.763332294212887e-07
1882,2.5290463057103807e-08,5.344274427443452e-07
1883,2.7805092117638708e-08,6.508919341285946e-07
1884,1.914492120391742e-08,5.624646064461558e-07
1885,3.931837805337679e-08,7.766990961499687e-07
1886,4.130216729736347e-08,6.885845778015209e-07
1887,4.178511875396751e-08,5.001156182515842e-07
1888,2.1558089979833994e-08,4.432089610872936e-07
1889,2.6940088715399213e-08,5.550911055252072e-07
1890,4.194807196045147e-08,5.623663810183643e-07
1891,5.0993758771156195e-08,6.049135095054226e-07
1892,4.701384459515623e-08,5.165254037819977e-07
1893,2.5249507429325746e-08,5.333188823897217e-07
1894,2.9617235108858608e-08,6.786758035559615e-07
1895,4.6343330728504384e-08,5.242213205747248e-07
1896,5.071444997284402e-08,5.490134071806096e-07
1897,2.4472196047398143e-08,5.401363409873738e-07
1898,3.734514275599565e-08,6.512766503874445e-07
1899,3.59292577911674e-08,5.704461045752396e-07
1900,3.9971108201086736e-08,6.649739248132391e-07
1901,3.297355899434251e-08,5.890530587748799e-07
1902,3.731815834129293e-08,6.128034328867216e-07
1903,4.104167294904926e-08,6.939283139217878e-07
1904,5.159640092955442e-08,6.078701062506298e-07
1905,2.3223415412942927e-08,6.34773357433005e-07
1906,5.452835516450705e-08,6.954937248337956e-07
1907,2.2114226339020604e-08,5.327985945768887e-07
1908,5.549869519505535e-08,5.24045219663094e-07
1909,3.6306490647231016e-08,6.150099807200604e-07
1910,3.42025641142385e-08,5.525851634047285e-07
1911,5.32037401912433e-08,6.581302613994922e-07
1912,6.355493675780366e-08,5.417797979134775e-07
1913,2.0681660051202755e-08,5.9287424392096e-07
1914,5.0895253012051e-08,5.230156716606871e-07
1915,1.8849218963445935e-08,7.044895369290316e-07
1916,4.944358011904626e-08,7.636286341039522e-07
1917,3.728584374584898e-08,7.292672421499447e-07
1918,6.776962369059447e-08,8.442486318926967e-07
1919,2.1178050757519884e-08,6.150842750685115e-07
1920,4.46761680983343e-08,7.39807035188278e-07
1921,4.240738515903786e-08,6.436835064960178e-07
1922,3.32007097370024e-08,7.997682018867636e-07
1923,3.6094222277682775e-08,6.412032576008642e-07
1924,2.707241186783449e-08,4.885925477537967e-07
1925,3.849362140151413e-08,5.653063226418453e-07
1926,3.566764272822098e-08,4.982323957847257e-07
1927,4.682674314970825e-08,4.3704960717150243e-07
1928,3.8848539829494655e-08,4.787511329595873e-07
1929,3.3421218015305953e-08,4.823796189157292e-07
1930,5.566909955234678e-08,4.705614458089258e-07
1931,2.3951248984133144e-08,5.873758937013918e-07
1932,4.7126008873021874e-08,5.403051659413904e-07
1933,5.850037565480193e-08,4.7373833922392805e-07
1934,5.990790441501304e-08,4.2534608724054124e-07
1935,6.582556189016486e-08,4.5838527285013697e-07
1936,5.698615890281644e-08,5.237876621322357e-07
1937,5.791914281516597e-08,4.230615786582348e-07
1938,3.889564470505036e-08,4.408173026604345e-07
1939,3.8235125288110794e-08,5.444682074084994e-07
1940,3.803674530900025e-08,6.060521400286234e-07
1941,7.378756183840096e-08,4.250163669894391e-07
1942,5.158160121254696e-08,2.730790527039062e-07
1943,2.6129116870166058e-08,2.0903293318497163e-07
1944,3.855823393905666e-08,2.69907644678824e-07
1945,2.6142048525912287e-08,2.570634762832924e-07
1946,4.315542145860718e-08,3.466354883130407e-07
1947,3.457052732969146e-08,2.6106707196049683e-07
1948,2.3918153901902883e-08,3.3376696251252724e-07
1949,5.203014352694879e-08,4.0053393490779854e-07
1950,1.0103593162114066e-07,4.860360149905318e-07
1951,5.01085888338082e-08,4.573741421154409e-07
1952,3.796129288691219e-08,4.555355417323881e-07
1953,5.279175385730639e-08,3.6523275070976524e-07
1954,3.811289239763482e-08,3.4106150792467815e-07
1955,3.566531070475776e-08,3.613459114149009e-07
1956,3.7500909488841216e-08,3.5146200616509304e-07
1957,3.003912851795576e-08,3.525180147789797e-07
1958,4.880623505343351e-08,3.962404662161134e-07
1959,4.960478516835565e-08,3.0150408747431356e-07
1960,7.543708591128961e-08,3.882587407133542e-07
1961,4.446822099435366e-08,3.043293759219523e-07
1962,5.77118033362467e-08,2.765092972367711e-07
1963,8.082566393952106e-08,2.2501865259982878e-07
1964,7.848319272252269e-08,2.816877326949907e-07
1965,7.058936013493167e-08,2.3310904850859515e-07
1966,6.979234279391733e-08,2.5368962042193743e-07
1967,7.543413310662217e-08,2.267954357648705e-07
1968,7.051523109868896e-08,2.5017186544573633e-07
1969,1.2626086995370933e-07,4.7098029654080165e-07
1970,1.3106366436588246e-07,4.359591230240767e-07
1971,1.3051529534902073e-07,2.8775025384675246e-07
1972,1.1132418914483466e-07,2.441949789044884e-07
1973,1.334195335322974e-07,1.819357180465886e-07
1974,1.5020276666888321e-07,2.7846579087054124e-07
1975,1.1765649432504688e-07,1.9990180533113744e-07
1976,1.2512623959182179e-07,1.8568962900644692e-07
1977,1.569100801512846e-07,1.5632240035756695e-07
1978,1.657425026113657e-07,1.6633656230169436e-07
1979,2.0598946381955585e-07,2.2939735799809569e-07
1980,2.0523393451377103e-07,1.603212496092965e-07
1981,1.5371085165805098e-07,1.669945106641535e-07
1982,3.1720337467788795e-07,1.8994957429185888e-07
1983,2.1408921646592916e-07,1.4398921166502987e-07
1984,2.696539020963229e-07,2.0702459835320042e-07
1985,3.326603521536242e-07,1.774589577507868e-07
1986,4.5797868297725586e-07,1.7803621688017301e-07
1987,2.7804215485538464e-07,1.411598731237973e-07
1988,4.17360150439805e-07,1.5471108838482905e-07
1989,3.605696310415851e-07,1.5641148820577655e-07
1990,3.639698877844211e-07,1.3676114463123668e-07
1991,4.185086017738371e-07,1.559149751528821e-07
1992,3.4051454278483106e-07,1.5317644397327967e-07
1993,4.5975422180433156e-07,1.3294098266669607e-07
1994,3.6502492362089356e-07,1.4875293175009574e-07
1995,5.232664950227672e-07,1.355612653242133e-07
1996,3.9501881499148794e-07,1.259789712548809e-07
1997,4.909971869082597e-07,1.7021875464706682e-07
1998,3.4425893347123093e-07,1.597323233681891e-07
1999,5.246590891738734e-07,1.1334098815041216e-07
2000,3.892285849182997e-07,1.1265980504049367e-07
2001,6.361519561681739e-07,1.2355016565379628e-07
2002,5.555388691291796e-07,1.0032997010966938e-07
2003,4.6169506306981134e-07,1.245909970748471e-07
2004,3.9731216042171447e-07,1.22012721703868e-07
2005,5.17480829742567e-07,1.2520423808837222e-07
2006,5.270899150477959e-07,1.0006472450641013e-07
2007,4.841309169112407e-07,9.027523617533006e-08
2008,4.849223698144556e-07,9.536665146470114e-08
2009,4.0481954499682615e-07,7.915199518038207e-08
2010,3.80265337884822e-07,1.0392344762522043e-07
2011,5.74360592808798e-07,9.598169725677508e-08
2012,4.54808154914943e-07,1.211913911447482e-07
2013,3.7932100527271473e-07,1.414086341355869e-07
2014,3.6596023633705954e-07,8.770052772888448e-08
2015,3.6396168223706837e-07,1.0750390799785237e-07
2016,3.5005647902597303e-07,1.3484424243870308e-07
2017,4.857645619082973e-07,8.200893120147157e-08
2018,4.0451583177558703e-07,9.55142667180553e-08
2019,3.499955180119585e-07,9.464164918426832e-08
