year,un_DET aveu_NOUN,un_DET baveux_ADJ
1800,2.178905912586515e-06,0.0
1801,1.8501788972002942e-06,0.0
1802,1.6873314336862677e-06,0.0
1803,1.9561901751785626e-06,0.0
1804,2.8352131025144445e-06,0.0
1805,2.416446086783708e-06,0.0
1806,2.4984070989830798e-06,0.0
1807,2.2832579666953734e-06,0.0
1808,1.8355199671304945e-06,0.0
1809,1.8862904269667524e-06,0.0
1810,2.599880744469374e-06,0.0
1811,2.24884790611668e-06,0.0
1812,2.232453333306239e-06,0.0
1813,2.496143753916158e-06,0.0
1814,1.5387251295351234e-06,0.0
1815,1.7316174769632653e-06,0.0
1816,1.969963417280951e-06,0.0
1817,2.445848231502623e-06,0.0
1818,2.2280681619690768e-06,0.0
1819,2.3941979527819512e-06,0.0
1820,2.1668194420954023e-06,0.0
1821,2.768119863105767e-06,0.0
1822,2.3750683055823174e-06,0.0
1823,2.1564021892572782e-06,0.0
1824,2.330121922966555e-06,0.0
1825,1.92663091880263e-06,0.0
1826,1.7386960671217366e-06,0.0
1827,2.1365639852888307e-06,0.0
1828,2.1142155119946437e-06,0.0
1829,2.021554983855367e-06,0.0
1830,1.950644588077921e-06,0.0
1831,1.7992252363541184e-06,0.0
1832,1.8157219301428995e-06,0.0
1833,1.7433360355312288e-06,0.0
1834,1.8510374779623362e-06,0.0
1835,1.927831121406598e-06,0.0
1836,1.763524814180073e-06,0.0
1837,1.4208013610073067e-06,0.0
1838,1.5786716716092997e-06,0.0
1839,1.564692137634438e-06,0.0
1840,1.9102695869577246e-06,0.0
1841,1.5974324831802278e-06,0.0
1842,1.5590007595989164e-06,0.0
1843,1.8665838723563866e-06,0.0
1844,1.9149590571032604e-06,0.0
1845,2.079193009763003e-06,1.1160455892778032e-09
1846,1.8037718447772022e-06,0.0
1847,1.620663681478618e-06,0.0
1848,1.4272222834676995e-06,0.0
1849,1.599630365944904e-06,0.0
1850,1.6470104213794912e-06,0.0
1851,1.7426383287499903e-06,0.0
1852,1.8047231904461114e-06,0.0
1853,1.7037922042106857e-06,0.0
1854,1.887584939908038e-06,0.0
1855,1.947645912991902e-06,0.0
1856,1.7680100690142808e-06,0.0
1857,1.956996921848031e-06,4.881509085841174e-10
1858,1.9325126103808543e-06,0.0
1859,1.96863425827587e-06,0.0
1860,1.9045662256189644e-06,0.0
1861,1.6307802610526778e-06,0.0
1862,1.8659283256283743e-06,0.0
1863,2.0752649056987593e-06,0.0
1864,1.7822003890444194e-06,0.0
1865,1.9086254177125284e-06,0.0
1866,1.8382285844609214e-06,0.0
1867,1.655779335862917e-06,0.0
1868,2.1478571881061725e-06,0.0
1869,1.943640576484995e-06,0.0
1870,1.975953111355011e-06,0.0
1871,1.8533954175836698e-06,0.0
1872,1.5741223862164588e-06,1.2094678591978436e-09
1873,1.5306213896337795e-06,0.0
1874,1.5850637922198985e-06,0.0
1875,1.7713847881850597e-06,0.0
1876,1.6021939224231119e-06,0.0
1877,1.6946395646755263e-06,0.0
1878,2.0526862662961776e-06,0.0
1879,2.0515113945407393e-06,0.0
1880,1.8534740178210996e-06,0.0
1881,1.547199431684021e-06,0.0
1882,2.1536826650958574e-06,0.0
1883,1.8743159131417997e-06,0.0
1884,1.7917005834533484e-06,0.0
1885,1.7461226704540422e-06,0.0
1886,1.6101392006362403e-06,0.0
1887,1.9939336368679506e-06,0.0
1888,1.6878716309065567e-06,0.0
1889,1.5982364161004625e-06,0.0
1890,1.8732436757318283e-06,0.0
1891,1.5980169578710957e-06,0.0
1892,1.6323206608603869e-06,0.0
1893,2.0827765254693986e-06,0.0
1894,1.731032806873145e-06,0.0
1895,1.729147953710708e-06,0.0
1896,1.6464504568602933e-06,0.0
1897,1.680424212224807e-06,0.0
1898,1.8259510881080132e-06,0.0
1899,1.8782711315168399e-06,0.0
1900,2.051504164768403e-06,0.0
1901,1.7375388772222777e-06,0.0
1902,1.5781652820123782e-06,0.0
1903,1.6843286481105224e-06,0.0
1904,1.6715083859253355e-06,0.0
1905,1.722661330916253e-06,0.0
1906,1.5391399657005422e-06,0.0
1907,1.715138282065709e-06,0.0
1908,1.625669796112561e-06,0.0
1909,1.7097057103399038e-06,0.0
1910,1.5786620828350806e-06,0.0
1911,1.6572965435557308e-06,0.0
1912,1.6253393759768642e-06,0.0
1913,1.6418056318912022e-06,0.0
1914,1.7887002528027551e-06,0.0
1915,1.6987859154937723e-06,0.0
1916,1.745907773909039e-06,0.0
1917,1.8226197013859746e-06,0.0
1918,1.7275509804903777e-06,0.0
1919,1.7283131050760403e-06,0.0
1920,1.6855787983161008e-06,0.0
1921,1.7765665276670006e-06,0.0
1922,1.6305237444669274e-06,0.0
1923,1.688997347315535e-06,0.0
1924,1.5637540542456918e-06,0.0
1925,1.590336577095286e-06,0.0
1926,1.7042446032178304e-06,0.0
1927,1.7927953521734707e-06,0.0
1928,1.5722233150938791e-06,0.0
1929,1.6565784406452622e-06,0.0
1930,1.5555836370140241e-06,0.0
1931,1.5613933328495477e-06,0.0
1932,1.4170680984193496e-06,0.0
1933,1.4349798291846128e-06,0.0
1934,1.400646688409779e-06,0.0
1935,1.5163815518803858e-06,0.0
1936,1.6053122209314097e-06,0.0
1937,1.2553345349886058e-06,0.0
1938,1.3820919093632256e-06,0.0
1939,1.3290529352616431e-06,0.0
1940,1.1715316965421607e-06,0.0
1941,1.5347813331345606e-06,0.0
1942,1.8781771160547578e-06,0.0
1943,1.6548441195141095e-06,0.0
1944,1.5069843257720095e-06,0.0
1945,1.461776211186816e-06,0.0
1946,1.5048713493115429e-06,0.0
1947,1.7023003593408248e-06,0.0
1948,1.5448952872532118e-06,0.0
1949,1.5098559131843103e-06,0.0
1950,1.5974312930211454e-06,0.0
1951,1.616268484383454e-06,0.0
1952,1.6470983688066099e-06,0.0
1953,1.6246931586749724e-06,0.0
1954,1.5333109288917512e-06,0.0
1955,1.5542566487170006e-06,0.0
1956,1.5436420461867328e-06,0.0
1957,1.3667803209216345e-06,0.0
1958,1.5229200087674144e-06,0.0
1959,1.3339036470938481e-06,0.0
1960,1.475521717253514e-06,0.0
1961,1.4396585932274775e-06,0.0
1962,1.445331911043013e-06,0.0
1963,1.3449391254027887e-06,0.0
1964,1.3548997408463492e-06,0.0
1965,1.3127432048065657e-06,0.0
1966,1.4301890516321691e-06,0.0
1967,1.4465604323277148e-06,0.0
1968,1.3793138187168097e-06,0.0
1969,1.2022032365166524e-06,0.0
1970,1.3708799322387222e-06,0.0
1971,1.2845993886401175e-06,0.0
1972,1.234826328300187e-06,1.0260293725750103e-09
1973,1.2178667674334065e-06,1.102640756478479e-09
1974,1.1020494703473105e-06,0.0
1975,1.0771851144397715e-06,0.0
1976,1.227836960993045e-06,0.0
1977,1.1065980416447019e-06,5.876781838942691e-10
1978,1.2249498873018183e-06,0.0
1979,1.3120124293664048e-06,0.0
1980,1.245048050435571e-06,1.1370301367108482e-09
1981,1.1904684029673263e-06,6.325549528618524e-10
1982,1.2228779695533376e-06,0.0
1983,1.1803325286052768e-06,0.0
1984,1.2212711872905402e-06,5.799008495621649e-10
1985,1.1886743180866688e-06,0.0
1986,1.139551677908912e-06,0.0
1987,1.1298900481904184e-06,0.0
1988,1.16393114169e-06,1.1993107618124554e-09
1989,1.1453710939690609e-06,1.0976244357863152e-09
1990,1.1420372807435797e-06,0.0
1991,1.3282080431054055e-06,0.0
1992,1.1890459390428987e-06,0.0
1993,1.2535226936449817e-06,0.0
1994,1.3356113939266834e-06,2.637463358823311e-09
1995,1.244994738414107e-06,0.0
1996,1.209611667718491e-06,0.0
1997,1.303252275874911e-06,0.0
1998,1.3164804570919841e-06,0.0
1999,1.3084486312209265e-06,0.0
2000,1.2693004549646503e-06,0.0
2001,1.3275071353291423e-06,8.762423564512289e-10
2002,1.3730747951967714e-06,0.0
2003,1.2617442344264873e-06,0.0
2004,1.283556208875325e-06,1.7619165015858584e-09
2005,1.3380639742877065e-06,0.0
2006,1.3663159208476827e-06,4.1178899179428186e-10
2007,1.3345556268973269e-06,0.0
2008,1.3538658194534037e-06,0.0
2009,1.3241270657715631e-06,0.0
2010,1.4006046811232409e-06,2.3618964561933353e-09
2011,1.3204174820202752e-06,1.911985902935953e-09
2012,1.4474882590320703e-06,1.0212758416727752e-09
2013,1.6341483686233005e-06,1.6734750252211938e-09
2014,1.8534044912144054e-06,8.661780737106994e-10
2015,1.6797208814978148e-06,1.329945265027277e-09
2016,1.7602248192361003e-06,4.1426800878596737e-10
2017,1.458299855983114e-06,2.515611330355938e-10
2018,1.5749527904063143e-06,0.0
2019,1.6665603297383313e-06,0.0
