year,son_DET are_NOUN,son_DET bar_NOUN
1800,1.5720821977538435e-08,6.288328968651058e-09
1801,4.7623651688866175e-09,4.7623651688866175e-09
1802,3.3567602031325805e-08,2.2378401354217203e-09
1803,2.3404070459420723e-08,3.900678446910888e-09
1804,9.887403784603066e-09,9.887403562558461e-09
1805,2.842877711017877e-08,0.0
1806,2.881669125542885e-09,0.0
1807,2.2775641372874134e-08,5.693910232196231e-09
1808,1.5862518409903714e-08,1.1330369531492579e-08
1809,2.259030518203531e-09,9.036122072814123e-09
1810,2.106114127542469e-08,2.3401267590372754e-09
1811,1.2535383842049441e-08,0.0
1812,1.600324850414836e-08,0.0
1813,1.1502966579257645e-08,2.5881675469463516e-08
1814,9.440030979135372e-09,0.0
1815,1.3486117778072071e-08,2.697223555614414e-09
1816,1.1588019432906549e-08,2.3176038865813098e-09
1817,9.341240336802059e-09,1.0898113522728181e-08
1818,9.536942124910297e-09,7.152706427149269e-09
1819,7.24573512300708e-09,3.1053151161586356e-09
1820,9.493184904840746e-09,2.1359666924070098e-08
1821,1.2819934447350079e-08,9.86148829262845e-10
1822,1.303330066093622e-08,7.017931125119503e-09
1823,8.89441820195458e-09,9.882686891060644e-10
1824,5.052667617633233e-09,8.421112696055388e-10
1825,7.044354433105582e-09,1.7610886082763955e-09
1826,3.5231937367541377e-09,9.688783109140786e-09
1827,1.1060728055678481e-08,1.0139000194975267e-08
1828,6.420610709767516e-09,2.7516904310687096e-09
1829,1.1145128819833872e-08,1.714635211591542e-09
1830,1.2524203008013046e-08,1.0436835840010872e-09
1831,7.795603274018958e-09,1.5591206103948707e-09
1832,1.2176972541411146e-08,0.0
1833,2.432561940768352e-08,1.1583628500844156e-09
1834,1.4001796166951408e-08,5.600718555598405e-09
1835,9.832014313815307e-09,1.5126175867408165e-09
1836,7.392825185359442e-09,1.3441500135158435e-09
1837,1.600314980532147e-08,6.957890930081589e-10
1838,6.312161682231476e-09,2.5248647617104325e-09
1839,1.5381244722334486e-08,1.3982950353153e-09
1840,6.369688498875092e-09,1.9109065441114126e-09
1841,1.3483151484194877e-08,7.704658244733764e-09
1842,1.475818312002275e-08,2.683306021822318e-09
1843,1.8311424432315704e-08,1.1813822142769936e-09
1844,5.488561161115513e-09,2.7442805805577564e-09
1845,9.486387508861327e-09,3.9061593959388574e-09
1846,1.2879903366069811e-08,1.7563503984519002e-09
1847,6.47186837454683e-09,1.6179670936367074e-09
1848,1.206783295515379e-08,1.6090443422100975e-09
1849,4.1897072478036534e-09,8.379414939696517e-10
1850,1.425689166723032e-08,1.3577992064028876e-09
1851,7.094382636907426e-09,0.0
1852,1.6276363368206148e-08,6.510545436100301e-10
1853,8.360704129017904e-09,5.971931837933653e-09
1854,1.4028293915391288e-08,1.0391328908454511e-09
1855,1.3798036491152743e-08,7.960405667972736e-09
1856,8.283502495043393e-09,3.1063135952358323e-09
1857,9.274867207587079e-09,2.928905451504704e-09
1858,7.3405139189297586e-09,2.446837954472869e-09
1859,8.14747713739905e-09,1.018434669930457e-09
1860,8.238931314963338e-09,4.119465518703791e-09
1861,1.0846716413936974e-08,2.8295783494058924e-09
1862,1.1746764505549123e-08,1.8071945051545413e-09
1863,1.0988166210257333e-08,2.9967726078439227e-09
1864,9.58945578499737e-09,3.3563096746291876e-09
1865,1.2708479713019472e-08,9.41368871743009e-10
1866,7.298419646417642e-09,4.865612801552288e-09
1867,1.4073153309368536e-08,1.455843445796745e-09
1868,8.39778580008499e-09,4.44588676984381e-09
1869,1.0743742562269176e-08,1.953407657850903e-09
1870,7.454263428741115e-09,1.1468097582678638e-09
1871,7.434824311758348e-09,4.248470908407853e-09
1872,4.837871325769072e-09,6.652073114565837e-09
1873,7.183205141814142e-09,5.986004469882289e-10
1874,5.974608974224083e-09,1.1949218281515073e-09
1875,5.721527251978387e-09,1.716458086775674e-09
1876,6.04601479992084e-09,1.813804439976252e-09
1877,4.9478527941460015e-09,5.566334393414252e-09
1878,1.2078177347163432e-08,2.4156354694326865e-09
1879,6.109325489944695e-09,3.665595160740054e-09
1880,1.0910338854586143e-08,1.2835692508872398e-09
1881,5.578006112560985e-09,6.2752569807145164e-09
1882,3.9932310791357395e-09,1.0648616433073244e-08
1883,6.319339107552224e-09,4.423537203201988e-09
1884,8.582206056928499e-09,3.300848483434038e-09
1885,9.023890135129164e-09,7.734762663691441e-09
1886,8.38950331427668e-09,2.5813855497602844e-09
1887,1.1752064432712928e-08,9.79338704576449e-09
1888,8.876860135842435e-09,6.974675947901687e-09
1889,7.518164202302557e-09,6.265136853755848e-09
1890,8.520702365899524e-09,1.9663159989136147e-09
1891,5.736797814570593e-09,1.2748440081367107e-09
1892,3.761107425503951e-09,1.8805537127519756e-09
1893,5.542574843531156e-09,5.542574843531156e-09
1894,4.411077725308132e-09,6.9316932194141145e-09
1895,8.426059849853118e-09,1.023164442059965e-08
1896,7.66613794667137e-09,8.255840677762194e-09
1897,2.9133566670225264e-09,1.1653427112179315e-09
1898,6.2241901632731356e-09,8.487532454637403e-09
1899,7.738609753005221e-09,4.9748205555033564e-09
1900,6.2292638824956725e-09,1.038210628578895e-08
1901,5.029864968975062e-09,6.147612696683069e-09
1902,5.4013122863239005e-09,3.928227076954727e-09
1903,1.1340462346964841e-08,7.020286574288548e-09
1904,5.912087708281888e-09,5.912087708281888e-09
1905,2.5803795211665204e-09,2.5803795211665204e-09
1906,5.658602919567102e-09,8.230695236477459e-09
1907,8.742833457198174e-09,1.1828539925318182e-08
1908,7.858222295098471e-09,5.40252820258047e-09
1909,2.7504918342913243e-09,4.9508852018043115e-09
1910,1.1757131934686527e-08,1.389479176161501e-08
1911,5.852411444351446e-09,1.0108710646328234e-08
1912,8.8560158095774e-09,5.209421061191932e-09
1913,1.484837142129436e-08,6.893886850267705e-09
1914,8.705767051697677e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,1.7671142660269368e-08
1916,7.69122365795738e-09,2.307366964160451e-08
1917,5.483212217605171e-09,0.0
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.1970203106503874e-08,2.025726608678724e-08
1920,6.057785384427916e-09,6.057785384427916e-09
1921,6.815472852750304e-09,1.287367079605417e-08
1922,6.640141769764796e-09,8.853522359686394e-09
1923,5.307974060286824e-09,1.2739138188777588e-08
1924,6.445812328337297e-09,1.9337436318878076e-08
1925,8.798542117105512e-09,1.8696902248649394e-08
1926,3.343841648018042e-09,1.114613823460786e-08
1927,4.4596899506643695e-09,1.7838760246746688e-08
1928,3.4278122562625413e-09,2.8565103837863148e-08
1929,3.342121912552898e-09,2.7851015049762395e-08
1930,9.453243188239924e-09,1.6805765667982087e-08
1931,3.4216069977333063e-09,2.167017765231094e-08
1932,3.287861094491973e-09,2.520693354046699e-08
1933,1.7205992852709073e-08,2.294132506186486e-08
1934,3.5944740517379614e-09,3.2350264689284813e-08
1935,2.393656828303392e-09,3.710167995052416e-08
1936,3.6374143697059935e-09,2.667437204451062e-08
1937,2.5182236296217297e-09,1.6368453703563546e-08
1938,5.186085783037697e-09,1.8151300906765755e-08
1939,0.0,3.058810094103137e-08
1940,0.0,2.5357829391836617e-08
1941,5.9030051957620344e-09,1.7709015143196893e-08
1942,9.102635312174812e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,2.6129116648121453e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,3.921307367704685e-08
1946,8.352662561605939e-09,5.150808579656996e-08
1947,3.5762612871081956e-09,3.218635202806297e-08
1948,3.2615663503321457e-09,3.044128593643336e-08
1949,1.9634016634739737e-09,5.301184591299801e-08
1950,4.2541445921528975e-09,5.636741584602589e-08
1951,0.0,1.0554788065775256e-07
1952,1.0544803918932644e-09,6.537778207693634e-08
1953,3.232148326759443e-09,7.110725974701637e-08
1954,1.9545072227344917e-09,9.186183591580743e-08
1955,7.508486277174597e-09,6.194501178669043e-08
1956,2.616342476002842e-09,6.802490259971705e-08
1957,4.417518795207798e-09,5.831124916255703e-08
1958,3.3088973783179654e-09,9.59580262471782e-08
