year,son_DET are_NOUN,son_DET bar_NOUN
1959,2.325224457422337e-09,6.278105857404626e-08
1960,6.920833350854139e-10,6.644000172251197e-08
1961,1.3896318540318475e-09,8.337790813328638e-08
1962,3.170978146727066e-09,5.454082618872036e-08
1963,1.2932106496776896e-09,5.560805904636368e-08
1964,3.6503808864551957e-09,5.110533207730583e-08
1965,4.377634699181954e-09,4.3776345937107664e-08
1966,2.215629901769489e-09,4.8743859282218693e-08
1967,2.4651677366094304e-09,5.5712793434192776e-08
1968,3.143991039733507e-09,5.3447847758736344e-08
1969,4.087581995104728e-09,1.0400625380380113e-07
1970,1.3796175035718505e-09,5.242546657902025e-08
1971,5.138397485282553e-10,4.6245577256520676e-08
1972,2.0520587451500205e-09,4.6684337284830235e-08
1973,5.513203893414698e-09,5.402939740051238e-08
1974,1.6876715580593782e-09,4.950502907608012e-08
1975,2.2845920710778955e-09,3.1413141421410273e-08
1976,5.713526873840635e-10,4.342280390812192e-08
1977,5.289103655048422e-09,7.581048616644992e-08
1978,1.7821774056514528e-09,5.5841557711211465e-08
1979,1.1703946700691858e-09,4.974177314487349e-08
1980,1.1370301367108482e-09,4.661823582718938e-08
1981,1.897664858585557e-09,7.400892748643528e-08
1982,1.8622506869903077e-09,7.759378184424293e-08
1983,1.2630632095778083e-09,7.199460227980126e-08
1984,1.7397025486864948e-09,6.552879716625881e-08
1985,3.609334831011779e-09,6.256180518082743e-08
1986,1.1988970927134801e-09,1.0190625193695624e-07
1987,1.2221633705067347e-09,7.455196843197953e-08
1988,0.0,1.1153590351309361e-07
1989,1.6464366536794728e-09,8.012658392342331e-08
1990,1.089730194969718e-09,6.865299995162388e-08
1991,2.344586080837985e-09,7.150987474391357e-08
1992,1.1019888335184191e-09,7.328225837266444e-08
1993,2.2156830259412175e-09,7.422537962042952e-08
1994,0.0,7.648643618463069e-08
1995,1.626735190995987e-09,1.1116024506430122e-07
1996,2.135236876199542e-09,8.487566338644115e-08
1997,0.0,9.06235053665938e-08
1998,4.768129224785866e-10,8.868720058341495e-08
1999,1.8280804647829996e-09,8.729084444158985e-08
2000,3.97622823555821e-09,8.129177975213508e-08
2001,1.7524847129024579e-09,1.1654023301943539e-07
2002,3.9430991805033955e-09,9.726311400726217e-08
2003,8.333845835650777e-10,8.958884195608974e-08
2004,2.2023955992267474e-09,1.083578674565544e-07
2005,2.251874686720612e-09,1.297079814666091e-07
2006,2.058944903460258e-09,1.1571270341903528e-07
2007,1.1983438685803094e-09,1.7695544385354367e-07
2008,0.0,2.5246617657570525e-07
2009,2.384096253749135e-09,2.49376471250784e-07
2010,1.8895172093635892e-09,3.736520307606739e-07
2011,7.64794394481072e-10,6.577231735915845e-07
2012,1.0212758139171996e-09,6.883399112922461e-07
2013,0.0,4.791716685659253e-07
2014,0.0,5.543539920993545e-07
2015,1.5516027351836215e-09,5.559171185887113e-07
2016,2.0713400439298368e-10,5.008500089387358e-07
2017,5.031222660711876e-10,6.042498589819978e-07
2018,7.744400121190154e-10,6.14647209407071e-07
2019,1.53059265262101e-09,6.211655140253569e-07
