year,un_DET ail_NOUN,un_DET bail_NOUN
1932,3.507051826723284e-08,1.7151675102411446e-06
1933,3.4411985705418147e-08,1.769923215988456e-06
1934,2.875579241390369e-08,1.5671907078740333e-06
1935,4.188899538348778e-08,1.8550840827913362e-06
1936,3.031178641421661e-08,1.4961897747411967e-06
1937,2.14049007407624e-08,1.4001322981016529e-06
1938,2.074434324317309e-08,1.3081901286682296e-06
1939,4.7411557346777045e-08,1.2158770203996028e-06
1940,1.5214697501875207e-08,1.74461860780184e-06
1941,2.066051862925633e-08,1.968652263428794e-06
1942,3.3376328811840494e-08,1.863006083624441e-06
1943,2.032264689866281e-08,2.1106519696445503e-06
1944,1.927911696952833e-08,1.066777809199948e-06
1945,2.178504088234945e-08,1.0979660629573118e-06
1946,4.037120149291695e-08,1.8153120500130626e-06
1947,2.8610090740954774e-08,2.0015142787599416e-06
1948,3.152847471987741e-08,1.9841194855985123e-06
1949,3.828633221569788e-08,1.9388591319113857e-06
1950,3.4033156959267785e-08,2.014337521671905e-06
1951,3.411648574758175e-08,2.7143929948181267e-06
1952,2.319856839960721e-08,2.2534246575389716e-06
1953,2.0470272366068798e-08,2.1752358208004807e-06
1954,1.8567818393933067e-08,1.586082650106846e-06
1955,2.627970152602188e-08,1.5786592619804196e-06
1956,3.401245196599234e-08,1.836672371524628e-06
1957,4.0641173149058574e-08,1.6362489709820238e-06
1958,4.2188440962931395e-08,1.6610664843597078e-06
1959,3.177806673360095e-08,1.3749826806019882e-06
1960,3.321999969552181e-08,1.3544071038040784e-06
1961,3.265634795912575e-08,1.7293968923581815e-06
1962,2.8538804319744315e-08,1.2411208594187428e-06
1963,4.267595188345297e-08,1.3352399506061374e-06
1964,5.2322128463178075e-08,1.7680012369680753e-06
1965,2.7360216592331454e-08,1.3209512701450876e-06
1966,3.545007820626722e-08,1.5531565900062105e-06
1967,5.1768524578221786e-08,1.0422729523895669e-06
1968,3.1439911063468884e-08,9.198419839151484e-07
1969,2.725054681906869e-08,1.030070709617803e-06
1970,3.219107488905415e-08,1.277065969418345e-06
1971,2.9288866221222065e-08,1.2953900281331698e-06
1972,3.1293895919048964e-08,1.0983644962436756e-06
1973,2.977130020287433e-08,1.1566701907383958e-06
1974,4.106667483849691e-08,1.5087782898604019e-06
1975,3.255543745694922e-08,1.3998837999906755e-06
1976,2.91389875561876e-08,1.3186820524424547e-06
1977,3.2322299947651345e-08,1.2617450870777702e-06
1978,2.0792069843622585e-08,1.4708904423343938e-06
1979,2.574868274152209e-08,1.8000670181095302e-06
1980,2.899426809754857e-08,1.2046834214629598e-06
1981,2.0241758325045822e-08,1.015883270838458e-06
1982,2.110550811895706e-08,1.2539154532476005e-06
1983,2.0209011020178025e-08,1.2062253773592602e-06
1984,3.47940513067968e-08,1.1331263038982797e-06
1985,2.8273123287014812e-08,1.1658151741755773e-06
1986,2.2779044928089576e-08,1.2234745234707134e-06
1987,2.3221104705761775e-08,1.3456018592705732e-06
1988,2.758414779924223e-08,1.3300355838907763e-06
1989,2.1952488604704e-08,1.4351439290294365e-06
1990,2.233946899687922e-08,1.1872610734542377e-06
1991,1.817054251507244e-08,1.2813163188241106e-06
1992,2.5896736977060186e-08,1.1785771079075857e-06
1993,1.7725463596907076e-08,1.02586121286663e-06
1994,2.8484604230882837e-08,1.186858447965733e-06
1995,2.3858783559926877e-08,1.3344650895419363e-06
1996,1.7615704672735433e-08,1.1968002695539326e-06
1997,1.9659067374000472e-08,1.089400015530373e-06
1998,2.0502956221690738e-08,1.0222868951359487e-06
1999,1.919484415857653e-08,1.2184155906425076e-06
2000,1.6788519352495257e-08,1.017030857752843e-06
2001,1.8401089763031564e-08,1.0032974842033582e-06
2002,1.533427496092088e-08,8.889498204212032e-07
2003,1.708438468472906e-08,1.0471476912243816e-06
2004,2.026203940741489e-08,9.087084613668139e-07
2005,1.711424901795766e-08,9.192152887749216e-07
2006,1.4824403204993786e-08,1.1204778758155953e-06
2007,2.157018968995672e-08,1.0924901339137705e-06
2008,1.447529468512343e-08,8.489334994976616e-07
2009,1.3827758271744983e-08,8.94989721444972e-07
2010,1.1337103200670384e-08,8.85238790715448e-07
2011,1.4148696408922135e-08,9.605817830049546e-07
2012,1.2595734621978494e-08,9.324248040343264e-07
2013,6.414987763214697e-09,1.570835213016153e-06
2014,9.09486992661801e-09,1.410137890900387e-06
2015,9.974589168515458e-09,1.7661672302438092e-06
2016,9.735298012181204e-09,1.6626646512918342e-06
2017,6.037467248365402e-09,2.119150892099242e-06
2018,5.6792268665617485e-09,1.6877629853695453e-06
2019,1.0969247787873115e-08,1.9285467551810598e-06
