year,en_PRON allait_VERB,en_PRON balaie_VERB
1877,2.0224348418196314e-07,4.329371083855449e-09
1878,1.703023002619375e-07,6.039088673581716e-10
1879,2.2054663872950186e-07,4.27652757650776e-09
1880,1.3156585509932484e-07,0.0
1881,1.7152368059214496e-07,0.0
1882,2.4425264655292267e-07,0.0
1883,2.2939200050586805e-07,0.0
1884,2.0267209777102835e-07,3.9610181801208455e-09
1885,1.7467672819293512e-07,0.0
1886,2.0134807243721298e-07,6.453463874400711e-10
1887,1.8085121666899795e-07,6.528924623161458e-10
1888,2.7011017778022506e-07,0.0
1889,2.1990629761603486e-07,1.2530273485467092e-09
1890,2.248154515882561e-07,2.6217545912032847e-09
1891,1.7274136610012647e-07,0.0
1892,2.3694977357990865e-07,1.2537024751679837e-09
1893,2.4448914359709306e-07,3.695050043717174e-09
1894,2.2811572364389576e-07,5.041231432301174e-09
1895,2.2268874033670727e-07,1.2037228991346183e-09
1896,2.5534134806548536e-07,0.0
1897,2.0160429414772807e-07,5.826713556089658e-10
1898,2.450067597692396e-07,0.0
1899,3.012530100932054e-07,2.2110313580014918e-09
1900,2.3463560694381158e-07,5.191053142894475e-10
1901,2.6937721031572437e-07,1.1177477832191585e-09
1902,2.5877196208057285e-07,0.0
1903,2.575905000412604e-07,0.0
1904,2.789430482152966e-07,3.2247751136083025e-09
1905,2.384270771926822e-07,0.0
1906,2.746994596236618e-07,5.144184522798412e-10
1907,3.0651347060484113e-07,0.0
1908,3.3839469892882335e-07,0.0
1909,2.7779967126662086e-07,4.400786846048277e-09
1910,2.522439217500505e-07,3.206490406526541e-09
1911,2.2717998149346386e-07,1.0640748282497725e-09
1912,2.333820674493836e-07,5.209421227725386e-10
1913,2.789372501865728e-07,1.060597942803554e-09
1914,3.134076109745365e-07,2.0090231700464756e-09
1915,2.32081006856788e-07,2.3561523843085297e-09
1916,2.1095927138503612e-07,0.0
1917,3.0596325473197794e-07,0.0
1918,3.8594225770793855e-07,0.0
1919,3.637100007836125e-07,0.0
1920,3.021320367224689e-07,3.028892692213958e-09
1921,3.422881889036944e-07,3.7863738810983705e-09
1922,3.681589930693008e-07,7.377935484775833e-10
1923,3.7474296732398216e-07,0.0
1924,3.7127878727005736e-07,1.289162443462999e-09
1925,3.7613767744915094e-07,1.0998177923937646e-09
1926,4.346993875969929e-07,1.1146138456652466e-09
1927,3.70154253914734e-07,1.1149224876660924e-09
1928,3.3935342003132973e-07,2.2852082448565625e-09
1929,3.33098142846211e-07,0.0
1930,3.718275536357396e-07,2.100720708497761e-09
1931,2.999608739173709e-07,5.7026783295555106e-09
1932,3.78104004994384e-07,2.1919073223131136e-09
1933,3.406786674986506e-07,3.4411986593596566e-09
1934,4.181571569006337e-07,0.0
1935,4.117089815736108e-07,0.0
1936,3.758661648589623e-07,0.0
1937,3.311463956379157e-07,1.2591118148108649e-09
1938,3.8636338217656885e-07,1.2965214457594243e-09
1939,4.5117448621567746e-07,3.058810094103137e-09
1940,3.5500960393619607e-07,0.0
1941,4.486283842197736e-07,2.9515025978810172e-09
1942,4.490633500608965e-07,0.0
1943,5.196790766603954e-07,0.0
1944,4.016482648694364e-07,3.2131861615880553e-09
1945,4.727353655198385e-07,0.0
1946,4.5243589852361765e-07,1.3921104269343232e-09
1947,4.24383017616492e-07,1.1920870957027319e-09
1948,4.7075275233510183e-07,1.0871887834440486e-09
1949,4.908504251943668e-07,0.0
1950,4.05207259746021e-07,1.0635361480382244e-09
1951,4.797630595021474e-07,0.0
1952,4.1862870148179354e-07,0.0
1953,5.322270908436622e-07,0.0
1954,4.348778475105064e-07,9.772536113672459e-10
1955,4.946215312884306e-07,9.385607846468247e-10
1956,5.302454155753367e-07,0.0
1957,5.124321660332498e-07,2.6505113659425206e-09
1958,4.582823009968706e-07,1.6544486891589827e-09
1959,4.7202053110595443e-07,1.5501495642666896e-09
1960,5.488220722327242e-07,6.920833350854139e-10
1961,5.391771651375166e-07,1.3896318540318475e-09
1962,6.050226488696353e-07,6.341956404476434e-10
1963,5.463815000439354e-07,6.466053248388448e-10
1964,4.806335027751629e-07,6.083968329129164e-10
1965,5.050695790487225e-07,0.0
1966,5.478144657899975e-07,1.6617224263271169e-09
1967,5.157131113264768e-07,3.451234853457663e-09
1968,5.71757254874683e-07,2.245707841908029e-09
1969,5.372899636313377e-07,3.6334062425424918e-09
1970,6.074915859244356e-07,4.5987250119061684e-10
1971,4.912308213533834e-07,5.138397485282553e-10
1972,5.28405109889718e-07,2.565073486948677e-09
1973,5.364347543945769e-07,0.0
1974,6.075617307033099e-07,1.1251143350321513e-09
1975,5.671499820891768e-07,1.1422960355389478e-09
1976,5.970635470475827e-07,1.7140580066410394e-09
1977,5.970810548205918e-07,3.526069214387917e-09
1978,6.481185437223758e-07,0.0
1979,6.080200591895846e-07,5.851973350345929e-10
1980,6.537923127325485e-07,1.7055452605774235e-09
1981,6.882198135826911e-07,2.5302198114474095e-09
1982,7.175872838161013e-07,6.207502289967692e-10
1983,7.382604394479131e-07,1.2630632095778083e-09
1984,6.744247116330371e-07,1.1598016991243298e-09
1985,7.164529733927338e-07,1.8046674155058895e-09
1986,7.415178515657317e-07,1.1988970927134801e-09
1987,7.485750757041387e-07,1.2221633705067347e-09
1988,8.19728882106574e-07,1.1993107618124554e-09
1989,7.343107313317887e-07,4.390497743145261e-09
1990,7.584521881653927e-07,2.179460389939436e-09
1991,7.660934784325946e-07,1.7584396161396398e-09
1992,8.490823688589444e-07,1.1019888335184191e-09
1993,8.281115242425585e-07,1.661762283333701e-09
1994,8.26053508262703e-07,1.0549853213248639e-09
1995,8.133676487886987e-07,5.422450821690461e-10
1996,8.508919222549594e-07,1.067618438099771e-09
1997,8.462988603241683e-07,0.0
1998,7.872181413404178e-07,4.768129224785866e-10
1999,8.075545565588982e-07,9.140402323914998e-10
2000,8.403096103393182e-07,3.97622823555821e-09
2001,8.753661404625745e-07,1.7524847129024579e-09
2002,8.411945486841432e-07,1.752488598683044e-09
2003,8.35051366721018e-07,1.6667691671301554e-09
2004,8.756725264902343e-07,0.0
2005,8.210335522562673e-07,9.007499190971657e-10
2006,8.701101137376099e-07,1.6471559671771274e-09
2007,9.363059803035867e-07,7.988958938831558e-10
2008,8.90230637651257e-07,4.257439734089985e-09
2009,8.582746318097634e-07,2.860915504498962e-09
2010,9.59874796535587e-07,4.723793023408973e-10
2011,9.13164512894582e-07,1.1471915639660324e-09
2012,9.865524361885036e-07,2.0425516833455504e-09
2013,1.1655753269224078e-06,1.6734750252211938e-09
2014,1.131661633735348e-06,2.165445156521173e-09
2015,1.0083201686938992e-06,1.994917786518613e-09
2016,9.53644928358699e-07,1.2428040818690533e-09
2017,1.0555505696174805e-06,2.5156112748447867e-09
2018,1.0862811450351728e-06,2.0651733656507076e-09
2019,1.0323847163817845e-06,1.02039510174734e-09
