year,un_DET ailier_NOUN,un_DET bélier_NOUN
1908,0.0,4.2581744530423293e-07
1909,0.0,3.5646372165132334e-07
1910,0.0,4.205846586557982e-07
1911,0.0,3.0911373016806465e-07
1912,0.0,3.037092604074587e-07
1913,0.0,3.293156605188585e-07
1914,0.0,3.515790389929663e-07
1915,0.0,3.1219017992967224e-07
1916,0.0,2.2414422162775338e-07
1917,0.0,3.6189201235714563e-07
1918,0.0,3.3540219668282134e-07
1919,0.0,2.4400798726009754e-07
1920,0.0,3.5286599553430165e-07
1921,0.0,3.892392284043922e-07
1922,0.0,3.2905592284304674e-07
1923,0.0,3.2590961840384125e-07
1924,0.0,3.3647140829096145e-07
1925,0.0,3.739380645129131e-07
1926,0.0,4.190948095228464e-07
1927,0.0,4.2032576530459664e-07
1928,0.0,3.0736052192281704e-07
1929,0.0,3.1415944956592057e-07
1930,0.0,4.106908964018885e-07
1931,0.0,4.516521210362612e-07
1932,0.0,3.901595171384997e-07
1933,0.0,3.521493407987464e-07
1934,0.0,2.8995422951538785e-07
1935,0.0,3.985438592479795e-07
1936,0.0,3.4312940844216655e-07
1937,0.0,3.6388331992043277e-07
1938,0.0,3.6691556282164584e-07
1939,0.0,3.808218629330895e-07
1940,0.0,4.006537144274347e-07
1941,0.0,2.98101756612823e-07
1942,0.0,2.88250125546341e-07
1943,0.0,4.5871117304585596e-07
1944,0.0,4.4984605018782986e-07
1945,2.178504043826024e-09,2.8756254222273014e-07
1946,0.0,3.605565961350976e-07
1947,0.0,3.7908368777372914e-07
1948,0.0,4.359626988303944e-07
1949,0.0,2.8665662865634545e-07
1950,0.0,2.977901163436769e-07
1951,0.0,3.4542942928261766e-07
1952,0.0,3.131806811662585e-07
1953,2.1547654771580937e-09,2.715004412401356e-07
1954,0.0,3.195619320273124e-07
1955,0.0,3.669772601355703e-07
1956,0.0,3.218101300994647e-07
1957,0.0,3.719550978331654e-07
1958,0.0,3.846593186196401e-07
1959,7.750747821333448e-10,2.8367735982470776e-07
1960,0.0,3.4188917275024266e-07
1961,0.0,3.654731854929594e-07
1962,6.341956404476434e-10,2.834854525568531e-07
1963,0.0,3.6274559267468476e-07
1964,0.0,4.2952816414754125e-07
1965,5.472043373977442e-10,3.5458842440050375e-07
1966,0.0,4.375868960515561e-07
1967,0.0,3.5744933313264227e-07
1968,0.0,3.395510308479288e-07
1969,0.0,2.715971170186293e-07
1970,2.2993624781975086e-09,2.975375181790696e-07
1971,0.0,3.1601143346549065e-07
1972,0.0,2.744628484485645e-07
1973,0.0,2.7951943493143006e-07
1974,0.0,3.2965848650867713e-07
1975,0.0,2.9813927904243087e-07
1976,0.0,3.0510233095526473e-07
1977,5.876781838942691e-10,3.1499550701141743e-07
1978,0.0,3.095048031198644e-07
1979,0.0,2.8382071981525314e-07
1980,1.1370301367108482e-09,2.8766861337459204e-07
1981,0.0,2.7326374951730514e-07
1982,6.207502289967692e-10,3.035468737477842e-07
1983,1.89459470334441e-09,3.126081464799313e-07
1984,5.799008495621649e-10,3.0676754381175897e-07
1985,2.4062232206745193e-09,3.1401213806958594e-07
1986,1.7983456945813714e-09,3.7465534852287874e-07
1987,4.277571630240118e-09,2.9759677211416147e-07
1988,0.0,3.7238599581712606e-07
1989,0.0,2.6178342649174624e-07
1990,1.6345953479657283e-09,2.697082215341595e-07
1991,0.0,2.8369492444113575e-07
1992,5.509944167592096e-10,2.7659920798228654e-07
1993,1.1078414852150331e-09,2.9413191926508375e-07
1994,1.0549853213248639e-09,3.4128774362152114e-07
1995,4.880205572987961e-09,3.1341764827885754e-07
1996,0.0,2.957303124606625e-07
1997,9.58978896292706e-10,3.8550950609561596e-07
1998,2.86087753487152e-09,3.1994147242642157e-07
1999,0.0,3.3362467988240496e-07
2000,4.4180314962005696e-10,4.104351400968653e-07
2001,0.0,3.978140268312558e-07
2002,0.0,3.3779217067930745e-07
2003,8.333845835650777e-10,3.0710223009045023e-07
2004,0.0,3.2903791713501107e-07
2005,9.007499190971657e-10,2.886903520682438e-07
2006,0.0,2.894876476311481e-07
2007,3.994479469415779e-10,3.559081074300252e-07
2008,8.514879357157668e-10,3.33783271688759e-07
2009,1.430457752249481e-09,3.6142899562108255e-07
2010,2.8342759250676863e-09,3.557016090560694e-07
2011,3.82397197240536e-10,3.881331567257007e-07
2012,1.7021263287730903e-09,4.449358321778618e-07
2013,1.6734750252211938e-09,4.850288322089114e-07
2014,1.5158115873603606e-09,4.3243940428538963e-07
2015,1.994917786518613e-09,4.552845949135076e-07
2016,2.899876117012923e-09,4.902861761024724e-07
2017,1.7609279590047322e-09,1.307614775569732e-06
2018,1.5488800242380307e-09,4.143254077604297e-07
2019,1.2754939326953263e-09,4.576471885897604e-07
