year,un_DET ailier_NOUN,un_DET bélier_NOUN
1800,0.0,4.4961552703171037e-07
1801,0.0,1.0120026532334236e-06
1802,0.0,9.689848070593143e-07
1803,0.0,9.7321928183014e-07
1804,0.0,7.143649369822924e-07
1805,0.0,6.026900827293957e-07
1806,0.0,5.907421716244698e-07
1807,0.0,6.97503992341808e-07
1808,0.0,6.322346663978351e-07
1809,0.0,4.7439639505597597e-07
1810,0.0,7.394800647375632e-07
1811,0.0,6.769107385729001e-07
1812,0.0,3.494042921659002e-07
1813,0.0,5.492666705908533e-07
1814,0.0,2.832009533548785e-07
1815,0.0,3.236668266737297e-07
1816,0.0,4.3802712568208335e-07
1817,0.0,4.468226632026173e-07
1818,0.0,3.874382583646252e-07
1819,0.0,3.860941722999556e-07
1820,0.0,5.885774667646615e-07
1821,0.0,5.108250720198271e-07
1822,0.0,5.905087476776316e-07
1823,0.0,3.9530747231175667e-07
1824,0.0,5.423196656195728e-07
1825,0.0,5.565040037680546e-07
1826,0.0,3.972401054763708e-07
1827,0.0,3.5209982263140205e-07
1828,0.0,4.861319808924236e-07
1829,0.0,4.740966462191132e-07
1830,0.0,5.145360240099706e-07
1831,0.0,3.8510280431225397e-07
1832,0.0,4.627249491351293e-07
1833,0.0,6.880675424980609e-07
1834,0.0,6.03944170007864e-07
1835,0.0,5.914334622048045e-07
1836,0.0,5.75296233318312e-07
1837,0.0,6.519543971350572e-07
1838,0.0,6.709827922168898e-07
1839,0.0,4.4046294622734905e-07
1840,0.0,5.726349900925243e-07
1841,0.0,6.022474527966892e-07
1842,0.0,4.943991394057434e-07
1843,0.0,6.172721938035863e-07
1844,0.0,5.071430502212593e-07
1845,0.0,5.301216777775508e-07
1846,0.0,6.990274794560492e-07
1847,0.0,5.285359119255872e-07
1848,0.0,7.128066412676048e-07
1849,0.0,5.681243608890441e-07
1850,0.0,6.232298481734233e-07
1851,0.0,5.398180125126828e-07
1852,0.0,4.70061391588672e-07
1853,0.0,5.780829965829071e-07
1854,0.0,5.122925115230714e-07
1855,0.0,6.081749930331171e-07
1856,0.0,4.628407221929365e-07
1857,0.0,5.496579342789687e-07
1858,4.893676019968041e-10,6.004540393789171e-07
1859,0.0,4.857933388890956e-07
1860,0.0,5.71232565249602e-07
1861,0.0,6.927750790808318e-07
1862,0.0,5.136950456119393e-07
1863,0.0,5.47909878800823e-07
1864,0.0,5.21666413177968e-07
1865,0.0,6.523686115755822e-07
1866,0.0,5.430023994890121e-07
1867,0.0,5.867048908925199e-07
1868,0.0,5.226386577961151e-07
1869,0.0,4.81514995875898e-07
1870,0.0,4.93128167633472e-07
1871,0.0,4.6945602938386344e-07
1872,0.0,5.636120503638153e-07
1873,0.0,5.830368166037658e-07
1874,0.0,6.189694836677972e-07
1875,0.0,4.31975290204889e-07
1876,0.0,5.030284551121866e-07
1877,0.0,5.30038749890771e-07
1878,0.0,5.284202744260114e-07
1879,0.0,5.498392708913613e-07
1880,0.0,4.691445720794718e-07
1881,0.0,4.3508448199780503e-07
1882,0.0,3.9599542311918867e-07
1883,0.0,5.440951014179518e-07
1884,0.0,5.281357333686287e-07
1885,0.0,4.576401277933684e-07
1886,0.0,4.2786466281086177e-07
1887,0.0,3.930412587616061e-07
1888,0.0,4.932998256546028e-07
1889,0.0,4.893071696709939e-07
1890,0.0,4.221024916262195e-07
1891,0.0,4.525696315482719e-07
1892,0.0,4.688847305978072e-07
1893,0.0,3.707366738048279e-07
1894,0.0,3.5729727465572125e-07
1895,0.0,3.5148708210641644e-07
1896,0.0,3.8802451740593824e-07
1897,0.0,4.014605534674587e-07
1898,0.0,4.538000757392524e-07
1899,0.0,4.1954318596992835e-07
1900,0.0,3.6025907856895856e-07
1901,0.0,2.889377956893924e-07
1902,0.0,3.2997106114152075e-07
1903,0.0,3.780154089749743e-07
1904,0.0,3.563376536064311e-07
1905,0.0,3.6176920886754615e-07
1906,0.0,4.213087236859536e-07
1907,0.0,3.1011344314713085e-07
