year,ancien_ADJ an_NOUN,ancien_ADJ banc_NOUN
1989,1.6464366536794728e-09,4.390497743145261e-09
1990,5.44865097484859e-10,5.448650863826288e-09
1991,2.344586080837985e-09,7.033758464558559e-09
1992,1.1019888335184191e-09,4.958949695321735e-09
1993,1.1078414852150331e-09,2.7696036575264316e-09
1994,1.5824779819872958e-09,4.219941229788304e-09
1995,2.1689803286761844e-09,1.626735190995987e-09
1996,2.135236876199542e-09,2.6690460952494277e-09
1997,2.3974471297094624e-09,3.3564262480467733e-09
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,9.140402323914998e-10,5.0272213059088244e-09
2000,8.836062992401139e-10,1.7672125984802278e-09
2001,3.5049695090716426e-09,1.3143635069212678e-09
2002,2.190610748353805e-09,3.066854992184176e-09
2003,8.333845835650777e-10,2.083461403401543e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,9.007499190971657e-10,2.702249757291497e-09
2006,4.1178899179428186e-10,3.706100981659688e-09
2007,1.5977917877663117e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,4.257439734089985e-09
2009,4.76819250749827e-10,1.430457752249481e-09
2010,4.723793023408973e-10,1.8895172093635892e-09
2011,7.64794394481072e-10,1.529588788962144e-09
2012,6.808505426114664e-10,7.829781267787439e-09
2013,0.0,4.741512515948898e-09
2014,6.496335552830246e-10,2.815078753437561e-09
2015,2.2165753954528356e-10,5.319781060109108e-09
2016,2.0713400439298368e-10,4.142680087859674e-09
2017,0.0,5.03122282724533e-09
2018,0.0,4.130346731301415e-09
2019,0.0,3.0611854162643226e-09
