year,ancien_ADJ an_NOUN,ancien_ADJ banc_NOUN
1800,0.0,3.144164484325529e-09
1801,1.1905912922216544e-08,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,1.1702034896643454e-08
1804,2.4718509461507665e-09,0.0
1805,0.0,8.528632911009026e-09
1806,0.0,0.0
1807,5.693910232196231e-09,1.4234775136401367e-08
1808,0.0,0.0
1809,2.259030518203531e-09,6.7770917766551975e-09
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,4.670620334934483e-09,4.670620334934483e-09
1818,0.0,0.0
1819,1.035105001712111e-09,1.0351049795076506e-08
1820,0.0,2.3732962262101864e-09
1821,0.0,8.875339574387908e-09
1822,0.0,5.012807946513931e-09
1823,0.0,0.0
1824,8.421112696055388e-10,5.052667617633233e-09
1825,0.0,8.805443041381977e-10
1826,8.807984341885344e-10,8.807984341885344e-10
1827,0.0,2.7651818612639545e-09
1828,0.0,3.668920500743411e-09
1829,8.57317605795771e-10,8.57317605795771e-10
1830,3.1310507520032616e-09,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,2.0294953273491956e-08
1833,2.3167257001688313e-09,2.7800709290204395e-08
1834,9.334530925997342e-10,0.0
1835,7.563087933704082e-10,3.025235173481633e-09
1836,0.0,6.720750067579218e-10
1837,0.0,4.87052354003481e-09
1838,6.312161904276081e-10,5.049729523420865e-09
1839,0.0,1.3982950353153e-09
1840,3.184844277193122e-09,6.369688665408546e-10
1841,6.420548537278137e-10,5.1364388298225094e-09
1842,2.683306021822318e-09,6.708265054555795e-10
1843,1.1813822142769936e-09,2.953455480181333e-09
1844,2.195424508855126e-09,9.879410178825765e-09
1845,1.1160455892778032e-09,8.928364714222425e-09
1846,1.7563503984519002e-09,2.9272506640865004e-09
1847,0.0,3.775256551818984e-09
1848,0.0,1.045878850192139e-08
1849,8.379414939696517e-10,1.005529792763582e-08
1850,6.788996032014438e-10,6.1100964288129944e-09
1851,2.579775504329973e-09,1.2898877521649865e-09
1852,0.0,3.906327261660181e-09
1853,0.0,8.360704129017904e-09
1854,2.5978321716024766e-09,6.754363734984281e-09
1855,2.1227748447927297e-09,6.8990182455763716e-09
1856,1.0354378465748937e-09,5.177189232874468e-10
1857,9.763018171682347e-10,1.2203773103180993e-08
1858,1.9574704079872163e-09,8.808616946964776e-09
1859,5.092173349652285e-10,8.147477359443656e-09
1860,4.577183909670879e-10,9.154367819341758e-10
1861,0.0,9.431927239234028e-09
1862,9.035972525772706e-10,3.162590467287174e-09
1863,4.994620828036034e-10,1.4983863039219614e-09
1864,1.4384183844029508e-09,6.233146443435089e-09
1865,4.706844358715045e-10,4.706844247692743e-09
1866,4.865612912574591e-10,1.9462451650298362e-09
1867,9.7056229719783e-10,1.0190904120577216e-08
1868,1.4819622196071691e-09,9.87974813071446e-10
1869,9.767038289254515e-10,1.2208797528501236e-08
1870,1.1468097582678638e-09,2.8670243956696595e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,7.256807155187062e-09
1873,5.986004469882289e-10,3.591602570907071e-09
1874,5.974609140757536e-10,3.5847653734322193e-09
1875,1.1443054281912168e-09,9.154443425529735e-09
1876,1.209202959984168e-09,7.859819461941697e-09
1877,4.329371083855449e-09,6.80329748092845e-09
1878,2.4156354694326865e-09,2.4156354694326865e-09
1879,0.0,1.4051448005147904e-08
1880,1.2835692508872398e-09,6.417846254436199e-09
1881,2.091752326904839e-09,6.972507571312292e-10
1882,0.0,2.7952617998039386e-08
1883,1.2638677882037541e-09,1.1374810426900694e-08
1884,0.0,1.0562715146988921e-08
1885,1.933690763067375e-09,3.86738152613475e-09
1886,6.453463874400711e-10,2.1296431063078103e-08
1887,1.3057849246322917e-09,1.566941953967671e-08
1888,1.268122939990235e-09,2.3460273723685532e-08
1889,1.8795409673089125e-09,5.012109394186837e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,1.2748440081367107e-09,5.099376032546843e-09
1892,1.8805537127519756e-09,1.1283322720601063e-08
1893,6.158416554491453e-10,1.1700991287000306e-08
1894,2.520615716150587e-09,6.301539290376468e-09
1895,6.018614495673091e-10,4.213029924926559e-09
1896,0.0,4.717623180994224e-09
1897,5.826713556089658e-10,7.574727511894253e-09
1898,0.0,4.52668391659472e-09
1899,2.7637891975018647e-09,2.7637891975018647e-08
1900,1.038210628578895e-09,1.5573159317661123e-08
1901,1.676621730339889e-09,8.941982265753268e-09
1902,4.910283846193408e-10,1.0311596021495006e-08
1903,1.6200660812870638e-09,4.320176216765503e-09
1904,1.6123875568041512e-09,7.524475265086039e-09
1905,5.160759042333041e-10,1.3934049469810361e-08
1906,2.572092316910357e-09,2.9321851613417493e-08
1907,3.0857059130084963e-09,1.697138252154673e-08
1908,1.964555629285769e-09,7.367083831866239e-09
1909,1.1001967115120692e-09,2.8055016088046614e-08
1910,0.0,8.550641084070776e-09
1911,2.128149656499545e-09,1.489704781754142e-08
1912,1.0418842455450772e-09,7.814131564032323e-09
1913,0.0,2.8105844762649212e-08
1914,0.0,2.1429579888376793e-08
1915,0.0,3.534228465440492e-09
1916,0.0,2.197492410260793e-09
1917,0.0,1.4256351654751143e-08
1918,1.1486376294556067e-09,3.44591288836682e-09
1919,1.8415696745321952e-09,1.1049418269237776e-08
1920,2.2716695191604686e-09,6.057785384427916e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,7.377935484775833e-10,2.951174193910333e-09
1923,4.246379248229459e-09,5.307974060286824e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,2.0896537833436923e-08
1926,1.1146138456652466e-09,1.3375366592072169e-08
1927,0.0,6.689535148041159e-09
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,6.684243603061191e-09,5.570203187588163e-09
1930,3.1510810627466412e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,1.3686427990933225e-08
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,0.0,5.990790086229936e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,1.576212937948185e-08
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,1.089252021913012e-08,2.178504043826024e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,1.549713246618012e-08
1948,0.0,8.697510267552389e-09
1949,2.945102384188658e-09,0.0
1950,3.190608444114673e-09,0.0
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,2.1089607837865287e-09,1.2653764258629963e-08
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,0.0,4.886268278880834e-09
1955,1.8771215692936494e-09,6.569925492527773e-09
1956,1.744228317335228e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,7.0680299946168645e-09
1958,0.0,1.4890038535497752e-08
1959,1.5501495642666896e-09,1.2401196514133517e-08
1960,2.0762500052562416e-09,2.076250060767393e-09
1961,6.948159270159238e-10,4.16889545107324e-09
1962,0.0,1.9025869768540815e-09
1963,0.0,5.819448034571906e-09
1964,0.0,6.083968440151466e-09
1965,0.0,3.2832261354087677e-09
1966,5.539074754423723e-10,8.308612131635584e-09
1967,4.930335584241163e-10,6.409436092980059e-09
1968,8.982831700699023e-10,3.5931326802796093e-09
1969,1.3625273409534344e-09,2.725054598640142e-09
1970,0.0,3.6789800095249348e-09
1971,0.0,6.679916508822714e-09
1972,2.565073486948677e-09,5.130146973897354e-09
1973,1.6539611902288698e-09,1.2680368532969055e-08
1974,4.500457340128605e-09,2.8127858375803783e-09
1975,6.8537762132336866e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,5.142174241967723e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,1.1881182704343018e-09,7.72276909088987e-09
1979,1.1703946700691858e-09,1.7555920051037788e-09
1980,2.8425752862659692e-09,2.8425753972882717e-09
1981,1.2651099057237047e-09,3.795329661659963e-09
1982,6.207502289967692e-10,7.449002747961231e-09
1983,5.052252838311233e-09,6.946847541655643e-09
1984,1.1598016991243298e-09,4.639206629963866e-09
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,1.7983456945813714e-09,2.3977941854269602e-09
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,4.1975875553212916e-09,2.99827696004229e-09
