year,ces_DET hôtes_NOUN,ces_DET côtes_NOUN
1800,2.389564972560265e-07,1.2828191273683842e-06
1801,3.547961959782242e-07,9.929531934460556e-07
1802,2.0811913259422e-07,1.736563945087255e-06
1803,2.691468239390815e-07,9.888219842935086e-07
1804,2.2493843299109528e-07,1.4485045980450195e-06
1805,2.5870187414511747e-07,1.1996944238035212e-06
1806,1.2967510798489457e-07,1.3659111246511202e-06
1807,1.5658253005312872e-07,1.5800601289583938e-06
1808,2.5380028212396155e-07,1.1556977241866662e-06
1809,2.4397529152508923e-07,1.3102376863471932e-06
1810,1.8955026348521642e-07,7.371399419753288e-07
1811,2.7327136109533967e-07,1.1156491837027716e-06
1812,2.773896667918052e-07,7.761576084064359e-07
1813,1.380355927338428e-07,1.2078114366431691e-06
1814,2.9578765747828584e-07,1.0037899969006503e-06
1815,1.4834729711310501e-07,1.0707977260437929e-06
1816,1.7613788827475219e-07,1.4253263387331572e-06
1817,2.1796227667181256e-07,7.846641794095888e-07
1818,2.706107355976428e-07,8.094479699849444e-07
1819,2.184071536959209e-07,9.243487504306813e-07
1820,2.610625884358342e-07,9.350787308903818e-07
1821,1.7454834200236746e-07,7.287639682829194e-07
1822,2.656788069543836e-07,8.822541985864518e-07
1823,2.3323141240538803e-07,1.0050692580421128e-06
1824,2.5937026215672176e-07,9.776911866765658e-07
1825,2.6944656461580507e-07,1.0636975105171587e-06
1826,2.5983553264552484e-07,1.1221371778447065e-06
1827,1.8342373575563897e-07,1.0553778047039941e-06
1828,2.2196968529897276e-07,9.264024249944214e-07
1829,1.9203913836918218e-07,9.67911551796874e-07
1830,2.7448878370250895e-07,1.2732940177784258e-06
1831,2.6972787914303353e-07,1.0976208955071343e-06
1832,2.205385070119803e-07,1.194696295669928e-06
1833,2.9190744221807563e-07,1.304316576522524e-06
1834,2.4176434543221603e-07,1.129478192751776e-06
1835,2.533634386736594e-07,1.2842123808809447e-06
1836,3.07138286803621e-07,9.691321665172836e-07
1837,2.595293420171174e-07,9.281826542917315e-07
1838,1.9757066649361832e-07,1.070542651859796e-06
1839,2.922436612706747e-07,1.1605848442286515e-06
1840,3.4651105096372703e-07,1.211514728538532e-06
1841,3.043340104369463e-07,8.995188309768309e-07
1842,3.5687969379694096e-07,1.1357092262187507e-06
1843,3.2901494506631934e-07,1.0691508833815533e-06
1844,3.353511051074065e-07,9.072591709013977e-07
1845,3.671789876591447e-07,7.868121159049224e-07
1846,2.6989251722397967e-07,9.273530086062465e-07
1847,3.316832621891308e-07,8.494327019548109e-07
1848,3.2583146847287026e-07,9.919758525711586e-07
1849,3.561251240569163e-07,7.482817352411075e-07
1850,3.3944981225886295e-07,7.719088586100042e-07
1851,2.8442025445940544e-07,6.19791091338584e-07
1852,3.2227200463808003e-07,8.405113973708467e-07
1853,2.997909849256075e-07,1.0008957787022155e-06
1854,2.5614627130465806e-07,7.383038962416322e-07
1855,3.279687064150494e-07,5.588204601281177e-07
1856,2.774973335561981e-07,4.923507077592149e-07
1857,3.153454990467708e-07,7.053780688437428e-07
1858,3.131952732715604e-07,5.76475038371882e-07
1859,3.1826084168073976e-07,5.805077627485389e-07
1860,4.2384723464294893e-07,6.604876219284961e-07
1861,2.876737870138868e-07,6.267515715308036e-07
1862,4.043597749969763e-07,7.061612343761681e-07
1863,3.331412177232096e-07,7.182264525340543e-07
1864,3.154930894311292e-07,8.472284136473718e-07
1865,3.2288951068437655e-07,5.158701306129387e-07
1866,3.615150330205097e-07,6.777799015367236e-07
1867,3.4212319910409406e-07,7.502446592866363e-07
1868,2.766329423309344e-07,6.876304823322243e-07
1869,2.666401393014439e-07,6.03114614250444e-07
1870,3.211067429731429e-07,5.080367238008421e-07
1871,3.3562919554697146e-07,8.475699644350243e-07
1872,2.9873855567075225e-07,6.313422034054383e-07
1873,3.058848285775184e-07,6.542702806200396e-07
1874,2.4854374558458403e-07,5.663929414367885e-07
1875,2.5403581105365447e-07,5.624261376624418e-07
1876,2.5574642137371484e-07,6.825950649158585e-07
1877,2.548144246716788e-07,7.97222782011886e-07
1878,2.784019885737621e-07,5.368749853573718e-07
1879,3.066881379965025e-07,5.150161079825466e-07
1880,2.7660916401828217e-07,6.21247529863922e-07
1881,2.4264325837464185e-07,6.805167345191876e-07
1882,2.5689786298244144e-07,6.023123475529246e-07
1883,2.3128780757275536e-07,5.763237211908745e-07
1884,2.4822382016509437e-07,6.291417093962082e-07
1885,2.288200686706432e-07,7.238448986868207e-07
1886,2.7620825449048425e-07,5.808117720107475e-07
1887,2.3634707702058222e-07,5.960907998314724e-07
1888,2.4221147665315357e-07,7.183916537201185e-07
1889,2.8005162633348846e-07,8.219859637392801e-07
1890,2.30058965655644e-07,6.338091651514333e-07
1891,2.0907441733442056e-07,5.003762666433431e-07
1892,2.262932898844383e-07,5.077494975580521e-07
1893,2.1862378307702102e-07,5.690376738698433e-07
1894,2.26855412677196e-07,5.847828177252268e-07
1895,2.461613268778251e-07,4.532016681935147e-07
1896,2.518031445575275e-07,4.198684671052888e-07
1897,2.225804616173832e-07,4.970186679997823e-07
1898,1.793698460872406e-07,4.583267454449924e-07
1899,2.3768586565608985e-07,5.654712822433794e-07
1900,2.278872308636437e-07,4.3033829477678864e-07
1901,2.073422162851557e-07,4.783960463328185e-07
1902,1.905190067930107e-07,4.2473956085586906e-07
1903,2.3544961003096887e-07,4.0609656082324364e-07
1904,1.9886113733491584e-07,4.933906012638545e-07
1905,1.9043201193724713e-07,4.123446473158765e-07
1906,2.067962103780019e-07,4.521738077301052e-07
1907,2.1291371155029992e-07,5.235414590742948e-07
1908,2.0922517585120204e-07,3.5509343376816105e-07
1909,1.9583502108844186e-07,3.5426334932253667e-07
1910,2.046809761679924e-07,3.756938014021216e-07
1911,2.1175088704694645e-07,4.224377114780964e-07
1912,2.0837684644448018e-07,5.167745698031467e-07
1913,2.2007407451951622e-07,4.046181167893792e-07
1914,1.7679403896408985e-07,4.3193998067181383e-07
1915,2.426836966940016e-07,4.3824434570183257e-07
1916,3.7357370796797795e-07,5.17509477049316e-07
1917,3.673752253519069e-07,3.9588791622691133e-07
1918,3.2621307610725125e-07,3.905367904621926e-07
1919,2.486119079492255e-07,4.088284626391214e-07
1920,2.854731349088979e-07,3.2181985432089277e-07
1921,2.2112422559672495e-07,4.0059834915950887e-07
1922,1.9699087516755753e-07,2.9733079642824123e-07
1923,2.0488780450023114e-07,2.7919944933785246e-07
1924,2.410733781488261e-07,3.841704092621967e-07
1925,2.0786556476082296e-07,3.343446159931318e-07
1926,2.2180815939520926e-07,2.7419499204484055e-07
1927,1.9511143101169637e-07,4.158660757980215e-07
1928,2.045261444649782e-07,3.2335696076302156e-07
1929,2.517731889639663e-07,3.832299704242814e-07
1930,2.3423035422354133e-07,3.5187071034670225e-07
1931,2.2468551996723818e-07,3.444417728815097e-07
1932,1.8412021240976628e-07,4.3180573783274667e-07
1933,2.0991312155160813e-07,4.507970245981596e-07
1934,2.3004633220580217e-07,5.080189993122985e-07
1935,1.914925435997361e-07,3.7700095845139003e-07
1936,2.2794462672948157e-07,5.080255363054675e-07
1937,2.2789924258859173e-07,4.1172956599666577e-07
1938,2.217051697783745e-07,3.5265383502292025e-07
1939,2.43175401593021e-07,5.031742631445013e-07
1940,2.459709422808487e-07,3.7022429211219787e-07
1941,1.829931628449799e-07,4.1616186763349106e-07
1942,2.3363430123879425e-07,4.2782386344697443e-07
1943,2.525814597476028e-07,4.0064646356086087e-07
1944,2.2492303131116387e-07,3.8558233939056663e-07
1945,2.1785041015576212e-07,2.5052796104318986e-07
1946,2.31090337976525e-07,2.3248244929163775e-07
1947,2.1815194450880426e-07,2.610670790659242e-07
1948,1.9134522588615255e-07,2.696228200704809e-07
1949,1.5314532664234548e-07,2.7585793560547245e-07
1950,1.956906565681038e-07,2.967265757547466e-07
1951,1.545903307587082e-07,3.891411566314673e-07
1952,1.4762726152639516e-07,4.2073767048123045e-07
1953,1.3467284531998303e-07,3.048993129084465e-07
1954,1.5147431664530586e-07,3.205391791993861e-07
1955,1.2482858702256294e-07,4.045196817514807e-07
1956,1.595968930345748e-07,2.398313956319953e-07
1957,1.378265874762974e-07,2.9243974353221347e-07
1958,1.414553603140689e-07,2.7298404248199404e-07
1959,1.418386901264057e-07,2.2709690483679879e-07
1960,1.598712433548144e-07,2.4638166706836273e-07
1961,1.4869061004674222e-07,2.570818935510033e-07
1962,1.382546557238129e-07,2.5811762327521137e-07
1963,1.5389206353688678e-07,2.599353479126876e-07
1964,1.314137190178144e-07,2.597854518171516e-07
1965,1.0451602783234648e-07,2.8126302709097217e-07
1966,1.0801195671206187e-07,3.085264523861042e-07
1967,1.0797434590870125e-07,2.8595945877896156e-07
1968,1.342933328984941e-07,2.2501993512946683e-07
1969,1.0673130645955098e-07,2.3390053094374252e-07
1970,8.553628694230042e-08,2.3407510951756194e-07
1971,1.1150322798414436e-07,2.3790780900867503e-07
1972,1.2158447848520382e-07,2.713847671031999e-07
1973,1.1246935738284947e-07,2.0564249858523453e-07
1974,8.719636390708274e-08,1.800182882760737e-07
1975,1.1308730929471267e-07,1.365043740264582e-07
1976,7.427585035912898e-08,1.731198686627522e-07
1977,1.1988634796011866e-07,1.3634133821938121e-07
1978,1.1702964997084564e-07,1.6871279484576007e-07
1979,9.246117560479661e-08,1.562476832361881e-07
1980,9.607904427610947e-08,1.9670621043132996e-07
1981,9.867857198031516e-08,1.6825962134703332e-07
1982,9.311253101884631e-08,1.849835662426358e-07
1983,8.967748499344452e-08,1.2188559761483475e-07
1984,7.48072128686772e-08,1.7107074867794836e-07
1985,1.0948315321002156e-07,1.8768540854807725e-07
1986,7.493106934930438e-08,1.3067978343883624e-07
1987,8.005170126779149e-08,1.2832715334809564e-07
1988,8.095347636682959e-08,1.906904110171581e-07
1989,8.396827211321067e-08,1.3775186680220486e-07
1990,7.519138023326377e-08,1.3185735170395674e-07
1991,8.440509935425666e-08,1.8815303270969252e-07
1992,9.036308368237655e-08,1.371976035002831e-07
1993,8.641163873335245e-08,1.4955859839460572e-07
1994,7.173900185009074e-08,1.6088526244573131e-07
1995,1.106179965404408e-07,1.5996229585368837e-07
1996,8.487566915960087e-08,1.2918182967780467e-07
1997,8.199269219133498e-08,1.371339841682584e-07
1998,7.867413187589989e-08,1.506728839473226e-07
1999,1.010014436531037e-07,1.1791118748050167e-07
2000,8.261718509317006e-08,1.294483231717436e-07
2001,7.929993151023496e-08,1.1347338269018792e-07
2002,9.200565198597133e-08,1.2223607726014052e-07
2003,9.917276688753418e-08,1.1125683929691377e-07
2004,1.110007361582177e-07,1.440366692584405e-07
2005,8.962461395256582e-08,1.2295236651027608e-07
2006,7.700453852343969e-08,1.4577330276210887e-07
2007,8.707965282184205e-08,1.3621174410616277e-07
2008,1.0856471455156225e-07,1.2176277230935284e-07
2009,1.0442341302763225e-07,1.2540346361333832e-07
2010,8.502827730794138e-08,1.2754241041079695e-07
2011,8.948094176730592e-08,1.3307422985775474e-07
2012,1.0144673279199878e-07,1.977870827118977e-07
2013,1.0375545400620467e-07,1.2606845389839805e-07
2014,1.1065425109535454e-07,1.8925990774576462e-07
2015,1.276747454426186e-07,1.697896712116176e-07
2016,1.6073598718691073e-07,2.3364715406870573e-07
2017,7.748082975211901e-08,1.3206959970091248e-07
2018,1.1590785842230389e-07,1.6289055615459347e-07
2019,9.974362313869278e-08,1.7754874814812638e-07
