year,pas_ADV allé_VERB,pas_ADV calé_VERB
1887,4.433139793036389e-07,6.528924623161458e-10
1888,4.4954958866583183e-07,5.07249175996094e-09
1889,4.5234287426865194e-07,5.6386229019267375e-09
1890,4.443874104254064e-07,4.5880703680722945e-09
1891,4.085875104919978e-07,1.466070642663908e-08
1892,4.281394012650708e-07,1.1283322720601063e-08
1893,4.3355251477805723e-07,4.310891643655168e-09
1894,5.627274504149682e-07,1.071261657159539e-08
1895,4.21303013808938e-07,3.611168697403855e-09
1896,4.640961890345352e-07,5.307326134129653e-09
1897,4.859479076912976e-07,5.2440420894583895e-09
1898,4.6738011860725237e-07,6.7900258748920805e-09
1899,6.085863901716948e-07,5.527578395003729e-10
1900,5.118378680890601e-07,1.038210628578895e-09
1901,4.487757223614608e-07,1.1177477832191585e-09
1902,4.3750628719863016e-07,1.3257766440233354e-08
1903,4.5793868252985703e-07,5.400220270956879e-09
1904,4.627552243618993e-07,8.061937784020756e-09
1905,5.294938887345779e-07,3.6125313851442797e-09
1906,4.7532265057270706e-07,2.0576738091193647e-09
1907,4.582273334108322e-07,3.0857059130084963e-09
1908,5.014528028368659e-07,9.331639461152008e-09
1909,4.6263272679425427e-07,9.901770070541716e-09
1910,5.173137651581783e-07,1.1757131268552712e-08
1911,5.448063120638835e-07,1.649316061502759e-08
1912,4.891646767646307e-07,3.125652625612929e-09
1913,5.674198746419279e-07,1.484837142129436e-08
1914,4.433244384927093e-07,1.3393487430235496e-09
1915,6.149557520984672e-07,0.0
1916,5.328919314706582e-07,0.0
1917,6.426324716812815e-07,0.0
1918,6.581693696716684e-07,9.189101035644853e-09
1919,4.981445727025857e-07,9.207848372660976e-10
1920,5.277845502860146e-07,2.0445025228355007e-08
1921,5.687133466381056e-07,6.815472630705699e-09
1922,4.994862479179574e-07,3.6889677978990676e-09
1923,4.872720182902412e-07,1.0615948120573648e-09
1924,5.543398629015428e-07,6.445812328337297e-09
1925,5.796039772576478e-07,3.299453377181294e-09
1926,5.662238322656776e-07,5.57306911730393e-09
1927,7.626069873367669e-07,5.574612327308159e-09
1928,6.341452944980119e-07,7.998228745975666e-09
1929,7.096438707776542e-07,6.684243825105796e-09
1930,5.882017717340204e-07,3.1510811737689437e-09
1931,5.668462108587846e-07,4.5621426636444085e-09
1932,5.370172857510624e-07,1.0959536611565568e-09
1933,5.597682957159122e-07,0.0
1934,5.7751213944357e-07,2.3963160344919743e-09
1935,5.254076995697687e-07,1.196828414151696e-09
1936,5.577368824560835e-07,2.424942913137329e-09
1937,5.943007863606908e-07,2.5182236296217297e-09
1938,5.847311967954738e-07,1.2965214457594243e-09
1939,6.362324711517431e-07,1.5294050470515685e-09
1940,5.299786494106229e-07,0.0
1941,5.017554371988808e-07,0.0
1942,5.916713234910276e-07,9.102635090130207e-09
1943,5.95163214711647e-07,0.0
1944,6.522768103423005e-07,9.639558484764166e-09
1945,6.818717679379915e-07,2.178504043826024e-09
1946,5.958232804914587e-07,1.3921104269343232e-09
1947,6.92602611707116e-07,5.960435700558264e-09
1948,6.577492399628682e-07,1.0871887834440486e-09
1949,6.302519182099786e-07,1.9634016634739737e-09
1950,6.157874281598197e-07,0.0
1951,6.556762173204334e-07,0.0
1952,6.727585173393891e-07,7.381362632230548e-09
1953,6.151855700409214e-07,1.0773827385790469e-09
1954,7.456445132447698e-07,9.772536113672459e-10
1955,6.616853625018848e-07,9.385607846468247e-10
1956,7.16005729373137e-07,0.0
1957,6.13151598827244e-07,4.417518795207798e-09
1958,6.841145250291447e-07,4.1361216673863055e-09
1959,5.751055027758412e-07,7.750747599288843e-09
1960,7.232270604617952e-07,1.3841666701708277e-09
1961,7.177448537731834e-07,1.3896318540318475e-09
1962,6.430743724195054e-07,5.0735651235811474e-09
1963,6.938075216567086e-07,4.526237162849611e-09
1964,6.661945235464373e-07,2.4335873316516654e-09
1965,6.76891772855015e-07,1.0944086747954884e-09
1966,6.962616794226051e-07,6.092982118843793e-09
1967,6.685535254291608e-07,2.9582012395223956e-09
1968,7.159316623983614e-07,1.7965663401398047e-09
1969,6.412961965907016e-07,4.087581828571274e-09
1970,6.5945715732596e-07,9.197450023812337e-10
1971,7.003635573710199e-07,4.624557625731995e-09
1972,6.074093903407629e-07,3.0780880067027283e-09
1973,6.797780542910914e-07,1.102640756478479e-09
1974,6.008110631228192e-07,4.500457340128605e-09
1975,6.088437771722965e-07,3.4268881066168433e-09
1976,6.067765525585855e-07,5.713526873840635e-10
1977,6.311663582891924e-07,2.938390863960194e-09
1978,6.190095973579446e-07,2.970295565063452e-09
1979,6.700509516122111e-07,2.3407893401383717e-09
1980,6.65731135995884e-07,3.97960553399912e-09
1981,6.86954706452525e-07,2.5302198114474095e-09
1982,7.064137435008888e-07,3.7245013739806154e-09
1983,7.16156819180469e-07,6.315316047889041e-10
1984,6.500688414234901e-07,4.639206796497319e-09
1985,6.88179852659232e-07,1.2031116103372597e-09
1986,7.505095709348097e-07,1.1389522214244607e-08
1987,7.314647518796846e-07,0.0
1988,7.441723255396937e-07,4.197587610832443e-09
1989,7.074189625200233e-07,3.2928733073589456e-09
1990,7.666251917726186e-07,2.724325431913144e-09
1991,7.807471433807223e-07,5.861465202094962e-10
1992,7.223536613309989e-07,1.65298330578878e-09
1993,7.311753620342643e-07,2.2156829704300662e-09
1994,6.467059847636847e-07,5.274926717646622e-09
1995,7.320308554881194e-07,5.4224509327127635e-09
1996,6.870124593660876e-07,4.804283193493575e-09
1997,7.139597641980799e-07,1.917957792585412e-09
1998,7.40013661015837e-07,1.9072516899143466e-09
1999,6.699914933960827e-07,2.7421207526856506e-09
2000,7.161629014262871e-07,4.859834756842929e-09
2001,7.44806015973154e-07,8.762423564512289e-10
2002,7.965060717651795e-07,6.133709984368352e-09
2003,7.854649766159127e-07,2.083461403401543e-09
2004,8.175292691703362e-07,3.0833537945085254e-09
2005,7.584314403175085e-07,8.106749049829887e-09
2006,8.598154295214044e-07,7.412201963319376e-09
2007,8.787854994807276e-07,6.391167151065247e-09
2008,8.727751605874801e-07,6.3861596011349775e-09
2009,9.64128503255779e-07,6.675469510497578e-09
2010,1.0916685369011248e-06,1.0864724231396394e-08
2011,1.1426028549976763e-06,1.3001504761689375e-08
2012,1.3749776144322823e-06,1.5319137958158535e-08
2013,1.433610236745153e-06,1.338780020176955e-08
2014,1.4768336313863983e-06,1.2559581819004961e-08
2015,1.4312427083496004e-06,1.10828768384863e-08
2016,1.4068541531742085e-06,1.0563834251797743e-08
2017,1.5219449096548487e-06,1.2578056818313144e-08
2018,1.6113515357574215e-06,1.4198066722315161e-08
2019,1.4484508028544951e-06,1.3265136544760026e-08
