year,cadavres_NOUN ouverts_ADJ,cadavres_NOUN couverts_ADJ
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,0.0,8.762423564512289e-10
2002,8.76244299341522e-10,4.38122149670761e-10
2003,0.0,4.166922806803086e-09
2004,0.0,1.7619165015858584e-09
2005,4.5037495954858286e-10,2.251874686720612e-09
2006,0.0,2.4707338397433887e-09
2007,0.0,3.1955835755326234e-09
2008,0.0,3.8316958494988285e-09
2009,0.0,1.430457752249481e-09
2010,0.0,2.8342759250676863e-09
2011,0.0,5.7359579308524644e-09
2012,0.0,5.1063788752969685e-09
2013,0.0,8.925200134513034e-09
2014,0.0,6.496335469563519e-09
2015,4.433150790905671e-10,2.881548111233201e-09
2016,6.214020409345267e-10,4.556948152156792e-09
2017,5.031222660711876e-10,5.0312225496895735e-09
2018,0.0,3.0977600484760615e-09
2019,5.1019755087367e-10,2.04079020349468e-09
