year,six_DET oeufs_NOUN,six_DET queues_NOUN
1800,5.973912209356058e-08,3.144164484325529e-09
1801,4.286128785224719e-08,0.0
1802,4.2518962573012686e-08,2.2378401354217203e-09
1803,5.265915774543828e-07,0.0
1804,7.415552971679062e-08,0.0
1805,5.685755510853596e-08,0.0
1806,1.4408345627714425e-08,2.881669125542885e-09
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,4.5321479902327155e-09,4.5321479902327155e-09
1809,6.7770917766551975e-09,2.259030518203531e-09
1810,4.680253518074551e-09,0.0
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,0.0
1813,1.7254450312975678e-08,0.0
1814,3.1466771410748606e-09,9.440030979135372e-09
1815,3.236668177919455e-08,5.394447111228828e-09
1816,2.3176038865813098e-09,6.952811659743929e-09
1817,3.269434145636296e-08,1.5568733857662664e-08
1818,5.96058882251782e-08,0.0
1819,1.8631890696951814e-08,7.24573512300708e-09
1820,1.6613073583471305e-08,4.746592452420373e-09
1821,4.930744257336528e-09,9.86148829262845e-10
1822,6.015369535816717e-09,0.0
1823,5.435477845594505e-08,2.9648061783404955e-09
1824,6.736890156844311e-09,1.51580028528997e-08
1825,1.1447076175841175e-08,2.993850500843109e-08
1826,1.6735169694470642e-08,2.3781558056157337e-08
1827,9.217273166939322e-09,1.013900075008678e-08
1828,1.0089530988466322e-08,4.586150570418113e-09
1829,0.0,8.57317605795771e-10
1830,3.1310507520032616e-09,5.218417697960831e-09
1831,4.677361609140007e-09,1.2472964883158966e-08
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,9.266902800675325e-09
1834,5.600718555598405e-09,0.0
1835,4.5378527602224494e-09,2.2689263801112247e-09
1836,4.032449929525228e-09,5.376600054063374e-09
1837,4.87052354003481e-09,1.3915781860163179e-09
1838,6.943378316748294e-09,6.312161904276081e-09
1839,4.194885327990505e-09,3.4957374772659477e-09
1840,3.821813088222825e-09,1.0191501864653674e-08
1841,5.778493683550323e-09,1.1556987367100646e-08
1842,1.341653010911159e-09,1.8783142152756227e-08
1843,5.906911071384968e-10,2.717179026223704e-08
1844,3.841992946007622e-09,1.2074834465636286e-08
1845,1.674068439427856e-09,1.1718478631905782e-08
1846,4.6836010625384006e-09,4.6836010625384006e-09
1847,5.9325460100012606e-09,5.9325460100012606e-09
1848,1.045878850192139e-08,1.6090443422100975e-09
1849,3.3517659758786067e-09,2.513824481908955e-09
1850,4.073397619208663e-09,6.788996032014438e-09
1851,1.2898877521649865e-09,2.579775504329973e-09
1852,0.0,3.2552727180501506e-09
1853,7.763511611358354e-09,1.7915795513800958e-09
1854,3.63696517347023e-09,2.5978321716024766e-09
1855,2.653468555990912e-09,3.714855978387277e-09
1856,1.0354378465748937e-09,0.0
1857,3.905207268672939e-09,1.4644527812635033e-09
1858,2.4468380654951716e-09,2.4468380654951716e-09
1859,5.092173349652285e-09,4.582956059095977e-08
1860,4.577183909670879e-10,7.781213007262977e-09
1861,1.4147891747029462e-09,6.6023493339173456e-09
1862,3.6143890103090826e-09,9.035972525772706e-10
1863,3.995696662428827e-09,2.497310469529168e-09
1864,2.3973640850272204e-09,1.2945765348604255e-08
1865,3.765475486972036e-09,1.506190172584354e-08
1866,3.8924903300596725e-09,1.1190909532388105e-08
1867,2.426405742994575e-09,1.455843445796745e-09
1868,9.87974813071446e-10,2.4699371437009177e-09
1869,9.767038289254515e-10,7.325278605918584e-09
1870,1.7202146374017957e-09,9.747882501187632e-09
1871,0.0,5.3105884134652115e-09
1872,6.047339295989218e-10,8.4662747923403e-09
1873,5.986004469882289e-10,7.781805422268917e-09
1874,1.1949218281515073e-09,5.974609251779839e-09
1875,1.716458086775674e-09,2.8607636259891933e-09
1876,0.0,3.02300739996042e-09
1877,0.0,6.184816214727107e-09
1878,1.8117265465633636e-09,3.0195443923020093e-09
1879,3.665595160740054e-09,3.0546627449723474e-09
1880,1.2835692508872398e-09,2.5671385017744797e-09
1881,6.972507571312292e-10,1.045876096839038e-08
1882,3.3276925659464496e-09,3.9932310791357395e-09
1883,1.2638677882037541e-09,1.8958017378167824e-09
1884,2.6406787867472303e-09,1.3203393933736152e-09
1885,6.445635691854079e-10,3.86738152613475e-09
1886,1.2906927748801422e-09,9.034849313138693e-09
1887,6.528924623161458e-10,3.264462256069578e-09
1888,1.9021844099853524e-09,7.60873763994141e-09
1889,1.1903759755682586e-08,1.2530273485467092e-09
1890,3.9326319978272295e-09,1.9663159989136147e-09
1891,2.5496880162734215e-09,3.1871101313640793e-09
1892,1.2537024751679837e-09,3.1342561879199593e-09
1893,2.463366621796581e-09,3.695050043717174e-09
1894,1.8904617871129403e-09,2.5206157383550476e-08
1895,1.2037228991346183e-09,3.0093072478365457e-09
1896,0.0,2.948514543632541e-09
1897,0.0,5.2440420894583895e-09
1898,5.6583548957434e-10,3.3950129374460403e-09
1899,1.6582735185011188e-09,1.6582735185011188e-09
1900,5.191053142894475e-10,5.191053142894475e-10
1901,0.0,7.265360757457984e-09
1902,2.455141867585553e-09,3.4371988033576883e-09
1903,1.0800440541913758e-09,0.0
1904,1.0749250378694342e-09,2.1498500757388683e-09
1905,5.160759042333041e-10,3.096455536422127e-09
1906,2.0576738091193647e-09,1.0288369045596824e-09
1907,5.142843373384665e-10,6.685696440911215e-09
1908,2.9468334439286537e-09,9.331639461152008e-09
1909,1.265226234892225e-08,1.1001967337165297e-08
1910,5.344150677544235e-10,1.068830179917768e-08
1911,7.448523575703803e-09,6.384448969498635e-09
1912,1.0418842455450772e-09,1.5628263128064646e-09
1913,7.954484182448596e-09,2.121195885607108e-09
1914,1.7411533548283842e-08,1.3393487430235496e-09
1915,1.4136913861761968e-08,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,0.0,1.8415696745321952e-09
1920,1.514446346106979e-09,9.843901693784574e-09
1921,0.0,8.330022505109724e-09
1922,1.696925089333945e-08,5.90234855435412e-09
1923,1.0615948120573648e-09,0.0
1924,1.289162443462999e-09,0.0
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,3.343841648018042e-09,0.0
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,1.0783422155213884e-08
1935,2.393656828303392e-09,9.574627313213568e-09
1936,7.274828739411987e-09,1.2124715009775855e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,0.0,9.075650453382877e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0
1946,0.0,4.1763312808029696e-09
1947,0.0,1.1920870957027319e-09
1948,2.174377566888097e-09,1.3046265401328583e-08
1949,0.0,1.9634016634739737e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,6.326882129314981e-09
1953,3.232148326759443e-09,0.0
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,2.815682353940474e-09,6.569925492527773e-09
1956,8.72114158667614e-10,0.0
1957,0.0,1.7670075402875796e-09
1958,6.617794756635931e-09,5.790570245522986e-09
1959,2.325224457422337e-09,3.100299128533379e-09
1960,2.076250060767393e-09,6.2287499602575735e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,4.526237162849611e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,5.472043373977442e-10,1.0944086747954884e-09
1966,2.215629901769489e-09,1.1078149508847446e-09
1967,4.930335584241163e-10,2.9582012395223956e-09
1968,1.3474247273492779e-09,3.5931326802796093e-09
1969,2.7250546263957176e-09,4.995933444718048e-09
1970,1.3796175313274261e-09,4.5987250119061684e-10
1971,5.138397485282553e-10,3.083038491169532e-09
1972,1.0260293725750103e-09,1.5390440033513642e-09
1973,0.0,4.9618833486420044e-09
1974,1.6876715580593782e-09,2.812785782069227e-09
1975,9.709516746170266e-09,5.711480177694739e-10
1976,1.142705374768127e-09,2.856763492431469e-09
1977,2.938390863960194e-09,3.526069214387917e-09
1978,2.3762365408686037e-09,2.970295565063452e-09
1979,4.681578680276743e-09,5.851973350345929e-10
1980,5.685150683554241e-10,4.548120546843393e-09
1981,2.5302198114474095e-09,1.8976649140967083e-09
1982,4.345251713999687e-09,3.7245013739806154e-09
1983,5.052252838311233e-09,6.315316047889041e-10
1984,8.118611560803402e-09,2.8995041922996734e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,0.0
1987,4.277571630240118e-09,3.0554083707556856e-09
1988,4.797243047249822e-09,0.0
1989,5.488122178931576e-10,3.2928733073589456e-09
1990,5.44865097484859e-10,5.44865097484859e-10
1991,2.344586080837985e-09,5.861465202094962e-10
1992,7.162927584403178e-09,2.2039776670368383e-09
1993,1.1632335983335906e-08,1.661762283333701e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,3.253470381991974e-09,3.795715741716776e-09
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,9.58978896292706e-10,4.315404922294874e-09
1998,3.337690568372409e-09,1.43043876743576e-09
1999,4.113180906983871e-09,3.656160929565999e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,0.0,4.38122149670761e-10
2003,4.583615265119079e-09,2.5001538617175356e-09
2004,3.0833537945085254e-09,4.404791253964646e-10
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,2.0589450144825605e-09,1.2353669198716943e-09
2007,3.994479469415779e-10,3.595031605740928e-09
2008,2.9802078582719105e-09,2.1287198670449925e-09
2009,1.907277002999308e-09,3.337734755248789e-09
2010,9.447586046817946e-10,3.7790344187271785e-09
2011,1.1471915639660324e-09,1.911985902935953e-09
2012,6.808505426114664e-10,2.0425516833455504e-09
2013,2.789125042035323e-10,2.2313000336282585e-09
2014,1.0827225782605865e-09,3.897801192920269e-09
2015,4.433150790905671e-10,5.541438308220847e-09
2016,6.214020409345267e-10,2.278474076078396e-09
2017,2.515611330355938e-10,2.264050197320344e-09
2018,5.162933192082164e-09,2.5814666515522333e-09
2019,4.08158040698936e-09,2.5509878653906526e-09
