year,des_DET ados_NOUN,des_DET cadeaux_NOUN
1800,1.5720821977538435e-08,1.1947824862801326e-07
1801,2.3811825400343878e-08,6.429193044610315e-08
1802,4.2518962573012686e-08,1.1636768704192946e-07
1803,3.510610468993036e-08,1.170203560718619e-07
1804,1.087614407424553e-07,5.9324420931261557e-08
1805,7.107194477384837e-08,7.107194432975916e-08
1806,8.645007376628655e-09,6.051504897186533e-08
1807,3.131650672116848e-08,1.1103124819555887e-07
1808,2.2660739951163578e-09,1.6089124699192325e-07
1809,2.8915590633005195e-07,1.784634049428746e-07
1810,5.148278958699848e-08,1.1700633528732851e-07
1811,6.016983888912364e-08,2.0558029234507558e-07
1812,1.3336041604361526e-08,2.5605197961908743e-07
1813,2.8757416448144113e-09,6.614205716459765e-08
1814,1.2586708564299443e-08,1.950939889638903e-07
1815,5.933891955578474e-08,1.0788894400093341e-07
1816,9.733936678912869e-08,5.3304887615013286e-08
1817,9.341240669868967e-09,1.4011860760554384e-07
1818,3.9339884239097955e-08,1.2398024296089716e-07
1819,2.2772310259711048e-08,1.3145833632766113e-07
1820,2.610625848831205e-08,3.6311431017566065e-07
1821,1.972297702934611e-08,2.5837099926206974e-07
1822,2.105379337535851e-08,1.8948414037822658e-07
1823,3.162459771832715e-08,2.1346603418237464e-07
1824,1.431589158329416e-08,2.475807265867047e-07
1825,3.522177394188475e-08,2.659243705238623e-07
1826,3.170874407487645e-08,1.9201405165869545e-07
1827,2.1199728195142598e-08,3.0417001539717603e-07
1828,1.0089530988466322e-08,1.788598684715481e-07
1829,1.8860987438529264e-08,2.4947943000341866e-07
1830,9.39315203396518e-09,4.0077450336184484e-07
1831,4.8332740476553226e-08,2.697278773666767e-07
1832,1.8941957335982806e-08,2.9089433994933245e-07
1833,1.7375443306377747e-08,5.004127464625086e-07
1834,2.8003592333902816e-08,3.201744132041995e-07
1835,2.4958190181223472e-08,4.061378220399092e-07
1836,2.2850549896702432e-08,3.387258139531113e-07
1837,2.5744196108234974e-08,2.8388193995532163e-07
1838,2.2723782189260078e-08,2.6447958134667715e-07
1839,1.4682098203877558e-08,2.174348755490385e-07
1840,1.0828470564661075e-08,2.624311647991817e-07
1841,2.118781061710706e-08,2.715891991300623e-07
1842,2.0795621225033756e-08,3.1730092553416966e-07
1843,2.2446261738195972e-08,3.343311645864766e-07
1844,1.2623690537338916e-08,3.0626171559910986e-07
1845,1.2834524554250493e-08,3.493222555661646e-07
1846,1.9905304071698993e-08,2.9740865992167187e-07
1847,7.011190739092399e-09,2.9716662552914386e-07
1848,9.65426583121598e-09,2.5825161831249943e-07
1849,1.9272654583346593e-08,3.393663075001996e-07
1850,2.987158342904195e-08,2.3082586331213406e-07
1851,1.870337307252612e-08,2.88289908390027e-07
1852,3.645905444216169e-08,2.6888553539272664e-07
1853,2.508211416341055e-08,3.1890115037569444e-07
1854,5.7152309551611324e-09,2.816050241882806e-07
1855,2.0166361025530932e-08,3.6034102990356587e-07
1856,2.4332789116954245e-08,4.0744479790078003e-07
1857,2.9289055625270066e-09,4.085823199773131e-07
1858,2.2510909525319533e-08,3.812173605677316e-07
1859,2.1387128512628806e-08,4.119568304261634e-07
1860,6.408057640072684e-09,3.629706899488383e-07
1861,1.3676294763342867e-08,4.2349354956172647e-07
1862,5.421583654241502e-09,3.7951085851695154e-07
1863,1.548332484446746e-08,3.096665045498881e-07
1864,1.8699438442126848e-08,4.07551882908308e-07
1865,1.0825742080555756e-08,3.765475603545454e-07
1866,2.5301186923343266e-08,4.252545595662127e-07
1867,1.8925964795357686e-08,3.8046040984340834e-07
1868,1.7289560005906424e-08,5.325184186943943e-07
1869,1.3185501357426688e-08,3.848213010471113e-07
1870,9.747882501187632e-09,3.990897901040569e-07
1871,1.4869647957382881e-08,3.504988450586666e-07
1872,1.148994488442412e-08,3.6707349604370165e-07
1873,1.1373408159709442e-08,3.986678911438446e-07
1874,1.8521288058792607e-08,6.428679419911987e-07
1875,9.154443147973979e-09,4.771753578936e-07
1876,2.1765653279715025e-08,4.564741207246925e-07
1877,8.040260901509555e-09,5.30657214503627e-07
1878,1.2078177347163432e-09,5.199655586096696e-07
1879,7.331190321480108e-09,4.5147912897114395e-07
1880,1.2193908105473383e-08,4.5181638741453867e-07
1881,6.9725074602899895e-09,5.689566062727636e-07
1882,9.317538740560849e-09,5.763563546423711e-07
1883,5.687405213450347e-09,6.496280482437555e-07
1884,1.3203393933736152e-08,6.61490060949177e-07
1885,9.66845359329227e-09,6.66478737976206e-07
1886,9.034849313138693e-09,6.711602600351085e-07
1887,1.3057849024278312e-08,6.176362634668919e-07
1888,2.0289966373709944e-08,5.858728044927375e-07
1889,2.5687061366852504e-08,6.158629286545647e-07
1890,3.867087983167039e-08,6.849333651359757e-07
1891,1.529812720946211e-08,6.170245248071637e-07
1892,1.191017329205124e-08,6.970586028387515e-07
1893,1.2932674486876294e-08,7.932040384517336e-07
1894,7.561847148451761e-09,7.032517785887649e-07
1895,9.629783193076946e-09,7.703826616634046e-07
1896,8.845543852942228e-09,6.121116076229782e-07
1897,2.9133566670225264e-09,6.706547170942656e-07
1898,1.2448380992680086e-08,6.156290037750978e-07
1899,1.6582735185011188e-08,6.052698307001947e-07
1900,8.30568502863116e-09,6.789897701864334e-07
1901,7.824234593556412e-09,7.030633750737536e-07
1902,8.838511089681589e-09,5.838327354901196e-07
1903,8.640352433531007e-09,7.095889422714663e-07
1904,1.666133897515465e-08,6.213066630067487e-07
1905,8.257214467732865e-09,6.502556546550409e-07
1906,1.800464666246171e-08,6.31191449329549e-07
1907,5.142843484406967e-09,6.788553390535412e-07
1908,5.40252820258047e-09,6.276755355472119e-07
1909,6.60118004702781e-09,6.221612514067942e-07
1910,1.068830179917768e-08,6.583993847897318e-07
1911,6.384448969498635e-09,6.331245430146737e-07
1912,6.772247651554153e-09,7.293189607793238e-07
1913,1.2727175757731857e-08,5.780258938159477e-07
1914,6.696743604095445e-09,5.069435076165973e-07
1915,0.0,6.927087770058904e-07
1916,1.7579939282086343e-08,6.361740778615399e-07
1917,8.773139548168274e-09,5.845104187329753e-07
1918,6.89182577673364e-09,5.32967876054613e-07
1919,9.207848705727883e-09,6.095595432853429e-07
1920,7.572231730534895e-09,5.595879173370122e-07
1921,6.815472630705699e-09,5.323641643073529e-07
1922,8.115729421831475e-09,6.04252944569339e-07
1923,2.1231896241147297e-09,6.942830017564461e-07
1924,7.734974438733389e-09,6.316895979630033e-07
1925,2.3096173862313663e-08,7.522753886490818e-07
1926,1.2260752413340015e-08,6.799144181002248e-07
1927,5.574612327308159e-09,8.584903010699918e-07
1928,3.4278122562625413e-09,6.672807817409421e-07
1929,2.2280812750352652e-09,7.954250325070689e-07
1930,1.1553964007759987e-08,8.339861068407117e-07
1931,0.0,7.915317787876575e-07
1932,1.2055489939655217e-08,7.825108996328822e-07
1933,5.735331320977366e-09,7.800050534356728e-07
1934,4.7926320689839486e-09,8.33917958686925e-07
1935,1.4361940969820353e-08,7.492145996934596e-07
1936,2.424942913137329e-09,7.990186712270031e-07
1937,3.777335333410292e-09,8.473822656895891e-07
1938,1.2965214457594243e-09,7.325345912079229e-07
1939,4.588215141154706e-09,8.182317277061202e-07
1940,5.0715658339584024e-09,7.27769692510094e-07
1941,2.9515025978810172e-09,7.142636357926335e-07
1942,9.102635090130207e-09,8.374424336210495e-07
1943,1.7419411690866582e-08,1.155487627357843e-06
1944,6.4263723231761105e-09,8.643470881253279e-07
1945,2.178504043826024e-09,7.886184758554293e-07
1946,5.568441707737293e-09,6.988394520845986e-07
1947,5.960435700558264e-09,7.796249708036385e-07
1948,6.523132922708896e-09,6.566620278647406e-07
1949,4.908504269707237e-09,7.647449313807897e-07
1950,6.381216888229346e-09,7.827625854162079e-07
1951,5.330700769690111e-09,7.516288089703949e-07
1952,6.326882129314981e-09,7.191556283814293e-07
1953,8.619061908632375e-09,9.85805243658433e-07
1954,2.9317608341017376e-09,9.049368685509762e-07
1955,4.6928039232341234e-09,7.968380959511023e-07
1956,7.849027205963921e-09,8.389738379577238e-07
1957,5.301022731885041e-09,7.677647726467285e-07
1958,1.1581140491045971e-08,7.767636676092593e-07
1959,1.5501495642666896e-09,7.13843846256168e-07
1960,8.997083078554624e-09,7.820541831904393e-07
1961,6.25334317660986e-09,8.643509943340177e-07
1962,6.341956293454132e-09,8.789951557730546e-07
1963,1.6811738556832267e-08,9.03954232356341e-07
1964,7.909158661334459e-09,8.049090052253405e-07
1965,3.2832261354087677e-09,8.733381093861681e-07
1966,5.539074754423723e-10,8.923449641429215e-07
1967,7.395503320850594e-09,8.490038023722946e-07
1968,4.491415656060482e-09,8.910969029329863e-07
1969,3.1792304344691047e-09,7.462108255751332e-07
1970,9.657322941336588e-09,8.466253031969018e-07
1971,7.707596338946132e-09,7.383876932109956e-07
1972,9.747279428040656e-09,7.936337418357198e-07
1973,3.859242703185828e-09,8.269805427119081e-07
1974,3.937900228123681e-09,9.192184364792411e-07
1975,5.711480177694739e-10,8.801390833923506e-07
1976,2.285410749536254e-09,8.164630100893078e-07
1977,2.3507127355770763e-09,8.480196012072838e-07
1978,5.940591352171509e-10,8.04356043992982e-07
1979,6.43717057435822e-09,8.491213474570714e-07
1980,3.411090521154847e-09,9.06213006857115e-07
1981,1.8976649140967083e-09,1.1310082062010451e-06
1982,4.345251713999687e-09,9.900965700637698e-07
1983,0.0,9.416136190765201e-07
1984,5.219107812592938e-09,9.585761020503014e-07
1985,1.2031115659283387e-08,1.1098704888468092e-06
1986,7.792831269171074e-09,1.0514327470900753e-06
1987,8.555143982125202e-09,1.089558647748845e-06
1988,5.396898372644898e-09,1.0547938682492486e-06
1989,1.6464366536794728e-09,9.302366965613373e-07
1990,2.1249738635376048e-08,1.0265258278963074e-06
1991,2.051512792977661e-08,1.0650282522561838e-06
1992,2.3692759754112558e-08,1.0507463095166258e-06
1993,1.661762283333701e-08,1.115596429457355e-06
1994,1.5824779597828353e-08,9.737514812258041e-07
1995,1.789408771157852e-08,1.1294964679109398e-06
1996,3.950188176560232e-08,1.169042178617019e-06
1997,5.993618090727182e-08,1.170433733932441e-06
1998,4.815810683567179e-08,1.0728291073291985e-06
1999,3.610458798597449e-08,1.132038784490419e-06
2000,4.5063922371468834e-08,1.2617898192957e-06
2001,4.687896604238517e-08,1.1163327577889959e-06
2002,4.775531325940108e-08,1.2276182808079739e-06
2003,5.625346055637692e-08,1.3500830604584735e-06
2004,5.5059889980668686e-08,1.240389188694735e-06
2005,7.070886542948074e-08,1.2853701321091648e-06
2006,7.000412738378259e-08,1.2543092928751776e-06
2007,1.0385646742605559e-07,1.5390729082298549e-06
2008,8.685176666745065e-08,1.4786087625395794e-06
2009,1.0871479005913898e-07,1.6683905741388116e-06
2010,1.5021661958769528e-07,1.8488926230020297e-06
2011,1.5104688877443095e-07,2.0228811301592486e-06
2012,2.028934673603544e-07,2.2495303042546766e-06
2013,2.337286844067421e-07,2.2335313687449343e-06
2014,1.966224214555723e-07,2.2369049759163318e-06
2015,2.276422890190588e-07,2.0071091135775987e-06
2016,2.4317531455153585e-07,2.021420762332582e-06
2017,3.1596079352880224e-07,2.0341233195608766e-06
2018,2.973849735354861e-07,2.117060926565273e-06
2019,2.9667988776793663e-07,2.0262496569500854e-06
