year,autres_ADJ hôtes_NOUN,autres_ADJ côtes_NOUN
1904,3.0097901060344157e-08,2.4723275870996986e-08
1905,3.9221767167418875e-08,3.509316215399849e-08
1906,4.4754404626701216e-08,3.600929332492342e-08
1907,3.239991386294605e-08,4.6285588695127444e-08
1908,3.1432890068572306e-08,7.219741604558294e-08
1909,3.5756393401698006e-08,2.640472018811124e-08
1910,3.954671612405036e-08,2.2445432179551972e-08
1911,3.2454281040372734e-08,3.8838731342139e-08
1912,4.271725373428126e-08,3.5945006970905524e-08
1913,4.666630815108874e-08,3.606033160963307e-08
1914,3.4153391226254826e-08,2.4108278040557707e-08
1915,2.8273827723523937e-08,3.416420923940677e-08
1916,5.273981784625903e-08,5.383856560570166e-08
1917,4.605898240583883e-08,6.360526327853222e-08
1918,4.824278221349232e-08,4.020231614276781e-08
1919,4.327688785110695e-08,4.327688785110695e-08
1920,3.256059599721084e-08,4.921950491620919e-08
1921,4.770830841493989e-08,4.695103328344885e-08
1922,5.016996240669869e-08,2.7298360905092522e-08
1923,5.520293200333981e-08,2.866305948145964e-08
1924,5.9301473953610184e-08,1.5469948877466777e-08
1925,5.609070896639423e-08,2.1996356736053713e-08
1926,5.684530535177146e-08,4.2355324580967135e-08
1927,5.5746124161260013e-08,4.0137209111890115e-08
1928,6.969884935870141e-08,5.141718517620575e-08
1929,7.352668518478822e-08,4.67897081080082e-08
1930,3.466189113510154e-08,7.037414206934045e-08
1931,6.158892773555635e-08,5.930785462737731e-08
1932,5.8085543486186e-08,3.3974561830518724e-08
1933,4.588265056781893e-08,8.373583426646292e-08
1934,4.313368862085554e-08,6.470052937856963e-08
1935,8.138432860960165e-08,5.864459140525469e-08
1936,9.33602990471627e-08,6.66859278908305e-08
1937,4.280980192561401e-08,4.658713592675667e-08
1938,7.90878047496335e-08,3.241303758727554e-08
1939,6.882322622914216e-08,8.870549095263414e-08
1940,4.3108308034334186e-08,2.2822046474857416e-08
1941,8.559357667081713e-08,4.132103725851266e-08
1942,3.034211815133858e-08,5.158160121254696e-08
1943,9.00002916637277e-08,2.9032351633873077e-08
1944,7.390327994016843e-08,1.2852744646352221e-08
1945,7.62476446425353e-08,2.832055301382752e-08
1946,8.631084824628488e-08,1.1136883415474585e-08
1947,6.675687558299614e-08,3.457052599742383e-08
1948,7.284165093324191e-08,3.696441908118686e-08
1949,6.282885323116716e-08,5.3011845579931105e-08
1950,7.338399399259288e-08,3.616023036556726e-08
1951,6.610068936652169e-08,6.076999170545605e-08
1952,4.8506098693223976e-08,4.323369751091377e-08
1953,4.201792691560513e-08,2.693456835345387e-08
1954,4.88626810124515e-08,3.322662323057557e-08
1955,4.786659957289885e-08,3.660387193349379e-08
1956,4.7094165012140365e-08,2.3547082506070183e-08
1957,5.8311247386200193e-08,2.9155623693100097e-08
1958,4.7979010986409776e-08,2.3989505493204888e-08
1959,5.115493451057773e-08,2.8677767716089875e-08
1960,4.9137916846575536e-08,4.014083287984249e-08
1961,7.156604198144123e-08,3.960450811746341e-08
1962,4.3759499135376245e-08,2.917300001570311e-08
1963,6.660035012373555e-08,5.366824140651261e-08
1964,5.597251018230054e-08,3.4070222199034106e-08
1965,4.6512369067386317e-08,3.173785145804686e-08
1966,3.821961414018915e-08,4.2096967689531084e-08
1967,2.3172576746333107e-08,5.1768523690043367e-08
1968,4.626158300879979e-08,3.458390196442451e-08
1969,3.633406109315729e-08,2.3162964879475112e-08
1970,2.9431840076199478e-08,2.6212733317265702e-08
1971,3.596878173084406e-08,3.288574390580834e-08
1972,4.514529194921124e-08,2.7702792948502974e-08
1973,3.914374602231874e-08,2.591205827684462e-08
1974,5.0630145409513716e-08,2.1377172032543967e-08
1975,3.655347313724633e-08,3.1413140533231854e-08
1976,3.6566571992580066e-08,1.9997344224975677e-08
1977,4.0549796409550254e-08,2.4094806150287695e-08
1978,4.633661276898238e-08,1.544553818177974e-08
1979,5.0326971035019596e-08,1.8141117053005473e-08
1980,4.661823638230089e-08,2.5014662341504845e-08
1981,3.28928564385933e-08,2.84649726012276e-08
1982,2.9796010991844923e-08,2.4209258597807093e-08
1983,3.599730291625747e-08,1.894594880980094e-08
1984,3.3054348591576854e-08,2.667543874679268e-08
1985,2.7671566371623157e-08,4.271046094572739e-08
1986,2.577628777089558e-08,2.577628777089558e-08
1987,2.9943002743948455e-08,3.299841111470414e-08
1988,3.358070088665954e-08,4.137622156008547e-08
1989,2.5245361356951435e-08,1.7013178421620978e-08
1990,3.650596269721973e-08,1.8525414091641323e-08
1991,1.934283488935762e-08,2.05151273746651e-08
1992,3.250866953408149e-08,2.6998726809779328e-08
1993,3.37891670199042e-08,2.3264671966671813e-08
1994,2.2154692302933654e-08,1.9517228722065738e-08
1995,2.1689803730851054e-08,1.4640617607142303e-08
1996,2.6690461396583487e-08,1.2811421257197253e-08
1997,2.7330898433319817e-08,2.2536003285722472e-08
1998,2.5747898035888284e-08,2.0979769033147022e-08
1999,2.970630674781205e-08,1.5995704316651427e-08
2000,2.87172046142814e-08,1.3254094710646314e-08
2001,3.3735329196815655e-08,1.270551397425379e-08
2002,3.373540380380291e-08,1.3581786362237835e-08
2003,2.9168459647621603e-08,1.12506919336397e-08
2004,2.334539317416784e-08,1.3214373595360485e-08
2005,4.4136747590073355e-08,1.5312748402607212e-08
2006,3.1295964930677656e-08,2.141302779534726e-08
2007,2.4366324069546863e-08,1.1583990655594789e-08
2008,4.640609319039868e-08,1.1495087548496485e-08
2009,5.006602066259802e-08,1.0966842545201416e-08
2010,3.4011311100812236e-08,1.7005655550406118e-08
2011,5.162362270993981e-08,2.1796640936599943e-08
2012,5.54893198057016e-08,2.0765941854961056e-08
2013,4.99253367536312e-08,1.338780020176955e-08
2014,4.655707286360666e-08,1.1693403578760808e-08
2015,5.6301015405324506e-08,1.8619234154471087e-08
2016,6.172593458586562e-08,1.5120782848043746e-08
2017,4.201070780140981e-08,1.4087423672037858e-08
2018,5.730856145191865e-08,1.2132893800753664e-08
2019,5.255034807305492e-08,1.4540630033366142e-08
