year,toits_NOUN ouverts_ADJ,toits_NOUN couverts_ADJ
1800,0.0,2.829747991484055e-08
1801,0.0,3.333655484993869e-08
1802,0.0,1.7902721083373763e-08
1803,0.0,4.095712213825209e-08
1804,0.0,2.7190360185613827e-08
1805,0.0,2.842877755426798e-08
1806,2.881669125542885e-09,5.76333825108577e-09
1807,0.0,3.131650672116848e-08
1808,0.0,3.172503681980743e-08
1809,0.0,2.9367397402779716e-08
1810,2.3401267590372754e-09,2.574139479349924e-08
1811,0.0,2.2563691359778204e-08
1812,0.0,2.9339290108509886e-08
1813,0.0,5.176335093892703e-08
1814,0.0,1.0698702368472368e-07
1815,0.0,5.394447111228828e-09
1816,0.0,3.244645441213834e-08
1817,0.0,1.71256075987003e-08
1818,0.0,4.410835785506606e-08
1819,0.0,9.315945348475907e-09
1820,0.0,5.933240565525466e-09
1821,0.0,3.8459806006585495e-08
1822,0.0,1.804610860745015e-08
1823,0.0,3.9530746676064155e-08
1824,8.421112696055388e-10,1.0105335235266466e-08
1825,0.0,3.258013947515792e-08
1826,0.0,4.227832306469281e-08
1827,0.0,6.91295483079557e-08
1828,0.0,2.8434133270138773e-08
1829,0.0,3.3435387791769244e-08
1830,0.0,5.218418053232199e-08
1831,0.0,5.9246584527272717e-08
1832,0.0,4.6001897402447867e-08
1833,0.0,8.571885246055899e-08
1834,0.0,2.8003592333902816e-08
1835,0.0,2.7983425354705105e-08
1836,0.0,3.427582484505365e-08
1837,0.0,4.800944708449606e-08
1838,0.0,2.0830134062066463e-08
1839,0.0,1.957613093850341e-08
1840,0.0,3.3122379505812205e-08
1841,0.0,3.659712533021775e-08
1842,0.0,5.500777433553594e-08
1843,0.0,2.4809025944705354e-08
1844,5.488561272137815e-10,1.701453911095996e-08
1845,0.0,4.51998474204629e-08
1846,1.1709002656346001e-09,3.5127008857216424e-08
1847,0.0,4.1527822958187244e-08
1848,0.0,2.735375304041554e-08
1849,0.0,1.6758828991214614e-08
1850,0.0,2.1724787302446202e-08
1851,0.0,2.257303499675345e-08
1852,0.0,4.817803755940986e-08
1853,0.0,3.58315901394235e-08
1854,0.0,4.052618152172727e-08
1855,0.0,4.776243400783642e-08
1856,0.0,3.002769588533738e-08
1857,0.0,2.8312753030945714e-08
1858,4.893676019968041e-10,2.5447114637699997e-08
1859,0.0,3.666364989385329e-08
1860,0.0,3.4328881071132855e-08
1861,0.0,2.8295781717702084e-08
1862,0.0,2.5752521892741242e-08
1863,0.0,5.993545215687845e-08
1864,9.589455896019672e-10,3.787835112234461e-08
1865,0.0,3.859612363044107e-08
1866,1.4596839292835284e-09,1.5083399418358567e-08
1867,0.0,4.124889585455094e-08
1868,4.93987406535723e-10,3.655506830568811e-08
1869,0.0,3.711474505507795e-08
1870,0.0,4.013834242755365e-08
1871,5.3105884134652115e-09,4.885741589077952e-08
1872,0.0,1.9956219787786722e-08
1873,0.0,3.7711828326791874e-08
1874,0.0,2.3300975371398636e-08
1875,0.0,4.806082642971887e-08
1876,0.0,1.0882827083946722e-08
1877,0.0,2.3502300550148902e-08
1878,0.0,1.268208649207736e-08
1879,0.0,3.29903571127943e-08
1880,0.0,2.5029599726167362e-08
1881,0.0,1.8825771164188154e-08
1882,0.0,2.3293848627758962e-08
1883,0.0,2.9700892412165558e-08
1884,0.0,3.1027976632458376e-08
1885,0.0,2.7716232864349877e-08
1886,0.0,3.033127882190456e-08
1887,0.0,3.395040693021656e-08
1888,6.340614699951175e-10,1.8387781963724592e-08
1889,0.0,2.6313573542324775e-08
1890,0.0,1.6385966361553983e-08
1891,0.0,2.5496881050912634e-08
1892,0.0,2.193979398157353e-08
1893,0.0,2.4017824173938607e-08
1894,0.0,2.3315696040526745e-08
1895,0.0,2.2870734639468537e-08
1896,0.0,4.65865284127176e-08
1897,0.0,3.3212266714599536e-08
1898,0.0,2.2633418694795182e-08
1899,0.0,3.703477347016815e-08
1900,1.5573159428683425e-09,3.8932899570909285e-08
1901,0.0,2.235495522029396e-08
1902,2.455141867585553e-09,2.3078333910575566e-08
1903,0.0,3.564145245604777e-08
1904,0.0,2.6335662539622717e-08
1905,5.160759042333041e-10,2.838417501038748e-08
1906,0.0,2.8807432883581896e-08
1907,0.0,4.011417686911045e-08
1908,0.0,1.7680999775393502e-08
1909,0.0,1.870334465081669e-08
1910,0.0,2.9927242906069296e-08
1911,0.0,2.7665945978583295e-08
1912,0.0,1.719108944087111e-08
1913,0.0,1.484837142129436e-08
1914,0.0,1.808120764223986e-08
1915,0.0,1.295883844676382e-08
1916,2.197492410260793e-09,1.648119329900055e-08
1917,0.0,2.52227767560953e-08
1918,9.189101035644853e-09,2.6418664589300533e-08
1919,0.0,3.498982437122322e-08
1920,0.0,1.3630017114962811e-08
1921,0.0,2.6504615391331754e-08
1922,0.0,1.770704471937279e-08
1923,0.0,1.4862327368803108e-08
1924,1.289162443462999e-09,3.867487308184536e-08
1925,1.0998177923937646e-09,2.969508017258704e-08
1926,0.0,1.114613823460786e-08
1927,0.0,2.7873062080630007e-08
1928,0.0,2.399468712610542e-08
1929,0.0,2.2280811862174232e-08
1930,0.0,1.7856125467119455e-08
1931,0.0,2.6232321204133768e-08
1932,0.0,2.301502632917618e-08
1933,0.0,2.523545639121494e-08
1934,0.0,2.7557634396657704e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,1.576212937948185e-08
1937,0.0,3.651424407280501e-08
1938,0.0,2.463390735840676e-08
1939,0.0,3.6705721129237645e-08
1940,0.0,4.564409294971483e-08
1941,0.0,2.3612020783048138e-08
1942,9.102635090130207e-09,3.034211815133858e-08
1943,0.0,2.322588166236983e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,1.742803235060819e-08
1946,0.0,2.227376683094917e-08
1947,0.0,2.1457568166738383e-08
1948,0.0,2.5005341797168512e-08
1949,1.9634016634739737e-09,2.1597418964347526e-08
1950,0.0,3.19060831088791e-08
1951,0.0,1.7058242818279723e-08
1952,0.0,1.8980646387944944e-08
1953,0.0,1.508335856215126e-08
1954,0.0,1.8567819282111486e-08
1955,0.0,1.8771215692936494e-08
