year,très_ADV ouverte_ADJ,très_ADV couverte_ADJ
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,9.887403784603066e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,1.3596443970698147e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,1.7254450312975678e-08
1814,3.4613449884091096e-08,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.401186100480345e-08,2.6466848268569265e-08
1818,0.0,0.0
1819,5.175524897538253e-09,0.0
1820,2.3732962262101864e-09,1.1866481131050932e-09
1821,1.577838126820552e-08,0.0
1822,7.017931125119503e-09,2.0051231786055723e-09
1823,9.882686891060644e-10,0.0
1824,5.894778887238772e-09,0.0
1825,4.4027217427355936e-09,8.805443041381977e-10
1826,4.403992281964975e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,1.834460228167245e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,9.39315203396518e-09,0.0
1831,9.354723218280014e-09,3.1182412207897414e-09
1832,1.0823975493678972e-08,0.0
1833,6.834341093053808e-08,3.4750886612755494e-09
1834,3.173740381612333e-08,9.334530925997342e-10
1835,2.2689263801112247e-08,0.0
1836,2.688300071440608e-08,0.0
1837,8.349468672008697e-09,1.3915781860163179e-09
1838,1.830527018853445e-08,0.0
1839,2.3771015378315496e-08,0.0
1840,5.732719632334238e-09,3.1848443882154243e-09
1841,1.6051371787284552e-08,1.2841097074556274e-09
1842,1.475818312002275e-08,1.341653010911159e-09
1843,1.2995204023980023e-08,0.0
1844,3.2931368743049916e-09,4.390849017710252e-09
1845,1.5066614622583074e-08,0.0
1846,3.0443406018321184e-08,0.0
1847,3.613459753637471e-08,5.393223645455691e-10
1848,1.689496542667257e-08,7.24069959545659e-09
1849,2.76520690789539e-08,0.0
1850,1.3577992064028876e-08,0.0
1851,5.8044946626978344e-09,0.0
1852,1.4974254725075298e-08,0.0
1853,1.1346670270029335e-08,3.5831591027601917e-09
1854,1.0391328686409906e-08,1.1430461910322265e-08
1855,3.02495415382964e-08,0.0
1856,3.1063134287023786e-09,1.0354378465748937e-09
1857,1.2691923956253959e-08,4.393358121745905e-09
1858,0.0,0.0
1859,9.675129142294736e-09,0.0
1860,6.408057640072684e-09,1.8308735638683515e-09
1861,1.0846716413936974e-08,4.715963730639317e-10
1862,6.325180823552046e-09,0.0
1863,2.9967726078439227e-09,0.0
1864,1.0068928801842958e-08,0.0
1865,1.0825742080555756e-08,0.0
1866,3.4059290943133647e-09,0.0
1867,4.85281148598915e-09,0.0
1868,8.89177353968762e-09,0.0
1869,1.1720445947105418e-08,0.0
1870,1.6055336615750093e-08,0.0
1871,1.0621177271019633e-09,0.0
1872,0.0,0.0
1873,2.3944017879529156e-09,0.0
1874,2.3300975371398636e-08,0.0
1875,1.6592428764283795e-08,5.721527140956084e-10
1876,1.813804395567331e-08,1.209202959984168e-09
1877,1.7317484335421796e-08,0.0
1878,1.2078177569208037e-08,0.0
1879,3.360128886242819e-08,2.443730107160036e-09
1880,3.2089232604448625e-08,5.134277003548959e-09
1881,3.9046042843438045e-08,4.183504653809678e-09
1882,3.793569547383413e-08,3.3276925659464496e-09
1883,4.613117354779206e-08,1.2638677882037541e-09
1884,8.054070121943369e-08,5.941527270181268e-09
1885,6.058897383809381e-08,0.0
1886,7.034275739670193e-08,1.936039106809062e-09
1887,6.594213886046418e-08,0.0
1888,7.481925479169149e-08,2.53624587998047e-09
1889,4.636201111907212e-08,2.5060546970934183e-09
1890,6.94764992204e-08,3.2771931834929546e-09
1891,5.673055980537356e-08,0.0
1892,8.587861799469465e-08,7.522214851007902e-09
1893,8.005941509736658e-08,6.15841644346915e-09
1894,7.687877712214686e-08,5.671385139294216e-09
1895,6.98159254852726e-08,2.4074457982692365e-09
1896,5.838058569906934e-08,6.486732040400511e-09
1897,4.311768009301886e-08,0.0
1898,6.790025963709923e-08,1.2448380992680086e-08
1899,9.065228567806116e-08,7.185851913504848e-09
1900,9.291984781611973e-08,4.671947717582725e-09
1901,7.041811045382929e-08,0.0
1902,9.575053638855024e-08,1.0802624572647801e-08
1903,7.236295118673297e-08,1.0260418292773466e-08
1904,8.653146466031103e-08,1.1286712897629059e-08
1905,9.289366431630697e-08,1.1353670004154992e-08
1906,6.481672443214848e-08,1.2860461140462576e-08
1907,8.125692829707987e-08,1.2857108266928208e-08
1908,6.77771723189835e-08,7.367083831866239e-09
1909,1.1937135013795341e-07,4.950885035270858e-09
1910,5.237267686197811e-08,2.67207544979442e-09
1911,8.725413636057056e-08,3.7242617878519013e-09
1912,1.1617009221254193e-07,0.0
1913,6.787826833942745e-08,5.30298971401777e-10
1914,8.10305991194582e-08,8.705766774141921e-09
1915,5.5369582696584985e-08,1.295883844676382e-08
1916,8.24059682713596e-08,3.2962386153911893e-09
1917,8.334482259897413e-08,6.57985488317081e-09
1918,7.121553124989077e-08,1.033773866510046e-08
1919,7.182121919413476e-08,3.6831393490643904e-09
1920,9.46528970757754e-08,3.786115865267448e-09
1921,7.421292735898533e-08,5.300923255902035e-09
1922,7.599273743608137e-08,2.2871599725249325e-08
1923,7.749642350063368e-08,0.0
1924,8.379555538340355e-08,2.4494086758863887e-08
1925,7.258797296572084e-08,5.499089184013428e-09
1926,8.805449169813073e-08,7.802296586589819e-09
1927,6.578042643923254e-08,5.574612327308159e-09
1928,7.883968322630608e-08,7.998228745975666e-09
1929,9.246537047147285e-08,2.2280812750352652e-09
1930,7.667630796959202e-08,5.2518016602221e-09
1931,7.641588695150858e-08,7.983749661377715e-09
1932,7.233294496700182e-08,8.767629289252454e-09
1933,4.932384811695556e-08,0.0
1934,9.225816910429785e-08,8.38710612072191e-09
1935,9.095896302824258e-08,7.180970484910176e-09
1936,8.244806082302603e-08,2.424942913137329e-09
1937,8.561960385122802e-08,1.2591118148108649e-09
1938,6.093650739558143e-08,6.482607339819424e-09
1939,8.411727492330101e-08,0.0
1940,1.0396709626547818e-07,7.607348528892999e-09
1941,4.7224041566096275e-08,1.1806010391524069e-08
1942,8.799214157306778e-08,9.102635090130207e-09
1943,4.064529335323641e-08,2.6129116648121453e-08
1944,6.7476911169706e-08,9.639558484764166e-09
1945,5.8819608739213436e-08,2.178504043826024e-09
1946,5.150808490839154e-08,8.352662561605939e-09
1947,7.748565877818692e-08,3.5762612871081956e-09
1948,7.066726936955092e-08,3.2615663503321457e-09
1949,6.773736060949886e-08,7.853606653895895e-09
1950,8.720996191868835e-08,4.2541445921528975e-09
1951,7.356366893418453e-08,4.264560704569931e-09
1952,8.963083075741451e-08,4.2179215675730575e-09
1953,1.088156551531938e-07,1.1851209791302608e-08
1954,8.59983160239608e-08,1.9545072227344917e-09
1955,7.977766358635563e-08,5.631364707880948e-09
1956,1.063979269133597e-07,7.849027205963921e-09
1957,1.0690395413348597e-07,6.184526224473075e-09
1958,1.1994752924238128e-07,1.1581140491045971e-08
1959,1.1393598953191031e-07,5.425523585955716e-09
1960,1.0865708333085422e-07,6.2287499602575735e-09
1961,1.0491720559002715e-07,3.47407969059077e-09
1962,1.0654486715111489e-07,8.244543714397423e-09
1963,1.4419298111079115e-07,1.0992290633282664e-08
1964,1.2654653858135134e-07,4.867174663303331e-09
1965,1.242153899738696e-07,7.1136563306595235e-09
1966,1.584175350899386e-07,2.769537488234164e-09
1967,1.2276535699129454e-07,5.423369309198733e-09
1968,1.5046242651806097e-07,2.6948494546985557e-09
1969,1.612324069810711e-07,2.2708788183223305e-09
1970,1.457795804071793e-07,6.898087434592526e-09
1971,1.7367783300414885e-07,5.652237344833111e-09
1972,1.549304329273582e-07,3.0780880067027283e-09
1973,1.6925535817335913e-07,1.102640756478479e-09
1974,1.5076531667546078e-07,2.812785782069227e-09
1975,1.7819817799136217e-07,1.1422960355389478e-09
1976,1.582646973474766e-07,1.7140580066410394e-09
1977,2.0451200555271498e-07,4.11374712072643e-09
1978,1.633662662925417e-07,1.1881182704343018e-09
1979,1.7029242371791042e-07,5.851973128301324e-09
1980,1.8988403382991237e-07,4.548120546843393e-09
1981,2.1253846682611766e-07,1.2651099057237047e-09
1982,1.9243256588197255e-07,0.0
1983,2.159838032866901e-07,1.89459470334441e-09
