year,très_ADV ouverte_ADJ,très_ADV couverte_ADJ
1984,2.0644469600483717e-07,0.0
1985,1.9490407510147634e-07,1.2031116103372597e-09
1986,1.7324063605883566e-07,2.3977941854269602e-09
1987,1.7660261164564872e-07,3.0554083707556856e-09
1988,2.014842124253846e-07,5.996553809062277e-10
1989,2.0196289085561148e-07,1.6464366536794728e-09
1990,2.0704874259536155e-07,3.2691906959314565e-09
1991,1.9518678584518057e-07,1.1722930404189924e-09
1992,2.1654081194810715e-07,5.509944167592096e-10
1993,1.8500952592148678e-07,2.7696036575264316e-09
1994,2.030846673051201e-07,5.274926606624319e-10
1995,2.2232048024761752e-07,2.1689803286761844e-09
1996,1.8629941678227624e-07,2.135236876199542e-09
1997,2.047419940254258e-07,1.917957792585412e-09
1998,1.9740055279271473e-07,4.768129224785866e-10
1999,2.4130662268362357e-07,4.570201106446348e-09
2000,1.9704420139987633e-07,1.7672125984802278e-09
2001,2.186224747902088e-07,1.3143635069212678e-09
2002,2.0328867833541153e-07,1.752488598683044e-09
2003,1.8959499925585988e-07,3.333538334260311e-09
2004,1.810369241184162e-07,4.404791198453495e-09
2005,1.977146126819207e-07,1.8014998381943315e-09
2006,1.890111462898858e-07,2.0589450144825605e-09
2007,1.8015101943547052e-07,2.3966877371606188e-09
2008,1.822184145794381e-07,4.6831836186811415e-09
2009,1.8023767722752382e-07,4.291373478793048e-09
2010,1.5068900438564015e-07,6.140930874920514e-09
2011,1.476053199667149e-07,5.7359579308524644e-09
2012,1.2799989690392977e-07,2.7234021704458655e-09
2013,1.2634735924166307e-07,3.3469500504423877e-09
2014,1.5158116184466053e-07,2.5985342766432495e-09
2015,1.272314307243505e-07,6.64972610309178e-09
2016,1.1889491702277155e-07,4.764082017771898e-09
2017,1.4414453630706703e-07,4.528100561174142e-09
2018,1.2829889328713762e-07,4.904786798931582e-09
2019,1.1224346252447504e-07,5.612172948588068e-09
