year,premiers_ADJ anneaux_NOUN,premiers_ADJ canots_NOUN
1880,2.419527902475238e-07,0.0
1881,2.4682677235432493e-07,2.7890030285249168e-09
1882,2.4891139105420734e-07,1.3310770263785798e-08
1883,1.8642049326444976e-07,2.5277355764075082e-09
1884,1.6372209188375564e-07,8.582206056928499e-09
1885,1.611408890767052e-07,1.2891271383708158e-09
1886,1.9747599822039774e-07,1.2906927748801422e-09
1887,1.416776598262004e-07,1.3057849246322917e-09
1888,1.4393195613138232e-07,0.0
1889,1.923396979464087e-07,2.5060546970934183e-09
1890,1.402638645231491e-07,3.9326319978272295e-09
1891,2.498694300356874e-07,2.5496880162734215e-09
1892,1.1910173469686924e-07,6.8953633913793055e-09
1893,1.8228912779250095e-07,1.2316833108982905e-09
1894,2.331569532998401e-07,1.2603078580752936e-09
1895,1.7393796269971062e-07,7.824199066419624e-09
1896,1.4506690604321193e-07,3.5382172747233653e-09
1897,1.3401441378846357e-07,2.9133566670225264e-09
1898,1.4372221812664066e-07,5.6583548957434e-10
1899,1.636163204921104e-07,6.080336234504102e-09
1900,9.966822034357392e-08,1.1939421895590385e-08
1901,1.8889937791755074e-07,2.794369402536745e-09
1902,1.1097241525703794e-07,1.4730852093691738e-09
1903,9.558389990615979e-08,2.1600881083827517e-09
1904,1.5640159745089477e-07,2.6873125946735854e-09
1905,9.650619148260375e-08,1.5482277682110634e-09
1906,1.3014786759413255e-07,4.115347618238729e-09
1907,8.897119130324427e-08,1.5428529565042481e-09
1908,1.4635939749041427e-07,3.929111258571538e-09
1909,1.1992143811312417e-07,7.151278680339601e-09
1910,1.5230828864787327e-07,5.344150677544235e-10
1911,8.033764942183552e-08,4.25629931299909e-09
1912,9.949994250746386e-08,3.646594803896619e-09
1913,9.598411310207666e-08,4.242391771214216e-09
1914,9.107571230515532e-08,3.3483718020477227e-09
1915,6.597226587246041e-08,1.1780761921542648e-09
1916,8.130722051191697e-08,2.307367097387214e-08
1917,5.812205117194935e-08,5.483212106582869e-09
1918,4.2499593178035866e-08,1.1486376294556067e-09
1919,6.353415216153735e-08,4.603924352863942e-09
1920,7.572231908170579e-08,0.0
1921,1.1964941393216577e-07,3.0290989716519334e-09
1922,8.484625624305409e-08,3.6889677978990676e-09
1923,8.174279741979262e-08,2.1231896241147297e-09
1924,4.898817351772777e-08,0.0
1925,6.818870446068104e-08,1.0998177923937646e-09
1926,4.56991671171636e-08,1.1146138456652466e-09
1927,1.0034302277972529e-07,3.3447675740205796e-09
1928,1.0169176789531775e-07,1.1426041224282812e-09
1929,1.2811467797746445e-07,2.2280812750352652e-09
1930,3.676261073337628e-08,5.2518016602221e-09
1931,6.615106684648708e-08,2.2810713318222042e-09
1932,5.698959171240858e-08,0.0
1933,7.455930273181366e-08,6.882397318719313e-09
1934,5.2718952758823434e-08,0.0
1935,9.813992818408224e-08,0.0
1936,1.394342206140209e-07,0.0
1937,3.021868266728234e-08,5.0364472592434595e-09
1938,5.4453899167583586e-08,1.2965214457594243e-09
1939,2.9058696782158222e-08,0.0
1940,4.057252667166722e-08,0.0
1941,9.444808313219255e-08,0.0
1942,9.102635090130207e-08,3.034211770724937e-09
1943,1.4225852851268428e-07,0.0
1944,1.381670102773569e-07,0.0
1945,1.0021118868053236e-07,0.0
1946,5.8468636154884734e-08,4.1763312808029696e-09
1947,5.006765846360395e-08,1.0728784083369192e-08
1948,7.392883816237372e-08,2.174377566888097e-09
1949,6.47922533403289e-08,9.817008317369869e-10
1950,7.657460088239532e-08,1.0635361480382244e-09
1951,5.437314953837813e-08,3.1984206394497505e-09
1952,9.173979265142407e-08,0.0
1953,3.98631598841348e-08,1.0773827385790469e-09
1954,4.0067398288101685e-08,9.772536113672459e-10
1955,3.660387193349379e-08,2.815682353940474e-09
1956,7.412970148834575e-08,1.744228317335228e-09
1957,4.94762097957846e-08,4.417518795207798e-09
1958,3.4743422361316334e-08,3.3088973783179654e-09
1959,2.0927018340444192e-08,7.750747821333448e-10
1960,4.982999968206059e-08,4.152500121534786e-09
1961,3.682524507553353e-08,6.948159270159238e-10
1962,3.297817485758969e-08,2.5367825617905737e-09
1963,3.9442923593924206e-08,1.939815863494232e-09
1964,2.6769461314302134e-08,3.041984220075733e-09
1965,3.55682807651192e-08,3.830430195250756e-09
1966,4.0989153404780154e-08,1.1078149508847446e-09
1967,3.106111279294055e-08,4.437302081328198e-09
1968,3.323647845832056e-08,3.1439910674890825e-09
1969,4.3146698658347304e-08,4.5417578031781147e-10
1970,2.851209579546321e-08,0.0
1971,3.494110245583215e-08,5.138397485282553e-10
1972,2.1546616935097518e-08,1.5390440033513642e-09
1973,2.4809416743210022e-08,6.615844760915479e-09
1974,2.700274492895005e-08,5.625571675160757e-10
1975,1.6563292959403952e-08,1.1422960355389478e-09
1976,2.285410793945175e-08,1.142705374768127e-09
1977,1.4104276857551667e-08,1.1753563677885381e-09
1978,1.7227714366185864e-08,0.0
1979,3.6282234106010947e-08,5.851973350345929e-10
1980,2.5014662341504845e-08,3.97960553399912e-09
1981,2.5934753011824796e-08,1.2651099057237047e-09
1982,3.1037512115972277e-08,3.1037510339615437e-09
1983,1.326216381158929e-08,3.157658134966823e-09
1984,1.9716628330002095e-08,2.3196033982486597e-09
1985,1.2632671797518924e-08,1.2031116103372597e-09
1986,2.3977941410180392e-08,2.3977941854269602e-09
1987,1.1610551631235921e-08,1.2221633705067347e-09
1988,2.278690480750356e-08,1.798966087207532e-09
1989,2.250130037850795e-08,5.488122178931576e-10
1990,1.471135746555774e-08,5.44865097484859e-10
1991,3.282420379946416e-08,6.4476117778156095e-09
1992,5.509944056569793e-09,0.0
1993,5.539207315052863e-09,0.0
1994,6.329911705904578e-09,4.747434001473039e-09
1995,1.6809597269684673e-08,1.0844901643380922e-09
1996,1.92171327739743e-08,1.067618438099771e-09
1997,7.192341833217597e-09,2.3974471297094624e-09
1998,6.675381136744818e-09,2.86087753487152e-09
1999,1.0511462811280126e-08,4.570201161957499e-10
2000,6.627047355323157e-09,3.97622823555821e-09
2001,7.448059946568719e-09,2.190605918883648e-09
2002,9.200564754507923e-09,6.133709984368352e-09
2003,7.91715315529018e-09,3.333538334260311e-09
2004,7.047666006343434e-09,1.7619165015858584e-09
2005,4.954124666056714e-09,4.053374524914943e-09
2006,7.000412693969338e-09,4.117890028965121e-09
2007,1.078509459517818e-08,1.5977917877663117e-09
2008,7.2376473703172906e-09,1.7029758714315335e-09
2009,6.198650481792356e-09,1.907277002999308e-09
2010,1.0392344762522043e-08,4.2514138876015295e-09
2011,9.177532511728259e-09,2.2943831279320648e-09
2012,1.327658516458996e-08,4.765953853791416e-09
2013,5.578249862026041e-09,3.904775169871755e-09
2014,8.445236510112863e-09,2.165445156521173e-09
2015,1.219116452233493e-08,2.21657536769726e-09
2016,1.8849194205472486e-08,4.349814286541687e-09
2017,7.54683426862357e-09,1.2578056374223934e-09
2018,5.421080029321956e-09,3.0977600484760615e-09
2019,7.652963596171958e-09,3.06118530524202e-09
