year,jours_NOUN ouverts_ADJ,jours_NOUN couverts_ADJ
1856,4.141751386299575e-09,2.692138423299184e-08
1857,4.881509085841174e-10,4.9791392342513063e-08
1858,9.787352039936081e-10,4.600055353298771e-08
1859,6.619825576592575e-09,2.64793023063703e-08
1860,4.577183909670879e-10,2.8378539962403693e-08
1861,0.0,4.951761978233549e-08
1862,0.0,5.783022460903453e-08
1863,4.495158911765884e-09,5.194405705566396e-08
1864,4.794727948009836e-10,7.192092077445977e-08
1865,0.0,3.247722690780108e-08
1866,0.0,3.113992264047738e-08
1867,0.0,4.027833533370995e-08
1868,1.975949626142892e-09,2.9145256874585357e-08
1869,1.953407657850903e-09,3.125452263663675e-08
1870,5.734048791339319e-10,3.956493799250893e-08
1871,0.0,3.504988654867702e-08
1872,6.047339295989218e-10,3.205089882385437e-08
1873,5.986004469882289e-10,1.6760813181804224e-08
1874,0.0,7.766991494406739e-09
1875,0.0,3.37570102426632e-08
1876,0.0,3.567148842975598e-08
1877,0.0,2.2265338017746217e-08
1878,0.0,3.8650167066833774e-08
1879,0.0,1.7717043832021773e-08
1880,0.0,2.1820676820993867e-08
1881,6.972507571312292e-10,1.045876096839038e-08
1882,0.0,3.9266770945900475e-08
1883,6.319338941018771e-10,2.7173157945981075e-08
1884,1.9805090900604227e-09,2.772712726084592e-08
1885,0.0,2.513797880965285e-08
1886,1.2906927748801422e-09,6.388929207901128e-08
1887,0.0,3.3297514079322355e-08
1888,6.340614699951175e-10,4.057993407968752e-08
1889,0.0,6.891650539131433e-08
1890,3.2771931834929546e-09,5.177965434199905e-08
1891,0.0,3.2508522762597636e-08
1892,0.0,3.3223115813996174e-08
1893,0.0,2.9560398795425158e-08
1894,6.301539290376468e-10,4.978216017192949e-08
1895,0.0,3.069493414997737e-08
1896,5.89702897624278e-10,3.951009497349389e-08
1897,0.0,3.37949380702085e-08
1898,0.0,5.545187820032993e-08
1899,0.0,3.6482017407024614e-08
1900,0.0,1.8168686555242175e-08
1901,1.1177477832191585e-09,4.359216276839106e-08
1902,4.910283846193408e-10,4.5174610385778635e-08
1903,0.0,2.9161189241122543e-08
1904,1.0749250378694342e-09,3.2247751136083025e-08
1905,5.160759042333041e-10,6.089695681055218e-08
1906,5.144184522798412e-10,3.2408361105851213e-08
1907,4.114274698707732e-09,9.257118072092396e-09
1908,9.822778146428846e-10,3.3397447030125704e-08
1909,0.0,9.901770403608623e-09
1910,1.6032452032632705e-09,2.0307772796712698e-08
1911,1.5961122423746588e-09,1.702519725199636e-08
1912,0.0,1.8753915753677575e-08
1913,5.30298971401777e-10,1.3257474729133634e-08
1914,6.696743715117748e-10,2.946567190242888e-08
1915,0.0,1.4136913861761968e-08
1916,0.0,3.186363883855847e-08
1917,1.0966424435210342e-09,5.154219540060012e-08
1918,1.1486376294556067e-09,1.4932290071101306e-08
1919,0.0,2.301962087614129e-08
1920,0.0,1.741613298023026e-08
1921,7.572747429129834e-10,1.2873671018098776e-08
1922,7.377935484775833e-10,8.853522803775604e-09
1923,0.0,1.0615948120573648e-08
1924,0.0,1.4180787211159895e-08
1925,0.0,3.299453510408057e-08
1926,1.1146138456652466e-09,2.0063049888108253e-08
1927,0.0,2.3413372574054847e-08
1928,0.0,2.5137291359556002e-08
1929,0.0,3.342121912552898e-09
1930,0.0,1.575540553577781e-08
1931,0.0,4.334035708097872e-08
1932,0.0,1.6439305028370654e-08
1933,0.0,4.244144946596862e-08
1934,0.0,2.3963160344919743e-08
1935,0.0,2.992070946561398e-08
1936,0.0,1.2124714565686645e-08
1937,0.0,2.392312481447334e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,6.117620188206274e-09
1940,0.0,2.028626333583361e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,2.730790527039062e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,1.9606536838523425e-08
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,0.0,1.3112957830685446e-08
1948,0.0,1.9569398546082084e-08
1949,0.0,1.8652316025047355e-08
1950,0.0,1.4889506516624351e-08
1951,3.1984206394497505e-09,1.3859822622919182e-08
1952,0.0,2.1089608281954497e-08
1953,0.0,1.508335856215126e-08
1954,0.0,1.07497895029951e-08
1955,0.0,7.508486277174597e-09
1956,8.72114158667614e-10,1.3081712602058815e-08
1957,0.0,7.951533653738352e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,0.0,1.1626121398933265e-08
1960,0.0,1.7994166157109248e-08
1961,0.0,6.94815938118154e-09
1962,0.0,3.805173787174709e-09
1963,6.466053248388448e-10,3.1037055370219946e-08
1964,0.0,4.867174663303331e-09
1965,0.0,3.830430195250756e-09
1966,5.539074754423723e-10,1.0524241922382771e-08
1967,9.860671168482327e-10,9.860671168482327e-10
1968,0.0,2.245707841908029e-09
1969,1.8167031212712459e-09,4.541757636644661e-09
1970,0.0,7.817832603507213e-09
1971,0.0,8.735275613958038e-09
1972,5.130146862875051e-10,7.69522046084603e-09
1973,0.0,8.269805285010534e-09
1974,1.1251143350321513e-09,7.875800456247362e-09
1975,5.711480177694739e-10,1.1994108817248161e-08
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,0.0,3.526069214387917e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,1.1703946700691858e-09,1.1118749476679568e-08
1980,0.0,6.253665585376211e-09
1981,6.325549528618524e-10,7.590659656386833e-09
1982,0.0,5.586751949948621e-09
1983,3.157658134966823e-09,1.0736036948344463e-08
1984,0.0,3.479405208395292e-09
1985,6.015558051686298e-10,6.015557829641693e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,0.0,4.277571630240118e-09
1988,2.398621523624911e-09,1.0793796967334401e-08
1989,0.0,6.036934507847036e-09
1990,0.0,1.689081763345257e-08
1991,2.9307325455363298e-09,1.1722930182145319e-08
1992,0.0,2.2039776670368383e-09
1993,5.539207426075166e-10,4.985286850001103e-09
1994,0.0,3.164955852952289e-09
1995,0.0,1.0844901865425527e-08
1996,0.0,1.3345230698291743e-08
1997,2.876936688878118e-09,9.58978896292706e-10
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,0.0,1.279656292041409e-08
2000,0.0,3.97622823555821e-09
2001,0.0,6.571817756650944e-09
2002,0.0,2.6287329535357173e-09
2003,0.0,4.583615265119079e-09
2004,0.0,2.642874807889939e-09
2005,0.0,5.404499514582994e-09
2006,0.0,2.4707338397433887e-09
2007,3.994479469415779e-10,4.7933754743212376e-09
2008,4.257439678578834e-10,3.8316958494988285e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,1.4171379625338432e-09,2.8342759250676863e-09
2011,1.529588788962144e-09,2.2943831279320648e-09
2012,3.404252713057332e-10,1.3617010852229328e-09
2013,8.367375126105969e-10,2.7891249310130206e-09
2014,4.330890368553497e-10,1.5158115873603606e-09
2015,0.0,4.211493376260478e-09
2016,3.935546111222266e-09,5.178350193091319e-09
2017,7.54683426862357e-10,3.018733707449428e-09
2018,5.162933414126769e-10,4.130346731301415e-09
2019,0.0,2.5509878653906526e-09
