year,mêmes_ADJ hôtes_NOUN,mêmes_ADJ côtes_NOUN
1800,3.144164484325529e-09,4.087413785214267e-08
1801,0.0,7.143547975374531e-08
1802,0.0,8.503792514602537e-08
1803,3.900678446910888e-09,8.971560561121805e-08
1804,0.0,6.426812149129546e-08
1805,4.5486043376286034e-08,5.970043304159844e-08
1806,0.0,1.2967511509032192e-07
1807,0.0,6.547996633798903e-08
1808,0.0,5.891792298484688e-08
1809,0.0,1.1295152546608733e-07
1810,0.0,7.956430891908894e-08
1811,2.5070767684098882e-09,1.8803075363393873e-07
1812,2.6672082320544632e-09,1.0668832928217853e-08
1813,0.0,8.627225156487839e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,9.440282155992463e-08
1816,0.0,7.416332437060191e-08
1817,7.784366928831332e-09,4.0478710161551135e-08
1818,1.1921177378582115e-09,8.821671571013212e-08
1819,5.175524897538253e-09,5.796588098405664e-08
1820,0.0,6.882559233645225e-08
1821,0.0,4.437669787193954e-08
1822,1.0025615893027862e-09,2.2056354964661296e-08
1823,0.0,3.755420863171821e-08
1824,8.421112696055388e-10,1.2631669044083083e-08
1825,4.4027217427355936e-09,4.6668848341369085e-08
1826,5.284790383086602e-09,6.253669226907732e-08
1827,0.0,8.295545939063231e-08
1828,1.8344602503717056e-09,5.044765671868845e-08
1829,8.57317605795771e-10,5.658296231558779e-08
1830,0.0,5.0096812032052185e-08
1831,0.0,1.091384405071949e-08
1832,0.0,2.705993829010822e-08
1833,0.0,6.486831694019202e-08
1834,1.8669061851994684e-09,3.547121707470069e-08
1835,0.0,5.8235777089521434e-08
1836,2.688300027031687e-09,5.107770206791429e-08
1837,2.0873671680021744e-09,6.331680424409569e-08
1838,0.0,3.976661844262708e-08
1839,6.9914751765765e-10,5.5232654005976656e-08
1840,6.369688665408546e-10,5.6053259811505995e-08
1841,6.420548537278137e-09,4.55858959469424e-08
1842,0.0,8.318248490013502e-08
1843,5.906911071384968e-10,5.6706348061652534e-08
1844,1.3172547497219966e-08,2.6345094994439933e-08
1845,1.674068439427856e-09,2.9017185099178278e-08
1846,1.1709002656346001e-09,4.9177810268474786e-08
1847,3.775256551818984e-09,4.853901458545806e-08
1848,0.0,3.539897619475596e-08
1849,5.865590679832167e-09,6.284561493430374e-08
1850,1.3577992064028876e-09,2.5798184921654865e-08
1851,7.094382858952031e-09,2.902247508984601e-08
1852,1.9531636308300904e-09,7.422021752745422e-08
1853,1.7915795513800958e-09,3.2845626662947325e-08
1854,2.0782657816909023e-09,3.740878540270387e-08
1855,3.714855978387277e-09,3.555647865027822e-08
1856,1.5531567143511893e-09,2.6403665032148638e-08
1857,2.9289055625270066e-09,7.712784366731285e-08
1858,3.4255731584664773e-09,2.0064071293290908e-08
1859,2.5460866748261424e-09,3.920973412618878e-08
1860,9.15436793036406e-09,3.570203332969868e-08
1861,9.431927461278633e-10,2.971057178058345e-08
1862,4.517986262886353e-10,1.3102160245637151e-08
1863,4.495158911765884e-09,2.996772607843923e-08
1864,2.3973640850272204e-09,3.548098703731739e-08
1865,9.41368871743009e-10,2.447559133145205e-08
1866,9.731225825149181e-10,2.6760870852626795e-08
1867,4.85281148598915e-10,1.844068364675877e-08
1868,2.9639244392143382e-09,1.679557115608077e-08
1869,9.767038289254515e-10,2.0022428159904848e-08
1870,3.4404292748035914e-09,1.3761717099214366e-08
1871,3.18635318130589e-09,3.717412155879174e-08
1872,4.23313739617015e-09,4.23313739617015e-09
1873,4.788803575905831e-09,2.5141218884527916e-08
1874,2.9873046258899194e-09,1.9118749250424116e-08
1875,7.437985338754061e-09,1.830888685105947e-08
1876,2.418405919968336e-09,2.2370254981751714e-08
1877,4.9478527941460015e-09,3.463496867084359e-08
1878,4.831270938865373e-09,1.1474268646338714e-08
1879,0.0,1.8938909107646396e-08
1880,3.8507077526617195e-09,2.888030792291829e-08
1881,0.0,6.9725074602899895e-09
1882,6.655385131892899e-10,1.8635077481121698e-08
1883,2.5277355764075082e-09,1.0742875922176154e-08
1884,8.582206056928499e-09,2.8387297845711146e-08
1885,1.2891271383708158e-09,3.3517306263775026e-08
1886,1.936039106809062e-09,2.3877817056927597e-08
1887,3.9173548849191775e-09,6.528924512139156e-09
1888,1.9021844099853524e-09,2.7264643875923866e-08
1889,9.397704836544563e-09,2.4434033463194282e-08
1890,1.9663159989136147e-09,1.5075089621063853e-08
1891,2.5496880162734215e-09,1.784781566982474e-08
1892,3.761107425503951e-09,2.5074049503359674e-08
1893,7.390100087434348e-09,1.4780200174868696e-08
1894,1.1342770278588432e-08,1.764431090123253e-08
1895,2.4074457982692365e-09,1.0833506536300774e-08
1896,8.255840455717589e-09,1.8870492723976895e-08
1897,5.2440420894583895e-09,8.740070001067579e-09
1898,2.26334195829736e-09,9.619203211741478e-09
1899,8.844125432005967e-09,1.0502398950507086e-08
1900,8.30568502863116e-09,1.038210584169974e-08
1901,3.353243460679778e-09,1.0618603774048552e-08
1902,3.437198747846537e-09,7.856454153909453e-09
1903,1.6200660812870638e-09,1.3500550899436803e-08
1904,4.299700151477737e-09,1.5586412160928376e-08
1905,3.096455536422127e-09,1.3417973399043603e-08
1906,4.629765903985117e-09,1.2346042410626978e-08
1907,1.028568674676933e-09,1.131425531042396e-08
1908,9.822778146428846e-09,1.276961114626829e-08
1909,1.0451868703853506e-08,9.901770070541716e-09
1910,3.740905363258662e-09,1.4963621453034648e-08
1911,1.2236860413850081e-08,1.4365010514438836e-08
1912,4.167536982180309e-09,1.9795800554334164e-08
1913,5.302989602995467e-09,5.833288518886093e-09
1914,2.276892807628883e-08,1.4732836284281348e-08
1915,1.6493066468115103e-08,2.238344798399794e-08
1916,8.789969641043172e-09,1.8678685265172135e-08
1917,3.3995917192441993e-08,1.2063066989753679e-08
1918,0.0,5.743188147278033e-09
1919,6.4454939163738345e-09,8.287063479883727e-09
1920,3.558949046578164e-08,6.057785384427916e-09
1921,9.844571380313027e-09,1.2873671018098776e-08
1922,1.1804696775641332e-08,1.1066902949607993e-08
1923,2.1231896241147297e-09,8.492758496458919e-09
1924,3.867487219366694e-09,1.1602462102189293e-08
1925,1.2097995494286806e-08,5.499089184013428e-09
1926,1.114613823460786e-08,1.2260752413340015e-08
1927,1.2264147031260109e-08,7.804457524684949e-09
1928,1.1426041446327417e-08,1.7139061725401916e-08
1929,2.785101571589621e-08,6.684243825105796e-09
1930,2.4158287814657342e-08,1.575540586884472e-08
1931,2.737285598186645e-08,9.124285327288817e-09
1932,6.575722188983946e-09,3.287861094491973e-09
1933,1.1470662641954732e-08,8.02946331646126e-09
1934,1.3179738189705859e-08,2.156684431042777e-08
1935,1.196828414151696e-08,5.98414207075848e-09
1936,2.0612015205756506e-08,2.66743711563322e-08
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,1.0372171566075394e-08,9.075650453382877e-09
1939,2.9058696782158222e-08,1.070583532936098e-08
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,1.517105907566929e-08,2.730790527039062e-08
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,1.6065930807940276e-08
