year,mêmes_ADJ hôtes_NOUN,mêmes_ADJ côtes_NOUN
1945,1.742803235060819e-08,6.535512131478072e-09
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,3.5762612871081956e-09,4.7683483828109274e-09
1948,9.784699273041042e-09,8.697510267552389e-09
1949,1.47255123650325e-08,5.890204768377316e-09
1950,1.1698897850465073e-08,1.914365022059883e-08
1951,2.0256663901818683e-08,3.6248767543156646e-08
1952,1.687168627029223e-08,7.381362632230548e-09
1953,1.0773827163745864e-08,1.2928593307037772e-08
1954,2.052232517257835e-08,1.172704333640695e-08
1955,4.6928039232341234e-09,1.0324168187025862e-08
1956,2.3547082506070183e-08,6.104799332717903e-09
1957,1.5903067307476704e-08,1.0602045463770082e-08
1958,1.4062814024384807e-08,1.2408365002158916e-08
1959,1.007597205671118e-08,4.650448914844674e-09
1960,4.844583401109048e-09,8.997083078554624e-09
1961,1.389631876236308e-08,1.111705483225478e-08
1962,8.8787386332001e-09,5.0735651235811474e-09
1963,1.8104948651398445e-08,1.0345685197421517e-08
1964,7.909158661334459e-09,4.867174663303331e-09
1965,9.849678406226303e-09,8.755269398363907e-09
1966,1.3293779410616935e-08,1.7171132071780448e-08
1967,7.888536934785861e-09,5.916402479044791e-09
1968,7.635406973349745e-09,5.838840522187638e-09
1969,1.090021850558287e-08,1.2262746373892242e-08
1970,7.3579600190498695e-09,1.1496812390987543e-08
1971,8.221435976452085e-09,3.5968783507200897e-09
1972,8.208234980600082e-09,1.2825367434743384e-08
1973,3.859242703185828e-09,9.923766697284009e-09
1974,6.1881286761433785e-09,3.3753431161187564e-09
1975,6.282628195464213e-09,5.140332159925265e-09
1976,1.2569759455516305e-08,6.8562320265641574e-09
1977,1.1165885105413054e-08,2.938390863960194e-09
1978,2.970295565063452e-09,6.534650598410963e-09
1979,2.3407893401383717e-09,5.266775904289034e-09
1980,9.096241093686785e-09,9.096241093686785e-09
1981,8.223214109648325e-09,8.223214109648325e-09
1982,4.345251713999687e-09,5.586751949948621e-09
1983,4.4207211225000265e-09,5.68378455412244e-09
1984,2.8995041922996734e-09,4.639206796497319e-09
1985,4.210890747202711e-09,5.414002135495366e-09
1986,8.392279760016663e-09,4.196139880008332e-09
1987,4.888653482026939e-09,4.888653482026939e-09
1988,8.395175221664886e-09,4.197587610832443e-09
1989,7.683371272548811e-09,5.488122178931576e-10
1990,6.538381391862913e-09,2.179460389939436e-09
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,7.162927584403178e-09
1993,6.093128224193833e-09,6.093128224193833e-09
1994,5.274926606624319e-10,6.329911705904578e-09
1995,6.506940763983948e-09,3.795715741716776e-09
1996,4.270473752399084e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,5.753873377756236e-09
1998,4.7681290027412615e-09,5.2449422582867555e-09
1999,9.140402323914998e-10,5.941261704833778e-09
2000,8.836062992401139e-10,3.97622823555821e-09
2001,3.066848330846028e-09,4.381211837767296e-09
2002,2.1906108038649563e-09,3.066854992184176e-09
2003,2.5001538617175356e-09,2.5001538617175356e-09
2004,7.047666006343434e-09,6.607186797680242e-09
2005,3.602999676388663e-09,2.702249757291497e-09
2006,1.6471559671771274e-09,8.235780057930242e-09
2007,3.595031605740928e-09,5.592271090648637e-09
2008,2.1287198670449925e-09,2.9802078582719105e-09
2009,4.76819250749827e-10,5.721831008997924e-09
2010,4.723793023408973e-10,5.196172381261022e-09
2011,5.353560705856353e-09,3.823971805871906e-09
2012,1.7021263287730903e-09,1.7021263287730903e-09
2013,1.9523875849358774e-09,1.9523875849358774e-09
2014,2.3819897165822113e-09,1.7323561474213989e-09
2015,1.5516027351836215e-09,1.5516027351836215e-09
2016,8.285360175719347e-10,7.663958356829426e-09
2017,2.0124890642847504e-09,5.282783988036499e-09
2018,1.8070267504555204e-09,2.581466596041082e-09
2019,1.02039510174734e-09,3.3162841361900064e-09
