year,feux_NOUN ouverts_ADJ,feux_NOUN couverts_ADJ
1847,3.235934187273415e-09,3.182001862001016e-08
1848,3.218088684420195e-09,6.43617736884039e-09
1849,1.6758829879393033e-09,1.0893239199560867e-08
1850,1.0862393651223101e-08,3.2587180953669304e-08
1851,1.2898877521649865e-09,5.159551008659946e-09
1852,5.859490670445666e-09,1.8229528109259263e-08
1853,7.763511611358354e-09,7.763511611358354e-09
1854,5.195664454227256e-10,6.754363734984281e-09
1855,0.0,2.5473298137512757e-08
1856,1.5531567143511893e-09,1.346069211649592e-08
1857,6.345961978126979e-09,1.0251168802710708e-08
1858,9.787352039936081e-10,2.6915218498402282e-08
1859,1.5276520048956854e-09,2.036869339860914e-09
1860,2.288591982591015e-09,5.950338888283113e-09
1861,1.4147891747029462e-09,1.1789909493131745e-08
1862,6.776979422085105e-09,1.2198563048571032e-08
1863,4.495158911765884e-09,4.994620828036034e-10
1864,6.712618905169165e-09,9.109982990196386e-09
1865,2.3534221238463715e-09,7.530950973944073e-09
1866,9.731225825149181e-10,2.919367858567057e-09
1867,2.91168689159349e-09,4.367530337390235e-09
1868,4.939874287401835e-09,4.939874287401835e-09
1869,0.0,7.325278605918584e-09
1870,0.0,1.6055336615750093e-08
1871,0.0,3.18635318130589e-09
1872,0.0,3.628403577593531e-09
1873,4.190203295451056e-09,1.2570609442263958e-08
1874,0.0,2.3898436563030145e-09
1875,1.1443054281912168e-09,2.8607636259891933e-09
1876,0.0,6.04601479992084e-10
1877,0.0,6.184815992682502e-10
1878,2.4156354694326865e-09,1.8117265465633636e-09
1879,6.720257683667796e-09,0.0
1880,6.417846254436199e-09,8.343199908722454e-09
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,2.6621540527571597e-09,1.9966155395678697e-09
1883,0.0,3.159669414998234e-09
1884,3.9610181801208455e-09,9.242375753615306e-09
1885,3.86738152613475e-09,2.5782542767416317e-09
1886,1.2906927748801422e-09,5.162771099520569e-09
1887,3.9173548849191775e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,8.876860135842435e-09
1889,1.2530273485467092e-09,3.759081934617825e-09
1890,0.0,3.9326319978272295e-09
1891,1.2748440081367107e-09,3.824531802365527e-09
1892,0.0,1.8805537127519756e-09
1893,1.2316833108982905e-09,3.695050043717174e-09
1894,1.2603078580752936e-09,0.0
1895,1.8055843487019274e-09,6.018614495673091e-10
1896,2.358811590497112e-09,5.89702897624278e-10
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,0.0,1.13167097914868e-09
1899,1.6582735185011188e-09,4.4220627160029835e-09
1900,1.5573159428683425e-09,4.15284251431558e-09
1901,1.676621730339889e-09,5.9240633731860726e-08
1902,4.910283846193408e-10,2.455141867585553e-09
1903,1.0800440541913758e-09,1.0800440541913758e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,3.6125313851442797e-09,3.6125313851442797e-09
1906,5.144184522798412e-10,2.0576738091193647e-09
1907,5.142843373384665e-10,1.5428529565042481e-09
1908,0.0,4.4202499438483756e-09
1909,2.2003934230241384e-09,2.2003934230241384e-09
1910,5.344150677544235e-10,5.34415089958884e-09
1911,1.5961122423746588e-09,9.576673676292558e-09
1912,5.209421227725386e-10,6.772247651554153e-09
1913,5.302989602995467e-09,1.060597942803554e-09
1914,2.678697486047099e-09,8.036092680185902e-09
1915,2.3561523843085297e-09,1.6493066468115103e-08
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,5.483212106582869e-09,3.947912929902486e-08
1918,1.1486376294556067e-09,0.0
1919,0.0,1.012863304339362e-08
1920,0.0,7.572231730534895e-09
1921,7.572747762196741e-09,1.2873671018098776e-08
1922,9.591316185719734e-09,7.377935595798135e-09
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,5.156649773851996e-09,1.1602462102189293e-08
1925,4.399271169575059e-09,4.399271169575059e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,0.0,2.2298449753321847e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,1.0026365515614089e-08
1930,3.1510811737689437e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,0.0
1934,1.0783422155213884e-08,4.7926320689839486e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,4.357008087652048e-09
1946,5.568441707737293e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,0.0,4.348755133776194e-09
1949,7.853606653895895e-09,9.817008317369869e-10
1950,1.1698897850465073e-08,6.381216888229346e-09
1951,5.330700769690111e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,0.0,0.0
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,0.0,3.754243138587299e-09
1956,9.593255967388359e-09,8.72114158667614e-10
1957,7.068030161150318e-09,7.068030161150318e-09
1958,0.0,8.272243445794913e-10
1959,5.425523585955716e-09,3.8753737996444215e-09
1960,9.689166802218097e-09,6.920833350854139e-10
1961,0.0,2.08444772553662e-09
1962,5.7077609305622445e-09,0.0
1963,1.2932106496776896e-09,8.405868889838075e-09
1964,4.867174663303331e-09,2.4335873316516654e-09
1965,0.0,5.472043373977442e-10
1966,2.769537488234164e-09,0.0
1967,5.916402479044791e-09,2.9582012395223956e-09
1968,3.5931326802796093e-09,4.940557296606585e-09
1969,1.3625273131978588e-09,4.541757636644661e-09
1970,9.197450023812337e-10,1.8394900047624674e-09
1971,2.0553589941130213e-09,2.0553589941130213e-09
1972,7.69522046084603e-09,1.0260293725750103e-09
1973,1.102640756478479e-09,5.513203782392395e-10
1974,7.875800456247362e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,0.0
1976,2.856763492431469e-09,3.4281160132820787e-09
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,6.822181042309694e-09,2.8425752862659692e-09
1981,8.223214109648325e-09,2.5302198114474095e-09
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,1.515675762675528e-08,6.315316047889041e-10
1984,6.958810416790584e-09,4.639206796497319e-09
1985,2.4062232206745193e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,5.99655392008458e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,6.538381391862913e-09,3.2691906959314565e-09
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,1.0549853213248639e-09,1.0549853213248639e-09
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,2.135236876199542e-09
1997,9.58978896292706e-10,4.79489448146353e-10
1998,2.3840645013706308e-09,1.43043876743576e-09
1999,1.3710603763428253e-09,4.113180906983871e-09
2000,4.4180314962005696e-10,1.3254094488601709e-09
2001,2.6287270138425356e-09,0.0
2002,8.76244299341522e-10,1.3143663935011318e-09
2003,1.2500769308587678e-09,0.0
2004,3.9643119897903034e-09,8.809582507929292e-10
2005,4.954124666056714e-09,4.5037495954858286e-10
2006,2.0589450144825605e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,7.988958938831558e-10
2008,4.257439734089985e-09,1.2772318758180745e-09
2009,2.384096253749135e-09,1.430457752249481e-09
2010,3.3066551718974324e-09,3.7790344187271785e-09
2011,6.500752380844688e-09,7.64794394481072e-10
2012,4.425528388196653e-09,3.404252713057332e-10
2013,4.462600067256517e-09,1.3945624655065103e-09
2014,3.897801192920269e-09,3.4647122948427977e-09
2015,4.43315073539452e-09,3.32486305154589e-09
2016,3.5212781579474495e-09,2.899876117012923e-09
2017,4.528100561174142e-09,1.2578056374223934e-09
2018,3.614053500911041e-09,1.0325866828253538e-09
2019,3.5713827450933877e-09,3.3162841361900064e-09
