year,plus_ADV ôté_VERB,plus_ADV coté_VERB
1978,5.940591352171509e-10,2.0198010375338527e-08
1979,5.851973350345929e-10,1.6385525825057812e-08
1980,5.685150683554241e-10,2.4446148216838992e-08
1981,0.0,2.4669642328944974e-08
1982,0.0,2.6071509395819703e-08
1983,1.2630632095778083e-09,2.3366668600033336e-08
1984,1.1598016991243298e-09,2.551563760277986e-08
1985,0.0,2.1656008541981464e-08
1986,5.994485463567401e-10,1.7983456501724504e-08
1987,6.110816852533674e-10,2.688759437319277e-08
1988,5.996553809062277e-10,2.6984492862425213e-08
1989,1.0976244357863152e-09,2.5245361356951435e-08
1990,0.0,2.5608660081388734e-08
1991,5.861465202094962e-10,2.4618154625954958e-08
1992,0.0,1.3774860363469088e-08
1993,2.2156829704300662e-09,2.4372512896775334e-08
1994,5.274926606624319e-10,2.320967773528082e-08
1995,0.0,2.8196744494835002e-08
1996,0.0,2.028474987980644e-08
1997,4.79489448146353e-10,1.965906726297817e-08
1998,1.43043876743576e-09,2.860877579280441e-08
1999,4.570201161957499e-10,2.6050146928469076e-08
2000,4.4180314962005696e-10,2.474097726690161e-08
2001,8.762423564512289e-10,2.541102794850758e-08
2002,1.752488598683044e-09,2.102986229601811e-08
2003,1.2500769308587678e-09,2.3334768783911386e-08
2004,1.7619165015858584e-09,2.7750184372621334e-08
2005,4.5037495954858286e-10,1.9816498664226856e-08
2006,4.1178899179428186e-10,2.84134404893166e-08
2007,3.994479469415779e-10,2.5165221018141892e-08
2008,1.7029758714315335e-09,3.1079309792403365e-08
2009,0.0,2.62250594573743e-08
2010,9.447586046817946e-10,2.645324137517946e-08
2011,1.911985902935953e-09,3.9004515173246546e-08
2012,1.7021263287730903e-09,3.302125151094515e-08
2013,3.3469500504423877e-09,3.458514896692577e-08
2014,3.681256854903836e-09,2.7284610126798725e-08
2015,4.654808538617772e-09,2.9480453633823345e-08
2016,8.285360175719347e-10,2.6927420293532123e-08
2017,1.0062445321423752e-09,2.4904551310100942e-08
2018,3.614053500911041e-09,2.581466773676766e-08
2019,3.5713827450933877e-09,2.7040469419148394e-08
