year,plus_ADV ôté_VERB,plus_ADV coté_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,2.5935023018064385e-08,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,0.0
1811,2.0056614147279106e-08,0.0
1812,8.00162425207418e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,9.341240669868967e-09,1.556873407970727e-09
1818,1.4305412854298538e-08,1.1921177378582115e-09
1819,6.210630232317271e-09,0.0
1820,9.493184904840746e-09,0.0
1821,3.94459531705138e-09,0.0
1822,3.0076847679083585e-09,0.0
1823,3.9530747564242574e-09,0.0
1824,8.421112696055388e-09,0.0
1825,6.163809906922779e-09,0.0
1826,1.3211976401805714e-08,0.0
1827,0.0,0.0
1828,5.503380862137419e-09,0.0
1829,3.429270423183084e-09,8.57317605795771e-10
1830,9.39315203396518e-09,0.0
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,1.1583628500844156e-09
1834,9.334530925997342e-10,8.401078055442213e-09
1835,7.563087933704082e-09,0.0
1836,6.720750067579218e-10,0.0
1837,3.478945576063097e-09,1.3915781860163179e-09
1838,1.7042836475411605e-08,3.1560809521380406e-09
1839,1.3982949909063791e-08,5.5931801412612e-09
1840,2.5478754661634184e-09,1.2739377330817092e-09
1841,6.420548537278137e-10,6.420548537278137e-10
1842,5.366612043644636e-09,0.0
1843,5.906911071384968e-10,5.906911071384968e-10
1844,9.879410178825765e-09,1.097712254427563e-09
1845,7.812318791877715e-09,0.0
1846,9.952652035849496e-09,0.0
1847,2.6966118227278457e-09,5.393223645455691e-10
1848,0.0,3.218088684420195e-09
1849,0.0,1.0893239199560867e-08
1850,4.752297222410107e-09,5.431196825611551e-09
1851,1.2898877521649865e-09,3.2247193804124663e-09
1852,6.510545436100301e-09,1.9531636308300904e-09
1853,2.388772735173461e-09,0.0
1854,2.5978321716024766e-09,0.0
1855,7.429711956774554e-09,5.306937111981824e-10
1856,2.5885946719483854e-09,1.5531567143511893e-09
1857,9.763018171682347e-10,4.881509085841174e-10
1858,3.9149408159744326e-09,0.0
1859,6.110608019582742e-09,5.092173349652285e-10
1860,1.8308735638683515e-09,0.0
1861,2.357981809808507e-09,9.431927461278633e-10
1862,5.873382225018986e-09,9.035972525772706e-10
1863,2.4973103585068657e-09,3.995696662428827e-09
1864,4.794727948009836e-10,4.794727948009836e-10
1865,5.177528628053096e-09,4.706844358715045e-10
1866,0.0,0.0
1867,2.426405742994575e-09,6.308654931785895e-09
1868,3.951899252285784e-09,1.0867722721741302e-08
1869,6.8369265804335555e-09,6.8369265804335555e-09
1870,2.8670243956696595e-09,5.734048791339319e-10
1871,0.0,1.0621177271019633e-09
1872,3.0236697590169115e-09,4.23313739617015e-09
1873,5.986004469882289e-10,1.1972008939764578e-09
1874,3.5847653734322193e-09,5.974609140757536e-10
1875,5.721527140956084e-10,1.716458086775674e-09
1876,6.04601479992084e-10,6.04601479992084e-10
1877,6.184816214727107e-09,4.329371083855449e-09
1878,1.8117265465633636e-09,3.0195443923020093e-09
1879,4.887460214320072e-09,3.0546627449723474e-09
1880,1.2835692508872398e-09,1.2835692508872398e-09
1881,0.0,2.7890030285249168e-09
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,6.319338941018771e-10,3.159669414998234e-09
1884,6.601696966868076e-10,2.6406787867472303e-09
1885,1.933690763067375e-09,2.5782542767416317e-09
1886,0.0,1.1616235084943582e-08
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,0.0,3.1703073499755874e-09
1889,2.5060546970934183e-09,7.51816386923565e-09
1890,0.0,1.9663159989136147e-09
1891,1.2748440081367107e-09,1.2748440081367107e-09
1892,0.0,2.5074049503359674e-09
1893,6.158416554491453e-10,4.926733243593162e-09
1894,6.301539290376468e-10,8.192000855444803e-09
1895,3.0093072478365457e-09,2.4074457982692365e-09
1896,1.7691086373616827e-09,5.897029087265082e-09
1897,4.078699600285063e-09,1.1070755867592652e-08
1898,0.0,5.6583548957434e-10
1899,5.527578395003729e-10,1.1055156790007459e-08
1900,5.191053142894475e-10,9.863001082521805e-09
1901,2.235495566438317e-09,3.353243460679778e-09
1902,0.0,5.892340837476695e-09
1903,2.1600881083827517e-09,9.720396931811592e-09
1904,5.374625189347171e-10,1.289910045443321e-08
1905,1.5482277682110634e-09,4.1286072338664326e-09
1906,5.144184522798412e-10,1.2860461140462576e-08
1907,5.142843373384665e-10,4.114274698707732e-09
1908,4.911389073214423e-10,3.437972351250096e-09
1909,1.1001967115120692e-09,6.60118004702781e-09
1910,0.0,8.550641084070776e-09
1911,5.320374141248863e-10,5.3203743632934675e-09
1912,5.209421227725386e-10,1.0939784189645252e-08
1913,6.893886794756554e-09,1.2196876397752021e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,4.005459075528961e-08
1916,0.0,1.648119329900055e-08
1917,0.0,1.315970976634162e-08
1918,0.0,1.033773866510046e-08
1919,9.207848372660976e-10,2.3940405213807026e-08
1920,7.572231730534895e-09,3.7861159540852896e-08
1921,0.0,2.196096815509918e-08
1922,0.0,2.6560567079059183e-08
1923,0.0,1.6985516992917837e-08
1924,0.0,2.3204924204378585e-08
1925,3.299453377181294e-09,1.5397448649423495e-08
1926,0.0,1.114613823460786e-08
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,0.0,1.7824650200282122e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,2.0529641986399838e-08
1932,0.0,7.6716757391182e-09
1933,0.0,3.4411986149507356e-08
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,2.393656828303392e-09,9.574627313213568e-09
1936,0.0,7.274828739411987e-09
1937,0.0,1.0072894518486919e-08
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,2.4273694165799498e-08
1943,0.0,1.4516175816936538e-08
1944,6.4263723231761105e-09,4.4984606262232774e-08
1945,0.0,8.714016175304096e-09
1946,0.0,1.6705325123211878e-08
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,2.174377566888097e-09,7.610321262063735e-09
1949,2.945102384188658e-09,1.9634017078828947e-08
1950,1.0635361480382244e-09,2.0207187034770868e-08
1951,3.1984206394497505e-09,1.9190522948520083e-08
1952,5.272402070488624e-09,1.370824520563474e-08
1953,1.0773827385790469e-09,2.1547654327491728e-08
1954,0.0,1.3681550115052232e-08
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,3.488456634670456e-09,2.441919733087161e-08
1957,8.835037701437898e-10,1.236905244894615e-08
1958,4.1361216673863055e-09,1.5717262158432277e-08
1959,0.0,1.1626121398933265e-08
1960,2.7683333403416555e-09,2.422291700554524e-08
1961,1.3896318540318475e-09,1.737039845295385e-08
1962,1.2683912808952869e-09,1.2683912586908264e-08
1963,1.2932106496776896e-09,1.8104948651398445e-08
1964,2.4335873316516654e-09,2.068549243006146e-08
1965,2.73602163147757e-09,2.134096988015699e-08
1966,1.6617224263271169e-09,1.606331601067268e-08
1967,1.9721342336964653e-09,1.429797347185513e-08
1968,0.0,1.976222918642634e-08
1969,9.083515606356229e-10,1.589615195030092e-08
1970,9.197450023812337e-10,1.74751555448438e-08
1971,3.083038491169532e-09,1.9525909777939887e-08
1972,1.0260293725750103e-09,1.0773308467548759e-08
1973,5.513203782392395e-10,1.929621262775072e-08
1974,5.625571675160757e-10,1.800182936051442e-08
1975,0.0,1.2565256390928425e-08
1976,5.713526873840635e-10,1.3712464053128315e-08
1977,1.1753563677885381e-09,1.880570188461661e-08
