year,mes_DET anneaux_NOUN,mes_DET canaux_NOUN
1800,9.432493897065797e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.9367397402779716e-08
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,1.7254450312975678e-08,0.0
1814,0.0,3.1466772298927026e-08
1815,5.394447111228828e-09,0.0
1816,1.3905623319487859e-08,4.6352077731626196e-09
1817,6.227493631882908e-09,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,0.0
1821,1.0847637454958203e-08,1.97229765852569e-09
1822,0.0,1.303330066093622e-08
1823,1.9765373782121287e-09,1.9765373782121287e-09
1824,8.421112696055388e-10,3.3684450784221553e-09
1825,7.044354433105582e-09,2.641632912414593e-09
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,0.0,3.210305266065916e-08
1829,1.628903412154159e-08,5.143905745796928e-09
1830,7.305785221234373e-08,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,0.0
1833,3.475088550253247e-09,4.6334514003376626e-09
1834,1.120143711119681e-08,1.8669061851994684e-08
1835,1.5126175867408165e-09,0.0
1836,6.720750067579218e-10,2.688300027031687e-09
1837,6.262101948095733e-09,6.262101948095733e-09
1838,3.1560809521380406e-09,0.0
1839,4.894032734625853e-09,2.0974426639952526e-09
1840,4.458782232319436e-09,2.547875410652267e-09
1841,3.2102742686390684e-09,1.2841097074556274e-09
1842,1.2745703159566801e-08,1.2074877098200432e-08
1843,8.269675610961258e-09,1.063243981747064e-08
1844,5.488561272137815e-10,4.9397050894128824e-09
1845,2.2320911785556063e-09,1.1718478465372328e-08
1846,1.7563503984519002e-09,0.0
1847,1.6179670936367074e-09,9.168480197274675e-09
1848,1.6090443422100975e-09,0.0
1849,1.3407063903514427e-08,9.217356211621563e-09
1850,8.82569484161877e-09,4.073397619208663e-09
1851,3.2247193804124663e-09,7.094382858952031e-09
1852,1.1067927019325907e-08,3.906327261660181e-09
1853,1.1943863675867306e-09,5.3747388761848924e-09
1854,5.195664454227256e-10,1.1950028522278444e-08
1855,1.0083180512765466e-08,2.1227748447927297e-09
1856,3.1063134287023786e-09,7.248064815001953e-09
1857,4.393358177257056e-09,4.393358121745905e-09
1858,1.2234190327475858e-08,8.808616946964776e-09
1859,2.189634606963864e-08,1.5276520048956854e-09
1860,7.781213007262977e-09,4.57718396518203e-09
1861,9.903524222920623e-09,2.8295783494058924e-09
1862,3.6143890103090826e-09,5.421583626485926e-09
1863,9.989241656072068e-10,2.9967726078439227e-09
1864,2.3973640850272204e-09,7.1920918109924514e-09
1865,7.0602665935837194e-09,8.001635798393636e-09
1866,3.405929149824516e-09,1.167747110120132e-08
1867,2.91168689159349e-09,4.367530337390235e-09
1868,1.0373735648272486e-08,2.9639244392143382e-09
1869,5.371871281134588e-09,3.906815315701806e-09
1870,1.7202146374017957e-09,1.7202146374017957e-09
1871,1.0621177271019633e-09,8.496942038860311e-09
1872,0.0,1.8142017887967654e-09
1873,1.7359413462259e-08,0.0
1874,5.974609251779839e-09,5.974609140757536e-10
1875,7.437985227731758e-09,6.293679799540541e-09
1876,1.2696631523922974e-08,4.232210137899983e-09
1877,1.5462040314773162e-08,4.9478527941460015e-09
1878,6.0390887290928674e-09,2.4156354694326865e-09
1879,7.94212295929242e-09,6.109325489944695e-09
1880,3.2089231272180996e-09,2.5671385017744797e-09
1881,1.324776466304911e-08,1.3945015142624584e-09
1882,2.3959387362992857e-08,2.6621540527571597e-09
1883,2.5277355319985872e-08,2.5277355764075082e-09
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,1.0313017329011132e-08,2.5782542767416317e-09
1886,3.872078324640427e-09,6.453463874400711e-10
1887,4.57024718070187e-09,3.264462256069578e-09
1888,7.60873763994141e-09,3.1703073499755874e-09
1889,5.012109394186837e-09,8.771191772893872e-09
1890,2.6217545912032847e-09,5.243509182406569e-09
1891,8.286486163910922e-09,2.5496880162734215e-09
1892,1.8805537127519756e-09,1.2537024751679837e-09
1893,6.158416554491453e-10,3.695050043717174e-09
1894,2.520615716150587e-09,3.150769645188234e-09
1895,6.018614495673091e-09,0.0
1896,2.3588115349859606e-09,5.89702897624278e-10
1897,4.07869948926276e-09,1.1653427112179315e-09
1898,3.960848538042683e-09,1.6975064687230201e-09
1899,4.9748205555033564e-09,3.3165470370022376e-09
1900,5.710158568206225e-09,2.595526460424935e-09
1901,7.265360757457984e-09,0.0
1902,4.419255406062916e-09,0.0
1903,0.0,2.7001101354784396e-09
1904,7.524475265086039e-09,2.6873125946735854e-09
1905,4.1286072338664326e-09,1.0321518084666081e-09
1906,1.18316245689698e-08,4.115347562727578e-09
1907,1.5428529565042481e-09,1.5428529565042481e-09
1908,3.437972351250096e-09,1.964555629285769e-09
1909,1.1001967115120692e-09,0.0
1910,1.6032452032632705e-09,5.344150677544235e-10
1911,4.788336838146279e-09,5.320374141248863e-10
1912,4.167536982180309e-09,0.0
1913,5.833288518886093e-09,2.121195941118259e-09
1914,3.3483718020477227e-09,2.0090231700464756e-09
1915,7.068456930880984e-09,0.0
1916,0.0,3.2962386153911893e-09
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,3.786115865267448e-09,0.0
1921,1.5145494858259667e-09,2.27182422873895e-09
1922,5.902348276798364e-09,1.4755870969551665e-09
1923,1.0615948120573648e-08,0.0
1924,1.289162443462999e-09,1.289162443462999e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,3.344767462998277e-09,0.0
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,7.798284240578823e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,0.0,0.0
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,5.036447148221157e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,7.61032148410834e-09,0.0
