year,mes_DET anneaux_NOUN,mes_DET canaux_NOUN
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,0.0,1.0635361480382244e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,0.0
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,0.0
1956,5.232684952005684e-09,3.488456634670456e-09
1957,3.5340151360863103e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,4.9633461784992505e-09
1959,1.5501495642666896e-09,0.0
1960,4.844583401109048e-09,3.460416619915918e-09
1961,6.94815938118154e-09,2.08444772553662e-09
1962,1.9025869768540815e-09,1.9025869768540815e-09
1963,5.819448034571906e-09,1.939815863494232e-09
1964,6.083968440151466e-09,3.041984220075733e-09
1965,5.47204326295514e-09,6.0192477668863376e-09
1966,7.200797291773142e-09,1.6617224263271169e-09
1967,1.9721342336964653e-09,1.9721342336964653e-09
1968,4.491415850349512e-09,8.982831700699023e-10
1969,5.450109252791435e-09,2.2708789015890574e-09
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,1.541519245584766e-09,5.138397263237948e-09
1972,4.104117490300041e-09,4.6171320100540925e-09
1973,8.821125663249774e-09,1.6539611347177186e-09
1974,5.625571564138454e-09,1.6876715580593782e-09
1975,2.2845920710778955e-09,5.140332159925265e-09
1976,3.4281160132820787e-09,2.285410749536254e-09
1977,4.113747398282186e-09,2.3507127355770763e-09
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,2.925986564150662e-09,1.7555920051037788e-09
1980,1.7055452050662723e-09,5.685150683554241e-10
1981,5.060439622894819e-09,4.427884781055269e-09
1982,5.586751949948621e-09,3.1037510339615437e-09
1983,3.157658134966823e-09,1.89459470334441e-09
1984,6.958810416790584e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,2.997242676272549e-09,1.7983456390702202e-09
1987,5.499735167280306e-09,6.110816852533674e-10
1988,2.9982769045311386e-09,2.398621523624911e-09
1989,1.6464366536794728e-09,5.4881220679092735e-09
1990,1.6345953479657283e-09,2.179460389939436e-09
1991,0.0,4.10302547493302e-09
1992,7.162927251336271e-09,2.7549720282848966e-09
1993,3.323524566667402e-09,3.323524566667402e-09
1994,1.5824779264761446e-09,2.6374633033121597e-09
1995,2.7112254108452305e-09,2.7112254663563817e-09
1996,5.871901187504136e-09,2.135236876199542e-09
1997,1.917957792585412e-09,1.917957792585412e-09
1998,2.86087753487152e-09,4.768129224785866e-10
1999,4.113181045761749e-09,1.8280804647829996e-09
2000,2.6508188977203417e-09,3.534425307982758e-09
2001,2.190605918883648e-09,3.5049693702937645e-09
2002,2.1906108038649563e-09,1.7524885431718928e-09
2003,1.6667691671301554e-09,3.7502307925763034e-09
2004,4.8452703238499595e-09,4.404791253964646e-10
2005,6.755624393228743e-09,2.7022496462691947e-09
2006,1.6471559671771274e-09,1.6471559671771274e-09
2007,3.1955835755326234e-09,2.7961356841021967e-09
2008,9.792111205220166e-09,2.1287198115338413e-09
2009,6.198650481792356e-09,6.198650481792356e-09
2010,1.5116138118997924e-08,6.613310343794865e-09
2011,1.2236710089652547e-08,8.795135286732148e-09
2012,9.531907513293802e-09,1.021275786161624e-08
2013,1.952387607140338e-08,7.8095498956543e-09
2014,1.1693404300405774e-08,1.1043770342666903e-08
2015,1.3299452761295072e-08,1.0417904205972661e-08
2016,1.1185235959665363e-08,1.1185236070687665e-08
2017,1.232649593507773e-08,1.5596789859628757e-08
2018,1.2649186809099433e-08,1.4456213559554953e-08
2019,8.418259866971312e-09,1.785691372546694e-08
