year,telles_ADJ ouvertures_NOUN,telles_ADJ couvertures_NOUN
1800,1.5720821977538435e-08,0.0
1801,9.524730337773235e-09,0.0
1802,1.3427040812530322e-08,0.0
1803,3.510610468993036e-08,0.0
1804,2.4718509905596875e-08,4.943701892301533e-09
1805,3.1271653710973624e-08,1.421438877713399e-08
1806,5.187004603612877e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,2.710836710662079e-08,0.0
1810,2.8081521108447305e-08,0.0
1811,6.518399686683551e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,3.476405652236281e-08,0.0
1817,3.89218364205135e-08,1.556873407970727e-09
1818,9.536941902865692e-09,0.0
1819,1.6561680027393777e-08,0.0
1820,4.9839222526770754e-08,0.0
1821,1.518669137112738e-07,0.0
1822,1.604098542884458e-08,0.0
1823,1.1859224713361982e-08,0.0
1824,7.410579172528742e-08,0.0
1825,7.044354433105582e-09,1.6730341556581152e-08
1826,1.2331177856594877e-08,0.0
1827,2.488663675137559e-08,9.217273055917019e-10
1828,0.0,0.0
1829,8.57317605795771e-10,0.0
1830,2.0873671680021744e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,0.0,2.8003592777992026e-09
1835,1.0588323107185715e-08,7.563087933704082e-10
1836,1.008112526790228e-08,2.688300027031687e-09
1837,5.844628248041772e-08,6.957890930081589e-10
1838,5.049729523420865e-08,3.787297142565649e-09
1839,2.586845759822154e-08,0.0
1840,1.3376346252869098e-08,0.0
1841,8.988767952189392e-09,0.0
1842,2.95163662400455e-08,6.037438549100216e-09
1843,1.4176587015413133e-08,2.953455480181333e-09
1844,2.5247381074677833e-08,0.0
1845,3.9061593959388574e-09,0.0
1846,1.4636253098387897e-08,5.854501328173001e-10
1847,9.168480197274675e-09,5.393223645455691e-10
1848,2.091757700384278e-08,1.6090443422100975e-09
1849,1.9272654583346593e-08,0.0
1850,4.6844071732721204e-08,0.0
1851,2.96674187438839e-08,0.0
1852,1.6927417689771573e-08,0.0
1853,2.09017620989016e-08,0.0
1854,3.4810952342922974e-08,5.195664454227256e-10
1855,2.2289135870323662e-08,0.0
1856,2.5368226630462232e-08,0.0
1857,1.4644527368545823e-08,7.322263684272912e-09
1858,1.4191660291373864e-08,4.893676019968041e-10
1859,1.476730293603623e-08,0.0
1860,1.2358396972445007e-08,0.0
1861,7.073945429425521e-09,0.0
1862,2.2589932147099034e-09,0.0
1863,2.597202808374277e-08,0.0
1864,1.102787461348953e-08,0.0
1865,1.8827376990770972e-08,0.0
1866,1.751620715140234e-08,3.8924903300596725e-09
1867,8.73506067478047e-09,0.0
1868,3.309715523869272e-08,1.4819622196071691e-09
1869,1.4162205630441349e-08,0.0
1870,1.3188312664169644e-08,2.2936195165357276e-09
1871,9.559059321873065e-09,0.0
1872,1.2094678591978436e-09,0.0
1873,8.979006871356887e-09,0.0
1874,5.377148060148329e-09,0.0
1875,2.8607635371713513e-08,0.0
1876,6.650616057868319e-09,6.04601479992084e-10
1877,2.535774612510977e-08,6.184815992682502e-10
1878,2.0532901601200138e-08,1.8117265465633636e-09
1879,7.331190321480108e-09,6.10932526790009e-10
1880,9.626769603698904e-09,1.9253538763308597e-09
1881,2.4403776777148778e-08,0.0
1882,1.9966154951589488e-08,0.0
1883,2.5277355764075082e-09,2.5277355764075082e-09
1884,1.1883054540362536e-08,0.0
1885,2.320428826863008e-08,6.445635691854079e-10
1886,7.098810428374236e-09,6.453463874400711e-10
1887,1.6322312390570914e-08,6.528924623161458e-10
1888,1.014498351992188e-08,0.0
1889,1.0024218788373673e-08,0.0
1890,1.8352281472289178e-08,0.0
1891,2.103492668936724e-08,0.0
1892,8.775916882086676e-09,1.8805537127519756e-09
1893,7.390100087434348e-09,6.158416554491453e-10
1894,1.0082462864602348e-08,3.780923574225881e-09
1895,1.8657704714541978e-08,1.2037228991346183e-09
1896,1.1794058174530164e-08,1.179405795248556e-09
1897,5.2440420894583895e-09,0.0
1898,1.4145887128336199e-08,0.0
1899,8.291367592505594e-09,0.0
1900,5.19105292084987e-09,0.0
1901,7.265360757457984e-09,0.0
1902,4.910283735171106e-09,4.910283846193408e-10
1903,2.1600881083827517e-09,0.0
1904,1.289910045443321e-08,0.0
1905,9.805441791854719e-09,4.64468330463319e-09
1906,2.572092316910357e-09,3.0865106026567446e-09
1907,1.3885677496716653e-08,0.0
1908,8.840499887696751e-09,4.911389073214423e-10
1909,4.950885035270858e-09,1.6502950117569526e-09
1910,1.4429207162436342e-08,6.412980813053082e-09
1911,6.916486494645824e-09,0.0
1912,1.40654377034366e-08,1.5628263128064646e-09
1913,1.0075680734189518e-08,0.0
1914,6.696743604095445e-09,0.0
1915,2.238344798399794e-08,0.0
1916,4.394984820521586e-09,0.0
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,4.594550517822427e-09,3.44591288836682e-09
1919,1.9336480860943084e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,1.2116395886607734e-08,0.0
1922,3.6889677978990676e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,1.0998177923937646e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,4.570416489713125e-09,5.713020723163709e-09
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,4.201441416995522e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,1.4247397928102146e-08,0.0
1933,8.02946331646126e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,0.0
