year,telles_ADJ ouvertures_NOUN,telles_ADJ couvertures_NOUN
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,5.0364472592434595e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,9.176430282309411e-09,0.0
1940,2.028626333583361e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,0.0
1947,1.4305045148432782e-08,0.0
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,1.9634017078828947e-08,2.945102384188658e-09
1950,5.317680518146517e-09,0.0
1951,6.396841278899501e-09,0.0
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,7.54167928107563e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,2.9317608341017376e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,8.72114114258693e-09,8.72114158667614e-10
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,1.0851047171911432e-08,0.0
1960,8.305000243069571e-09,0.0
1961,7.64297514166401e-09,6.948159270159238e-10
1962,1.1415521861124489e-08,1.2683912808952869e-09
1963,5.1728425987107585e-09,1.939815863494232e-09
1964,1.2776333768727e-08,1.2167936658258327e-09
1965,7.660860390501512e-09,5.472043373977442e-10
1966,1.163205709531212e-08,2.215629901769489e-09
1967,1.3311906243984595e-08,9.860671168482327e-10
1968,6.737123747768692e-09,4.042274071025531e-09
1969,1.1354394757745467e-08,2.2708788183223305e-09
1970,1.0117195081704722e-08,1.8394900047624674e-09
1971,9.24911525146399e-09,4.624557625731995e-09
1972,1.128632298730281e-08,4.104117490300041e-09
1973,8.821126051827832e-09,1.102640756478479e-09
1974,1.012602890426706e-08,1.1251143350321513e-09
1975,1.2565256390928425e-08,0.0
1976,1.085570122683066e-08,2.856763492431469e-09
1977,9.990529292736028e-09,7.052138428775834e-09
1978,8.316828115084718e-09,8.316828115084718e-09
1979,1.2289143924704149e-08,3.5111840102075575e-09
1980,7.95921106799824e-09,2.2740602734216964e-09
1981,6.325549417596221e-09,1.8976649140967083e-09
1982,1.3656505259973528e-08,6.207502289967692e-10
1983,2.5261265079734585e-08,1.89459470334441e-09
1984,1.275781880138993e-08,1.1598016991243298e-09
1985,1.804667348892508e-08,4.210890747202711e-09
1986,1.6784559520033326e-08,5.994485463567401e-10
1987,1.4054879038383206e-08,2.4443267410134695e-09
1988,1.0194141530917022e-08,1.798966087207532e-09
1989,1.6464365870660913e-08,3.841685636274406e-09
1990,9.262707045820662e-09,5.44865097484859e-10
1991,1.0550637696837839e-08,5.861465202094962e-10
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,8.308811416668505e-09,1.661762283333701e-09
1994,1.5824779708850656e-08,1.5824779264761446e-09
1995,9.21816667442954e-09,5.422450821690461e-10
1996,6.939520069693117e-09,2.6690460952494277e-09
1997,1.6782131240233866e-08,4.315404922294874e-09
1998,1.0013071261028017e-08,2.3840645013706308e-09
1999,1.5081663917726473e-08,0.0
2000,1.1045078629479121e-08,4.4180314962005696e-10
2001,1.1829271784336015e-08,4.381211837767296e-09
2002,1.7963008858146168e-08,1.3143663935011318e-09
2003,1.4167538253673229e-08,4.166922806803086e-09
2004,1.5857247959161214e-08,5.285749615779878e-09
2005,1.216012357474483e-08,0.0
2006,1.523619275189958e-08,2.8825228870488218e-09
2007,1.2382886716011399e-08,3.994479469415779e-10
2008,8.51487946817997e-09,8.514879357157668e-10
2009,5.721831008997924e-09,1.430457752249481e-09
2010,6.613310343794865e-09,4.2514138876015295e-09
2011,4.971163480860241e-09,1.1471915639660324e-09
2012,9.872333173177594e-09,1.0212758416727752e-09
2013,5.29933741333366e-09,5.578250084070646e-10
2014,8.228691505962615e-09,6.496335691608124e-10
2015,4.876465897751814e-09,1.5516027351836215e-09
2016,5.178350193091319e-09,1.4499380585064614e-09
2017,6.037467414898856e-09,7.54683426862357e-10
2018,3.614053500911041e-09,0.0
2019,5.101975730781305e-09,7.65296326310505e-10
