year,divers_DET ans_NOUN,divers_DET camps_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.8574191901498125e-08
1802,0.0,3.1329761895904085e-08
1803,0.0,1.75530532331436e-08
1804,0.0,2.4718509905596875e-08
1805,0.0,2.842877711017877e-09
1806,0.0,1.152667650217154e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,1.5862518409903714e-08
1809,0.0,2.25903047379461e-08
1810,0.0,0.0
1811,2.5070767684098882e-09,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,1.1588019432906549e-08
1817,0.0,2.6466847380390846e-08
1818,0.0,1.9073883805731384e-08
1819,0.0,3.726378183799284e-08
1820,0.0,1.0679833017945839e-08
1821,0.0,1.972297702934611e-08
1822,0.0,8.02049271442229e-09
1823,0.0,5.5343047478118024e-08
1824,0.0,1.2631669044083083e-08
1825,0.0,2.6416328680056722e-08
1826,8.807984341885344e-10,2.201995996653494e-08
1827,0.0,1.013900075008678e-08
1828,0.0,9.172301251858528e-10
1829,0.0,1.628903412154159e-08
1830,0.0,7.305785310052215e-09
1831,0.0,6.236482441579483e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,0.0,2.5203233278148218e-08
1835,0.0,1.8907719834260206e-08
1836,0.0,3.3603750337896088e-09
1837,0.0,5.5663127440652715e-09
1838,0.0,4.418513332993257e-09
1839,0.0,1.3982950353153e-09
1840,0.0,1.46502836528839e-08
1841,0.0,5.778493683550323e-09
1842,0.0,2.2808101185489704e-08
1843,1.7720733769266417e-09,2.3627644285539873e-09
1844,0.0,1.811225303072206e-08
1845,1.1160455892778032e-09,7.812318791877715e-09
1846,1.1709002656346001e-09,1.8148954339380907e-08
1847,0.0,1.1865092020002521e-08
1848,0.0,9.65426583121598e-09
1849,0.0,1.508294644736452e-08
1850,0.0,1.1541293254424545e-08
1851,6.449438760824933e-10,5.8044946626978344e-09
1852,1.3021090872200602e-09,3.906327261660181e-09
1853,0.0,1.1346670270029335e-08
1854,0.0,2.234135720868835e-08
1855,0.0,3.1841622671890946e-09
1856,0.0,7.765783571755946e-09
1857,3.905207268672939e-09,2.4895696393301137e-08
1858,0.0,4.893676130990343e-09
1859,1.018434669930457e-09,1.018434669930457e-09
1860,0.0,6.408057279250201e-09
1861,0.0,6.6023493339173456e-09
1862,0.0,1.1746764477793548e-08
1863,0.0,3.995696662428827e-09
1864,0.0,1.4384183733007205e-08
1865,1.4120533631256649e-09,6.589582213223366e-09
1866,9.731225825149181e-10,5.838735717134114e-09
1867,0.0,1.844068364675877e-08
1868,4.93987406535723e-10,6.421836395986702e-09
1869,0.0,1.3673853493934018e-08
1870,0.0,1.204150201772336e-08
1871,0.0,2.6552942955504477e-08
1872,1.8142017887967654e-09,9.675742873582749e-09
1873,0.0,1.4366410949762098e-08
1874,0.0,5.974609251779839e-09
1875,0.0,1.602027666081085e-08
1876,0.0,6.04601479992084e-09
1877,1.2369631985365004e-09,0.0
1878,0.0,4.831270883354222e-09
1879,2.443730107160036e-09,1.160771800901017e-08
1880,6.417846254436199e-10,4.492492600149944e-09
1881,0.0,4.8807553554297556e-09
1882,0.0,6.655385131892899e-10
1883,0.0,1.8958017378167824e-09
1884,0.0,6.601696966868076e-09
1885,0.0,7.090199094506033e-09
1886,0.0,4.5174246565693466e-09
1887,6.528924623161458e-10,4.570247291724172e-09
1888,1.268122939990235e-09,1.9021844099853524e-09
1889,0.0,6.265136853755848e-09
1890,0.0,3.2771931834929546e-09
1891,0.0,8.286486163910922e-09
1892,0.0,8.149066310636499e-09
1893,0.0,1.2932674486876294e-08
1894,0.0,1.4493540367865876e-08
1895,0.0,6.6204757231957956e-09
1896,5.89702897624278e-10,3.5382172747233653e-09
1897,0.0,6.409385022720926e-09
1898,0.0,5.6583546736987955e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,0.0,1.5573159428683425e-09
1901,0.0,3.353243460679778e-09
1902,4.910283846193408e-10,4.910283846193408e-10
1903,0.0,9.1803746826713e-09
1904,0.0,8.061937784020756e-09
1905,5.160759042333041e-10,5.676835002077496e-09
1906,0.0,6.173021205313489e-09
1907,1.028568674676933e-09,1.2857108266928208e-08
1908,0.0,1.964555629285769e-09
1909,5.500983557560346e-10,2.7504918342913243e-09
1910,0.0,1.6032452032632705e-09
1911,0.0,5.3203743632934675e-09
1912,0.0,4.688478938419394e-09
1913,0.0,2.6514948014977335e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,0.0,2.591767689352764e-08
1916,0.0,5.0542325880087446e-08
1917,0.0,3.180263163926611e-08
1918,0.0,2.5270027848023346e-08
1919,0.0,3.775217782830964e-08
1920,0.0,7.572231730534895e-09
1921,0.0,2.9533714140939082e-08
1922,0.0,1.770704471937279e-08
1923,0.0,1.8047111804975202e-08
1924,0.0,1.0313299436681689e-08
1925,0.0,9.898360353588487e-09
1926,0.0,4.458455382660986e-09
1927,0.0,1.1149224876660924e-09
1928,0.0,2.2852082448565625e-09
1929,2.2280812750352652e-09,1.1140405931087116e-08
1930,2.100720708497761e-09,8.402882945013346e-09
1931,2.2810713318222042e-09,1.1405356659111021e-08
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,0.0,5.990790086229936e-09
1935,0.0,3.590485242455088e-09
1936,0.0,4.849885826274658e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,7.779128452511941e-09
1939,3.058810094103137e-09,1.2235240376412548e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,2.730790527039062e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,6.317661416233022e-08
1946,0.0,4.5939643200654245e-08
1947,0.0,3.457052599742383e-08
1948,0.0,2.1743776335014786e-08
1949,0.0,2.552422173618396e-08
1950,0.0,1.8080114516649815e-08
1951,0.0,1.3859822622919182e-08
1952,0.0,6.326882129314981e-09
1953,0.0,1.0773827163745864e-08
1954,0.0,1.856781906006688e-08
1955,0.0,1.407841132561316e-08
1956,0.0,6.976913269340912e-09
1957,0.0,8.835037590415595e-09
1958,0.0,9.926692356998501e-09
1959,0.0,1.4726420971555854e-08
1960,0.0,1.3841666479663672e-08
1961,6.948159270159238e-10,1.598076693198891e-08
1962,1.9025869768540815e-09,1.8391673961559718e-08
1963,6.466053248388448e-10,2.0691370394843034e-08
1964,0.0,1.7035111044005902e-08
1965,0.0,2.024656114985035e-08
1966,1.1078149508847446e-09,1.0524241922382771e-08
1967,0.0,1.7749208325312793e-08
1968,8.982831700699023e-10,1.4372530721118437e-08
1969,1.8167031212712459e-09,1.9075382939881536e-08
1970,0.0,1.3336302728816918e-08
1971,0.0,1.2332153964678128e-08
1972,5.130146862875051e-10,9.234264020108185e-09
1973,0.0,3.0322620858669325e-08
1974,5.625571675160757e-10,2.0814615808717463e-08
1975,5.711480177694739e-10,1.8276736568623164e-08
1976,0.0,1.314111219841152e-08
1977,0.0,8.815172591880582e-09
1978,0.0,1.6039596317796168e-08
1979,0.0,1.6385525825057812e-08
1980,5.685150683554241e-10,2.21720881654619e-08
1981,0.0,2.5934753011824796e-08
1982,0.0,1.924325765401136e-08
1983,0.0,1.0104505676622466e-08
1984,5.799008495621649e-10,1.6817124248724724e-08
1985,0.0,2.285912081845254e-08
1986,0.0,1.1389522214244607e-08
1987,0.0,1.5277041853778428e-08
1988,1.1993107618124554e-09,1.7989661205142227e-08
1989,5.488122178931576e-10,1.92084268491044e-08
1990,1.089730194969718e-09,2.0160008773473237e-08
1991,0.0,1.2309077312977479e-08
1992,0.0,3.4712648755430564e-08
1993,0.0,2.880387894865777e-08
1994,5.274926606624319e-10,2.4264663112116835e-08
1995,0.0,2.4401028753118226e-08
1996,2.135236876199542e-09,2.2419987644184403e-08
1997,2.876936688878118e-09,3.260528202986279e-08
1998,0.0,2.3363833534517653e-08
1999,4.570201161957499e-10,2.879226779217703e-08
2000,0.0,2.8275402463862065e-08
2001,0.0,2.541102794850758e-08
2002,4.38122149670761e-10,1.4458030661579357e-08
2003,4.1669229178253886e-10,3.291869143939863e-08
2004,0.0,3.083353963817537e-08
2005,9.007499190971657e-10,3.017512173464354e-08
