year,divers_DET ans_NOUN,divers_DET camps_NOUN
2006,8.235779835885637e-10,3.1295964486588446e-08
2007,7.988958938831558e-10,2.157018919035636e-08
2008,0.0,2.895059045271431e-08
2009,4.76819250749827e-10,1.8595951445377068e-08
2010,0.0,2.267420740054149e-08
2011,0.0,2.0267052036615496e-08
2012,0.0,1.838296448397614e-08
2013,0.0,1.3666713094551142e-08
2014,2.1654451842767486e-10,1.9272462736807938e-08
2015,2.2165753954528356e-10,1.573768493301486e-08
2016,0.0,1.3877978433107785e-08
2017,0.0,1.2578056818313144e-08
2018,5.162933414126769e-10,1.5488799576246493e-08
2019,0.0,1.403043281555938e-08
