year,quelques_DET arrières_NOUN,quelques_DET carrières_NOUN
1913,0.0,2.174225843809552e-08
1914,0.0,2.3438603946601688e-08
1915,0.0,4.005458986711119e-08
1916,0.0,2.746865512825991e-08
1917,0.0,1.973956464951243e-08
1918,1.1486376294556067e-09,2.1824114071478107e-08
1919,0.0,1.7494911797033552e-08
1920,0.0,3.256059599721084e-08
1921,0.0,5.300923255902035e-09
1922,2.2133805899215986e-09,8.115729421831475e-09
1923,0.0,1.5923922180860473e-08
1924,2.578324886925998e-09,2.5783248869259978e-08
1925,1.0998177923937646e-09,2.9695080394631646e-08
1926,0.0,3.1209188566805324e-08
1927,0.0,2.1183527820767267e-08
1928,1.1426041224282812e-09,1.942426997025848e-08
1929,0.0,1.8938690837799754e-08
1930,1.0503603542488804e-09,2.4158288702835762e-08
1931,0.0,2.9653927313688655e-08
1932,2.1919073223131136e-09,2.1919073223131136e-08
1933,2.2941324395731044e-09,3.326492015176541e-08
1934,0.0,2.3963160344919743e-08
1935,0.0,1.9149255514605557e-08
1936,0.0,5.819862813893906e-08
1937,2.5182236296217297e-09,1.888667755522988e-08
1938,0.0,3.241303669909712e-08
1939,0.0,2.141167065872196e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,3.034211704111556e-08
1943,0.0,3.4838822049465534e-08
1944,6.4263723231761105e-09,4.4984606262232774e-08
1945,0.0,3.267756198965799e-08
1946,0.0,9.744772988540262e-09
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,1.0871887834440486e-09,2.717971936405661e-08
1949,9.817008317369869e-10,1.9634016856784342e-08
1950,0.0,3.403315540495555e-08
1951,0.0,3.944718640624956e-08
1952,2.1089607837865287e-09,3.4797853487589236e-08
1953,3.232148326759443e-09,4.3095309099072665e-08
1954,9.772536113672459e-10,3.322662278648636e-08
1955,0.0,2.4402579956728232e-08
1956,8.72114158667614e-10,3.9245135141641185e-08
1957,8.835037701437898e-10,1.1485548956358116e-08
1958,0.0,4.797901065334287e-08
1959,0.0,2.40273188012452e-08
1960,0.0,2.906749951847587e-08
1961,6.948159270159238e-10,4.377340445671507e-08
1962,0.0,1.9025869324451605e-08
1963,2.5864212993553792e-09,2.8450633848819962e-08
1964,1.8251904432275978e-09,2.6769460870212924e-08
1965,5.472043373977442e-10,1.9152151198298384e-08
1966,0.0,2.2156298795650287e-08
1967,4.930335584241163e-10,2.2679542910353234e-08
1968,0.0,1.796566395650956e-08
1969,1.3625273131978588e-09,2.588801950587083e-08
1970,1.8394900047624674e-09,1.97745175789521e-08
1971,0.0,1.9525910222029097e-08
1972,0.0,2.8728821988011077e-08
1973,5.513203782392395e-10,1.929621351592914e-08
1974,1.1251143350321513e-09,2.3627400480563665e-08
1975,1.1422960355389478e-09,2.627280926148501e-08
1976,0.0,1.2569759344494003e-08
1977,2.938390863960194e-09,1.586731068758951e-08
1978,1.1881182704343018e-09,2.4950483457075734e-08
1979,1.7555920051037788e-09,1.931151216716387e-08
1980,1.1370301367108482e-09,2.3877632426838602e-08
1981,2.5302198114474095e-09,2.4669643217123394e-08
1982,6.207502289967692e-10,2.7313010075857846e-08
1983,1.2630632095778083e-09,2.3998200759933752e-08
1984,1.1598016991243298e-09,3.1314647153113384e-08
1985,4.210890747202711e-09,3.128090186876875e-08
1986,3.5966913891627428e-09,1.3787316621716172e-08
1987,6.110816852533674e-10,1.8943532631432447e-08
1988,5.996553809062277e-10,1.6790351109463586e-08
1989,2.7440609784434855e-09,1.591555476299078e-08
1990,1.6345953479657283e-09,2.1249739523554467e-08
1991,2.9307325455363298e-09,3.341035093029632e-08
1992,2.7549720282848966e-09,1.7631821336294706e-08
1993,0.0,2.2156829704300662e-08
1994,1.0549853213248639e-09,1.2659824188965274e-08
1995,5.422450821690461e-10,1.7351841741231055e-08
1996,2.6690460952494277e-09,1.7081894787551732e-08
1997,9.58978896292706e-10,1.5823151788829648e-08
1998,3.814503379828693e-09,2.3840646345973937e-08
1999,7.312321859131998e-09,2.422206524244075e-08
2000,8.836062992401139e-10,1.2812291672048559e-08
2001,2.6287270138425356e-09,1.8839209831034154e-08
2002,1.3143663935011318e-09,1.1391175558372879e-08
2003,2.5001538617175356e-09,1.3750845573312631e-08
2004,8.809582507929292e-10,1.7178685363106183e-08
2005,9.007499190971657e-10,1.3511249008502091e-08
2006,2.4707338397433887e-09,1.400082560998328e-08
2007,3.1955835755326234e-09,1.4779574231127413e-08
2008,5.960415716543821e-09,1.6604014607679574e-08
2009,9.53638501499654e-10,1.2397300741540107e-08
2010,1.4171379625338432e-09,1.0392344984566648e-08
2011,1.1471915639660324e-09,8.795135258976572e-09
2012,3.404252713057332e-10,7.148930836198275e-09
2013,5.578250084070646e-10,7.530637780028826e-09
2014,1.9489005964601347e-09,1.0827226226695075e-08
2015,8.866301581811342e-10,8.422986585987502e-09
2016,1.2428040818690533e-09,9.942432654952427e-09
2017,1.2578056374223934e-09,2.515611330355938e-09
2018,1.290733298020541e-09,5.421080140344259e-09
2019,1.02039510174734e-09,9.693753133532823e-09
