year,pourrez_VERB oser_VERB,pourrez_VERB causer_VERB
1999,0.0,0.0
2000,0.0,4.4180314962005696e-10
2001,8.762423564512289e-10,1.3143635069212678e-09
2002,0.0,2.1906108038649563e-09
2003,1.2500769308587678e-09,8.333845835650777e-10
2004,0.0,2.642874807889939e-09
2005,0.0,1.8014998381943315e-09
2006,0.0,1.6471559671771274e-09
2007,3.994479469415779e-10,3.994479469415779e-10
2008,4.257439678578834e-10,8.514879357157668e-10
2009,4.76819250749827e-10,4.76819250749827e-10
2010,0.0,2.3618964561933353e-09
2011,0.0,4.5887662558641296e-09
2012,3.404252713057332e-10,4.425528388196653e-09
2013,1.3945624655065103e-09,4.183687618564136e-09
2014,4.330890368553497e-10,4.547434873103384e-09
2015,4.433150790905671e-10,5.984753581600444e-09
2016,1.0356699942093428e-09,9.32103016992869e-09
2017,5.031222660711876e-10,3.018733707449428e-09
2018,7.744400121190154e-10,3.3559066636712487e-09
2019,1.02039510174734e-09,3.826481798085979e-09
