year,aviez_VERB osé_VERB,aviez_VERB causé_VERB
1800,2.2009151834367913e-08,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.1702034896643454e-08,0.0
1804,0.0,1.730295728918918e-08
1805,0.0,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,1.3336041604361526e-08,0.0
1813,5.751483289628823e-09,5.751483289628823e-09
1814,2.5173417128598885e-08,0.0
1815,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,0.0
1817,0.0,9.341240669868967e-09
1818,1.1921177378582115e-09,0.0
1819,2.4842520929269085e-08,0.0
1820,8.306536791735653e-09,0.0
1821,3.94459531705138e-09,0.0
1822,2.0051231786055723e-09,0.0
1823,3.9530747564242574e-09,0.0
1824,5.894778887238772e-09,8.421112696055388e-10
1825,0.0,8.805443041381977e-10
1826,1.145037931138404e-08,2.642395191543301e-09
1827,6.452091305675367e-09,4.608636583469661e-09
1828,9.172301251858528e-10,3.668920500743411e-09
1829,5.143905745796928e-09,0.0
1830,1.0436835840010872e-09,6.262101504006523e-09
1831,1.091384405071949e-08,0.0
1832,0.0,0.0
1833,3.4750886612755494e-09,0.0
1834,1.8669062740173104e-08,2.8003592777992026e-09
1835,3.025235173481633e-09,1.5126175867408165e-09
1836,1.1425274948351216e-08,6.720750067579218e-10
1837,6.957890930081589e-10,0.0
1838,0.0,1.2624323808552163e-09
1839,3.4957374772659477e-09,0.0
1840,7.0066574764382494e-09,6.369688665408546e-10
1841,0.0,3.852329122366882e-09
1842,4.024959032733477e-09,6.708265054555795e-10
1843,8.269675610961258e-09,7.678984559333912e-09
1844,5.488561161115513e-09,1.6465684371524958e-09
1845,4.464182357111213e-09,3.348136878855712e-09
1846,8.196302303531411e-09,5.854501328173001e-10
1847,2.6966118227278457e-09,0.0
1848,2.413566457803995e-09,1.6090443422100975e-09
1849,5.865590679832167e-09,0.0
1850,4.752297222410107e-09,1.3577992064028876e-09
1851,3.8696632564949596e-09,1.2898877521649865e-09
1852,3.906327261660181e-09,3.2552727180501506e-09
1853,6.569124799682413e-09,2.388772735173461e-09
1854,8.832629738719788e-09,2.0782657816909023e-09
1855,4.2455496895854594e-09,1.0613874223963649e-09
1856,3.1063134287023786e-09,3.1063134287023786e-09
1857,4.881508974818871e-09,3.905207268672939e-09
1858,6.361778659424999e-09,1.468102750479261e-09
1859,1.5276520048956854e-09,5.092173349652285e-10
1860,2.746310290291376e-09,0.0
1861,4.2443675241088386e-09,1.8863854922557266e-09
1862,1.8071945051545413e-09,2.2589932147099034e-09
1863,4.495158911765884e-09,0.0
1864,6.233146443435089e-09,2.3973640850272204e-09
1865,6.118897832863013e-09,1.4120533631256649e-09
1866,4.865612801552288e-09,2.919367858567057e-09
1867,4.367530337390235e-09,4.367530337390235e-09
1868,1.4819622196071691e-09,1.975949626142892e-09
1869,3.906815315701806e-09,4.883519144627257e-10
1870,1.1468097582678638e-09,2.2936195165357276e-09
1871,2.1242354542039266e-09,0.0
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,3.591602570907071e-09,0.0
1874,2.3898436563030145e-09,2.3898436563030145e-09
1875,2.2886108563824337e-09,4.577221712764867e-09
1876,1.4510435519810017e-08,7.859819461941697e-09
1877,2.4739263970730008e-09,6.184815992682502e-10
1878,4.22736201599605e-09,1.8117265465633636e-09
1879,1.221865053580018e-09,0.0
1880,1.2835692508872398e-09,6.417846254436199e-10
1881,2.091752326904839e-09,1.3945015142624584e-09
1882,9.317538740560849e-09,6.655385131892899e-10
1883,2.5277355764075082e-09,0.0
1884,5.281357573494461e-09,1.3203393933736152e-09
1885,6.445635691854079e-10,0.0
1886,3.872078213618124e-09,2.5813855497602844e-09
1887,6.528924623161458e-10,6.528924623161458e-10
1888,4.4384300679212174e-09,1.268122939990235e-09
1889,6.265136742733546e-10,0.0
1890,6.554386478008212e-10,0.0
1891,4.461953917456185e-09,0.0
1892,6.268512375839919e-10,6.268512375839919e-10
1893,0.0,1.847525021858587e-09
1894,1.8904617871129403e-09,6.301539290376468e-10
1895,9.629783193076946e-09,6.018614495673091e-10
1896,5.89702897624278e-10,2.358811590497112e-09
1897,1.1653427112179315e-09,1.7480140668268973e-09
1898,1.13167097914868e-09,0.0
1899,7.738609753005221e-09,3.8693048765026106e-09
1900,1.038210628578895e-09,0.0
1901,2.794369402536745e-09,5.588738916095792e-10
1902,1.4730852093691738e-09,1.4730852093691738e-09
1903,2.1600881083827517e-09,1.0800440541913758e-09
1904,5.374625189347171e-10,0.0
1905,5.160758931310738e-09,1.0321518084666081e-09
1906,1.0288369045596824e-09,0.0
1907,2.5714217422034835e-09,2.5714217422034835e-09
1908,4.4202499438483756e-09,5.893666887857307e-09
1909,5.500983557560346e-10,5.500983557560346e-10
1910,1.068830135508847e-09,1.6032452032632705e-09
1911,3.7242617878519013e-09,1.0640748282497725e-09
1912,1.5628263128064646e-09,2.6047106693738442e-09
1913,0.0,1.590896969716482e-09
1914,2.0090231700464756e-09,2.678697486047099e-09
1915,0.0,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,0.0,0.0
1921,1.5145494858259667e-09,0.0
1922,0.0,1.4755870969551665e-09
1923,2.1231896241147297e-09,0.0
1924,3.867487219366694e-09,1.289162443462999e-09
1925,0.0,3.299453377181294e-09
1926,3.343841648018042e-09,0.0
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,2.1919073223131136e-09,8.767629289252454e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,1.0783422155213884e-08
1935,0.0,0.0
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,9.744772988540262e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,4.2541445921528975e-09,0.0
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,0.0,5.386913581872932e-09
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,0.0,9.385607846468247e-10
1956,0.0,8.72114158667614e-10
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,2.325224457422337e-09,0.0
