year,ces_DET ans_NOUN,ces_DET camps_NOUN
1930,1.4705044848462023e-08,1.1974108460321986e-07
1931,2.0529641986399838e-08,2.0187481553080033e-07
1932,2.1919073223131136e-08,1.3918611507790501e-07
1933,1.1470662197865522e-08,1.6517753387290668e-07
1934,1.1981580172459871e-08,2.2765002682945124e-07
1935,1.4361940969820353e-08,2.0824815116782247e-07
1936,2.667437293268904e-08,1.38221748713363e-07
1937,8.813782592653752e-09,1.8383032518443088e-07
1938,1.555825723809079e-08,1.4780344415044055e-07
1939,1.988226649984881e-08,2.1564611074609275e-07
1940,2.2822046030768206e-08,3.0429394470843363e-07
1941,8.854508237732261e-09,3.2466529731323135e-07
1942,2.730790527039062e-08,3.641054142633493e-07
1943,3.774205858952939e-08,2.845170463672275e-07
1944,2.2492303131116387e-08,3.438109317244198e-07
1945,1.9606536838523425e-08,6.99299796735886e-07
1946,1.6705325123211878e-08,5.136887573087279e-07
1947,2.0265480182857232e-08,5.459759080395088e-07
1948,1.848220909650422e-08,3.3267976817796807e-07
1949,6.8719057111366055e-09,4.4372876573106623e-07
1950,1.4889506072535141e-08,3.3288680256760017e-07
1951,1.2793682113709792e-08,3.9767028070514243e-07
1952,1.0544804140977249e-08,3.131806654010916e-07
1953,4.3095309543161875e-09,3.2429220553353844e-07
1954,7.818028890937967e-09,2.521314250714113e-07
1955,1.1262729859851106e-08,2.2619314776761712e-07
1956,1.3081711935925e-08,1.7267859675484942e-07
1957,7.068030161150318e-09,1.7670075713738242e-07
1958,1.2408365446248126e-08,1.8198935425317586e-07
1959,1.6276571201956358e-08,2.123704962997408e-07
1960,1.5917916984520275e-08,2.2146666367461876e-07
1961,1.04222386276831e-08,1.9385364247170855e-07
1962,1.0781325554543031e-08,2.0040581993896467e-07
1963,1.099229041123806e-08,2.204924207660497e-07
1964,6.69236516204208e-09,2.2814881539545695e-07
1965,1.2038495422750373e-08,2.0903205211197928e-07
1966,8.862519385033352e-09,1.8112774924361474e-07
1967,1.3804939524852955e-08,2.0362286257125106e-07
1968,2.7846778827278484e-08,2.313079221494263e-07
1969,1.2262746040825334e-08,2.1618767220843438e-07
1970,1.4715919871566285e-08,2.0832224656430753e-07
1971,2.3122787906615372e-08,1.5312424661573232e-07
1972,1.0260293503705498e-08,1.6878182940160968e-07
1973,1.0475086797967492e-08,2.403756802493717e-07
1974,7.875800345225059e-09,2.1714706122111238e-07
1975,8.567220266542108e-09,2.518762762804272e-07
1976,6.8562320265641574e-09,2.451103018330514e-07
1977,8.227494963097826e-09,2.6386751272866604e-07
1978,8.910887139279566e-09,2.0732663585931732e-07
1979,1.1118749476679568e-08,2.32908540453991e-07
1980,1.0801786243241907e-08,2.6947613029904005e-07
1981,1.3283654287654656e-08,2.738962852077975e-07
1982,2.483000915987077e-09,2.911318688347819e-07
1983,6.315316158911344e-09,2.4882345250887283e-07
1984,7.538711266352749e-09,2.82411701135743e-07
1985,1.0828004826102244e-08,2.8934834261917786e-07
1986,1.019062523255343e-08,3.021220678078862e-07
1987,9.166225667378569e-09,2.969857071377646e-07
1988,7.195864348830128e-09,2.740425042446759e-07
1989,6.0369343968247335e-09,2.9087048147857786e-07
1990,7.628111586832631e-09,2.9913094223843473e-07
1991,9.37834432335194e-09,2.91900967397396e-07
1992,9.366905251440016e-09,3.735742097887851e-07
1993,4.985286850001103e-09,3.550631930693271e-07
1994,7.3848970827405935e-09,3.4972763884866254e-07
1995,6.506941097050856e-09,4.771756714205821e-07
1996,8.540947504798169e-09,3.971540536440443e-07
1997,9.589788629860152e-09,4.0564808401200025e-07
1998,5.244941925219848e-09,3.824039644939603e-07
1999,8.683382124452521e-09,4.6753157079137964e-07
2000,5.743440834038438e-09,5.389998420923803e-07
2001,3.94309060403053e-09,4.3067313271194507e-07
2002,3.066854992184176e-09,3.956242942138033e-07
2003,6.667076501987168e-09,4.062749745514793e-07
2004,7.047666006343434e-09,4.572173359917997e-07
2005,1.0808999362232896e-08,4.458712226096395e-07
2006,7.41220168576362e-09,3.949056370800008e-07
2007,6.7906151812735516e-09,3.8906230770408e-07
2008,7.663391587975354e-09,4.363875554247443e-07
2009,9.059566208335923e-09,3.9289905728878693e-07
2010,8.0304479732618e-09,3.986881296214051e-07
2011,5.353560678100777e-09,2.8565069953856437e-07
2012,5.446804396402882e-09,2.988933829328744e-07
2013,1.1435412616833673e-08,3.6816451398635763e-07
2014,6.929424548052232e-09,3.722400307992757e-07
2015,5.541438599654391e-09,2.819483864158201e-07
2016,9.528164313099552e-09,2.7196695029374496e-07
2017,9.307761950072546e-09,2.799875495895776e-07
2018,7.744400343234759e-09,2.640840435219616e-07
2019,3.5713829116268414e-09,2.6071094616497703e-07
