year,autres_ADJ ados_NOUN,autres_ADJ cadeaux_NOUN
1847,5.393223645455691e-10,1.4022381478184798e-08
1848,0.0,6.43617736884039e-09
1849,8.379414939696517e-10,1.9272654583346593e-08
1850,0.0,8.146795238417326e-09
1851,0.0,5.8044946626978344e-09
1852,3.906327261660181e-09,1.3672145193766028e-08
1853,0.0,1.4929829816878737e-08
1854,5.195664454227256e-10,1.7665259477439577e-08
1855,0.0,2.9188154115900034e-08
1856,5.177189232874468e-10,6.212626857404757e-09
1857,0.0,2.147863931156735e-08
1858,9.787352039936081e-10,3.474509924217273e-08
1859,0.0,3.564521477983362e-08
1860,0.0,2.1512764902809067e-08
1861,4.715963730639317e-10,2.5937801240161207e-08
1862,4.517986262886353e-10,2.0782737308877586e-08
1863,0.0,1.6981710260211003e-08
1864,1.4384183844029508e-09,3.5960461275408306e-08
1865,0.0,2.9182434246877165e-08
1866,4.865612912574591e-10,2.092213513549268e-08
1867,0.0,1.9896527092555516e-08
1868,0.0,1.679557115608077e-08
1869,0.0,2.2952539424636598e-08
1870,5.734048791339319e-10,2.2936195165357276e-08
1871,0.0,1.274541272522356e-08
1872,6.047339295989218e-10,9.071008832961525e-09
1873,5.986004469882289e-10,2.7535620006347017e-08
1874,0.0,2.7483201492373155e-08
1875,5.721527140956084e-10,2.5174719198162165e-08
1876,0.0,4.292670396921494e-08
1877,6.184815992682502e-10,3.277952487223956e-08
1878,0.0,1.3889904337816006e-08
1879,0.0,4.520900631632685e-08
1880,0.0,1.0910338410496934e-08
1881,0.0,1.324776466304911e-08
1882,0.0,3.3276926103553706e-08
1883,0.0,3.4124429504345244e-08
1884,0.0,3.102797485610154e-08
1885,0.0,2.4493415295978593e-08
1886,0.0,2.0651084398082276e-08
1887,0.0,1.4363633837888301e-08
1888,0.0,2.028996703984376e-08
1889,0.0,1.0650732740202784e-08
1890,0.0,4.9813337454907014e-08
1891,0.0,3.824532157636895e-08
1892,0.0,2.1312942521944933e-08
1893,0.0,3.510297474917934e-08
1894,0.0,2.2055386850183822e-08
1895,0.0,3.611168608586013e-08
1896,0.0,1.5332275671298135e-08
1897,0.0,2.7385553824643694e-08
1898,0.0,3.451596342074481e-08
1899,5.527578395003729e-10,2.3215829259015663e-08
1900,0.0,2.0245106924221545e-08
1901,0.0,2.1237207548097103e-08
1902,0.0,2.455141867585553e-08
1903,0.0,1.4040573148577096e-08
1904,1.0749250378694342e-09,2.6873125946735854e-08
1905,1.0321518084666081e-09,2.7868099605754537e-08
1906,0.0,2.82930141537463e-08
1907,5.142843373384665e-10,1.902852098112362e-08
1908,0.0,2.504808449543816e-08
1909,0.0,1.980354014108343e-08
1910,5.344150677544235e-10,2.1911017000775246e-08
1911,5.320374141248863e-10,2.6601870928288918e-08
1912,0.0,2.2921453179947093e-08
1913,0.0,3.3408836364046124e-08
1914,0.0,2.8795998752162433e-08
1915,0.0,1.5314990164938536e-08
1916,0.0,3.84561182897869e-08
1917,0.0,3.289927263949721e-08
1918,0.0,2.2972752589112133e-08
1919,0.0,3.867296172188617e-08
1920,0.0,2.3473917920568965e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,1.475587119159627e-08
1923,0.0,2.7601466001669905e-08
1924,1.289162443462999e-09,1.933743654092268e-08
1925,0.0,1.9796720707176974e-08
1926,0.0,3.6782257240020044e-08
1927,0.0,4.5711821883287485e-08
1928,0.0,3.6563331917705e-08
1929,0.0,3.2307178043922136e-08
1930,0.0,3.676261073337628e-08
1931,0.0,2.8513390759599133e-08
1932,0.0,4.055028668403793e-08
1933,0.0,3.785318525295622e-08
1934,0.0,3.5944740517379614e-08
1935,0.0,2.0346082152400413e-08
1936,0.0,2.9099314957647948e-08
1937,0.0,3.021868266728234e-08
1938,0.0,4.148868626430158e-08
1939,0.0,4.282334131744392e-08
1940,0.0,3.296517903095264e-08
1941,0.0,5.017554371988808e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,4.935499831049128e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,1.9606536838523425e-08
1946,0.0,5.150808490839154e-08
1947,1.1920870957027319e-09,2.1457568166738383e-08
1948,0.0,4.348755044958352e-08
1949,0.0,4.515823803785679e-08
1950,0.0,4.1477910883713776e-08
1951,0.0,3.5182626589858046e-08
1952,0.0,2.1089608281954497e-08
1953,0.0,4.632745742583211e-08
1954,0.0,3.615838295445428e-08
1955,0.0,3.660387193349379e-08
1956,0.0,4.534993536253751e-08
1957,0.0,2.5621609722747962e-08
1958,0.0,2.316228081555849e-08
1959,0.0,3.1778064624177205e-08
1960,0.0,4.6369581951921646e-08
1961,0.0,2.570818891101112e-08
1962,0.0,2.4733629200301976e-08
1963,0.0,3.297687256598181e-08
1964,0.0,4.197937986116784e-08
1965,0.0,4.377634610364112e-08
1966,0.0,4.0989153404780154e-08
1967,0.0,3.845661783463683e-08
1968,0.0,3.368561773964274e-08
1969,0.0,3.360900735493999e-08
1970,0.0,3.954903604608262e-08
1971,0.0,3.134422499329048e-08
1972,0.0,3.283294058853414e-08
1973,0.0,2.4258095976392724e-08
1974,0.0,4.162922995210039e-08
1975,0.0,3.7695769616874486e-08
1976,0.0,3.142439708447853e-08
1977,0.0,4.113747353873265e-08
1978,0.0,4.574255485501055e-08
1979,0.0,4.037861744965454e-08
1980,0.0,3.35423903097265e-08
1981,0.0,5.6929944425299084e-08
1982,0.0,2.8554510977940595e-08
1983,0.0,4.16810870262907e-08
1984,0.0,4.175286100194242e-08
1985,0.0,5.895246957265954e-08
1986,5.994485463567401e-10,7.493106496392343e-08
1987,0.0,5.927492452428851e-08
1988,0.0,3.897759981441595e-08
1989,0.0,4.884428861373635e-08
1990,1.6345953479657283e-09,4.8492994286775115e-08
1991,1.1722930404189924e-09,4.10302547493302e-08
1992,3.30596661157756e-09,4.903850436832613e-08
1993,0.0,5.096070765375771e-08
1994,2.637463358823311e-09,5.327675711708224e-08
1995,1.0844901643380922e-09,4.1752871104971945e-08
1996,1.6014276571496566e-09,5.4982350672361235e-08
1997,1.438468344439059e-09,6.473107561077995e-08
1998,1.43043876743576e-09,4.9588542716527684e-08
1999,4.570201161957499e-10,5.986963361181985e-08
2000,1.3254094488601709e-09,5.522539225921719e-08
2001,5.257454027685071e-09,4.162151157061089e-08
2002,1.752488598683044e-09,6.221334447609195e-08
2003,4.1669229178253886e-10,6.458730600344964e-08
2004,1.3214374039449694e-09,4.6250307583761696e-08
2005,2.702249757291497e-09,6.395324447794337e-08
2006,4.941467679486777e-09,5.641509304155079e-08
2007,6.391167151065247e-09,6.19144316371667e-08
2008,7.663391698997657e-09,5.449522885725422e-08
2009,6.675469510497578e-09,8.392018457925587e-08
2010,4.723792912386671e-09,7.841496341143284e-08
2011,1.2236710311697152e-08,7.877382302012848e-08
2012,2.1787217363566924e-08,9.293609781746426e-08
2013,1.9244962956577183e-08,9.008873846916288e-08
2014,1.9272462736807938e-08,9.484649865498795e-08
2015,2.7485535625260127e-08,7.536356605442052e-08
2016,2.3406142801718488e-08,7.953945782568361e-08
2017,2.6917041040519507e-08,8.628546765976353e-08
2018,3.4333506704342653e-08,9.035133347046198e-08
2019,3.035675533169524e-08,7.984591776644123e-08
