year,tubes_NOUN ouverts_ADJ,tubes_NOUN couverts_ADJ
1800,0.0,0.0
1801,7.143547975374531e-09,0.0
1802,1.1189200677108602e-08,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,6.798221985349073e-09
1809,2.0331274441787173e-08,1.129515236897305e-08
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,2.2772310259711048e-08,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,2.0051231786055723e-09,0.0
1823,3.9530747564242574e-09,0.0
1824,1.6842225392110777e-09,2.189489300974401e-08
1825,1.2327619813845558e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,7.373818444733615e-09,0.0
1828,1.6510142586412258e-08,0.0
1829,3.086343269842473e-08,0.0
1830,8.349468672008697e-09,0.0
1831,3.4300654760954785e-08,0.0
1832,4.058990654698391e-08,0.0
1833,1.853380560135065e-08,4.6334514003376626e-09
1834,8.401077833397608e-09,0.0
1835,3.025235173481633e-09,0.0
1836,7.392825018825988e-09,0.0
1837,2.7831564608504777e-08,1.0436836284100082e-08
1838,6.312161904276081e-09,0.0
1839,7.690622361167243e-09,1.3982950353153e-09
1840,3.1848443882154243e-09,3.1848443882154243e-09
1841,6.420548537278137e-09,0.0
1842,8.049918065466954e-09,0.0
1843,2.953455480181333e-09,0.0
1844,1.6465684371524958e-09,0.0
1845,5.022205318283568e-09,3.9061593959388574e-09
1846,5.854501328173001e-10,0.0
1847,3.775256551818984e-09,0.0
1848,2.011305433313737e-08,0.0
1849,1.1731181359664333e-08,0.0
1850,2.5119284430275002e-08,0.0
1851,1.1608989325395669e-08,0.0
1852,5.859490670445666e-09,0.0
1853,1.851298847554972e-08,0.0
1854,1.0910895298366086e-08,0.0
1855,3.714855978387277e-09,0.0
1856,1.8120163147727908e-08,0.0
1857,1.3180074809326925e-08,0.0
1858,1.1744822003834088e-08,0.0
1859,3.5645213447565993e-09,0.0
1860,1.2816115280145368e-08,0.0
1861,8.017138175553384e-09,0.0
1862,9.035972858839614e-09,0.0
1863,1.0988165932701577e-08,0.0
1864,2.3973640850272204e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,1.3137154475373336e-08,0.0
1867,1.0190904120577216e-08,0.0
1868,2.1735445443482604e-08,7.409810987013543e-09
1869,2.88127620651224e-08,0.0
1870,6.880858549607183e-09,0.0
1871,4.354682658913589e-08,0.0
1872,1.69325495846806e-08,3.0236697590169115e-09
1873,2.3944018323618366e-08,0.0
1874,1.0754296120296658e-08,0.0
1875,4.005068987567029e-08,0.0
1876,1.0278225381910033e-08,0.0
1877,5.566334393414252e-09,0.0
1878,1.0870359723469392e-08,0.0
1879,2.8102896010295808e-08,0.0
1880,4.043243251317108e-08,0.0
1881,2.3009274485730202e-08,0.0
1882,1.7304001564966143e-08,0.0
1883,1.0110942305630033e-08,0.0
1884,2.2445769687351458e-08,0.0
1885,8.379326621454908e-09,0.0
1886,4.5174246565693466e-09,0.0
1887,5.876032105334161e-09,0.0
1888,1.268122939990235e-08,0.0
1889,1.8795409673089125e-09,0.0
1890,2.6217545912032847e-09,3.2771931834929546e-09
1891,2.549687994068961e-08,3.1871101313640793e-09
1892,1.7551833764173352e-08,0.0
1893,8.005941687372342e-09,0.0
1894,1.071261657159539e-08,0.0
1895,1.0833506536300774e-08,0.0
1896,1.47425724961181e-08,0.0
1897,2.9716238358901137e-08,1.1653427112179315e-09
1898,3.7910979244770715e-08,5.6583548957434e-10
1899,3.427098604902312e-08,5.527578395003729e-09
1900,1.6092264409905965e-08,0.0
1901,1.8442838811694173e-08,0.0
