year,jeunes_ADJ heures_NOUN,jeunes_ADJ coeurs_NOUN
1800,0.0,6.917161954334006e-08
1801,0.0,5.2386017301842e-08
1802,0.0,4.2518962573012686e-08
1803,0.0,2.3404069793286908e-08
1804,0.0,4.69651695311768e-08
1805,0.0,2.55858996212055e-08
1806,0.0,2.5935023018064385e-08
1807,0.0,8.540865792383556e-09
1808,0.0,2.7192887941396293e-08
1809,0.0,5.1957702140725814e-08
1810,0.0,2.8081521108447305e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,1.600324850414836e-08
1813,0.0,5.751483289628823e-09
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,0.0,3.476405652236281e-08
1817,0.0,2.80237220096069e-08
1818,0.0,1.5497530370112145e-08
1819,0.0,7.24573512300708e-09
1820,0.0,1.6613073583471305e-08
1821,0.0,8.875339574387908e-09
1822,0.0,1.303330066093622e-08
1823,0.0,1.087095569118901e-08
1824,0.0,1.6842225392110777e-08
1825,0.0,1.2327619813845558e-08
1826,0.0,1.8496766784892316e-08
1827,0.0,1.566936447261469e-08
1828,0.0,1.3758452155343548e-08
1829,0.0,7.715858174606183e-09
1830,0.0,8.349468672008697e-09
1831,0.0,9.354723218280014e-09
1832,0.0,1.0823975493678972e-08
1833,0.0,1.3900354645102198e-08
1834,0.0,5.600718555598405e-09
1835,7.563087933704082e-10,1.739510224751939e-08
1836,0.0,1.0753200108126748e-08
1837,0.0,9.74104708006962e-09
1838,0.0,1.009945904684173e-08
1839,0.0,9.088918062616358e-09
1840,0.0,7.0066574764382494e-09
1841,0.0,1.0914932957462042e-08
1842,0.0,7.379091560011375e-09
1843,5.906911071384968e-10,1.0041748765843295e-08
1844,0.0,6.037417288329294e-09
1845,0.0,1.5066614622583074e-08
1846,0.0,8.196301637397596e-09
1847,0.0,2.6966118227278457e-09
1848,0.0,2.413566457803995e-09
1849,0.0,0.0
1850,0.0,6.1100964288129944e-09
1851,0.0,2.579775504329973e-09
1852,0.0,4.557382027314816e-09
1853,0.0,3.5831591027601917e-09
1854,0.0,3.63696517347023e-09
1855,5.306937111981824e-10,4.776243400783642e-09
1856,0.0,2.5885946719483854e-09
1857,0.0,2.4407544874094356e-09
1858,0.0,3.9149408159744326e-09
1859,0.0,6.619825576592575e-09
1860,0.0,3.661747127736703e-09
1861,3.3011746669586728e-09,1.8863854922557266e-09
1862,0.0,5.421583626485926e-09
1863,4.994620828036034e-10,2.4973103585068657e-09
1864,0.0,7.1920918109924514e-09
1865,0.0,2.8241067262513297e-09
1866,0.0,4.379051787850585e-09
1867,0.0,3.396968040192405e-09
1868,4.93987406535723e-10,4.44588676984381e-09
1869,0.0,4.395167341186834e-09
1870,0.0,4.587239033071455e-09
1871,0.0,4.248470908407853e-09
1872,0.0,3.628403577593531e-09
1873,0.0,4.190203295451056e-09
1874,0.0,5.377148060148329e-09
1875,1.1443054281912168e-09,4.005069165202713e-09
1876,1.209202959984168e-09,6.04601479992084e-09
1877,6.184815992682502e-10,5.566334504436554e-09
1878,0.0,4.831270938865373e-09
1879,0.0,3.0546627449723474e-09
1880,0.0,3.8507077526617195e-09
1881,1.3945015142624584e-09,4.183504653809678e-09
1882,0.0,4.6587693702804245e-09
1883,0.0,4.423537092179686e-09
1884,0.0,5.281357573494461e-09
1885,6.445635691854079e-10,3.86738152613475e-09
1886,1.2906927748801422e-09,1.9360391623202133e-09
1887,2.6115698492645834e-09,5.223139754040318e-09
1888,0.0,5.706553452000662e-09
1889,6.265136742733546e-10,6.891650361495749e-09
1890,6.554386478008212e-10,1.9663159989136147e-09
1891,0.0,3.1871101313640793e-09
1892,0.0,2.5074049503359674e-09
1893,3.079208221734575e-09,3.695050043717174e-09
1894,2.520615716150587e-09,5.671385139294216e-09
1895,6.018614495673091e-10,4.213029924926559e-09
1896,3.538217441256819e-09,3.5382172747233653e-09
1897,1.1653427112179315e-09,4.078699600285063e-09
1898,0.0,4.526684027617023e-09
1899,0.0,2.7637891975018647e-09
1900,5.191053142894475e-10,3.114631885736685e-09
1901,0.0,0.0
1902,9.820567692386817e-10,1.9641135384773634e-09
1903,4.860198465905796e-09,2.7001101354784396e-09
1904,1.6123875568041512e-09,3.2247751136083025e-09
1905,2.580379465655369e-09,5.676834835544042e-09
1906,2.0576738091193647e-09,4.629765903985117e-09
1907,0.0,1.3885677496716653e-08
1908,5.893666887857307e-09,3.437972351250096e-09
1909,1.6502950117569526e-09,6.60118004702781e-09
1910,1.068830135508847e-09,6.947395991829808e-09
1911,1.0640748282497725e-09,1.2236860302827779e-08
1912,7.293189607793238e-09,3.125652625612929e-09
1913,3.181793939432964e-09,9.545381374209683e-09
1914,2.0090231145353243e-09,2.678697486047099e-09
1915,1.0602685840410686e-08,4.712304768617059e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,0.0,5.483212106582869e-09
1918,4.594550517822427e-09,4.594550517822427e-09
1919,9.207848372660976e-10,5.524709134618888e-09
1920,3.786115865267448e-09,2.2716695191604686e-09
1921,6.815472852750304e-09,1.5145494858259667e-09
1922,7.377935484775833e-10,8.115729144275718e-09
1923,9.554353308516284e-09,1.0615948120573648e-09
1924,3.867487330388997e-09,1.1602462102189293e-08
1925,6.598906754362588e-09,5.499089184013428e-09
1926,4.458455493683289e-09,5.573069228326233e-09
1927,0.0,1.0034302277972529e-08
1928,0.0,1.82816659588525e-08
1929,2.2280812750352652e-09,7.798284684668033e-09
1930,6.302162347537887e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,1.2545892325022123e-08
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,0.0,8.02946331646126e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,8.377798899061872e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,1.2965214679638848e-08
1939,3.058810094103137e-09,1.5294050470515685e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,1.7709016475464523e-08
1942,6.068423541449874e-09,1.517105907566929e-08
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,0.0,1.742803235060819e-08
1946,0.0,8.352662561605939e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,1.0871887834440486e-09,1.7395020535104777e-08
1949,9.817008317369869e-10,9.817008539414473e-09
