year,jeunes_ADJ heures_NOUN,jeunes_ADJ coeurs_NOUN
1950,0.0,5.317680518146517e-09
1951,0.0,6.396841278899501e-09
1952,2.1089607837865287e-09,2.6362009464264702e-08
1953,0.0,7.54167928107563e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,1.8771215692936494e-09,6.569925492527773e-09
1956,1.744228317335228e-09,4.360570571293465e-09
1957,0.0,4.417518850718949e-09
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,2.7683333403416555e-09,6.2287499602575735e-09
1961,6.948159270159238e-10,6.948159270159238e-10
1962,6.341956404476434e-10,1.0781326054143392e-08
1963,5.1728425987107585e-09,4.526237162849611e-09
1964,0.0,1.8251904432275978e-09
1965,0.0,4.924839203113152e-09
1966,0.0,4.431259803538978e-09
1967,1.4791006197611978e-09,6.409436092980059e-09
1968,2.6948494546985557e-09,4.491415683816058e-09
1969,9.083515606356229e-10,4.541757636644661e-09
1970,1.839490032518043e-09,5.978342487722443e-09
1971,3.083038491169532e-09,1.3359833239690033e-08
1972,0.0,5.643161493651405e-09
1973,5.513203782392395e-10,6.615844760915479e-09
1974,5.625571675160757e-10,5.063014563155832e-09
1975,1.1422960355389478e-09,9.138368284311582e-09
1976,5.713526873840635e-10,6.2848797277581525e-09
1977,2.3507127355770763e-09,7.052138428775834e-09
1978,1.1881182704343018e-09,4.75247319275951e-09
1979,2.3407893401383717e-09,9.363157360553487e-09
1980,5.116635559687666e-09,9.66475621755336e-09
1981,0.0,1.391620885193845e-08
1982,4.345251602977385e-09,4.345251602977385e-09
1983,0.0,7.57837925746685e-09
1984,0.0,9.278413259927731e-09
1985,0.0,9.02333674446254e-09
1986,5.994485463567401e-10,8.392279760016663e-09
1987,2.4443267410134695e-09,9.77730663098697e-09
1988,1.1993107618124554e-09,1.199310784016916e-08
1989,5.488122178931576e-10,7.134558943633351e-09
1990,0.0,5.993515905799995e-09
1991,5.861465202094962e-10,1.2895223555631219e-08
1992,5.509944167592096e-10,4.407955389584828e-09
1993,5.539207426075166e-10,6.093128335216136e-09
1994,0.0,5.274926717646622e-09
1995,1.0844901643380922e-09,1.626735190995987e-08
1996,5.338092190498855e-10,6.939520069693117e-09
1997,4.79489448146353e-10,5.274384040632185e-09
1998,9.536258449571733e-10,9.059445305048541e-09
1999,0.0,6.8553016596695215e-09
2000,1.7672125984802278e-09,8.836062659334232e-09
2001,3.066848330846028e-09,3.5049694258049158e-09
2002,4.38122149670761e-10,3.066854992184176e-09
2003,1.2500769308587678e-09,3.7502307925763034e-09
2004,8.809582507929292e-10,3.0833537945085254e-09
2005,9.007499190971657e-10,5.854874363109275e-09
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,1.5977917877663117e-09,2.3966877371606188e-09
2008,8.514879357157668e-10,6.386159684401704e-09
2009,9.53638501499654e-10,2.384096253749135e-09
2010,0.0,4.723793023408973e-10
2011,3.059177577924288e-09,0.0
2012,6.808505426114664e-10,1.7021263287730903e-09
2013,8.367375126105969e-10,6.693900100884775e-09
2014,1.2992671383216248e-09,1.2776126268043697e-08
2015,3.32486305154589e-09,1.5516027351836215e-09
2016,2.899876172524074e-09,6.4211539696490405e-09
2017,5.031222660711876e-10,1.7609279590047322e-09
2018,7.744400121190154e-10,7.486253505994966e-09
2019,1.2754939326953263e-09,9.94885246408117e-09
