year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET cages_NOUN
1870,4.9811682529821155e-06,1.0206607115037514e-07,2.2706833746610755e-07
1871,4.0902152029786976e-06,6.478918024299674e-08,3.664306191808464e-07
1872,5.1196773611650315e-06,8.950062146961812e-08,2.3040362862047914e-07
1873,4.820529291293951e-06,9.218446744840847e-08,2.8194081025390005e-07
1874,4.520986536249438e-06,7.468261342680194e-08,3.202390388423737e-07
1875,4.5314495622506e-06,8.982797339296411e-08,2.7634976262902455e-07
1876,4.643339281074077e-06,1.0036384590073055e-07,3.422044478895714e-07
1877,4.91569185356866e-06,1.2431479901042763e-07,3.816031437509082e-07
1878,4.667007850400751e-06,1.3467167780945033e-07,2.796098002022518e-07
1879,5.098843082862459e-06,1.1363344876169634e-07,2.6575565215125607e-07
1880,4.3609263684629695e-06,1.7520720185792982e-07,2.4901242667851875e-07
1881,4.537010752869719e-06,2.1335873312544607e-07,3.346803580939195e-07
1882,4.42915887788331e-06,1.60394778792039e-07,3.3609694582992233e-07
1883,4.335698477575534e-06,1.3144224991767928e-07,2.2180880421274196e-07
1884,4.1960386525374815e-06,1.3005342847094425e-07,3.155611096872235e-07
1885,4.584136313212639e-06,1.482496198024208e-07,3.2872741684286666e-07
1886,4.501936459178069e-06,1.6843540850963734e-07,2.497490534381086e-07
1887,4.300602682860699e-06,1.540826208845658e-07,3.551735119344812e-07
1888,4.125838074742205e-06,1.3695727485441012e-07,3.297119519629632e-07
1889,4.177593254439671e-06,1.3282089683652742e-07,3.821733329800736e-07
1890,4.188252809456117e-06,1.435410640349133e-07,3.7425546395297715e-07
1891,4.317896497241236e-06,1.3067150628209845e-07,3.3719625136541254e-07
1892,4.082682032446883e-06,1.3790727249052281e-07,3.0151543484180365e-07
1893,4.174174826232502e-06,1.7489902692791048e-07,2.641960765714657e-07
1894,4.218880398809688e-06,1.304418684178188e-07,3.428037409491935e-07
1895,4.057147968694608e-06,1.1736298133335765e-07,2.8287489328704396e-07
1896,4.37028819533225e-06,1.8929462769490257e-07,2.565207566362915e-07
1897,3.6853964289207397e-06,1.561559218599129e-07,3.3154000789181737e-07
1898,3.631532223380418e-06,1.6635563382383367e-07,4.5719507113517466e-07
1899,3.7128744025949345e-06,1.625108030367528e-07,3.2004679439978645e-07
1900,4.036043826260993e-06,1.8376327515223778e-07,3.680456686083744e-07
1901,4.067484070446881e-06,1.782807702577216e-07,3.224702282977887e-07
1902,3.375329093557866e-06,1.689137661964324e-07,5.312927058298555e-07
1903,4.067445722455432e-06,1.522862072000919e-07,3.634348217929073e-07
1904,4.05784207657689e-06,1.752127785081825e-07,3.90735237942863e-07
1905,4.292719296472569e-06,1.9714099586121137e-07,3.7054249091283964e-07
1906,3.9877719473224715e-06,1.594697213169738e-07,3.6523708857316706e-07
1907,4.114788865194896e-06,1.6611384312525956e-07,5.410271199934868e-07
1908,3.839723959231378e-06,1.6502267352613842e-07,4.842629692802802e-07
1909,4.0861304952954924e-06,1.4192537295398822e-07,4.290767137149487e-07
1910,3.791140457565234e-06,1.3734467207981993e-07,3.90122991689168e-07
1911,3.934416540118946e-06,1.1651619358232779e-07,4.64468662642048e-07
1912,4.018026743324299e-06,1.5836640621103015e-07,4.271725480009536e-07
1913,3.8033042244478565e-06,1.2462026038884133e-07,3.3992164816254444e-07
1914,3.8586638311244315e-06,1.3527422471071304e-07,3.334978444513581e-07
1915,3.941842862786871e-06,1.0013647766538014e-07,3.6991592367030535e-07
1916,3.6346523941688247e-06,9.339342921244054e-08,2.7358780307906727e-07
1917,3.8546982779053e-06,1.2501724033775474e-07,2.9938338741430925e-07
1918,3.4596965008404368e-06,1.4243106871703048e-07,3.181726171419541e-07
1919,3.833227204097511e-06,9.760319447105203e-08,3.931751280106255e-07
1920,3.948161456435173e-06,1.5220185467512692e-07,3.672532287168906e-07
1921,3.840897406348631e-06,1.491831250755027e-07,4.248311178400854e-07
1922,3.86013590514267e-06,1.5272326292503635e-07,5.149799022774459e-07
1923,3.943824857799427e-06,1.857790947745741e-07,4.947031726487694e-07
1924,3.998982030850584e-06,1.4180786755968455e-07,4.4218271000318055e-07
1925,3.88235672232895e-06,2.056659280658124e-07,2.9475116036792315e-07
1926,3.950191512558376e-06,2.162350840606564e-07,4.6256474206529674e-07
1927,3.928987055701327e-06,1.5831899446983044e-07,4.3258992121764095e-07
1928,3.470088820733963e-06,1.816740549109852e-07,5.450221678415801e-07
1929,3.6952727029415655e-06,2.0721155902236887e-07,3.9994059619630207e-07
1930,3.4010669338613297e-06,1.5020153454337049e-07,3.980865805885969e-07
1931,3.3702828261539253e-06,1.8476677965395538e-07,5.052572902286556e-07
1932,3.435814804220172e-06,1.8850402860870474e-07,4.6797219965810655e-07
1933,3.7956420868567875e-06,1.7435406296506528e-07,6.64151315277195e-07
1934,3.7250731921290026e-06,2.0967764768897723e-07,4.588945117234289e-07
1935,3.939959057674969e-06,2.345783629564835e-07,4.6436942824357175e-07
1936,3.539204286084896e-06,1.9278296159441766e-07,4.2072758432709634e-07
1937,3.505367224931888e-06,1.435387475545724e-07,4.142477934010458e-07
1938,3.530427953535309e-06,1.8410604452068213e-07,5.484285807710876e-07
1939,3.6124546340943198e-06,1.9423444008737079e-07,4.894096008456472e-07
1940,3.210301215972322e-06,1.6736167474107333e-07,3.5247381191538807e-07
1941,3.4591611282053236e-06,2.0070217576773075e-07,6.52282047042263e-07
1942,3.88682523322359e-06,1.1530004861981524e-07,5.977397279366414e-07
1943,4.430336844052363e-06,1.916135243806849e-07,3.8322703588278273e-07
1944,3.769067433267992e-06,1.6387249246463398e-07,3.373845469667458e-07
1945,3.585817623275034e-06,2.418139515292239e-07,3.8341670460795285e-07
1946,3.6292318199571127e-06,1.39211046246146e-07,3.8839879579199987e-07
1947,3.3545330850870414e-06,1.5139506270855918e-07,3.0755845870089615e-07
1948,3.4192086530993038e-06,1.5655518215140773e-07,4.0878297369317806e-07
1949,3.2494297244056725e-06,1.6787084311520317e-07,3.877718377509609e-07
1950,3.660691476170541e-06,2.435497730157721e-07,3.573481599516981e-07
1951,3.4329714253544807e-06,2.0363277519752643e-07,3.7741361325061007e-07
1952,3.4165165772037653e-06,1.792616646234535e-07,3.6274124681767717e-07
1953,3.1308743473346112e-06,1.8638721199781827e-07,4.902091390590613e-07
1954,3.4878182475495123e-06,1.7786015704679414e-07,4.4855940828369967e-07
1955,3.220202032139241e-06,1.3702987633479324e-07,4.570790963498439e-07
1956,3.159669660135478e-06,1.6744591824213728e-07,4.1774268311201013e-07
1957,3.263662861741068e-06,2.4473054721640963e-07,3.9050865652257016e-07
1958,3.020195975977913e-06,1.8860714690038805e-07,5.410047272391694e-07
1959,3.1235512949479016e-06,1.2478703781404477e-07,4.162151689968141e-07
1960,3.264557022930603e-06,1.5848708095900221e-07,4.5262248704602825e-07
1961,3.6192961232472953e-06,1.737039826976705e-07,3.161412394092622e-07
1962,3.4417796825891855e-06,1.3064430248732606e-07,4.350582010204107e-07
1963,3.4069633443323255e-06,1.6553096215954355e-07,4.0348173513393704e-07
1964,3.3583504972511946e-06,1.2898012768935985e-07,4.210106077096043e-07
1965,3.513599111215626e-06,1.871438819467386e-07,3.578716309959873e-07
1966,3.355571465135654e-06,1.1742838434969372e-07,4.497728838259718e-07
1967,3.333892919954451e-06,1.2325838949500678e-07,3.5498415229540115e-07
1968,3.470966206009507e-06,1.6169096947460382e-07,4.235405057784192e-07
1969,3.5802676734419947e-06,1.0945636433334904e-07,3.2382733650138107e-07
1970,3.1588642315227844e-06,1.4210060383934575e-07,2.966177738983333e-07
1971,3.4170344207495873e-06,1.2280769989825302e-07,4.028503610697953e-07
1972,3.6367610221077484e-06,1.220974947813147e-07,4.786426899272556e-07
1973,3.445201116392127e-06,1.6925535645251344e-07,3.8371899080402727e-07
1974,3.1987000994604387e-06,1.0688586238316589e-07,4.376694704433248e-07
1975,3.2589705654118006e-06,1.456427431989482e-07,3.449734116145464e-07
1976,3.324701310702949e-06,1.7369121757537798e-07,3.5481001603443474e-07
1977,3.3926660591987456e-06,1.7689113179786276e-07,3.332135420919258e-07
1978,3.327325231339273e-06,1.4495043165752008e-07,2.7386125012185403e-07
1979,3.293490692612977e-06,1.386917714008007e-07,3.282957123929009e-07
1980,3.521950844742605e-06,1.5179352064187412e-07,2.8937418150576377e-07
1981,3.411368822980876e-06,1.8091071529724445e-07,4.2570947655917735e-07
1982,3.7089825468683557e-06,1.4401404846431376e-07,2.8119984385455155e-07
1983,3.3452228365149494e-06,1.7682885022907158e-07,3.6439373829466604e-07
1984,3.4011183913662535e-06,1.7744965835619908e-07,3.543194182498155e-07
1985,3.2435888499549037e-06,1.3655316699612285e-07,3.531132612977217e-07
1986,3.2436159926874097e-06,1.5825441801453621e-07,3.896415634585537e-07
1987,3.348116592860606e-06,1.7599152890568348e-07,4.6869964975826406e-07
1988,3.578143605409423e-06,1.4211832510824252e-07,4.101642829823504e-07
1989,3.259395782606589e-06,1.3775186780140558e-07,2.5355124222414815e-07
1990,3.2517548333999002e-06,2.0214495100034924e-07,3.2637419522529854e-07
1991,3.1610882444965682e-06,1.4126131331337888e-07,3.2120829018822405e-07
1992,3.383105735110803e-06,1.6970627947365813e-07,3.179237921813183e-07
1993,3.2476373235112987e-06,1.689458262177368e-07,3.5229357919774884e-07
1994,3.4297572995001246e-06,1.0866348842952789e-07,3.539475805780512e-07
1995,3.201415040621214e-06,1.2634310547765537e-07,3.264315466822154e-07
1996,3.132926309490358e-06,1.1476898098550237e-07,2.738441295946359e-07
1997,2.9479011658395393e-06,1.0884410461819982e-07,2.7091153853575634e-07
1998,3.292393330411869e-06,8.391907480032046e-08,3.2280236084147873e-07
1999,3.300142140005846e-06,6.763897530959184e-08,2.92949893676564e-07
2000,3.144313041048008e-06,7.201391571953764e-08,3.114712221474747e-07
2001,3.0804299342435115e-06,8.674799223395979e-08,3.3866767523704766e-07
2002,3.143526456028667e-06,1.2836979390584702e-07,3.334109486274883e-07
2003,3.0876898904352856e-06,6.958761267217284e-08,3.5502182527125115e-07
2004,2.9318291154822873e-06,5.285749399286388e-08,3.554666569982601e-07
2005,3.2962944231940128e-06,4.773974515703827e-08,3.0715571064376945e-07
2006,3.2395440285881705e-06,6.341550307098487e-08,3.9037595200852593e-07
2007,3.1859967748459894e-06,5.9118296702465045e-08,3.0198264866498903e-07
2008,2.9882969414529725e-06,4.81090685067187e-08,3.452783516877389e-07
2009,2.925286153754314e-06,5.769512978481828e-08,3.480780428333219e-07
2010,2.884348120346658e-06,2.7398000090883556e-08,5.205620041692782e-07
2011,3.207930120652236e-06,2.6767803973370974e-08,5.426216134196693e-07
2012,3.0185509842795e-06,2.4851044666540645e-08,5.719144589022562e-07
2013,2.59583869421931e-06,1.8408225277433132e-08,6.189068635364947e-07
2014,2.70983819916637e-06,2.317026327747218e-08,6.208331200241446e-07
2015,2.8773365627898784e-06,1.6181000206394458e-08,6.388170206150789e-07
2016,3.011935561403334e-06,2.962016298901915e-08,5.758325052340751e-07
2017,2.615480994450081e-06,1.635147350853572e-08,5.919233210249786e-07
2018,2.5293210796917265e-06,2.4523934105680212e-08,7.137755524411205e-07
2019,2.695628694482366e-06,1.1734543781116713e-08,6.844300202146769e-07
