year,cheveux_NOUN ouverts_ADJ,cheveux_NOUN couverts_ADJ
1962,6.341956404476434e-10,1.2683912586908264e-08
1963,0.0,1.0345685197421517e-08
1964,0.0,1.7035111099517053e-08
1965,0.0,9.849678406226303e-09
1966,0.0,1.273987226824147e-08
1967,0.0,1.232583901611406e-08
1968,4.4914158503495116e-10,8.982831367632116e-09
1969,1.8167031212712459e-09,1.407944960618579e-08
1970,0.0,8.7375777724219e-09
1971,0.0,9.762954888969944e-09
1972,0.0,1.2825367434743384e-08
1973,0.0,1.3783009400469837e-08
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,0.0,9.709516746170266e-09
1976,0.0,9.712995741040231e-09
1977,0.0,5.876781727920388e-09
1978,1.1881182704343018e-09,4.752473081737207e-09
1979,1.1703946700691858e-09,3.5111840102075575e-09
1980,0.0,4.548120546843393e-09
1981,1.2651099057237047e-09,3.1627747087981106e-09
1982,0.0,8.069752865935698e-09
1983,0.0,7.57837881337764e-09
1984,0.0,1.1598016769198694e-08
1985,0.0,1.0828004270990732e-08
1986,0.0,1.019062523255343e-08
1987,6.110816852533674e-10,1.0388388815840699e-08
1988,5.996553809062277e-10,8.395175221664886e-09
1989,0.0,1.1525056464734007e-08
1990,5.44865097484859e-10,5.993515905799995e-09
1991,0.0,7.6199047072123e-09
1992,0.0,7.713921945651236e-09
1993,0.0,9.416652346772025e-09
1994,0.0,1.1077346151466827e-08
1995,0.0,1.138714633697191e-08
1996,0.0,1.014237493990322e-08
1997,0.0,1.054876808126437e-08
1998,0.0,1.3350762273489636e-08
1999,0.0,1.0054442611817649e-08
2000,0.0,1.1486881668076876e-08
2001,0.0,6.571817756650944e-09
2002,0.0,8.324320788233308e-09
2003,0.0,1.1667384391955693e-08
2004,0.0,1.4095332012686868e-08
2005,9.007499190971657e-10,1.3511249008502091e-08
2006,0.0,1.6471560115860484e-08
2007,0.0,1.1583990655594789e-08
2008,0.0,8.089135583588813e-09
2009,0.0,2.098004614481397e-08
2010,4.723793023408973e-10,1.8895171649546683e-08
2011,3.82397197240536e-10,3.097417433650662e-08
2012,1.7021263287730903e-09,3.812763083033133e-08
2013,2.789125042035323e-10,3.8489925913154366e-08
2014,6.496335691608124e-10,4.28758148984798e-08
2015,2.2165753954528356e-10,4.078498605508685e-08
2016,2.0713400439298368e-10,4.6812285603436976e-08
2017,2.515611330355938e-10,4.17591472512413e-08
2018,0.0,5.162933547353532e-08
2019,0.0,4.668307695965268e-08
