year,cheveux_NOUN ouverts_ADJ,cheveux_NOUN couverts_ADJ
1800,0.0,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,7.801356893821776e-09
1804,0.0,3.213406074564773e-08
1805,0.0,1.421438877713399e-08
1806,1.152667650217154e-08,8.645007376628655e-09
1807,0.0,1.1387820464392462e-08
1808,0.0,2.4926814390369145e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,1.2535384286138651e-08
1812,0.0,4.5342538612658245e-08
1813,0.0,3.163315653864629e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,1.3486118000116676e-08
1816,0.0,6.952811659743929e-09
1817,0.0,2.9580593974287694e-08
1818,0.0,0.0
1819,0.0,1.3456364911235141e-08
1820,0.0,0.0
1821,0.0,3.94459531705138e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,7.906149512848515e-09
1824,0.0,6.736890156844311e-09
1825,0.0,3.258013947515792e-08
1826,0.0,4.403992281964975e-09
1827,0.0,3.6869092223668076e-09
1828,0.0,0.0
1829,0.0,2.571952872898464e-09
1830,0.0,2.5048406016026092e-08
1831,0.0,9.354723218280014e-09
1832,0.0,4.058990921151917e-09
1833,0.0,4.6334514003376626e-09
1834,0.0,9.334531370086552e-09
1835,0.0,4.5378527602224494e-09
1836,0.0,2.1506400216253496e-08
1837,0.0,4.453050195252217e-08
1838,0.0,1.830527018853445e-08
1839,0.0,2.1673573158409454e-08
1840,0.0,1.0828470564661075e-08
1841,0.0,1.1556987367100646e-08
1842,0.0,9.391571076378114e-09
1843,0.0,1.063243981747064e-08
1844,0.0,1.920996517412732e-08
1845,0.0,2.2320911785556063e-09
1846,0.0,7.610851504580296e-09
1847,0.0,2.8584086209093584e-08
1848,0.0,8.84974404868899e-09
1849,0.0,9.217356655710773e-09
1850,0.0,6.1100964288129944e-09
1851,0.0,7.739326512989919e-09
1852,0.0,2.278690836021724e-08
1853,0.0,8.360704129017904e-09
1854,0.0,1.1430461910322265e-08
1855,0.0,9.021793090369101e-09
1856,0.0,8.28350277259915e-09
1857,0.0,2.147863931156735e-08
1858,0.0,3.9149408159744326e-09
1859,0.0,5.601390462572908e-09
1860,1.8308735638683515e-09,1.1900677776566226e-08
1861,0.0,6.13075279431996e-09
1862,0.0,1.1294965851504912e-08
1863,0.0,6.493007020935693e-09
1864,0.0,1.3904711160250827e-08
1865,0.0,1.0355057256106193e-08
1866,0.0,1.8489329178805747e-08
1867,0.0,1.455843445796745e-08
1868,0.0,1.0867722721741302e-08
1869,0.0,1.3185501579471293e-08
1870,0.0,1.490852596930381e-08
1871,0.0,1.0621176826930423e-08
1872,0.0,1.4513614310374123e-08
1873,0.0,7.183205141814142e-09
1874,0.0,1.9716210886144836e-08
1875,0.0,1.602027666081085e-08
1876,0.0,9.069021977836655e-09
1877,0.0,3.0924081073635534e-09
1878,0.0,6.039088673581716e-10
1879,0.0,4.27652757650776e-09
1880,0.0,9.626769603698904e-09
1881,0.0,6.9725074602899895e-09
1882,0.0,6.655385131892899e-09
1883,0.0,3.159669414998234e-09
1884,0.0,5.941527270181268e-09
1885,0.0,1.0957580620640783e-08
1886,0.0,5.808117542471791e-09
1887,0.0,1.4363633837888301e-08
1888,0.0,8.242799331981132e-09
1889,0.0,5.012109394186837e-09
1890,1.3108772956016423e-09,1.2453334363726754e-08
1891,1.9122659011827636e-09,3.824531802365527e-09
1892,0.0,5.014809900671935e-09
1893,0.0,5.542574843531156e-09
1894,0.0,1.5753848003896564e-08
1895,0.0,6.018614495673091e-09
1896,5.89702897624278e-10,1.3563166589847242e-08
1897,0.0,8.157399200570126e-09
1898,0.0,9.619203211741478e-09
1899,0.0,3.3165470370022376e-09
1900,0.0,4.15284251431558e-09
1901,1.676621730339889e-09,1.0059729937950124e-08
1902,2.455141867585553e-09,3.437198747846537e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,1.4511488011237361e-08
1905,5.160759042333041e-10,1.0321517862621477e-08
1906,2.0576738091193647e-09,1.1317205839134203e-08
1907,0.0,4.6285588695127444e-09
1908,0.0,8.840499887696751e-09
1909,0.0,1.2102163715610459e-08
1910,0.0,1.977335806202518e-08
1911,5.320374141248863e-10,5.3203743632934675e-09
1912,2.0837684910901544e-09,3.646594803896619e-09
1913,5.30298971401777e-10,9.015082902408267e-09
1914,0.0,6.696743715117748e-10
1915,0.0,0.0
1916,0.0,7.69122365795738e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,2.762354567309444e-09
1920,0.0,1.3630017114962811e-08
1921,0.0,8.330022005509363e-09
1922,7.377935484775833e-10,1.3280283539529592e-08
1923,0.0,9.554353752605493e-09
1924,1.289162443462999e-09,9.02413699321869e-09
1925,0.0,1.9796720707176974e-08
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,1.0034302277972529e-08
1928,0.0,9.14083297942625e-09
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,0.0,5.2518016602221e-09
1931,0.0,9.124285327288817e-09
1932,0.0,1.2055489939655217e-08
1933,0.0,6.882397318719313e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,0.0,1.196828414151696e-08
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,6.482607339819424e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,2.028626333583361e-08
1941,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,3.267756198965799e-08
1946,0.0,1.9489545977080525e-08
1947,0.0,1.3112957830685446e-08
1948,0.0,9.784699273041042e-09
1949,0.0,6.8719057111366055e-09
1950,0.0,9.571825110299415e-09
1951,0.0,9.595261474260042e-09
1952,2.1089607837865287e-09,2.5307528517259925e-08
1953,0.0,4.3095309543161875e-09
1954,0.0,1.4658803948464083e-08
1955,0.0,3.754243138587299e-09
1956,0.0,6.976913269340912e-09
1957,0.0,8.835037590415595e-09
1958,0.0,4.1361216673863055e-09
1959,1.5501495642666896e-09,6.200598257066758e-09
1960,0.0,6.920833239831836e-09
1961,0.0,1.250668635321972e-08
