year,six_DET hôtes_NOUN,six_DET côtes_NOUN
1800,0.0,2.5153315874604232e-08
1801,0.0,1.4287095950749062e-08
1802,0.0,3.5805442166747525e-08
1803,0.0,1.2677205063482688e-07
1804,0.0,9.88740396223875e-08
1805,0.0,8.24434565060983e-08
1806,0.0,2.305335300434308e-08
1807,0.0,0.0
1808,0.0,4.985362878073829e-08
1809,0.0,3.388545621874073e-08
1810,0.0,9.360507036149102e-09
1811,0.0,0.0
1812,0.0,1.3336041604361526e-08
1813,0.0,8.627225156487839e-09
1814,0.0,1.2586708564299443e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,5.0987285504788815e-08
1817,0.0,1.0431051578052575e-07
1818,0.0,2.026600220972341e-08
1819,8.280840013696888e-09,2.3807414706311647e-08
1820,0.0,1.542642635854463e-08
1821,0.0,6.903042049088981e-08
1822,2.0051231786055723e-09,2.8071724500478012e-08
1823,0.0,6.52257359234909e-08
1824,1.6842225392110777e-09,4.463189640091514e-08
1825,3.522177216552791e-09,8.453225586180224e-08
1826,5.284790383086602e-09,5.6371099788066203e-08
1827,1.1060727445055818e-08,3.3182182335167454e-08
1828,0.0,1.2199160437376122e-07
1829,0.0,4.715246665343287e-08
1830,0.0,3.7572607469726904e-08
1831,0.0,4.365537620287796e-08
1832,0.0,2.8412935559885e-08
1833,0.0,4.054269808762001e-08
1834,0.0,2.7070139907436896e-08
1835,7.563087933704082e-10,4.764745398233572e-08
1836,0.0,5.1749776908138756e-08
1837,0.0,3.478945576063097e-08
1838,0.0,3.787297120361188e-08
1839,0.0,4.894032745728083e-08
1840,0.0,1.9109066329292546e-08
1841,6.420548537278137e-10,8.089891467832899e-08
1842,0.0,7.915752631149076e-08
1843,0.0,6.852016554148577e-08
1844,9.330554107123135e-09,3.2382512671347286e-08
1845,5.580227946389016e-10,2.9575208060350633e-08
1846,1.7563503984519002e-09,2.1076204781422803e-08
1847,0.0,2.9662730050006303e-08
1848,0.0,3.459445352405055e-08
1849,2.513824481908955e-09,4.273501774676447e-08
1850,6.788996032014438e-10,3.8018377779280854e-08
1851,1.2898877521649865e-09,1.870337307252612e-08
1852,0.0,2.929745512858517e-08
1853,0.0,3.822036354073077e-08
1854,1.0391328908454511e-09,2.182179059673217e-08
1855,0.0,1.2736649068756378e-08
1856,0.0,4.193523395201737e-08
1857,0.0,4.930324104535089e-08
1858,0.0,4.208561321661364e-08
1859,1.5276520048956854e-09,1.171199848215565e-08
1860,4.577183909670879e-10,2.792082218205927e-08
1861,2.8295783494058924e-09,1.0375120318428799e-08
1862,0.0,2.6656119089807362e-08
1863,1.4983863039219614e-09,5.9935452156878455e-09
1864,0.0,5.5618845085092516e-08
1865,1.882737743486018e-09,1.7415324959912937e-08
1866,1.9462451650298362e-09,1.556996132023869e-08
1867,9.7056229719783e-10,1.261730986357179e-08
1868,0.0,3.210918197993351e-08
1869,0.0,1.4162205630441349e-08
1870,3.4404292748035914e-09,2.408300403544672e-08
1871,0.0,8.178306387662815e-08
1872,6.047339295989218e-10,2.3584624031514068e-08
1873,5.986004469882289e-10,1.496501056408306e-08
1874,2.3898436563030145e-09,3.345781252050983e-08
1875,5.149374260327022e-09,4.577221801582709e-08
1876,0.0,3.567148620930993e-08
1877,6.184815992682502e-10,4.1438266817905856e-08
1878,0.0,1.7513357875031943e-08
1879,0.0,1.4051447894125602e-08
1880,0.0,8.343199908722454e-09
1881,6.972507571312292e-10,1.9523021421719022e-08
1882,0.0,2.1962771157291172e-08
1883,0.0,2.7173157945981075e-08
1884,6.601696966868076e-10,3.564916184473077e-08
1885,1.933690763067375e-09,4.125206687355387e-08
1886,0.0,3.5494052363915785e-08
1887,1.9586774424595887e-09,1.7628096316002484e-08
1888,0.0,4.311618084784641e-08
1889,6.265136742733546e-10,1.6289355364573765e-08
1890,0.0,2.2284913470116408e-08
1891,6.374220040683554e-10,2.2309770031370135e-08
1892,0.0,1.6298132621272998e-08
1893,0.0,1.785940828558097e-08
1894,0.0,2.9617235108858608e-08
1895,3.0093072478365457e-09,1.023164486468886e-08
1896,0.0,2.8305738197786923e-08
1897,4.661370844871726e-09,2.680288169187861e-08
1898,1.6975064687230201e-09,3.1120951149432585e-08
1899,0.0,2.65323762960179e-08
1900,6.22926377147337e-09,2.0245106924221545e-08
1901,3.353243460679778e-09,1.3412973842719111e-08
1902,9.820567692386817e-10,1.6694965410124496e-08
1903,0.0,2.052083658554693e-08
1904,0.0,2.3110889202371254e-08
1905,5.160759042333041e-10,1.651442893546573e-08
1906,6.6874399351490865e-09,1.9547900798055906e-08
1907,1.028568674676933e-09,2.5199932807140613e-08
1908,9.822778146428846e-10,4.5675918158849527e-08
1909,0.0,2.6954818821423032e-08
1910,2.137660271017694e-09,2.51175080734356e-08
1911,0.0,1.9153347352585115e-08
1912,0.0,2.0837685354990754e-08
1913,3.181793939432964e-09,1.6969567084856862e-08
1914,1.3393487430235496e-09,2.0090231978020512e-08
1915,0.0,1.5314990164938536e-08
1916,3.2962386153911893e-09,3.0764893077517286e-08
1917,0.0,4.825226584959097e-08
1918,0.0,1.8378201183111287e-08
1919,2.762354567309444e-09,3.6831393046554695e-08
1920,0.0,1.1358347151713133e-08
1921,0.0,2.120369302360814e-08
1922,0.0,4.721878710256533e-08
1923,0.0,2.9724654737606215e-08
1924,0.0,3.2229060309418855e-08
1925,0.0,1.7597084678300234e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,2.1183527820767267e-08
1928,1.1426041224282812e-09,1.7139061614379614e-08
1929,1.1140406375176326e-09,2.2280811862174232e-08
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,1.0264820993199919e-08
1932,0.0,1.2055489939655217e-08
1933,0.0,1.0323596200123575e-08
1934,0.0,2.3963160344919743e-08
1935,0.0,2.8723881939640705e-08
1936,0.0,2.7886843056990074e-08
1937,0.0,5.791914503561202e-08
1938,1.2965214457594243e-09,2.463390824658518e-08
1939,0.0,2.4470480752825097e-08
1940,0.0,3.296517903095264e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,1.9606536394434215e-08
1946,0.0,4.1763312808029696e-09
1947,0.0,2.622591566137089e-08
1948,0.0,2.174377566888097e-09
1949,0.0,4.908504269707237e-09
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,3.1984206394497505e-09,2.5587365115598004e-08
1952,0.0,2.4253049346611988e-08
1953,5.386913581872932e-09,2.1547654327491728e-08
1954,9.772536113672459e-10,1.2704297169818801e-08
1955,0.0,1.0324168187025862e-08
1956,0.0,8.72114158667614e-10
1957,8.835037701437898e-10,7.068030161150318e-09
1958,8.272243445794913e-10,1.0753916868111446e-08
1959,2.325224457422337e-09,1.8601795659378695e-08
1960,1.3841666701708277e-09,6.920833295342987e-09
1961,2.779263708063695e-09,6.94815938118154e-09
1962,6.341956404476434e-10,1.0147130247162295e-08
1963,0.0,1.2285501505004959e-08
1964,4.258777774879263e-09,5.475571551727398e-09
1965,1.6416130677043839e-09,1.0396882466068291e-08
1966,0.0,5.539074976468328e-09
1967,0.0,8.381570104631919e-09
1968,2.6948494546985557e-09,6.287982134978165e-09
1969,0.0,7.72098829315837e-09
1970,9.197450023812337e-10,1.6555409487750694e-08
1971,2.0553589941130213e-09,1.0790634275004152e-08
1972,1.5390440033513642e-09,8.208234980600082e-09
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,0.0,5.06301445213353e-09
1975,5.711480177694739e-10,4.569184142155791e-09
1976,0.0,1.085570122683066e-08
1977,1.1753563677885381e-09,7.05213826224238e-09
1978,0.0,2.3762365408686037e-09
1979,0.0,1.7555920051037788e-09
1980,0.0,6.253665585376211e-09
1981,0.0,5.060439622894819e-09
1982,2.483000915987077e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,9.472974182855864e-09
1984,1.739702604197646e-09,5.799008384599347e-09
1985,1.2031116103372597e-09,3.0077789148208467e-09
1986,0.0,1.1988970927134801e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,0.0,4.390497743145261e-09
1990,5.44865097484859e-10,1.2531897297662908e-08
1991,5.861465202094962e-10,2.9307325455363298e-09
1992,0.0,4.958949750832886e-09
1993,0.0,7.200969598386564e-09
1994,0.0,3.6924485691258724e-09
1995,5.422450821690461e-10,4.337960657352369e-09
