year,six_DET hôtes_NOUN,six_DET côtes_NOUN
1996,5.338092190498855e-10,4.270473752399084e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,5.72175506974304e-09,1.9072516899143466e-09
1999,4.570201161957499e-10,5.0272213059088244e-09
2000,1.3254094488601709e-09,3.97622823555821e-09
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,1.3143663935011318e-09,4.81934359086722e-09
2003,4.1669229178253886e-10,1.2500768753476166e-09
2004,4.404791253964646e-10,3.523833003171717e-09
2005,1.3511248786457486e-09,2.702249757291497e-09
2006,8.235779835885637e-10,2.4707338397433887e-09
2007,1.1983438685803094e-09,2.396687653893892e-09
2008,8.514879357157668e-10,2.9802077194940324e-09
2009,2.384096253749135e-09,5.245011758248097e-09
2010,9.447586046817946e-10,7.558068670920903e-09
2011,7.64794394481072e-10,4.971163480860241e-09
2012,3.4042526575461807e-09,4.765953853791416e-09
2013,1.3945624655065103e-09,3.904775003338301e-09
2014,1.9489005964601347e-09,3.6812568132704726e-09
2015,6.649726325136385e-10,5.54143841924315e-09
2016,1.4499380585064614e-09,8.078226226837515e-09
2017,7.54683426862357e-10,3.773417134311785e-09
2018,5.162933414126769e-10,7.228107001822082e-09
2019,7.65296326310505e-10,6.122370832528645e-09
